capture_id,tag,frames,finite_frames,xyz_diff_rmse_mm,xyz_diff_p95_mm,xyz_diff_max_mm,cpu_accept_rate,gpu_accept_rate,row_spec,R,L,I,T,prior_sigma_mm,range_sigma_scale,robust
R01,BS2DCE,20,20,9.27471511047761,16.966468661933177,20.07602486072963,1.0,1.0,R2:L0:I0:T6,R2,L0,I0,T6,45.0,1.0,False
