row_spec,stage,wall_time_s
R2:L0:I0:T6,simulate_imu_prior,0.17249637600616552
R2:L0:I0:T6,cpu_golden,0.03980995599704329
R2:L0:I0:T6,torch_gpu,0.5988515890057897
