version,solver,solver_family,eval_set,metric,point_mm,ci_low_mm,ci_high_mm,n_positions,n_boot,seed,source
v2,T2+F3,external_position_filter,noG,median_3d,91.47194553070818,76.5646710924576,139.53148406085705,24,10000,42,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/filtered_deployment/tables/filtered_static_abs_errors_per_session.csv
v2,T2+F3,external_position_filter,noG,p95_3d,298.21382938459635,145.57158219512732,382.213817295777,24,10000,42,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/filtered_deployment/tables/filtered_static_abs_errors_per_session.csv
v2,T2+F3,external_position_filter,noG,rms_3d,147.7940230119063,104.06906609873089,190.87084872944297,24,10000,42,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/filtered_deployment/tables/filtered_static_abs_errors_per_session.csv
v2,T2+F3,external_position_filter,noG,repeat_d3_std_median,35.69244973005593,31.578843371864995,44.0085435214455,24,10000,42,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/filtered_deployment/tables/filtered_static_abs_errors_per_session.csv
v2,T2+F3,external_position_filter,noG,vertical_abs_p95,291.8307415060801,121.89729759099892,381.61499892537927,24,10000,42,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/filtered_deployment/tables/filtered_static_abs_errors_per_session.csv
v2,T2+F3,external_position_filter,noG,horizontal_median,65.09835030075827,53.07786863548031,79.5747094421598,24,10000,42,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/filtered_deployment/tables/filtered_static_abs_errors_per_session.csv
v2,T2+F4,external_position_filter,all8,median_3d,77.34370136118127,58.766940594934596,137.2845857426586,24,10000,42,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/filtered_deployment/tables/filtered_static_abs_errors_per_session.csv
v2,T2+F4,external_position_filter,all8,p95_3d,229.63148166736997,145.20411313014657,380.4237546717217,24,10000,42,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/filtered_deployment/tables/filtered_static_abs_errors_per_session.csv
v2,T2+F4,external_position_filter,all8,rms_3d,131.89275193833774,89.20401440651558,176.17710990371668,24,10000,42,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/filtered_deployment/tables/filtered_static_abs_errors_per_session.csv
v2,T2+F4,external_position_filter,all8,repeat_d3_std_median,22.594582406609977,18.22837414417886,29.094696487054094,24,10000,42,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/filtered_deployment/tables/filtered_static_abs_errors_per_session.csv
v2,T2+F4,external_position_filter,all8,vertical_abs_p95,214.6705798447416,129.95607995790436,378.5767821620575,24,10000,42,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/filtered_deployment/tables/filtered_static_abs_errors_per_session.csv
v2,T2+F4,external_position_filter,all8,horizontal_median,43.232820658087164,32.30211103646031,52.39376076673129,24,10000,42,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/filtered_deployment/tables/filtered_static_abs_errors_per_session.csv
v2,T2+F4,external_position_filter,noG,median_3d,91.10576690504428,75.8403366915722,139.46447472660907,24,10000,42,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/filtered_deployment/tables/filtered_static_abs_errors_per_session.csv
v2,T2+F4,external_position_filter,noG,p95_3d,299.1105086389739,146.09576611420744,380.8681754849076,24,10000,42,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/filtered_deployment/tables/filtered_static_abs_errors_per_session.csv
v2,T2+F4,external_position_filter,noG,rms_3d,147.56498468324062,102.52811542978783,190.92230189707394,24,10000,42,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/filtered_deployment/tables/filtered_static_abs_errors_per_session.csv
v2,T2+F4,external_position_filter,noG,repeat_d3_std_median,22.222623005563015,19.39882420649387,25.338852409063172,24,10000,42,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/filtered_deployment/tables/filtered_static_abs_errors_per_session.csv
v2,T2+F4,external_position_filter,noG,vertical_abs_p95,292.62304999961725,122.3162182420207,380.2776541469166,24,10000,42,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/filtered_deployment/tables/filtered_static_abs_errors_per_session.csv
v2,T2+F4,external_position_filter,noG,horizontal_median,65.14536662471413,53.29271593803339,79.56948471393129,24,10000,42,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/filtered_deployment/tables/filtered_static_abs_errors_per_session.csv
v2,T2+F5,external_position_filter,all8,median_3d,76.51248001272111,59.31119635700281,137.05701185643747,24,10000,42,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/filtered_deployment/tables/filtered_static_abs_errors_per_session.csv
v2,T2+F5,external_position_filter,all8,p95_3d,228.97627891869394,144.8553414611646,379.2978831753241,24,10000,42,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/filtered_deployment/tables/filtered_static_abs_errors_per_session.csv
v2,T2+F5,external_position_filter,all8,rms_3d,131.56426125949042,90.00285480895951,175.78482070972385,24,10000,42,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/filtered_deployment/tables/filtered_static_abs_errors_per_session.csv
v2,T2+F5,external_position_filter,all8,repeat_d3_std_median,20.38629023829835,16.225920233897295,26.2882561210085,24,10000,42,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/filtered_deployment/tables/filtered_static_abs_errors_per_session.csv
v2,T2+F5,external_position_filter,all8,vertical_abs_p95,213.99816991159386,130.66792716100915,377.5091758625599,24,10000,42,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/filtered_deployment/tables/filtered_static_abs_errors_per_session.csv
v2,T2+F5,external_position_filter,all8,horizontal_median,43.160566837483664,32.33221924446058,55.165356150888044,24,10000,42,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/filtered_deployment/tables/filtered_static_abs_errors_per_session.csv
v2,T2+F5,external_position_filter,noG,median_3d,90.59816328506417,74.26677883648335,139.66047173618244,24,10000,42,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/filtered_deployment/tables/filtered_static_abs_errors_per_session.csv
v2,T2+F5,external_position_filter,noG,p95_3d,298.13098231164776,154.0394252237254,380.68769099116383,24,10000,42,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/filtered_deployment/tables/filtered_static_abs_errors_per_session.csv
v2,T2+F5,external_position_filter,noG,rms_3d,147.1954156548242,103.05911355099892,190.72372467977723,24,10000,42,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/filtered_deployment/tables/filtered_static_abs_errors_per_session.csv
v2,T2+F5,external_position_filter,noG,repeat_d3_std_median,18.68130206789604,16.679193465582895,22.938065943809637,24,10000,42,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/filtered_deployment/tables/filtered_static_abs_errors_per_session.csv
v2,T2+F5,external_position_filter,noG,vertical_abs_p95,291.6408602921247,122.5748908161017,380.1119546033151,24,10000,42,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/filtered_deployment/tables/filtered_static_abs_errors_per_session.csv
v2,T2+F5,external_position_filter,noG,horizontal_median,64.96539177537349,53.073884929442976,79.2796321139225,24,10000,42,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/filtered_deployment/tables/filtered_static_abs_errors_per_session.csv
v2,T3+F0,external_position_filter,all8,median_3d,71.2664229537187,39.30478644767897,101.8131028761335,24,10000,42,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/filtered_deployment/tables/filtered_static_abs_errors_per_session.csv
v2,T3+F0,external_position_filter,all8,p95_3d,190.09625136561604,111.1484897315739,238.7974751100481,24,10000,42,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/filtered_deployment/tables/filtered_static_abs_errors_per_session.csv
v2,T3+F0,external_position_filter,all8,rms_3d,100.47105099053073,73.57375498030105,126.1973120304615,24,10000,42,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/filtered_deployment/tables/filtered_static_abs_errors_per_session.csv
v2,T3+F0,external_position_filter,all8,repeat_d3_std_median,63.25918576507351,48.22455777301145,67.37307421001714,24,10000,42,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/filtered_deployment/tables/filtered_static_abs_errors_per_session.csv
v2,T3+F0,external_position_filter,all8,vertical_abs_p95,179.13596632403127,85.43420657507022,223.1722140267922,24,10000,42,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/filtered_deployment/tables/filtered_static_abs_errors_per_session.csv
v2,T3+F0,external_position_filter,all8,horizontal_median,45.58098683306456,29.96935461063925,66.90244514069468,24,10000,42,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/filtered_deployment/tables/filtered_static_abs_errors_per_session.csv
v2,T3+F0,external_position_filter,noG,median_3d,90.40981577135523,68.78035295731097,137.255021322926,24,10000,42,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/filtered_deployment/tables/filtered_static_abs_errors_per_session.csv
v2,T3+F0,external_position_filter,noG,p95_3d,256.2699892189087,145.77934491087646,316.0126454263695,24,10000,42,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/filtered_deployment/tables/filtered_static_abs_errors_per_session.csv
v2,T3+F0,external_position_filter,noG,rms_3d,131.31370620652078,96.29292547234726,166.42539803067606,24,10000,42,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/filtered_deployment/tables/filtered_static_abs_errors_per_session.csv
v2,T3+F0,external_position_filter,noG,repeat_d3_std_median,58.43805756789202,47.36993860717951,79.74478993624177,24,10000,42,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/filtered_deployment/tables/filtered_static_abs_errors_per_session.csv
v2,T3+F0,external_position_filter,noG,vertical_abs_p95,249.7230727927031,113.69032105075873,308.316611229411,24,10000,42,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/filtered_deployment/tables/filtered_static_abs_errors_per_session.csv
v2,T3+F0,external_position_filter,noG,horizontal_median,67.36898649471146,53.13081233713809,76.41744672834672,24,10000,42,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/filtered_deployment/tables/filtered_static_abs_errors_per_session.csv
v2,T3+F1,external_position_filter,all8,median_3d,65.41481127490219,40.808686219415335,101.34665099299788,24,10000,42,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/filtered_deployment/tables/filtered_static_abs_errors_per_session.csv
v2,T3+F1,external_position_filter,all8,p95_3d,185.00944008915903,111.5960716849236,237.73836983346249,24,10000,42,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/filtered_deployment/tables/filtered_static_abs_errors_per_session.csv
v2,T3+F1,external_position_filter,all8,rms_3d,98.41602336437046,71.0382166035738,125.11521506398134,24,10000,42,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/filtered_deployment/tables/filtered_static_abs_errors_per_session.csv
v2,T3+F1,external_position_filter,all8,repeat_d3_std_median,33.08563400305033,26.777740016412345,41.59233436129145,24,10000,42,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/filtered_deployment/tables/filtered_static_abs_errors_per_session.csv
v2,T3+F1,external_position_filter,all8,vertical_abs_p95,174.8050060175698,81.82134576574808,221.9034870579624,24,10000,42,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/filtered_deployment/tables/filtered_static_abs_errors_per_session.csv
v2,T3+F1,external_position_filter,all8,horizontal_median,42.968147596307986,29.64129627536863,60.90285360365189,24,10000,42,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/filtered_deployment/tables/filtered_static_abs_errors_per_session.csv
v2,T3+F1,external_position_filter,noG,median_3d,81.01925112777798,72.38016129281904,137.21067411036677,24,10000,42,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/filtered_deployment/tables/filtered_static_abs_errors_per_session.csv
v2,T3+F1,external_position_filter,noG,p95_3d,252.8042418023332,143.7957497478256,308.53745297420386,24,10000,42,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/filtered_deployment/tables/filtered_static_abs_errors_per_session.csv
v2,T3+F1,external_position_filter,noG,rms_3d,128.66675092121338,94.08089988645551,162.39232188999188,24,10000,42,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/filtered_deployment/tables/filtered_static_abs_errors_per_session.csv
v2,T3+F1,external_position_filter,noG,repeat_d3_std_median,31.777700025126183,25.43269936262076,41.33943257723604,24,10000,42,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/filtered_deployment/tables/filtered_static_abs_errors_per_session.csv
v2,T3+F1,external_position_filter,noG,vertical_abs_p95,246.42970968480554,111.98465478423486,301.0415048210605,24,10000,42,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/filtered_deployment/tables/filtered_static_abs_errors_per_session.csv
v2,T3+F1,external_position_filter,noG,horizontal_median,66.39454564284188,53.435553531019366,75.8493303064144,24,10000,42,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/filtered_deployment/tables/filtered_static_abs_errors_per_session.csv
v2,T3+F2,external_position_filter,all8,median_3d,65.41481127490219,40.808686219415335,101.34665099299788,24,10000,42,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/filtered_deployment/tables/filtered_static_abs_errors_per_session.csv
v2,T3+F2,external_position_filter,all8,p95_3d,185.00944008915903,111.5960716849236,237.73836983346249,24,10000,42,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/filtered_deployment/tables/filtered_static_abs_errors_per_session.csv
v2,T3+F2,external_position_filter,all8,rms_3d,98.41602336437046,71.80840654104591,125.20623544911506,24,10000,42,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/filtered_deployment/tables/filtered_static_abs_errors_per_session.csv
v2,T3+F2,external_position_filter,all8,repeat_d3_std_median,33.08563400305033,26.777740016412345,41.59233436129145,24,10000,42,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/filtered_deployment/tables/filtered_static_abs_errors_per_session.csv
v2,T3+F2,external_position_filter,all8,vertical_abs_p95,174.8050060175698,81.82134576574808,221.9034870579624,24,10000,42,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/filtered_deployment/tables/filtered_static_abs_errors_per_session.csv
v2,T3+F2,external_position_filter,all8,horizontal_median,42.968147596307986,29.64129627536863,60.90285360365189,24,10000,42,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/filtered_deployment/tables/filtered_static_abs_errors_per_session.csv
v2,T3+F2,external_position_filter,noG,median_3d,81.01925112777798,72.38016129281904,137.21067411036677,24,10000,42,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/filtered_deployment/tables/filtered_static_abs_errors_per_session.csv
v2,T3+F2,external_position_filter,noG,p95_3d,253.1138208223885,143.7957497478256,308.53745297420386,24,10000,42,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/filtered_deployment/tables/filtered_static_abs_errors_per_session.csv
v2,T3+F2,external_position_filter,noG,rms_3d,128.69751676862273,94.21115148621483,162.56296380435325,24,10000,42,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/filtered_deployment/tables/filtered_static_abs_errors_per_session.csv
v2,T3+F2,external_position_filter,noG,repeat_d3_std_median,31.777700025126183,25.43269936262076,41.07580232555838,24,10000,42,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/filtered_deployment/tables/filtered_static_abs_errors_per_session.csv
v2,T3+F2,external_position_filter,noG,vertical_abs_p95,246.7424438104168,111.98465478423486,301.0415048210605,24,10000,42,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/filtered_deployment/tables/filtered_static_abs_errors_per_session.csv
v2,T3+F2,external_position_filter,noG,horizontal_median,66.39454564284188,53.435553531019366,75.8493303064144,24,10000,42,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/filtered_deployment/tables/filtered_static_abs_errors_per_session.csv
v2,T3+F3,external_position_filter,all8,median_3d,65.80532273486132,40.174033063999936,101.11319237915912,24,10000,42,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/filtered_deployment/tables/filtered_static_abs_errors_per_session.csv
v2,T3+F3,external_position_filter,all8,p95_3d,186.28609239777387,111.09345807398252,237.8369250739856,24,10000,42,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/filtered_deployment/tables/filtered_static_abs_errors_per_session.csv
v2,T3+F3,external_position_filter,all8,rms_3d,98.66647530243945,71.46145275412674,124.12054364174273,24,10000,42,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/filtered_deployment/tables/filtered_static_abs_errors_per_session.csv
v2,T3+F3,external_position_filter,all8,repeat_d3_std_median,38.235451933982674,29.749807743917263,45.29271380717839,24,10000,42,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/filtered_deployment/tables/filtered_static_abs_errors_per_session.csv
v2,T3+F3,external_position_filter,all8,vertical_abs_p95,175.86457663620288,82.68719749580765,221.97086702932864,24,10000,42,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/filtered_deployment/tables/filtered_static_abs_errors_per_session.csv
v2,T3+F3,external_position_filter,all8,horizontal_median,43.49982017069325,29.61989172715456,60.4803333584068,24,10000,42,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/filtered_deployment/tables/filtered_static_abs_errors_per_session.csv
v2,T3+F3,external_position_filter,noG,median_3d,82.82668807158902,71.95527873063033,136.99312675874606,24,10000,42,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/filtered_deployment/tables/filtered_static_abs_errors_per_session.csv
v2,T3+F3,external_position_filter,noG,p95_3d,253.38930696812466,144.03229928349808,309.398646640727,24,10000,42,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/filtered_deployment/tables/filtered_static_abs_errors_per_session.csv
v2,T3+F3,external_position_filter,noG,rms_3d,129.13252308875553,94.49813922994919,162.42174843511856,24,10000,42,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/filtered_deployment/tables/filtered_static_abs_errors_per_session.csv
v2,T3+F3,external_position_filter,noG,repeat_d3_std_median,37.45786464339314,28.31374781938263,50.724678156766544,24,10000,42,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/filtered_deployment/tables/filtered_static_abs_errors_per_session.csv
v2,T3+F3,external_position_filter,noG,vertical_abs_p95,246.97469369097035,112.2897084796914,301.94842839784724,24,10000,42,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/filtered_deployment/tables/filtered_static_abs_errors_per_session.csv
v2,T3+F3,external_position_filter,noG,horizontal_median,66.61833033532912,53.60076348082616,76.13310738581391,24,10000,42,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/filtered_deployment/tables/filtered_static_abs_errors_per_session.csv
v2,T3+F4,external_position_filter,all8,median_3d,64.36421431030408,41.289779512494746,100.38195917409438,24,10000,42,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/filtered_deployment/tables/filtered_static_abs_errors_per_session.csv
v2,T3+F4,external_position_filter,all8,p95_3d,185.0110238284953,111.71169778121175,238.78148370430927,24,10000,42,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/filtered_deployment/tables/filtered_static_abs_errors_per_session.csv
v2,T3+F4,external_position_filter,all8,rms_3d,98.33457020597197,71.52520970680074,124.26653374338478,24,10000,42,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/filtered_deployment/tables/filtered_static_abs_errors_per_session.csv
v2,T3+F4,external_position_filter,all8,repeat_d3_std_median,24.572590438326785,20.842955342871036,31.289109095796626,24,10000,42,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/filtered_deployment/tables/filtered_static_abs_errors_per_session.csv
v2,T3+F4,external_position_filter,all8,vertical_abs_p95,174.62334017689463,83.23638946628456,222.7820167894441,24,10000,42,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/filtered_deployment/tables/filtered_static_abs_errors_per_session.csv
v2,T3+F4,external_position_filter,all8,horizontal_median,42.54781560323333,28.974109478684284,60.214824552279,24,10000,42,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/filtered_deployment/tables/filtered_static_abs_errors_per_session.csv
v2,T3+F4,external_position_filter,noG,median_3d,81.10520082088897,71.9671234337527,137.98758553663524,24,10000,42,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/filtered_deployment/tables/filtered_static_abs_errors_per_session.csv
v2,T3+F4,external_position_filter,noG,p95_3d,255.12053415703133,144.2519294552244,309.6269465491172,24,10000,42,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/filtered_deployment/tables/filtered_static_abs_errors_per_session.csv
v2,T3+F4,external_position_filter,noG,rms_3d,129.44060253746704,94.58009508234595,163.53030926683348,24,10000,42,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/filtered_deployment/tables/filtered_static_abs_errors_per_session.csv
v2,T3+F4,external_position_filter,noG,repeat_d3_std_median,22.91176020624132,19.271350685044272,30.192970138472692,24,10000,42,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/filtered_deployment/tables/filtered_static_abs_errors_per_session.csv
