sample_utc,gpu_index,gpu_util_pct,mem_used_mb,mem_total_mb,temperature_c,power_w
2026-06-06T21:01:33.549398+00:00,0,0.0,1351.0,32607.0,29.0,5.57
2026-06-06T21:01:38.570064+00:00,0,0.0,1351.0,32607.0,31.0,56.17
2026-06-06T21:01:43.588130+00:00,0,100.0,4212.0,32607.0,34.0,113.33
2026-06-06T21:01:48.604672+00:00,0,0.0,4212.0,32607.0,32.0,62.85
2026-06-06T21:01:53.620767+00:00,0,100.0,4212.0,32607.0,33.0,68.77
2026-06-06T21:01:58.637805+00:00,0,0.0,4212.0,32607.0,33.0,64.87
2026-06-06T21:02:03.654090+00:00,0,0.0,4212.0,32607.0,32.0,56.41
2026-06-06T21:02:08.670159+00:00,0,0.0,4212.0,32607.0,33.0,99.39
2026-06-06T21:02:13.686620+00:00,0,0.0,4212.0,32607.0,32.0,56.41
2026-06-06T21:02:18.702697+00:00,0,100.0,4212.0,32607.0,36.0,137.82
2026-06-06T21:02:23.718768+00:00,0,48.0,4212.0,32607.0,33.0,58.23
2026-06-06T21:02:28.735065+00:00,0,100.0,4212.0,32607.0,36.0,137.59
2026-06-06T21:02:33.750837+00:00,0,0.0,4212.0,32607.0,33.0,70.14
2026-06-06T21:02:38.766603+00:00,0,0.0,4212.0,32607.0,35.0,120.45
2026-06-06T21:02:43.782797+00:00,0,0.0,4212.0,32607.0,33.0,72.42
2026-06-06T21:02:48.799235+00:00,0,100.0,4212.0,32607.0,37.0,138.86
2026-06-06T21:02:53.815648+00:00,0,0.0,4212.0,32607.0,33.0,62.1
2026-06-06T21:02:58.831900+00:00,0,100.0,4212.0,32607.0,37.0,137.49
2026-06-06T21:03:03.848405+00:00,0,0.0,4212.0,32607.0,33.0,56.65
2026-06-06T21:03:08.864608+00:00,0,100.0,4212.0,32607.0,35.0,90.82
2026-06-06T21:03:13.881120+00:00,0,0.0,4212.0,32607.0,33.0,56.25
2026-06-06T21:03:18.897690+00:00,0,64.0,4212.0,32607.0,35.0,101.79
2026-06-06T21:03:23.913763+00:00,0,0.0,4212.0,32607.0,33.0,58.51
2026-06-06T21:03:28.930571+00:00,0,0.0,4212.0,32607.0,34.0,74.06
2026-06-06T21:03:33.949259+00:00,0,0.0,4212.0,32607.0,34.0,60.36
