host_elapsed_s,sweep,conn_id,peer_name,tag_id,anchor_id,status,raw_mm,filt_mm,quality_percent,ok_count,fail_count
0.177953,1409,,BSF66F,,4,ok,3300,3300,100,4,0
0.177953,1409,,BSF66F,,5,ok,2416,2416,100,4,0
0.177953,1409,,BSF66F,,6,ok,2481,2481,100,4,0
0.410573,1410,,BSF66F,,0,ok,3313,3313,100,4,0
0.410573,1410,,BSF66F,,1,ok,2671,2671,100,4,0
0.567776,1411,,BSF66F,,4,ok,3332,3332,100,5,0
0.570047,1411,,BSF66F,,5,ok,2448,2448,100,5,0
0.570047,1411,,BSF66F,,6,ok,2456,2456,100,5,0
0.570047,1411,,BSF66F,,7,ok,3221,3221,100,5,0
0.800463,1412,,BSF66F,,0,ok,3225,3225,100,5,0
0.800463,1412,,BSF66F,,1,ok,2664,2664,100,5,0
0.800463,1412,,BSF66F,,2,ok,2443,2443,100,5,0
0.980352,1413,,BSF66F,,4,ok,3305,3305,100,6,0
0.980352,1413,,BSF66F,,5,ok,2434,2434,100,6,0
1.205132,1414,,BSF66F,,0,ok,3236,3236,100,6,0
1.207396,1414,,BSF66F,,1,ok,2683,2683,100,6,0
1.207396,1414,,BSF66F,,2,ok,2411,2411,100,6,0
1.207396,1414,,BSF66F,,3,ok,3143,3143,100,6,0
1.363006,1415,,BSF66F,,4,ok,3311,3311,100,7,0
1.363006,1415,,BSF66F,,5,ok,2464,2464,100,7,0
1.363006,1415,,BSF66F,,6,ok,2449,2449,100,7,0
1.61835,1416,,BSF66F,,0,ok,3265,3265,100,7,0
1.61835,1416,,BSF66F,,1,ok,2689,2689,100,7,0
1.775145,1417,,BSF66F,,4,ok,3226,3226,100,8,0
1.777507,1417,,BSF66F,,5,ok,2398,2398,100,8,0
1.777507,1417,,BSF66F,,6,ok,2449,2449,100,8,0
1.777507,1417,,BSF66F,,7,ok,3162,3162,100,8,0
2.008002,1418,,BSF66F,,0,ok,3241,3241,100,8,0
2.008002,1418,,BSF66F,,1,ok,2707,2707,100,8,0
2.008002,1418,,BSF66F,,2,ok,2420,2420,100,8,0
2.187814,1419,,BSF66F,,4,ok,3306,3306,100,9,0
2.187814,1419,,BSF66F,,5,ok,2417,2417,100,9,0
2.420233,1420,,BSF66F,,0,ok,3276,3276,100,9,0
2.427208,1420,,BSF66F,,1,ok,2662,2662,100,9,0
2.427208,1420,,BSF66F,,2,ok,2431,2431,100,9,0
2.427208,1420,,BSF66F,,3,ok,3152,3152,100,9,0
2.570478,1421,,BSF66F,,4,ok,3306,3306,100,10,0
2.570478,1421,,BSF66F,,5,ok,2432,2432,100,10,0
2.570478,1421,,BSF66F,,6,ok,2459,2459,100,10,0
2.803065,1422,,BSF66F,,0,ok,3232,3232,100,10,0
2.803065,1422,,BSF66F,,1,ok,2666,2666,100,10,0
2.960159,1423,,BSF66F,,4,ok,3254,3254,100,11,0
2.962553,1423,,BSF66F,,5,ok,2404,2404,100,11,0
2.962553,1423,,BSF66F,,6,ok,2475,2475,100,11,0
2.962553,1423,,BSF66F,,7,ok,3145,3145,100,11,0
3.216045,1424,,BSF66F,,0,ok,3250,3250,100,11,0
3.216045,1424,,BSF66F,,1,ok,2681,2681,100,11,0
3.216045,1424,,BSF66F,,2,ok,2438,2438,100,11,0
3.365799,1425,,BSF66F,,4,ok,3271,3271,100,12,0
3.365799,1425,,BSF66F,,5,ok,2396,2396,100,12,0
3.598234,1426,,BSF66F,,0,ok,3271,3271,100,12,0
3.601229,1426,,BSF66F,,1,ok,2668,2668,100,12,0
3.601229,1426,,BSF66F,,2,ok,2431,2431,100,12,0
3.601229,1426,,BSF66F,,3,ok,3143,3143,100,12,0
3.77804,1427,,BSF66F,,4,ok,3268,3268,100,13,0
3.77804,1427,,BSF66F,,5,ok,2439,2439,100,13,0
3.77804,1427,,BSF66F,,6,ok,2417,2417,100,13,0
4.010581,1428,,BSF66F,,0,ok,3231,3231,100,13,0
4.010581,1428,,BSF66F,,1,ok,2693,2693,100,13,0
4.168505,1429,,BSF66F,,4,ok,3277,3277,100,14,0
4.170281,1429,,BSF66F,,5,ok,2411,2411,100,14,0
4.170281,1429,,BSF66F,,6,ok,2465,2465,100,14,0
4.170281,1429,,BSF66F,,7,ok,3220,3220,100,14,0
4.401383,1430,,BSF66F,,0,ok,3283,3283,100,14,0
4.401383,1430,,BSF66F,,1,ok,2686,2686,100,14,0
4.401383,1430,,BSF66F,,2,ok,2419,2419,100,14,0
4.551493,1431,,BSF66F,,4,ok,3317,3317,100,15,0
4.551493,1431,,BSF66F,,5,ok,2401,2401,100,15,0
4.80529,1432,,BSF66F,,0,ok,3207,3207,100,15,0
4.80763,1432,,BSF66F,,1,ok,2685,2685,100,15,0
4.80763,1432,,BSF66F,,2,ok,2406,2406,100,15,0
4.80763,1432,,BSF66F,,3,ok,3158,3158,100,15,0
4.963107,1433,,BSF66F,,4,ok,3294,3294,100,16,0
4.963107,1433,,BSF66F,,5,ok,2403,2403,100,16,0
4.963107,1433,,BSF66F,,6,ok,2450,2450,100,16,0
5.218406,1434,,BSF66F,,0,ok,3235,3235,100,16,0
5.218406,1434,,BSF66F,,1,ok,2679,2679,100,16,0
5.375279,1435,,BSF66F,,4,ok,3264,3264,100,17,0
5.37766,1435,,BSF66F,,5,ok,2427,2427,100,17,0
5.37766,1435,,BSF66F,,6,ok,2475,2475,100,17,0
5.37766,1435,,BSF66F,,7,ok,3194,3194,100,17,0
5.608232,1436,,BSF66F,,0,ok,3184,3184,100,17,0
5.608232,1436,,BSF66F,,1,ok,2680,2680,100,17,0
5.608232,1436,,BSF66F,,2,ok,2417,2417,100,17,0
5.757906,1437,,BSF66F,,4,ok,3277,3277,100,18,0
5.757906,1437,,BSF66F,,5,ok,2384,2384,100,18,0
5.99039,1438,,BSF66F,,0,ok,3238,3238,100,18,0
5.99283,1438,,BSF66F,,1,ok,2683,2683,100,18,0
5.99283,1438,,BSF66F,,2,ok,2448,2448,100,18,0
5.99283,1438,,BSF66F,,3,ok,3127,3127,100,18,0
6.170634,1439,,BSF66F,,4,ok,3240,3240,100,19,0
6.170634,1439,,BSF66F,,5,ok,2400,2400,100,19,0
6.170634,1439,,BSF66F,,6,ok,2464,2464,100,19,0
6.403419,1440,,BSF66F,,0,ok,3246,3246,100,19,0
6.403419,1440,,BSF66F,,1,ok,2710,2710,100,19,0
6.560343,1441,,BSF66F,,4,ok,3359,3359,100,20,0
6.562601,1441,,BSF66F,,5,ok,2445,2445,100,20,0
6.562601,1441,,BSF66F,,6,ok,2507,2507,100,20,0
6.562601,1441,,BSF66F,,7,ok,3232,3232,100,20,0
6.815974,1442,,BSF66F,,0,ok,3250,3250,100,20,0
6.815974,1442,,BSF66F,,1,ok,2718,2718,100,20,0
6.815974,1442,,BSF66F,,2,ok,2414,2414,100,20,0
6.965446,1443,,BSF66F,,4,ok,3321,3321,100,21,0
6.965446,1443,,BSF66F,,5,ok,2381,2381,100,21,0
7.198131,1444,,BSF66F,,0,ok,3253,3253,100,21,0
7.200091,1444,,BSF66F,,1,ok,2699,2699,100,21,0
7.200091,1444,,BSF66F,,2,ok,2416,2416,100,21,0
7.200091,1444,,BSF66F,,3,ok,3133,3133,100,21,0
7.378109,1445,,BSF66F,,4,ok,3269,3269,100,22,0
7.378109,1445,,BSF66F,,5,ok,2394,2394,100,22,0
7.378109,1445,,BSF66F,,6,timeout,0,2458,95,21,1
7.610652,1446,,BSF66F,,0,ok,3229,3229,100,22,0
7.610652,1446,,BSF66F,,1,ok,2646,2646,100,22,0
7.767728,1447,,BSF66F,,4,ok,3217,3217,100,23,0
7.770865,1447,,BSF66F,,5,ok,2434,2434,100,23,0
7.770865,1447,,BSF66F,,6,ok,2463,2463,95,22,1
7.770865,1447,,BSF66F,,7,ok,3137,3137,100,23,0
8.000651,1448,,BSF66F,,0,ok,3244,3244,100,23,0
8.000651,1448,,BSF66F,,1,ok,2707,2707,100,23,0
8.000651,1448,,BSF66F,,2,ok,2394,2394,100,23,0
8.180752,1449,,BSF66F,,4,ok,3263,3263,100,24,0
8.180752,1449,,BSF66F,,5,ok,2428,2428,100,24,0
8.406374,1450,,BSF66F,,0,ok,3236,3236,100,24,0
8.408249,1450,,BSF66F,,1,ok,2698,2698,100,24,0
8.408249,1450,,BSF66F,,2,ok,2430,2430,100,24,0
8.408249,1450,,BSF66F,,3,ok,3142,3142,100,24,0
8.563274,1451,,BSF66F,,4,ok,3292,3292,100,25,0
8.563274,1451,,BSF66F,,5,ok,2421,2421,100,25,0
8.563274,1451,,BSF66F,,6,ok,2461,2461,96,24,1
8.818111,1452,,BSF66F,,0,ok,3238,3238,100,25,0
8.818111,1452,,BSF66F,,1,ok,2665,2665,100,25,0
8.975412,1453,,BSF66F,,4,ok,3276,3276,100,26,0
8.977683,1453,,BSF66F,,5,ok,2402,2402,100,26,0
8.977683,1453,,BSF66F,,6,ok,2473,2473,96,25,1
8.977683,1453,,BSF66F,,7,ok,3206,3206,100,26,0
9.208412,1454,,BSF66F,,0,ok,3255,3255,100,26,0
9.208412,1454,,BSF66F,,1,ok,2690,2690,100,26,0
9.208412,1454,,BSF66F,,2,ok,2455,2455,100,26,0
9.358231,1455,,BSF66F,,4,ok,3231,3231,100,27,0
9.358231,1455,,BSF66F,,5,ok,2440,2440,100,27,0
9.620809,1456,,BSF66F,,0,ok,3218,3218,100,27,0
9.62332,1456,,BSF66F,,1,ok,2659,2659,100,27,0
9.62332,1456,,BSF66F,,2,ok,2408,2408,100,27,0
9.62332,1456,,BSF66F,,3,ok,3160,3160,100,27,0
9.770731,1457,,BSF66F,,4,ok,3214,3214,100,28,0
9.770731,1457,,BSF66F,,5,ok,2393,2393,100,28,0
9.770731,1457,,BSF66F,,6,ok,2471,2471,96,27,1
10.003165,1458,,BSF66F,,0,ok,3235,3235,100,28,0
10.003165,1458,,BSF66F,,1,ok,2687,2687,100,28,0
10.183118,1459,,BSF66F,,4,ok,3271,3271,100,29,0
10.185247,1459,,BSF66F,,5,ok,2405,2405,100,29,0
10.185247,1459,,BSF66F,,6,ok,2453,2453,96,28,1
10.185247,1459,,BSF66F,,7,ok,3180,3180,100,29,0
10.415828,1460,,BSF66F,,0,ok,3257,3257,100,29,0
10.415828,1460,,BSF66F,,1,ok,2664,2664,100,29,0
10.415828,1460,,BSF66F,,2,ok,2441,2441,100,29,0
10.565644,1461,,BSF66F,,4,ok,3287,3287,100,30,0
10.565644,1461,,BSF66F,,5,ok,2403,2403,100,30,0
10.797948,1462,,BSF66F,,0,ok,3235,3235,100,30,0
10.800209,1462,,BSF66F,,1,ok,2723,2723,100,30,0
10.800209,1462,,BSF66F,,2,ok,2397,2397,100,30,0
10.800209,1462,,BSF66F,,3,ok,3152,3152,100,30,0
10.978312,1463,,BSF66F,,4,ok,3335,3335,100,31,0
10.978312,1463,,BSF66F,,5,ok,2403,2403,100,31,0
10.978312,1463,,BSF66F,,6,ok,2514,2514,96,30,1
11.210635,1464,,BSF66F,,0,ok,3241,3241,100,31,0
11.210635,1464,,BSF66F,,1,ok,2660,2660,100,31,0
11.36919,1465,,BSF66F,,4,ok,3207,3207,100,32,0
11.370311,1465,,BSF66F,,5,ok,2426,2426,100,32,0
11.370311,1465,,BSF66F,,6,ok,2448,2448,96,31,1
11.370311,1465,,BSF66F,,7,ok,3196,3196,100,32,0
11.600952,1466,,BSF66F,,0,ok,3222,3222,100,32,0
11.600952,1466,,BSF66F,,1,ok,2672,2672,100,32,0
11.600952,1466,,BSF66F,,2,ok,2383,2383,100,32,0
11.780723,1467,,BSF66F,,4,ok,3301,3301,100,33,0
11.780723,1467,,BSF66F,,5,ok,2405,2405,100,33,0
12.005622,1468,,BSF66F,,0,ok,3277,3277,100,33,0
12.00833,1468,,BSF66F,,1,ok,2665,2665,100,33,0
12.00833,1468,,BSF66F,,2,ok,2441,2441,100,33,0
12.00833,1468,,BSF66F,,3,ok,3161,3161,100,33,0
12.16323,1469,,BSF66F,,4,ok,3239,3239,100,34,0
12.16323,1469,,BSF66F,,5,ok,2395,2395,100,34,0
12.16323,1469,,BSF66F,,6,ok,2480,2480,100,33,1
12.418161,1470,,BSF66F,,0,ok,3272,3272,100,34,0
12.418161,1470,,BSF66F,,1,ok,2686,2686,100,34,0
12.575692,1471,,BSF66F,,4,ok,3274,3274,100,35,0
12.578309,1471,,BSF66F,,5,ok,2387,2387,100,35,0
12.578309,1471,,BSF66F,,6,ok,2461,2461,100,34,1
12.578309,1471,,BSF66F,,7,ok,3176,3176,100,35,0
12.808279,1472,,BSF66F,,0,ok,3209,3209,100,35,0
12.808279,1472,,BSF66F,,1,ok,2656,2656,100,35,0
12.808279,1472,,BSF66F,,2,ok,2428,2428,100,35,0
12.958681,1473,,BSF66F,,4,ok,3323,3323,100,36,0
12.958681,1473,,BSF66F,,5,ok,2438,2438,100,36,0
13.220885,1474,,BSF66F,,0,ok,3225,3225,100,36,0
13.22302,1474,,BSF66F,,1,ok,2687,2687,100,36,0
13.22302,1474,,BSF66F,,2,ok,2423,2423,100,36,0
13.22302,1474,,BSF66F,,3,ok,3135,3135,100,36,0
13.370881,1475,,BSF66F,,4,ok,3281,3281,100,37,0
13.370881,1475,,BSF66F,,5,ok,2381,2381,100,37,0
13.370881,1475,,BSF66F,,6,ok,2466,2466,100,36,1
13.603446,1476,,BSF66F,,0,ok,3209,3209,100,37,0
13.603446,1476,,BSF66F,,1,ok,2665,2665,100,37,0
13.760528,1477,,BSF66F,,4,ok,3261,3261,100,38,0
13.763169,1477,,BSF66F,,5,ok,2404,2404,100,38,0
13.763169,1477,,BSF66F,,6,ok,2455,2455,100,37,1
13.763169,1477,,BSF66F,,7,ok,3171,3171,100,38,0
14.015941,1478,,BSF66F,,0,ok,3249,3249,100,38,0
14.015941,1478,,BSF66F,,1,ok,2671,2671,100,38,0
14.015941,1478,,BSF66F,,2,ok,2375,2375,100,38,0
14.165789,1479,,BSF66F,,4,ok,3280,3280,100,39,0
14.165789,1479,,BSF66F,,5,timeout,0,2404,95,38,1
14.398186,1480,,BSF66F,,0,ok,3257,3257,100,39,0
14.400801,1480,,BSF66F,,1,ok,2676,2676,100,39,0
14.400801,1480,,BSF66F,,2,ok,2420,2420,100,39,0
14.400801,1480,,BSF66F,,3,ok,3153,3153,100,39,0
14.578424,1481,,BSF66F,,4,ok,3302,3302,100,40,0
14.578424,1481,,BSF66F,,5,ok,2390,2390,95,39,1
14.578424,1481,,BSF66F,,6,ok,2438,2438,100,39,1
14.810832,1482,,BSF66F,,0,ok,3298,3298,100,40,0
14.810832,1482,,BSF66F,,1,ok,2655,2655,100,40,0
14.968097,1483,,BSF66F,,4,ok,3371,3371,100,41,0
14.97049,1483,,BSF66F,,5,ok,2446,2446,96,40,1
14.97049,1483,,BSF66F,,6,ok,2445,2445,100,40,1
14.97049,1483,,BSF66F,,7,ok,3220,3220,100,41,0
15.201065,1484,,BSF66F,,0,ok,3251,3251,100,41,0
15.201065,1484,,BSF66F,,1,ok,2701,2701,100,41,0
15.201065,1484,,BSF66F,,2,ok,2392,2392,100,41,0
15.380681,1485,,BSF66F,,4,ok,3306,3306,100,42,0
15.380681,1485,,BSF66F,,5,ok,2444,2444,96,41,1
15.605853,1486,,BSF66F,,0,ok,3200,3200,100,42,0
15.608034,1486,,BSF66F,,1,ok,2696,2696,100,42,0
15.608034,1486,,BSF66F,,2,ok,2435,2435,100,42,0
15.608034,1486,,BSF66F,,3,ok,3140,3140,100,42,0
15.763492,1487,,BSF66F,,4,ok,3278,3278,100,43,0
15.763492,1487,,BSF66F,,5,ok,2403,2403,96,42,1
15.763492,1487,,BSF66F,,6,ok,2473,2473,100,42,1
16.018443,1488,,BSF66F,,0,ok,3290,3290,100,43,0
16.018443,1488,,BSF66F,,1,ok,2679,2679,100,43,0
16.175661,1489,,BSF66F,,4,ok,3255,3255,100,44,0
16.178579,1489,,BSF66F,,5,ok,2414,2414,96,43,1
16.178579,1489,,BSF66F,,6,ok,2460,2460,100,43,1
16.178579,1489,,BSF66F,,7,ok,3169,3169,100,44,0
16.411849,1490,,BSF66F,,0,ok,3279,3279,100,44,0
16.411849,1490,,BSF66F,,1,ok,2685,2685,100,44,0
16.411849,1490,,BSF66F,,2,ok,2447,2447,100,44,0
16.558294,1491,,BSF66F,,4,ok,3271,3271,100,45,0
16.558294,1491,,BSF66F,,5,ok,2420,2420,96,44,1
16.790622,1492,,BSF66F,,0,ok,3278,3278,100,45,0
16.793023,1492,,BSF66F,,1,ok,2706,2706,100,45,0
16.793023,1492,,BSF66F,,2,ok,2395,2395,100,45,0
16.793023,1492,,BSF66F,,3,ok,3127,3127,100,45,0
16.970995,1493,,BSF66F,,4,ok,3327,3327,100,46,0
16.970995,1493,,BSF66F,,5,ok,2451,2451,96,45,1
16.970995,1493,,BSF66F,,6,ok,2477,2477,100,45,1
17.203292,1494,,BSF66F,,0,ok,3197,3197,100,46,0
17.203292,1494,,BSF66F,,1,ok,2673,2673,100,46,0
17.361099,1495,,BSF66F,,4,ok,3261,3261,100,47,0
17.36325,1495,,BSF66F,,5,ok,2484,2484,96,46,1
17.36325,1495,,BSF66F,,6,timeout,0,2477,96,45,2
17.36325,1495,,BSF66F,,7,ok,3248,3248,100,47,0
17.616248,1496,,BSF66F,,0,ok,3271,3271,100,47,0
17.616248,1496,,BSF66F,,1,ok,2717,2717,100,47,0
17.616248,1496,,BSF66F,,2,ok,2413,2413,100,47,0
17.765834,1497,,BSF66F,,4,ok,3281,3281,100,48,0
17.765834,1497,,BSF66F,,5,ok,2410,2410,96,47,1
17.998391,1498,,BSF66F,,0,ok,3281,3281,100,48,0
18.000479,1498,,BSF66F,,1,ok,2657,2657,100,48,0
18.000479,1498,,BSF66F,,2,ok,2431,2431,100,48,0
18.000479,1498,,BSF66F,,3,ok,3146,3146,100,48,0
18.179008,1499,,BSF66F,,4,ok,3213,3213,100,49,0
18.179008,1499,,BSF66F,,5,ok,2393,2393,100,48,1
18.179008,1499,,BSF66F,,6,ok,2456,2456,100,47,2
18.410886,1500,,BSF66F,,0,ok,3278,3278,100,49,0
18.410886,1500,,BSF66F,,1,ok,2693,2693,100,49,0
18.569454,1501,,BSF66F,,4,ok,3249,3249,100,50,0
18.570868,1501,,BSF66F,,5,ok,2409,2409,100,49,1
18.570868,1501,,BSF66F,,6,ok,2459,2459,100,48,2
18.570868,1501,,BSF66F,,7,ok,3148,3148,100,50,0
18.801535,1502,,BSF66F,,0,ok,3278,3278,100,50,0
18.801535,1502,,BSF66F,,1,ok,2677,2677,100,50,0
18.801535,1502,,BSF66F,,2,ok,2410,2410,100,50,0
18.951244,1503,,BSF66F,,4,ok,3332,3332,100,51,0
18.951244,1503,,BSF66F,,5,ok,2383,2383,100,50,1
19.205812,1504,,BSF66F,,0,ok,3187,3187,100,51,0
19.208127,1504,,BSF66F,,1,ok,2681,2681,100,51,0
19.208127,1504,,BSF66F,,2,ok,2370,2370,100,51,0
19.208127,1504,,BSF66F,,3,ok,3121,3121,100,51,0
19.364213,1505,,BSF66F,,4,ok,3318,3318,100,52,0
19.364213,1505,,BSF66F,,5,ok,2422,2422,100,51,1
19.364213,1505,,BSF66F,,6,ok,2459,2459,100,50,2
19.618424,1506,,BSF66F,,0,ok,3237,3237,100,52,0
19.618424,1506,,BSF66F,,1,ok,2680,2680,100,52,0
19.775757,1507,,BSF66F,,4,ok,3252,3252,100,53,0
19.778075,1507,,BSF66F,,5,ok,2394,2394,100,52,1
19.778075,1507,,BSF66F,,6,ok,2473,2473,100,51,2
19.778075,1507,,BSF66F,,7,ok,3224,3224,100,53,0
20.008639,1508,,BSF66F,,0,ok,3233,3233,100,53,0
20.008639,1508,,BSF66F,,1,ok,2689,2689,100,53,0
20.008639,1508,,BSF66F,,2,ok,2440,2440,100,53,0
20.158409,1509,,BSF66F,,4,ok,3227,3227,100,54,0
20.158409,1509,,BSF66F,,5,ok,2433,2433,100,53,1
20.390977,1510,,BSF66F,,0,ok,3221,3221,100,54,0
20.393306,1510,,BSF66F,,1,ok,2711,2711,100,54,0
20.393306,1510,,BSF66F,,2,ok,2444,2444,100,54,0
20.393306,1510,,BSF66F,,3,ok,3109,3109,100,54,0
20.57101,1511,,BSF66F,,4,ok,3314,3314,100,55,0
20.57101,1511,,BSF66F,,5,ok,2395,2395,100,54,1
20.57101,1511,,BSF66F,,6,ok,2463,2463,100,53,2
20.803499,1512,,BSF66F,,0,ok,3257,3257,100,55,0
20.803499,1512,,BSF66F,,1,ok,2701,2701,100,55,0
20.960722,1513,,BSF66F,,4,ok,3314,3314,100,56,0
20.963207,1513,,BSF66F,,5,ok,2409,2409,100,55,1
20.963207,1513,,BSF66F,,6,ok,2459,2459,100,54,2
20.963207,1513,,BSF66F,,7,ok,3145,3145,100,56,0
