sample_utc,gpu_index,gpu_util_pct,mem_used_mb,mem_total_mb,temperature_c,power_w
2026-06-06T21:05:05.217137+00:00,0,0.0,1351.0,32607.0,31.0,6.17
2026-06-06T21:05:10.233625+00:00,0,0.0,1351.0,32607.0,32.0,58.02
2026-06-06T21:05:15.260695+00:00,0,0.0,1351.0,32607.0,31.0,5.41
2026-06-06T21:05:20.277932+00:00,0,98.0,9937.0,32607.0,36.0,141.01
2026-06-06T21:05:25.294593+00:00,0,98.0,9937.0,32607.0,37.0,140.76
2026-06-06T21:05:30.312340+00:00,0,0.0,9221.0,32607.0,34.0,64.74
2026-06-06T21:05:35.330973+00:00,0,99.0,9221.0,32607.0,37.0,125.85
2026-06-06T21:05:40.348101+00:00,0,98.0,9221.0,32607.0,38.0,139.32
2026-06-06T21:05:45.365315+00:00,0,98.0,9221.0,32607.0,38.0,139.38
2026-06-06T21:05:50.382209+00:00,0,0.0,9221.0,32607.0,34.0,58.68
2026-06-06T21:05:55.398730+00:00,0,98.0,9221.0,32607.0,38.0,137.0
2026-06-06T21:06:00.416062+00:00,0,98.0,9221.0,32607.0,38.0,140.28
2026-06-06T21:06:05.433472+00:00,0,0.0,9221.0,32607.0,35.0,71.3
2026-06-06T21:06:10.450386+00:00,0,100.0,9221.0,32607.0,38.0,119.02
2026-06-06T21:06:15.467624+00:00,0,98.0,9227.0,32607.0,38.0,141.13
2026-06-06T21:06:20.484694+00:00,0,98.0,9227.0,32607.0,38.0,143.55
2026-06-06T21:06:25.501711+00:00,0,0.0,9227.0,32607.0,35.0,65.03
2026-06-06T21:06:30.517575+00:00,0,100.0,9227.0,32607.0,38.0,127.46
2026-06-06T21:06:35.534274+00:00,0,98.0,9227.0,32607.0,38.0,142.24
2026-06-06T21:06:40.552049+00:00,0,14.0,9227.0,32607.0,37.0,131.76
2026-06-06T21:06:45.569997+00:00,0,0.0,9227.0,32607.0,35.0,61.47
2026-06-06T21:06:50.587241+00:00,0,98.0,9227.0,32607.0,38.0,140.33
2026-06-06T21:06:55.604062+00:00,0,98.0,9227.0,32607.0,38.0,142.0
