capture_id,tag,frames,finite_frames,xyz_diff_rmse_mm,xyz_diff_p95_mm,xyz_diff_max_mm,cpu_accept_rate,gpu_accept_rate,row_spec,seed_id,R,L,I,T,prior_sigma_mm,range_sigma_scale,robust,chunk_id,gpu_device,child_run_id
R01,BS2DCE,200,200,0.000307025326255,0.000535371600718,0.0006611198996435,1.0,1.0,R2:L0:I0:T6,S00,R2,L0,I0,T6,45.0,1.0,False,agreement_0000,cuda:0,phase4_BALANCE_CUDA_R0_S00_5090D_20260606T221157Z_agreement_0000_cuda0
R01,BSDC91,200,200,0.000287064875337,0.0004675110431285,0.0005700215089091,1.0,1.0,R2:L0:I0:T6,S00,R2,L0,I0,T6,45.0,1.0,False,agreement_0000,cuda:0,phase4_BALANCE_CUDA_R0_S00_5090D_20260606T221157Z_agreement_0000_cuda0
R01,BS2DCE,200,200,0.0004548740471769,0.0008201744995932,0.0010061136190376,1.0,1.0,R2:L2:I3:T6,S00,R2,L2,I3,T6,100.88,1.0,False,agreement_0000,cuda:0,phase4_BALANCE_CUDA_R0_S00_5090D_20260606T221157Z_agreement_0000_cuda0
R01,BSDC91,200,200,0.0004884692991193,0.0009095995848954,0.0010256787193819,1.0,1.0,R2:L2:I3:T6,S00,R2,L2,I3,T6,100.88,1.0,False,agreement_0000,cuda:0,phase4_BALANCE_CUDA_R0_S00_5090D_20260606T221157Z_agreement_0000_cuda0
R01,BS2DCE,200,200,0.0003476644717407,0.0005658052662861,0.0006027796787426,1.0,1.0,R4:L8:I1+I2+I3+I8:T8,S00,R4,L8,I1+I2+I3+I8,T8,104.595,1.35,True,agreement_0001,cuda:0,phase4_BALANCE_CUDA_R0_S00_5090D_20260606T221157Z_agreement_0001_cuda0
R01,BSDC91,200,200,0.0003365191454914,0.0006031324509957,0.0006773900996028,1.0,1.0,R4:L8:I1+I2+I3+I8:T8,S00,R4,L8,I1+I2+I3+I8,T8,104.595,1.35,True,agreement_0001,cuda:0,phase4_BALANCE_CUDA_R0_S00_5090D_20260606T221157Z_agreement_0001_cuda0
R01,BS2DCE,200,200,0.0003508182031411,0.0005845566802893,0.0006400360838758,1.0,1.0,R4:L14:I1+I2+I3+I8:T8,S00,R4,L14,I1+I2+I3+I8,T8,60.8855,1.35,True,agreement_0001,cuda:0,phase4_BALANCE_CUDA_R0_S00_5090D_20260606T221157Z_agreement_0001_cuda0
R01,BSDC91,200,200,0.0002864767794512,0.0004532779368854,0.0005117960499956,1.0,1.0,R4:L14:I1+I2+I3+I8:T8,S00,R4,L14,I1+I2+I3+I8,T8,60.8855,1.35,True,agreement_0001,cuda:0,phase4_BALANCE_CUDA_R0_S00_5090D_20260606T221157Z_agreement_0001_cuda0
