row_spec,seed_id,stage,cache_key,wall_time_s,gpu_warmup,repeat_count,wall_time_min_s,wall_time_max_s
R2:L1:I0:T6,S00,simulate_imu_prior,L1:I0,0.8093865980000032,,,,
R2:L1:I0:T6,S00,build_track_tensors,L1:I0,15.111739247999992,,,,
R2:L1:I0:T6,S00,torch_gpu,,16.841949389000007,0,1,16.841949389000007,16.841949389000007
R2:L1:I0:T8,S00,torch_gpu,,13.358205047000013,0,1,13.358205047000013,13.358205047000013
R2:L1:I1:T6,S00,simulate_imu_prior,L1:I1,0.569132465999985,,,,
R2:L1:I1:T6,S00,build_track_tensors,L1:I1,13.571767977999997,,,,
R2:L1:I1:T6,S00,torch_gpu,,13.308942668000014,0,1,13.308942668000014,13.308942668000014
R2:L1:I1:T8,S00,torch_gpu,,15.494100438000004,0,1,15.494100438000004,15.494100438000004
R2:L1:I3:T6,S00,simulate_imu_prior,L1:I3,0.5694109540000056,,,,
R2:L1:I3:T6,S00,build_track_tensors,L1:I3,13.469521857999979,,,,
R2:L1:I3:T6,S00,torch_gpu,,11.032684877999998,0,1,11.032684877999998,11.032684877999998
R2:L1:I3:T8,S00,torch_gpu,,15.574473291000004,0,1,15.574473291000004,15.574473291000004
R2:L1:I4:T6,S00,simulate_imu_prior,L1:I4,0.5533816690000322,,,,
R2:L1:I4:T6,S00,build_track_tensors,L1:I4,13.476947529999961,,,,
R2:L1:I4:T6,S00,torch_gpu,,15.027545277999991,0,1,15.027545277999991,15.027545277999991
R2:L1:I4:T8,S00,torch_gpu,,16.868349018000004,0,1,16.868349018000004,16.868349018000004
