layout,tag_method,capture_id,tag,status,n_overlap,uwb_duration_s,overlap_duration_s,beta_s,layout_anchor_fit_det,layout_anchor_rms_3d_mm,residual_rms_median_mm,residual_rms_p95_mm,anchors_input_median,anchors_used_median,pct_frames_ge7_anchors_input,pct_frames_ge8_anchors_input,err3d_mean_mm,err3d_rmse_mm,err3d_p50_mm,err3d_p90_mm,err3d_p95_mm,err3d_max_mm,err_horizontal_xz_mean_mm,err_horizontal_xz_rmse_mm,err_horizontal_xz_p50_mm,err_horizontal_xz_p90_mm,err_horizontal_xz_p95_mm,err_horizontal_xz_max_mm,err_vertical_y_mean_mm,err_vertical_y_rmse_mm,err_vertical_y_p50_mm,err_vertical_y_p90_mm,err_vertical_y_p95_mm,err_vertical_y_max_mm,signed_bias_x_mm,signed_bias_y_vertical_mm,signed_bias_z_mm,signed_std_x_mm,signed_std_y_vertical_mm,signed_std_z_mm,turn_center_abs_error_3d_mm,turn_center_abs_error_horizontal_xz_mm,turn_center_abs_error_vertical_y_mm,radius_uwb_mm,radius_opti_mm,radius_error_mm,axis_angle_abs_deg,uwb_circle_thickness_rms_mm,opti_circle_thickness_rms_mm,experiment,layout_solver,layout_variant,delay_mode,scale_mode,scale_factor,scale_source,alignment_frame,layout_key,opti_marker,time_offset_source
scale_to_vicon/v1-old/original_rigid_no_scale/solver_delay,T2,R02,BS2DCE,ok,1201,119.991077,119.991077,46.52235800000014,-1.0000000000000013,101.27420364979389,156.8949550432895,357.218292013035,8.0,8.0,99.83347210657784,91.59034138218152,194.9955323301718,224.38791395038544,168.29490885022065,357.9680312764719,410.45161928654426,615.393137375566,129.7589965723208,148.39574074198686,115.13801992460347,242.626010242011,274.3323418150561,403.99243997835265,129.77295170105444,168.31114061951632,97.9625121446636,290.5882570999315,343.6263653015957,517.0482156817366,-39.94688775012761,22.061549323577307,14.07263527577978,91.19375492081706,166.92851675143575,109.21565035172408,62.21778175230728,59.88965920005338,16.860637208575554,550.7747444364144,426.58726724533,124.18747719108438,10.671583270784083,167.43827590496966,1.3048243547134348,scale_to_vicon,v1-old,original_rigid_no_scale,solver_delay,rigid_no_scale,1.0,rigid_no_scale,OptiTrack,scale_to_vicon/v1-old/original_rigid_no_scale/solver_delay,WandBantenna,fixed FULL v4-io/T4 capture-level offset
scale_to_vicon/v1-old/original_rigid_no_scale/solver_delay,T2,R02,BSDC91,ok,1200,119.90881399999999,119.90881399999999,46.52235800000014,-1.0000000000000013,101.27420364979389,112.45016140808823,245.4970299721969,8.0,8.0,100.0,95.0,137.63890745451835,158.51633284280518,118.94588395511565,225.82902989864095,313.67935253152837,454.2955450331657,92.5830800210099,102.90061884094439,89.74812454238491,156.475086208859,173.5477577157062,251.95092278136136,89.88633215601249,120.5773213339958,69.32711335752367,189.37872716983452,274.62011073469756,410.503144215347,-5.942533414647699,-27.350606409054702,5.647324698590302,63.36733114878244,117.48334646402289,80.71361601376064,40.93778202682636,21.232322933958486,35.00129226334434,634.2370661003383,553.7579522299014,80.47911387043689,2.3516161946214043,125.02494713174148,1.5638709714184331,scale_to_vicon,v1-old,original_rigid_no_scale,solver_delay,rigid_no_scale,1.0,rigid_no_scale,OptiTrack,scale_to_vicon/v1-old/original_rigid_no_scale/solver_delay,WandCantenna,fixed FULL v4-io/T4 capture-level offset
scale_to_vicon/v1-old/original_rigid_no_scale/solver_delay,T3,R02,BS2DCE,ok,1201,119.991077,119.991077,46.52235800000014,-1.0000000000000013,101.27420364979389,159.78204927768812,370.9991741132891,8.0,8.0,99.83347210657784,91.59034138218152,203.8554458328128,233.73161756739262,176.8755873768668,352.6419532427582,440.9536025952345,646.4896242160299,141.75096009257058,164.25793385141463,122.40969057879437,272.17549812775684,298.35480042600545,531.9265365031619,129.8389691791597,166.28229075140317,97.49493630748702,291.39384106179443,342.6807873682401,566.8463806927317,-52.977105130084,34.750935588787314,20.922732686258207,101.0801553062512,162.67823406082684,116.35685155615178,73.52779465076871,65.71562527605315,32.98170979168572,550.3680883604789,426.58726724533,123.78082111514885,7.413985862647668,174.98308399725136,1.3048243547134348,scale_to_vicon,v1-old,original_rigid_no_scale,solver_delay,rigid_no_scale,1.0,rigid_no_scale,OptiTrack,scale_to_vicon/v1-old/original_rigid_no_scale/solver_delay,WandBantenna,fixed FULL v4-io/T4 capture-level offset
scale_to_vicon/v1-old/original_rigid_no_scale/solver_delay,T3,R02,BSDC91,ok,1200,119.90881399999999,119.90881399999999,46.52235800000014,-1.0000000000000013,101.27420364979389,114.46434258176347,247.14639447819627,8.0,8.0,100.0,95.0,142.19725569637453,162.91997362501516,125.37235141367466,239.56491085813678,309.8448537225816,467.17339798954987,96.36715535640874,107.31821395228008,91.72969426387485,160.85505853406391,181.279560746905,322.3823403920989,93.18218386195176,122.57943856972211,73.87030128472645,191.2054165725529,265.43576389222716,422.02529698038416,-3.0182518026216507,-36.84171196378954,5.867254930920279,69.84754525365875,116.96070647313292,81.26840902310242,47.2021462077619,18.47878331059798,43.43474615994546,633.782024747131,553.7579522299014,80.02407251722957,1.8402348648665354,126.46784714076071,1.5638709714184331,scale_to_vicon,v1-old,original_rigid_no_scale,solver_delay,rigid_no_scale,1.0,rigid_no_scale,OptiTrack,scale_to_vicon/v1-old/original_rigid_no_scale/solver_delay,WandCantenna,fixed FULL v4-io/T4 capture-level offset
scale_to_vicon/v1-old/original_rigid_no_scale/solver_delay,T4,R02,BS2DCE,ok,1201,119.991077,119.991077,46.52235800000014,-1.0000000000000013,101.27420364979389,152.11835241830116,372.36717000891235,8.0,8.0,99.83347210657784,91.59034138218152,182.09108019317244,221.48917417738753,147.75828712576273,330.41461373484196,422.63947853130713,881.3527472409078,109.27590876197664,125.31358171140235,97.06486514235364,198.46599803344756,234.91896217563328,358.48751232130337,129.31089614127757,182.63066696598574,83.45402852396671,295.26265847639183,376.85053306749523,847.9726457176507,-8.591209891101775,0.5736745139208589,-2.1299267427621067,90.29330588830418,182.7058458474656,86.51755980541732,39.49343456014332,37.80224246530808,11.433365119263044,500.22808408827,426.58726724533,73.64081684294001,3.5182646332678265,197.59159504427822,1.3048243547134348,scale_to_vicon,v1-old,original_rigid_no_scale,solver_delay,rigid_no_scale,1.0,rigid_no_scale,OptiTrack,scale_to_vicon/v1-old/original_rigid_no_scale/solver_delay,WandBantenna,fixed FULL v4-io/T4 capture-level offset
scale_to_vicon/v1-old/original_rigid_no_scale/solver_delay,T4,R02,BSDC91,ok,1200,119.90881399999999,119.90881399999999,46.52235800000014,-1.0000000000000013,101.27420364979389,112.38052626655086,256.35353718834943,8.0,8.0,100.0,95.0,125.58190877125975,146.55810875841988,110.38592290557361,208.36355371724068,244.13209744935162,781.4392737762117,82.50993353631685,92.52343970646531,77.42227313051879,138.25791037149148,158.57932536868316,242.58782431904484,82.68293984194563,113.66042560068526,63.92949228490454,170.7150649367159,211.59208286352083,742.8313981598014,-1.6553573490333788,-43.632317530339705,-5.354759950947396,63.89593732601308,104.99571402981668,66.73526802672383,49.66254320610215,18.3044819329782,46.16615793915753,609.5110272931939,553.7579522299014,55.7530750632925,3.6350254467330343,116.93517207488894,1.5638709714184331,scale_to_vicon,v1-old,original_rigid_no_scale,solver_delay,rigid_no_scale,1.0,rigid_no_scale,OptiTrack,scale_to_vicon/v1-old/original_rigid_no_scale/solver_delay,WandCantenna,fixed FULL v4-io/T4 capture-level offset
scale_to_vicon/v1-old/original_rigid_no_scale/solver_delay,T1,R04,BS2DCE,ok,1200,119.895568,119.895568,47.29321100000013,-1.0000000000000013,101.27420364979389,118.74446390763495,247.64307754601472,8.0,8.0,99.75,91.91666666666667,176.18611793609747,199.84965928798425,155.95367833266158,311.1011454299655,357.4116537614251,514.8986185911347,116.49616831143945,137.2943957505752,102.12528378885042,206.13450255382327,260.2467049242721,410.4065523245621,116.40210039175608,145.22443049641413,98.12100907217575,242.60332368031632,288.0553646748099,461.6216766347153,54.321002053755606,33.02888101596778,6.803169425267637,99.28116908188467,141.47758888001877,77.51882216920448,76.5270355542489,71.54027889670343,27.17306876492171,539.5326212258861,426.4333733369046,113.09924788898155,7.2381447906252045,137.53589168370533,1.012664486365723,scale_to_vicon,v1-old,original_rigid_no_scale,solver_delay,rigid_no_scale,1.0,rigid_no_scale,OptiTrack,scale_to_vicon/v1-old/original_rigid_no_scale/solver_delay,WandBantenna,fixed FULL v4-io/T4 capture-level offset
scale_to_vicon/v1-old/original_rigid_no_scale/solver_delay,T1,R04,BSDC91,ok,1200,119.895374,119.895374,47.29321100000013,-1.0000000000000013,101.27420364979389,84.35970354934977,210.44498745227182,8.0,8.0,99.91666666666667,92.66666666666666,119.63342896574943,146.68151416311522,97.9857044811774,216.97160222644976,278.9776728775846,608.971560683046,83.98545875550028,101.14122097675919,69.01140615952177,164.650561714615,190.96751752635802,302.5575925132031,75.02060868648546,106.23521081315056,51.631945785023504,173.81647975078357,223.65835678192678,577.5431120760817,25.73650593350574,-7.004084944195101,5.909245127539156,69.3328094244441,106.04826577005588,68.79804777177334,53.61524615208244,50.112615072071705,19.060966150401782,630.0102210242443,553.4706845883854,76.53953643585885,3.4011715382930445,116.4467796921904,1.3395860833461335,scale_to_vicon,v1-old,original_rigid_no_scale,solver_delay,rigid_no_scale,1.0,rigid_no_scale,OptiTrack,scale_to_vicon/v1-old/original_rigid_no_scale/solver_delay,WandCantenna,fixed FULL v4-io/T4 capture-level offset
scale_to_vicon/v1-old/original_rigid_no_scale/solver_delay,T2,R04,BS2DCE,ok,1200,119.895568,119.895568,47.29321100000013,-1.0000000000000013,101.27420364979389,118.73951029977522,244.42517157583703,8.0,8.0,99.75,91.91666666666667,176.23342271915016,199.94476384789058,156.74571939472196,311.3854069671802,358.32135380971823,516.6469755093823,116.5448420236404,137.28849198859513,102.21154810917488,208.64922494471153,260.3851714655355,411.02850510004305,116.7146812761961,145.36085634615046,98.18156190004595,240.88305068572154,290.27115651229116,461.6216766460915,54.70033983885204,34.52679013723091,7.4037931001795885,99.19272420966682,141.2597179327184,77.29921605937733,77.1193150674518,71.49976326644827,28.8993530950911,538.9248094148186,426.4333733369046,112.49143607791399,7.110513521217912,137.83169140704948,1.012664486365723,scale_to_vicon,v1-old,original_rigid_no_scale,solver_delay,rigid_no_scale,1.0,rigid_no_scale,OptiTrack,scale_to_vicon/v1-old/original_rigid_no_scale/solver_delay,WandBantenna,fixed FULL v4-io/T4 capture-level offset
scale_to_vicon/v1-old/original_rigid_no_scale/solver_delay,T2,R04,BSDC91,ok,1200,119.895374,119.895374,47.29321100000013,-1.0000000000000013,101.27420364979389,84.2745771647997,210.0302484295032,8.0,8.0,99.91666666666667,92.66666666666666,119.58413174668463,146.54582960864784,97.45999922665064,217.3636621192142,270.3733532789215,608.971558750209,84.05011837450657,101.23157471976833,69.19918936830433,164.74169402229484,189.91911358300067,302.5575871466054,74.91441441654501,105.96154234175154,51.25611070825778,174.06794369750367,220.2822260266752,577.5431093377067,25.661394711808544,-6.353589241392515,6.162323377520559,69.53157892436154,105.81498492679103,68.73627820570945,52.98314247296053,49.75588225603329,18.208941958109108,629.9117222669435,553.4706845883854,76.44103767855802,3.346077968755568,116.42852826872831,1.3395860833461335,scale_to_vicon,v1-old,original_rigid_no_scale,solver_delay,rigid_no_scale,1.0,rigid_no_scale,OptiTrack,scale_to_vicon/v1-old/original_rigid_no_scale/solver_delay,WandCantenna,fixed FULL v4-io/T4 capture-level offset
scale_to_vicon/v1-old/original_rigid_no_scale/solver_delay,T3,R04,BS2DCE,ok,1200,119.895568,119.895568,47.29321100000013,-1.0000000000000013,101.27420364979389,121.58750252659402,258.5439637601186,8.0,8.0,99.75,91.91666666666667,178.87775184805753,201.32904478982562,160.3708570088583,313.6429198033629,356.0385045999825,517.2585242576222,115.60621583104468,136.97892871574933,100.92226485244592,211.8840057821568,263.58150146870116,508.7322395397627,120.54246885845933,147.54713607477873,102.89108262404716,240.71381776555526,297.0468076098497,447.73997432338626,68.64120056565326,24.243667474466935,-5.428012008462729,87.30489249711299,145.60243361686202,80.07309035354852,97.31610619879079,96.49726083974322,12.597744882354391,537.7951330378202,426.4333733369046,111.36175970091557,11.10359639772111,126.37563143591774,1.012664486365723,scale_to_vicon,v1-old,original_rigid_no_scale,solver_delay,rigid_no_scale,1.0,rigid_no_scale,OptiTrack,scale_to_vicon/v1-old/original_rigid_no_scale/solver_delay,WandBantenna,fixed FULL v4-io/T4 capture-level offset
scale_to_vicon/v1-old/original_rigid_no_scale/solver_delay,T3,R04,BSDC91,ok,1200,119.895374,119.895374,47.29321100000013,-1.0000000000000013,101.27420364979389,84.99354223583953,209.9830056908255,8.0,8.0,99.91666666666667,92.66666666666666,117.85829615763097,145.5721634563723,94.7560202288092,217.2912743728502,262.6078063603792,609.5015447564975,82.8920503353838,100.59080042322914,68.58655963118574,166.3745078442145,191.19892080907445,316.61617854138177,73.73124729289714,105.22711458356567,50.85067844624439,167.679872006359,217.19756111117812,578.691844592712,29.64127350770451,-5.490596332312375,2.1477242041819875,66.51337978023561,105.12758361246244,69.41875913917023,61.6431402614726,58.14263811751224,20.4770694688375,630.6762400712616,553.4706845883854,77.2055554828762,4.551417301498142,111.84821510624796,1.3395860833461335,scale_to_vicon,v1-old,original_rigid_no_scale,solver_delay,rigid_no_scale,1.0,rigid_no_scale,OptiTrack,scale_to_vicon/v1-old/original_rigid_no_scale/solver_delay,WandCantenna,fixed FULL v4-io/T4 capture-level offset
scale_to_vicon/v1-old/original_rigid_no_scale/solver_delay,T4,R04,BS2DCE,ok,1200,119.895568,119.895568,47.29321100000013,-1.0000000000000013,101.27420364979389,117.07428216121335,244.2420618833326,8.0,8.0,99.75,91.91666666666667,176.83052872573845,203.3443971359491,154.43576245852825,317.67257649157443,379.47140006074034,665.7195637683946,108.99740715311651,129.64343336671047,92.70545227006721,206.3087949763947,246.1306545185652,447.83060773020185,126.19891683873432,156.65734592247466,104.7654212873507,262.054275676444,326.94845140218325,575.238257207288,59.08772951545479,17.02415494694323,-3.797359006437451,88.28021867083362,155.79450820596654,74.29224075811035,81.41268164111948,80.91869124156275,8.954894737008772,520.9294646725502,426.4333733369046,94.49609133564564,9.87757203919979,151.11041738692435,1.012664486365723,scale_to_vicon,v1-old,original_rigid_no_scale,solver_delay,rigid_no_scale,1.0,rigid_no_scale,OptiTrack,scale_to_vicon/v1-old/original_rigid_no_scale/solver_delay,WandBantenna,fixed FULL v4-io/T4 capture-level offset
scale_to_vicon/v1-old/original_rigid_no_scale/solver_delay,T4,R04,BSDC91,ok,1200,119.895374,119.895374,47.29321100000013,-1.0000000000000013,101.27420364979389,84.26096346763529,203.0796002352612,8.0,8.0,99.91666666666667,92.66666666666666,116.60656039535318,144.23488027372372,91.88740105700101,221.0280624485354,266.17301218941185,626.0108779465365,82.56940912402327,100.57938429136892,67.91845328592711,162.799546227026,206.97757186130718,299.44283777264957,71.81089458518055,103.38030829488054,50.61887978506786,157.26159257820817,210.1657030415902,598.1782975040448,30.626447926491643,-5.10007777949661,2.428670441113234,68.61283027733036,103.29747975737106,66.8749900962636,55.871116197276244,53.673271190883845,15.516493959634772,621.1804088772687,553.4706845883854,67.70972428888331,2.7841396572827475,116.98754532406592,1.3395860833461335,scale_to_vicon,v1-old,original_rigid_no_scale,solver_delay,rigid_no_scale,1.0,rigid_no_scale,OptiTrack,scale_to_vicon/v1-old/original_rigid_no_scale/solver_delay,WandCantenna,fixed FULL v4-io/T4 capture-level offset
