n,n_params,sse,rmse_mm,residual_mean_mm,residual_p95_abs_mm,all_oracle_d_positive,mean_oracle_d_mm,median_oracle_d_mm,sum_oracle_d_mm,mean_oracle_d_dtu_one_way_equiv,dtu_convention,largest_anchor,largest_oracle_d_mm
28,8,54186.705186705985,43.99135677555064,1.6240976817373718e-14,81.40492137208369,True,94.62209121443273,91.23749142072478,756.9767297154618,20.175285973226593,1 DTU ~= 4.69 mm one-way range equivalent,A,148.21526428758088
