case,c_mm,mean_e_mm,max_abs_e_mm,cost,residual_l2,pair_rmse_mm,sim3_scale_autopos_to_vicon,rigid_anchor_median_mm,rigid_anchor_rmse_mm,rigid_anchor_p95_mm,current_sim3_scale_autopos_to_vicon,current_rigid_anchor_median_mm,current_rigid_anchor_rmse_mm,static_t4_mean_median_mm,static_t4_mean_p95_mm,static_t4_mean_rmse_mm,current_static_t4_mean_median_mm,current_static_t4_mean_p95_mm,current_static_t4_mean_rmse_mm,layout_json
v4io_common_mode,111.98479117186592,-1.8719785943588363e-07,15.352958619571629,81.6191702669079,416.0343636378512,38.29106455940091,1.0097822800764373,59.452407827891854,62.99190234655526,93.31651795465073,0.9582672713308588,92.77084899701543,105.41990950811795,109.51538194751674,223.8592378045819,140.52524928793653,72.69137167036669,171.49267582290037,109.84289856781552,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/audit_phase1c/layouts/v4io_common_mode/layout.json
