free_cost,free_c_mm,clamped_rows,perturbed_init_n,perturbed_c_min_mm,perturbed_c_max_mm,perturbed_c_std_mm,perturbed_scale_min,perturbed_scale_max,perturbed_scale_std,valley_note
81.6191702669079,111.98479117186592,"[{'case': 'v4io_common_mode_cfixed_0p000', 'c_fixed_mm': 0.0, 'cost': 138.0915601718911, 'cost_delta_vs_free': 56.4723899049832, 'residual_l2': 781.3849447382665, 'pair_rmse_mm': 63.83809272042777, 'mean_e_mm': 0.7941888451924779, 'max_abs_e_mm': 16.692158598902797, 'sim3_scale_autopos_to_vicon': 0.9371438864089914, 'rigid_anchor_median_mm': 130.83963313651674, 'rigid_anchor_rmse_mm': 142.68064087368884, 'rigid_anchor_p95_mm': 186.21641032478234, 'layout_json': '/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/audit_phase1c/layouts/v4io_common_mode_cfixed_0p000/layout.json'}, {'case': 'v4io_common_mode_cfixed_111p985', 'c_fixed_mm': 111.98479117186592, 'cost': 81.61917026580362, 'cost_delta_vs_free': -1.104282887354202e-09, 'residual_l2': 416.0343113789547, 'pair_rmse_mm': 38.29106162712117, 'mean_e_mm': 1.6996276137604127e-06, 'max_abs_e_mm': 15.352834408000895, 'sim3_scale_autopos_to_vicon': 1.0097822750708638, 'rigid_anchor_median_mm': 59.452346041510914, 'rigid_anchor_rmse_mm': 62.99194235052056, 'rigid_anchor_p95_mm': 93.31685984142405, 'layout_json': '/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/audit_phase1c/layouts/v4io_common_mode_cfixed_111p985/layout.json'}]",5,111.98471481327644,111.98513387588582,0.00015257397367623784,1.0097822326921018,1.0097825014421808,9.70265772136818e-08,"Compare c=0 and c=fitted costs, plus perturbed-init spread. Small differences would indicate weak c/scale identifiability."
