case,c_fixed_mm,cost,cost_delta_vs_free,residual_l2,pair_rmse_mm,mean_e_mm,max_abs_e_mm,sim3_scale_autopos_to_vicon,rigid_anchor_median_mm,rigid_anchor_rmse_mm,rigid_anchor_p95_mm,layout_json
v4io_common_mode_cfixed_0p000,0.0,138.0915601718911,56.4723899049832,781.3849447382665,63.83809272042777,0.7941888451924779,16.692158598902797,0.9371438864089914,130.83963313651674,142.68064087368884,186.21641032478234,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/audit_phase1c/layouts/v4io_common_mode_cfixed_0p000/layout.json
v4io_common_mode_cfixed_111p985,111.98479117186592,81.61917026580362,-1.104282887354202e-09,416.0343113789547,38.29106162712117,1.6996276137604127e-06,15.352834408000895,1.0097822750708638,59.452346041510914,62.99194235052056,93.31685984142405,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/audit_phase1c/layouts/v4io_common_mode_cfixed_111p985/layout.json
