phase,material,wall_count,walls,distance_cm,seed,metal_box_count,device,tag_points,trials,samples,range_bias_mean_m,range_sigma_mean_m,hor_err_p50_m,hor_err_p90_m,hor_err_p95_m,z_err_p50_m,z_err_p90_m,z_err_p95_m,pos_err_p50_m,pos_err_p90_m,pos_err_p95_m,failure_gt_0p5m_ratio,failure_gt_1p0m_ratio
phase3,sand_lime_brick,1,x_min,90,,0,cuda:0,847,128,108416,0.002898184582591057,0.03133762255311012,0.021014153957366943,0.038416534662246704,0.04398488253355026,0.02062246762216091,0.050702594220638275,0.06070239841938019,0.03381214663386345,0.05894351378083229,0.06754109263420105,0.0,0.0
