phase,wall_count,walls,distance_cm,seed,metal_box_count,device,tag_points,trials,samples,range_bias_mean_m,range_sigma_mean_m,hor_err_p50_m,hor_err_p90_m,hor_err_p95_m,z_err_p50_m,z_err_p90_m,z_err_p95_m,pos_err_p50_m,pos_err_p90_m,pos_err_p95_m,failure_gt_0p5m_ratio,failure_gt_1p0m_ratio
phase2,2,x_min+x_max,5,11,6,cuda:0,847,96,81312,0.14261311292648315,0.0997883602976799,0.14643725752830505,0.3005930781364441,0.3496868908405304,0.25290223956108093,0.48109742999076843,0.5536137819290161,0.3221871852874756,0.5255551338195801,0.5931448936462402,0.126930832862854,0.00039354583714157343
