experiment_id,seed_id,wall_time_s,status,backend,device
X_A0_L18_I0_T11,S03,0.5602736030050437,ok,,
X_A0_L18_I0_T12,S03,0.5168418169996585,ok,,
X_A0_L18_I1_T11,S03,0.42475900700083,ok,,
X_A0_L18_I1_T12,S03,0.5037600779978675,ok,,
X_A0_L18_I2_T11,S03,0.622215867995692,ok,,
X_A0_L18_I2_T12,S03,0.5070603029962513,ok,,
X_A0_L18_I3_T11,S03,0.6390495140003623,ok,,
X_A0_L18_I3_T12,S03,0.5875592259981204,ok,,
X_A0_L18_I4_T11,S03,0.6542860359986662,ok,,
X_A0_L18_I4_T12,S03,0.7738522889994783,ok,,
X_A0_L18_I5_T11,S03,0.6526024039994809,ok,,
X_A0_L18_I5_T12,S03,0.5548921650042757,ok,,
X_A0_L18_I6_T11,S03,0.43316975000198,ok,,
X_A0_L18_I6_T12,S03,0.5743436249977094,ok,,
X_A0_L18_I7_T11,S03,0.6549996979956632,ok,,
X_A0_L18_I7_T12,S03,0.5001698619962553,ok,,
X_A0_L18_I8_T11,S03,0.46623089000058826,ok,,
X_A0_L18_I8_T12,S03,0.5298965269976179,ok,,
X_A1_L18_I0_T11,S03,0.662177428996074,ok,,
X_A1_L18_I0_T12,S03,0.5204256830038503,ok,,
X_A1_L18_I1_T11,S03,0.6547324479979579,ok,,
X_A1_L18_I1_T12,S03,0.758376234996831,ok,,
X_A1_L18_I2_T11,S03,0.6330851449965849,ok,,
X_A1_L18_I2_T12,S03,0.7679291300009936,ok,,
X_A1_L18_I3_T11,S03,0.5228953069963609,ok,,
X_A1_L18_I3_T12,S03,0.5307573190002586,ok,,
X_A1_L18_I4_T11,S03,0.658848073995614,ok,,
X_A1_L18_I4_T12,S03,0.5357233459944837,ok,,
X_A1_L18_I5_T11,S03,0.5068815119957435,ok,,
X_A1_L18_I5_T12,S03,0.665175904003263,ok,,
X_A1_L18_I6_T11,S03,0.6584188529959647,ok,,
X_A1_L18_I6_T12,S03,0.6445896430013818,ok,,
X_A1_L18_I7_T11,S03,0.6495242599994526,ok,,
X_A1_L18_I7_T12,S03,0.7561161720004748,ok,,
X_A1_L18_I8_T11,S03,0.5175716790035949,ok,,
X_A1_L18_I8_T12,S03,0.6075275559996953,ok,,
X_A2_L18_I0_T11,S03,0.4574484270051471,ok,,
X_A2_L18_I0_T12,S03,0.7689071819986566,ok,,
X_A2_L18_I1_T11,S03,0.4734066220044042,ok,,
X_A2_L18_I1_T12,S03,0.573184732995287,ok,,
X_A2_L18_I2_T11,S03,0.6646471830026712,ok,,
X_A2_L18_I2_T12,S03,0.7947950320012751,ok,,
X_A2_L18_I3_T11,S03,0.4011379119983758,ok,,
X_A2_L18_I3_T12,S03,0.7869875800024602,ok,,
X_A2_L18_I4_T11,S03,0.46705166199535597,ok,,
X_A2_L18_I4_T12,S03,0.6737180469935993,ok,,
X_A2_L18_I5_T11,S03,0.4371716770037892,ok,,
X_A2_L18_I5_T12,S03,0.929373515995394,ok,,
X_A2_L18_I6_T11,S03,0.6535807869950077,ok,,
X_A2_L18_I6_T12,S03,0.5742048859974602,ok,,
X_A2_L18_I7_T11,S03,0.4954020649965969,ok,,
X_A2_L18_I7_T12,S03,0.7641705650021322,ok,,
X_A2_L18_I8_T11,S03,0.6528553559983266,ok,,
X_A2_L18_I8_T12,S03,0.934488674000022,ok,,
X_A3_L18_I0_T11,S03,0.5208483740061638,ok,,
X_A3_L18_I0_T12,S03,0.8159923439961858,ok,,
X_A3_L18_I1_T11,S03,0.676651572000992,ok,,
X_A3_L18_I1_T12,S03,0.7758304730014061,ok,,
X_A3_L18_I2_T11,S03,0.6430797909997636,ok,,
X_A3_L18_I2_T12,S03,0.9606370440014871,ok,,
X_A3_L18_I3_T11,S03,0.825403898001241,ok,,
X_A3_L18_I3_T12,S03,0.5173436190016218,ok,,
X_A3_L18_I4_T11,S03,0.6409140670002671,ok,,
X_A3_L18_I4_T12,S03,0.566458203997172,ok,,
X_A3_L18_I5_T11,S03,0.5610805160031305,ok,,
X_A3_L18_I5_T12,S03,0.940300054004183,ok,,
X_A3_L18_I6_T11,S03,0.5516467409979668,ok,,
X_A3_L18_I6_T12,S03,0.7509012049995363,ok,,
X_A3_L18_I7_T11,S03,0.6479503080045106,ok,,
X_A3_L18_I7_T12,S03,0.6706603820057353,ok,,
X_A3_L18_I8_T11,S03,0.44537746899732156,ok,,
X_A3_L18_I8_T12,S03,0.5097810079969349,ok,,
X_A0_U4_P0_L18_I0_T1,S03,0.0634044559992617,ok,,
X_A0_U4_P0_L18_I0_T2,S03,2.031273267995857,ok,,
X_A0_U4_P0_L18_I0_T3,S03,1.3719746620045044,ok,,
X_A0_U4_P0_L18_I0_T4,S03,1.4381770129984943,ok,,
X_A0_U4_P0_L18_I0_T5,S03,2.0155486540024867,ok,,
X_A0_U4_P0_L18_I1_T1,S03,0.07936794100533007,ok,,
X_A0_U4_P0_L18_I1_T2,S03,1.5810286519990768,ok,,
X_A0_U4_P0_L18_I1_T3,S03,2.080278522997105,ok,,
X_A0_U4_P0_L18_I1_T4,S03,1.6815245139951003,ok,,
X_A0_U4_P0_L18_I1_T5,S03,2.0490558559977217,ok,,
X_A0_U4_P0_L18_I2_T1,S03,0.04674909100140212,ok,,
X_A0_U4_P0_L18_I2_T2,S03,1.3526099340015207,ok,,
X_A0_U4_P0_L18_I2_T3,S03,1.4169629519965383,ok,,
X_A0_U4_P0_L18_I2_T4,S03,2.2336209880013485,ok,,
X_A0_U4_P0_L18_I2_T5,S03,2.2540067689988064,ok,,
X_A0_U4_P0_L18_I3_T1,S03,0.07160206900152843,ok,,
