host_time_iso,target,port_label,stream,seq,receiver_anchor_id,receiver_anchor,source_kind,source_id,source_anchor,source_addr,raw_distance_mm,rx_timestamp,carrier_integrator,first_path,fp_amp_sum,max_growth_cir,std_noise,acc_len,bin_path
2026-06-17T00:44:46.791+02:00,ANCHOR_FULL_AFTER_AUTOPOS_120S,B,anchor,1,1,B,A,0,A,0xa100,-1,3634097508,-406,47960,20556,2546,60,4064,autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_ANCHOR_FULL_AFTER_AUTOPOS_120S_20260617_004406/accumulator_bin/anchor_B_frame_00000001_seq_00000001_rxB_srcA.bin
2026-06-17T00:44:46.796+02:00,ANCHOR_FULL_AFTER_AUTOPOS_120S,A,anchor,0,0,A,A,1,B,0xa101,4453,87111277,-43,47713,20648,2392,64,4064,autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_ANCHOR_FULL_AFTER_AUTOPOS_120S_20260617_004406/accumulator_bin/anchor_A_frame_00000002_seq_00000000_rxA_srcB.bin
2026-06-17T00:44:47.764+02:00,ANCHOR_FULL_AFTER_AUTOPOS_120S,C,anchor,1,2,C,A,0,A,0xa100,-1,3847920601,-2384,47573,5082,1656,32,4064,autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_ANCHOR_FULL_AFTER_AUTOPOS_120S_20260617_004406/accumulator_bin/anchor_C_frame_00000003_seq_00000001_rxC_srcA.bin
2026-06-17T00:44:47.769+02:00,ANCHOR_FULL_AFTER_AUTOPOS_120S,A,anchor,0,0,A,A,2,C,0xa102,5489,2227615641,-595,48013,9090,1954,40,4064,autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_ANCHOR_FULL_AFTER_AUTOPOS_120S_20260617_004406/accumulator_bin/anchor_A_frame_00000004_seq_00000000_rxA_srcC.bin
2026-06-17T00:44:48.742+02:00,ANCHOR_FULL_AFTER_AUTOPOS_120S,D,anchor,1,3,D,A,0,A,0xa100,-1,1001050264,-3816,47780,21176,2442,40,4064,autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_ANCHOR_FULL_AFTER_AUTOPOS_120S_20260617_004406/accumulator_bin/anchor_D_frame_00000005_seq_00000001_rxD_srcA.bin
2026-06-17T00:44:48.743+02:00,ANCHOR_FULL_AFTER_AUTOPOS_120S,A,anchor,0,0,A,A,3,D,0xa103,2922,4272946855,-163,47779,17947,1964,72,4064,autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_ANCHOR_FULL_AFTER_AUTOPOS_120S_20260617_004406/accumulator_bin/anchor_A_frame_00000006_seq_00000000_rxA_srcD.bin
2026-06-17T00:44:49.706+02:00,ANCHOR_FULL_AFTER_AUTOPOS_120S,E,anchor,1,4,E,A,0,A,0xa100,-1,1667740321,-3400,47781,20795,2381,64,4064,autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_ANCHOR_FULL_AFTER_AUTOPOS_120S_20260617_004406/accumulator_bin/anchor_E_frame_00000007_seq_00000001_rxE_srcA.bin
2026-06-17T00:44:49.717+02:00,ANCHOR_FULL_AFTER_AUTOPOS_120S,A,anchor,0,0,A,A,4,E,0xa104,1658,2112284430,2919,47850,20737,2190,36,4064,autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_ANCHOR_FULL_AFTER_AUTOPOS_120S_20260617_004406/accumulator_bin/anchor_A_frame_00000008_seq_00000000_rxA_srcE.bin
2026-06-17T00:44:50.689+02:00,ANCHOR_FULL_AFTER_AUTOPOS_120S,F,anchor,1,5,F,A,0,A,0xa100,-1,2010796733,4944,47785,18772,1655,44,4064,autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_ANCHOR_FULL_AFTER_AUTOPOS_120S_20260617_004406/accumulator_bin/anchor_F_frame_00000009_seq_00000001_rxF_srcA.bin
2026-06-17T00:44:50.692+02:00,ANCHOR_FULL_AFTER_AUTOPOS_120S,A,anchor,0,0,A,A,5,F,0xa105,4844,4209381571,-5541,47823,20616,1743,48,4064,autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_ANCHOR_FULL_AFTER_AUTOPOS_120S_20260617_004406/accumulator_bin/anchor_A_frame_00000010_seq_00000000_rxA_srcF.bin
2026-06-17T00:44:51.666+02:00,ANCHOR_FULL_AFTER_AUTOPOS_120S,A,anchor,0,0,A,A,6,G,0xa106,5724,2058585885,4239,47873,14525,1796,48,4064,autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_ANCHOR_FULL_AFTER_AUTOPOS_120S_20260617_004406/accumulator_bin/anchor_A_frame_00000011_seq_00000000_rxA_srcG.bin
2026-06-17T00:44:52.641+02:00,ANCHOR_FULL_AFTER_AUTOPOS_120S,A,anchor,0,0,A,A,7,H,0xa107,3391,4210858932,-1,48024,21453,2163,32,4064,autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_ANCHOR_FULL_AFTER_AUTOPOS_120S_20260617_004406/accumulator_bin/anchor_A_frame_00000012_seq_00000000_rxA_srcH.bin
2026-06-17T00:44:53.638+02:00,ANCHOR_FULL_AFTER_AUTOPOS_120S,B,anchor,2,1,B,A,0,A,0xa100,-1,2993747393,-1158,48053,18387,2256,52,4064,autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_ANCHOR_FULL_AFTER_AUTOPOS_120S_20260617_004406/accumulator_bin/anchor_B_frame_00000013_seq_00000002_rxB_srcA.bin
2026-06-17T00:44:53.642+02:00,ANCHOR_FULL_AFTER_AUTOPOS_120S,A,anchor,1,0,A,A,1,B,0xa101,4482,3741964860,653,47664,18381,2232,48,4064,autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_ANCHOR_FULL_AFTER_AUTOPOS_120S_20260617_004406/accumulator_bin/anchor_A_frame_00000014_seq_00000001_rxA_srcB.bin
2026-06-17T00:44:54.611+02:00,ANCHOR_FULL_AFTER_AUTOPOS_120S,C,anchor,2,2,C,A,0,A,0xa100,-1,3256793491,-3201,48023,5338,1670,28,4064,autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_ANCHOR_FULL_AFTER_AUTOPOS_120S_20260617_004406/accumulator_bin/anchor_C_frame_00000015_seq_00000002_rxC_srcA.bin
2026-06-17T00:44:54.618+02:00,ANCHOR_FULL_AFTER_AUTOPOS_120S,A,anchor,1,0,A,A,2,C,0xa102,5898,1637048996,-91,47776,20504,1947,48,4064,autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_ANCHOR_FULL_AFTER_AUTOPOS_120S_20260617_004406/accumulator_bin/anchor_A_frame_00000016_seq_00000001_rxA_srcC.bin
2026-06-17T00:44:55.591+02:00,ANCHOR_FULL_AFTER_AUTOPOS_120S,D,anchor,2,3,D,A,0,A,0xa100,-1,538941332,-4062,48024,18879,2168,44,4064,autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_ANCHOR_FULL_AFTER_AUTOPOS_120S_20260617_004406/accumulator_bin/anchor_D_frame_00000017_seq_00000002_rxD_srcA.bin
2026-06-17T00:44:55.592+02:00,ANCHOR_FULL_AFTER_AUTOPOS_120S,A,anchor,1,0,A,A,3,D,0xa103,2999,3811559395,358,48087,17281,2156,56,4064,autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_ANCHOR_FULL_AFTER_AUTOPOS_120S_20260617_004406/accumulator_bin/anchor_A_frame_00000018_seq_00000001_rxA_srcD.bin
2026-06-17T00:44:56.556+02:00,ANCHOR_FULL_AFTER_AUTOPOS_120S,E,anchor,2,4,E,A,0,A,0xa100,-1,1214065459,-3817,47927,19454,2378,36,4064,autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_ANCHOR_FULL_AFTER_AUTOPOS_120S_20260617_004406/accumulator_bin/anchor_E_frame_00000019_seq_00000002_rxE_srcA.bin
2026-06-17T00:44:56.566+02:00,ANCHOR_FULL_AFTER_AUTOPOS_120S,A,anchor,1,0,A,A,4,E,0xa104,1630,1659494531,3343,47727,20132,2315,52,4064,autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_ANCHOR_FULL_AFTER_AUTOPOS_120S_20260617_004406/accumulator_bin/anchor_A_frame_00000020_seq_00000001_rxA_srcE.bin
