model,rmse_g,median_abs_g,max_abs_g,loo_rmse_g,loo_median_abs_g,loo_max_abs_g,matrix_condition,optimizer_success,selected
BIAS_ONLY,0.0032847846743717895,0.002887001516726162,0.0355183124409415,0.003901092177653609,0.003592966581799084,0.034611861664940125,1.0,True,False
DIAGONAL_SCALE,0.0015500153111637923,0.0009445610935299165,0.03874154850152656,0.0018767050410400336,0.001286580189467923,0.03836837169896756,1.001358743033356,True,True
FULL_SPD,0.0011196849433062013,0.0005293550189224838,0.03990204486728399,0.0011335646635796837,0.00054336775894126,0.040203592539715616,1.0054465970253643,True,False
