capture,tag,sweep,radial_signed,z_plane,total
ID28,BS2DCE,5,-41.2910598455461,-128.46660606007512,134.93932153291345
ID28,BS2DCE,6,250.18327910978536,310.6159190252705,398.84072296850303
ID28,BS2DCE,7,324.3085519931623,314.226018401496,451.5684084791129
ID28,BS2DCE,8,464.5210652410604,451.03685349960483,647.4674225530683
ID28,BS2DCE,9,-126.17298231511938,-285.2992836866543,311.9540074087997
ID28,BS2DCE,10,-177.37703356728645,-38.997370586859695,181.61334463584754
ID28,BS2DCE,11,-383.2387491255779,147.96591668241925,410.8112113015007
ID28,BS2DCE,12,-103.47482015773898,114.6364047592627,154.4297371065752
ID28,BS2DCE,13,-259.7805218270149,96.70231911381848,277.19534275075216
ID28,BS2DCE,14,-190.94901887871833,-41.29887374375175,195.36408263354724
ID28,BS2DCE,15,-161.68689254723745,-33.03853538741635,165.02786444151627
ID28,BS2DCE,16,-149.05725606477893,15.887219558966846,149.90153211650605
ID28,BS2DCE,17,-28.833510700159138,59.20838800560684,65.85593784556318
ID28,BS2DCE,18,-111.1755369528446,8.11544469892572,111.47134366918986
ID28,BS2DCE,19,-1.1201647249063171,-159.99226687036514,159.99618816499682
ID28,BS2DCE,20,-64.44033770900376,-234.66214777041264,243.34929775997594
ID28,BS2DCE,21,12.547469971638975,-113.37599431700197,114.0682036768268
ID28,BS2DCE,22,-30.177061801046136,-83.64505970950552,88.92216300085654
ID28,BS2DCE,23,-61.20851472776803,-99.03539563839875,116.42375987930285
ID28,BS2DCE,24,-4.091814596714073,-63.49437231558732,63.626081621016894
ID28,BS2DCE,25,30.088974845287623,-90.94395914088929,95.79222364816516
ID28,BS2DCE,26,21.183391086059544,-134.07455642482495,135.73769829497814
ID28,BS2DCE,27,103.9881579127968,-137.3923043678884,172.30839296335873
ID28,BS2DCE,28,50.92509551053598,-29.3108220961074,58.75789006343633
ID28,BS2DCE,29,15.097060678699052,169.07502976278812,169.74771553815978
ID28,BS2DCE,30,-113.80903783299374,344.59956392277655,362.90681524082675
ID28,BS2DCE,31,-63.59833390659384,155.80091408695597,168.28152871312298
ID28,BS2DCE,32,-55.3132858038216,140.13745547620695,150.6587734377296
ID28,BS2DCE,33,11.649332926535862,87.31593986801623,88.08961523737233
ID28,BS2DCE,34,19.545423691966505,13.110096784026902,23.535042489552424
ID28,BS2DCE,35,31.201848222479555,-14.923964518235207,34.58728161391401
ID28,BS2DCE,36,74.85976818119724,-82.26692981520249,111.22874014103569
ID28,BS2DCE,37,26.427609934573354,88.03841154055752,91.91942380932623
ID28,BS2DCE,38,40.37029223779217,22.297250013180136,46.11862805326069
ID28,BS2DCE,39,42.18926724401416,-71.86842904261742,83.33669878055274
ID28,BS2DCE,40,98.87293633699989,-22.74982216371032,101.45645345852022
ID28,BS2DCE,41,109.60092928770797,41.70633066294089,117.26799102097608
ID28,BS2DCE,42,218.1072914821322,-210.87590104892772,303.38001951491293
ID28,BS2DCE,43,60.236075031360826,-168.22696658445477,178.6860291723754
ID28,BS2DCE,44,74.26160537635207,167.0482421741656,182.81110810492814
ID28,BS2DCE,45,22.187561982106615,132.71886279070378,134.5607091508048
ID28,BS2DCE,46,24.964172991269436,-60.10519918619506,65.0833688614089
ID28,BS2DCE,47,16.249655142071106,-57.321378026173925,59.5801281557515
ID28,BS2DCE,48,12.232787241826486,-74.40031565254266,75.39925764158276
ID28,BS2DCE,49,108.42597505818702,466.11562653794266,478.56030902089805
ID28,BS2DCE,50,174.7353490461225,246.67485542215115,302.292782751771
ID28,BS2DCE,51,-14.302476225012924,178.30192185490554,178.87463812212144
ID28,BS2DCE,52,-97.43374610765966,90.35470686603387,132.88080347973062
ID28,BS2DCE,53,-89.7602334576938,-52.42925371999081,103.95059478432465
ID28,BS2DCE,54,-104.399690354433,-116.60498407421201,156.51203678007877
ID28,BS2DCE,55,-75.0665973335881,-299.03028423132434,308.3084574297463
ID28,BS2DCE,56,-161.06226025833223,-108.80781562537256,194.3712746798966
ID28,BS2DCE,57,-145.99176917832165,-103.03504955518108,178.68916616475371
ID28,BS2DCE,58,-40.380148308608966,-10.443111338696655,41.708691562522915
ID28,BS2DCE,59,-63.34110619730723,-116.34911119631603,132.47343662210648
ID28,BS2DCE,60,24.765734325274877,-66.43625687066245,70.90217079649072
ID28,BS2DCE,61,9.01568867849744,-52.32930889190539,53.10027506004122
ID28,BS2DCE,62,-2.4081421358861235,-47.462318663652226,47.52337152892985
ID28,BS2DCE,63,-52.42042532325661,-97.13442068003266,110.37661288478044
ID28,BS2DCE,64,-31.88132541556763,-103.69498031045333,108.4853347316522
ID28,BS2DCE,65,-104.8191602272347,-280.87136520250976,299.79289541525884
ID28,BS2DCE,66,186.27993459538237,231.15492169326822,296.8717094232471
ID28,BS2DCE,67,340.3255797520024,407.79217423587164,531.1458910709524
ID28,BS2DCE,68,391.46491055404914,380.85720933657365,546.1657167002817
ID28,BS2DCE,69,194.5962007513719,331.751909060557,384.6128059648981
ID28,BS2DCE,70,-120.33783077852524,-175.03375260535302,212.40999992371567
ID28,BS2DCE,71,-209.74336642916717,-22.70313152293683,210.96850936096521
ID28,BS2DCE,72,-287.6376624066145,128.3321427028348,314.9675597350341
ID28,BS2DCE,73,-362.17863689005065,18.997439605678405,362.67653319605137
ID28,BS2DCE,74,-297.6263497933307,-54.143914729144264,302.51116936982487
ID28,BS2DCE,75,-140.84588817084267,75.44541177128166,159.77976834371668
ID28,BS2DCE,76,-126.55000093541321,-14.76637738507592,127.40858934087437
ID28,BS2DCE,77,-45.82573072741536,79.78621580996025,92.00998766424834
ID28,BS2DCE,78,-102.75971114020228,46.722422543344294,112.88287293445636
ID28,BS2DCE,79,-58.254236661223615,-126.9924984747723,139.71632244604385
ID28,BS2DCE,80,-22.00808769458149,-300.498936427785,301.30377813463
ID28,BS2DCE,81,-44.52377302434104,-319.9665971714032,323.04951581726607
ID28,BS2DCE,82,-0.46245285151292137,-109.45295619857735,109.45393315567772
ID28,BS2DCE,83,-23.09764465391379,-188.3603494835364,189.77123714124448
ID28,BS2DCE,84,-10.343210939230175,-111.37049829760983,111.84976487946375
ID28,BS2DCE,85,47.294725550467945,-104.8725973479393,115.0436992598773
ID28,BS2DCE,86,40.01351122662294,-125.73787853340212,131.95110904711512
ID28,BS2DCE,87,25.87020840696283,-100.51629684334257,103.79206912919045
ID28,BS2DCE,88,38.32170058373873,-25.696976633618224,46.139867183797165
ID28,BS2DCE,89,71.72056051528506,124.63033076396663,143.79345655127145
ID28,BS2DCE,90,-126.33708063809343,382.39904368233414,402.7283036407049
ID28,BS2DCE,91,-58.76917367919543,315.59985475189904,321.0250521288879
ID28,BS2DCE,92,44.18886056122932,57.53778080979757,72.54827095262903
ID28,BS2DCE,93,35.03210663008491,37.15387608035955,51.065242609199
ID28,BS2DCE,94,-1.5759435107832473,141.78505892140805,141.7938169713205
ID28,BS2DCE,95,27.04849240445168,-13.371936718612595,30.173326514659596
ID28,BS2DCE,96,81.91473683761666,393.295690998866,401.73564027784676
ID28,BS2DCE,97,14.43730757908071,271.21107102959945,271.59506788444344
ID28,BS2DCE,98,-5.15700581699781,94.7342502617861,94.87451123278194
ID28,BS2DCE,99,7.861965460353076,90.28469930592443,90.62636167065837
ID28,BS2DCE,100,38.021032129549496,5.515615160352385,38.419017358508064
ID28,BS2DCE,101,244.95763157979644,-103.2409599313312,265.82501213528803
ID28,BS2DCE,102,111.81797105997367,37.19538994623575,117.8420794335438
ID28,BS2DCE,103,166.63614281213864,37.26461983375159,170.75203068385892
ID28,BS2DCE,104,74.02813163395837,61.55299172154938,96.27530868861338
ID28,BS2DCE,105,107.0807403551567,51.4070762337067,118.78119565784232
ID28,BS2DCE,106,18.67718063722708,93.99082400630897,95.82855562900109
ID28,BS2DCE,107,21.342681800620937,-96.7882473768098,99.1134445810309
ID28,BS2DCE,108,55.28514358998001,-47.68252395711306,73.00732971890815
ID28,BS2DCE,109,3.9872465657527982,320.92052274096636,320.945291368344
ID28,BS2DCE,110,-85.93052794855413,269.1299757429282,282.51548537541504
ID28,BS2DCE,111,-38.26437612351884,157.7153182173223,162.2907393553722
ID28,BS2DCE,112,-112.58118272493397,70.25556532106287,132.70405857518864
ID28,BS2DCE,113,-56.080127316376206,-68.32284064287411,88.39112644000265
ID28,BS2DCE,114,-65.13062055290487,-183.11731771833794,194.35521547405205
ID28,BS2DCE,115,-124.2687310631963,-134.07572119905825,182.80868834687425
ID28,BS2DCE,116,-158.4592906551444,-67.62944515253868,172.28780759697352
ID28,BS2DCE,117,-146.030441229703,-101.55126510524224,177.8694723953971
ID28,BS2DCE,118,-71.36941182846954,-17.02882610363734,73.3728414551979
ID28,BS2DCE,119,-53.9834261040192,-71.7026208355533,89.75230430810801
ID28,BS2DCE,120,-29.83098869995507,-108.07981864732488,112.12107333438921
ID28,BS2DCE,121,-4.815013937559286,-85.7002490304335,85.8354066985018
ID28,BS2DCE,122,93.59955288992018,-28.17509643226632,97.74820898697055
ID28,BS2DCE,123,-52.95017277367856,-160.04061150298025,168.57259008216687
ID28,BS2DCE,124,-57.32606875088874,-124.41102533875475,136.9831427011072
ID28,BS2DCE,125,-34.152375969533466,-126.42097063898078,130.95284113629
ID28,BS2DCE,126,134.77911479197343,201.20988574850122,242.17933005736236
ID28,BS2DCE,127,359.12920066956275,443.6609663983241,570.796667718947
ID28,BS2DCE,128,439.1244392952506,439.18773144755,621.0604935434337
ID28,BS2DCE,129,161.59544644896874,279.26401222171927,322.647604725673
ID28,BS2DCE,130,-109.18830030951779,-152.40297070037,187.4800000074122
ID28,BS2DCE,131,-223.18649463742702,-33.74903136803746,225.72374378169218
ID28,BS2DCE,132,-381.3290533863301,146.32837408557037,408.4407423593308
ID28,BS2DCE,133,-298.444507020607,129.59320502001174,325.36675084914856
ID28,BS2DCE,134,-390.5417661602767,-216.05120897154518,446.31938789801023
ID28,BS2DCE,135,-184.4931016197799,-52.18583684683289,191.73175561886114
ID28,BS2DCE,136,-189.18622852758045,-133.1690441244071,231.3556210198883
ID28,BS2DCE,137,-108.34753541574901,64.84654457557562,126.27059346522095
ID28,BS2DCE,138,-96.37385640743776,-9.43525730771562,96.83462334983409
ID28,BS2DCE,139,-57.65212940079056,-62.3407702111798,84.91254121134652
ID28,BS2DCE,140,-25.234937044749927,-282.6940063608248,283.8180813126369
ID28,BS2DCE,141,-51.165764152880286,-101.12564595720659,113.3328358932682
ID28,BS2DCE,142,16.772594630180265,-172.400679108011,173.21464743933097
ID28,BS2DCE,143,-98.76454777080289,-8.312430793540559,99.1137346792492
ID28,BS2DCE,144,24.13758805573451,16.634711928525316,29.314446917746203
ID28,BS2DCE,145,32.86730470778292,-128.71708456284622,132.8470834347264
ID28,BS2DCE,146,-22.054680066962874,-76.03521004082681,79.16919905372758
ID28,BS2DCE,147,14.152491701846088,-31.599484772737732,34.623986761684534
ID28,BS2DCE,148,43.087012914915874,-25.741248189336478,50.19066188321435
ID28,BS2DCE,149,-7.163641866183752,130.92013307283347,131.11597541335442
ID28,BS2DCE,150,-86.57381345407197,291.37178489417914,303.96141565731705
ID28,BS2DCE,151,-84.71726300295626,193.68601665962095,211.40314023254956
ID28,BS2DCE,152,-17.12754105754658,153.75774163322345,154.70874498497827
ID28,BS2DCE,153,57.38161640679249,60.66255597579935,83.5020694292858
ID28,BS2DCE,154,42.497983960325485,57.34058962593733,71.3724166561721
ID28,BS2DCE,155,33.43238259041749,-26.641527255241616,42.74921262624415
ID28,BS2DCE,156,51.914446195873154,265.06521612175885,270.10123754159093
ID28,BS2DCE,157,31.463132330893757,60.06615756157438,67.80761004697932
ID28,BS2DCE,158,27.060958727460445,21.04894887589056,34.28343238401272
ID28,BS2DCE,159,59.57838347420994,-37.19017710405306,70.23313356551056
ID28,BS2DCE,160,63.39464436635848,30.843407750896052,70.4996222403007
ID28,BS2DCE,161,95.9835590174867,-22.671408920518495,98.62472501408922
ID28,BS2DCE,162,213.21414789055046,-51.427599404465745,219.32868221279162
ID28,BS2DCE,163,106.92089222752821,-13.39035372007334,107.75610779663205
ID28,BS2DCE,164,51.54203828971714,91.20233480066499,104.75899762861066
ID28,BS2DCE,165,92.77779117781773,119.88790483067085,151.59428835059302
ID28,BS2DCE,166,32.14156342384268,66.64698914698191,73.99257572004657
ID28,BS2DCE,167,-36.3135015506374,-61.50205082712053,71.42249401140975
ID28,BS2DCE,168,57.37007008540837,5.439499975993317,57.62736417357209
