tag,N,X,Y,Z,3D,capture
BSF66F,601,19.254963601376875,27.03088698103706,59.87008959406714,68.45326947833516,ID01
BSF66F,601,13.20949987697298,18.258704442300292,34.469582117789855,41.182803040663515,ID02
BSF66F,601,17.725697411651456,27.574168703445007,37.594888905925465,49.87896149945737,ID03
BSF66F,600,39.953062769828676,59.06810003561443,108.59217276816975,129.9136161186319,ID04
BSF66F,601,52.08677465213547,63.716290017713604,115.44681434081022,141.77716547006162,ID05
BSF66F,601,18.39643949631241,29.12538787899497,27.557149781341018,44.114778808406754,ID06
BSF66F,601,19.029037011967958,25.977265480741423,58.838446112903746,67.07373041989572,ID07
BSF66F,601,19.64069652425657,33.14300721087221,51.40271970543262,64.23749279083938,ID08
BSF66F,601,32.07174010837273,27.69529024339266,32.086127219743126,53.15209473958957,ID09
BSF66F,601,21.366358747717868,23.369527205152828,54.61320367741923,63.12890070197513,ID10
BSF66F,601,20.240838392144926,17.535862171216,65.93588374064633,71.16697805559009,ID11
BSF66F,601,23.772886545921505,27.644209870093107,37.00509584925343,51.94929829053942,ID12
BSF66F,601,41.55602480960219,39.12111589013833,73.5870491384513,93.12582191514207,ID13
BSF66F,540,18.359276314468477,40.158463412327464,73.97072424393194,86.14774086185933,ID14
BSF66F,600,29.13427666709848,29.760144147788285,34.90823907947163,54.34204092819598,ID15
BSF66F,601,12.915316092634184,19.889476569503792,31.492755028930205,39.42322015378379,ID16
BSF66F,524,17.27553674542708,26.42143126617717,39.26804768399583,50.38368554312493,ID17
BSF66F,601,18.845473510246194,33.460174051465586,39.525619748057245,55.10907126642378,ID18
BSF66F,601,17.936849999229597,22.540138261449098,34.67247841352194,45.077368823792824,ID19
BSF66F,601,19.509478121350437,29.268513075156534,53.01936479475677,63.62639890358053,ID20
BSF66F,601,14.054180686955322,21.136498019811327,43.5510396838787,50.407981519496026,ID21
BSF66F,601,18.501743330776137,27.911452291241904,50.34701659934501,60.466401875247335,ID22
BSF66F,601,27.763718981572975,38.097652128000206,191.3974762275901,197.11734854051986,ID23
BSF66F,601,15.577046754639206,23.5079901278623,33.073368900410046,43.46398182254472,ID24
BSF66F,601,17.25795749291656,24.76149474318378,28.441900290674347,41.471802599943665,ID25
BSF66F,600,19.412529002728494,27.506408482567252,37.18645535153113,50.16254829554656,ID26
BSF66F,600,16.715242638218125,26.936684970713,30.30689206688342,43.857633775885155,ID27
