version,ID,peer,path,tilt,facing,status,N_frames,radius,radial_std,z_plane_std,circle_3d_std,circle_3d_rms,plane_tilt_deg,center_x,center_y,center_z,normal_x,normal_y,normal_z,median_anchors,pct_ge7,pct_ge8
v1-old,ID25,BS2DCE,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID25_20260513_164836,planar,none,ok,1801,461.48242204048086,52.910785859666234,147.4119903173657,91.86790115772445,156.60612081843777,10.247145215791557,1243.5441418109988,2849.396312801727,-947.8266143956336,-0.018774324255770712,0.17690105492256564,-0.9840495625302734,8.0,99.94447529150472,87.56246529705719
v1-old,ID25,BSDC91,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID25_20260513_164836,planar,none,ok,1800,593.0465564716206,66.84061721031009,128.71787472477214,86.38923601649051,145.04666753704728,7.360892423968117,1237.9297376910952,2849.2411044475602,-889.7075083694717,-0.1002238087544557,0.07980970060853465,-0.9917588415776923,8.0,99.77777777777777,73.77777777777777
v1-old,ID26,BS2DCE,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID26_20260513_165308,small,BCGF,ok,1800,471.8954680634138,77.73678752001794,142.6631970527228,99.41207742832056,162.5504483208931,20.405474592175217,1260.1984497675558,2781.6682810442244,-921.121971108939,0.019084967904769216,0.3481388763132541,0.9372486792732325,8.0,99.8888888888889,85.05555555555556
v1-old,ID26,BSDC91,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID26_20260513_165308,small,BCGF,ok,1801,588.5519396820317,77.86803841747071,119.03579916632115,81.97656407419929,142.29707601048258,17.222131344190828,1257.456561849551,2770.9543676508993,-877.1280360348455,-0.058545054659989465,-0.29023107587147395,-0.9551640692432612,8.0,99.50027762354247,80.62187673514714
v1-old,ID27,BS2DCE,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID27_20260513_165732,small,CDHG,ok,1800,460.0779308328192,58.4173800527639,130.2035048594838,84.82408966316777,142.7167819200097,21.776860963189826,1353.138639384501,2784.131476862183,-948.1135101088014,-0.2042704812093157,-0.30969219143436977,0.928635728943859,8.0,100.0,86.61111111111111
v1-old,ID27,BSDC91,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID27_20260513_165732,small,CDHG,ok,1801,569.2635832312303,65.04260168240772,148.21372595478257,107.93005621730688,161.85544438587797,14.097679896143195,1352.3352301756172,2762.192349588319,-881.8195956689696,0.18313383811596703,0.16059619403382808,-0.9698818793021982,8.0,99.7223764575236,78.67851193781232
v1-old,ID28,BS2DCE,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID28_20260513_170229,small,ADHE,ok,1800,467.21043959743577,61.342707770459015,102.01277734410071,65.19901352704358,119.07141757792188,24.323745548499485,1398.246433452867,2807.720313599359,-987.2723668363801,0.021706935975465164,-0.4113196620072775,0.9112326511801341,8.0,99.94444444444444,85.83333333333333
v1-old,ID28,BSDC91,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID28_20260513_170229,small,ADHE,ok,1801,592.2293656289454,62.338304661118926,111.38530109713933,74.95201762433909,127.64997134012164,21.093631765625126,1410.2218537902597,2787.51769057296,-933.7769693788404,-0.007550080919274179,0.35981390716416706,-0.932993541504639,8.0,99.55580233203776,74.34758467518046
v1-old,ID29,BS2DCE,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID29_20260513_171014,mid,ABEF,ok,1800,461.11818376232054,71.91962128600134,150.564022241086,92.49119942699603,166.90805255111337,18.776099520510442,1336.067664225001,2724.596613454623,-997.000041423563,0.3123013820076567,0.07790151347606422,0.9467836083257072,8.0,99.94444444444444,88.55555555555556
v1-old,ID29,BSDC91,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID29_20260513_171014,mid,ABEF,ok,1800,582.8327581358043,59.42900526837922,115.84276507393493,77.12699101224815,130.19659479246945,17.948164484631228,1342.5217379574437,2740.475019452449,-935.1969407387415,-0.29379047956893156,-0.09299220302471511,-0.9513356948476535,8.0,99.66666666666667,70.94444444444444
