group_by,group,n,D3_median,D3_p75,D3_p95,D3_max
location,center,96,48.17755397195195,57.546264337221345,67.23436479924712,78.63166393226241
location,edge,88,50.025583835211506,69.57072548063925,94.51262000478877,213.82585071644317
height,high,64,43.42615446137665,47.992400355007284,75.88782124778986,81.31301178444582
height,low,56,58.64281599812915,66.56609043355476,76.81951299815833,92.12196691021363
height,mid,64,49.581457836792225,52.313278702512875,106.0884790490435,213.82585071644317
facing,ABEF,48,47.5580485469375,52.33397773815014,60.880589717206654,74.11416904975381
facing,ADHE,40,48.47651465892585,50.93583036721878,58.559769140777945,69.96659296525776
facing,BCGF,48,50.39107343391031,53.50546013292698,67.23436479924712,78.63166393226241
facing,CDHG,48,63.67976856474815,77.50570954342817,107.90411157275334,213.82585071644317
