version,location,height,facing,n,D3_median,D3_p75,D3_p95,D3_max
v1-old,center,high,ABEF,1,43.2158503207637,43.2158503207637,43.2158503207637,43.2158503207637
v1-old,center,high,ADHE,1,40.617485228604124,40.617485228604124,40.617485228604124,40.617485228604124
v1-old,center,high,BCGF,1,50.32524579837095,50.32524579837095,50.32524579837095,50.32524579837095
v1-old,center,high,CDHG,1,43.43741494015719,43.43741494015719,43.43741494015719,43.43741494015719
v1-old,center,low,ABEF,1,61.39218691321402,61.39218691321402,61.39218691321402,61.39218691321402
v1-old,center,low,ADHE,1,58.73509028407493,58.73509028407493,58.73509028407493,58.73509028407493
v1-old,center,low,BCGF,1,71.14643424546892,71.14643424546892,71.14643424546892,71.14643424546892
v1-old,center,low,CDHG,1,61.016204817839,61.016204817839,61.016204817839,61.016204817839
v1-old,center,mid,ABEF,1,58.20386215201235,58.20386215201235,58.20386215201235,58.20386215201235
v1-old,center,mid,ADHE,1,49.71574386518193,49.71574386518193,49.71574386518193,49.71574386518193
v1-old,center,mid,BCGF,1,48.154068207512786,48.154068207512786,48.154068207512786,48.154068207512786
v1-old,center,mid,CDHG,1,44.10787615221536,44.10787615221536,44.10787615221536,44.10787615221536
v1-old,edge,high,ABEF,1,39.01304428698371,39.01304428698371,39.01304428698371,39.01304428698371
v1-old,edge,high,ADHE,1,50.734542995177,50.734542995177,50.734542995177,50.734542995177
v1-old,edge,high,BCGF,1,32.52298633411297,32.52298633411297,32.52298633411297,32.52298633411297
v1-old,edge,high,CDHG,1,56.162247579850664,56.162247579850664,56.162247579850664,56.162247579850664
v1-old,edge,low,ABEF,1,49.8017715186858,49.8017715186858,49.8017715186858,49.8017715186858
v1-old,edge,low,BCGF,1,56.77916329807882,56.77916329807882,56.77916329807882,56.77916329807882
v1-old,edge,low,CDHG,1,76.64389426518976,76.64389426518976,76.64389426518976,76.64389426518976
v1-old,edge,mid,ABEF,1,49.44808272666682,49.44808272666682,49.44808272666682,49.44808272666682
v1-old,edge,mid,ADHE,1,48.37799348939227,48.37799348939227,48.37799348939227,48.37799348939227
v1-old,edge,mid,BCGF,1,51.004205506795444,51.004205506795444,51.004205506795444,51.004205506795444
v1-old,edge,mid,CDHG,1,108.9306703372091,108.9306703372091,108.9306703372091,108.9306703372091
v2,center,high,ABEF,1,43.3189030876306,43.3189030876306,43.3189030876306,43.3189030876306
v2,center,high,ADHE,1,39.64998637434997,39.64998637434997,39.64998637434997,39.64998637434997
v2,center,high,BCGF,1,43.13604726645596,43.13604726645596,43.13604726645596,43.13604726645596
v2,center,high,CDHG,1,44.364967353492,44.364967353492,44.364967353492,44.364967353492
v2,center,low,ABEF,1,56.51744078233107,56.51744078233107,56.51744078233107,56.51744078233107
v2,center,low,ADHE,1,56.82658602964334,56.82658602964334,56.82658602964334,56.82658602964334
v2,center,low,BCGF,1,60.14999882702535,60.14999882702535,60.14999882702535,60.14999882702535
v2,center,low,CDHG,1,57.309067606017386,57.309067606017386,57.309067606017386,57.309067606017386
