version,delay_min,delay_max,delay_l2,n_near_bounds_55mm,tag_delay_mm
v1-old,0.0,0.0,0.0,0,0.0
v2,0.0,0.0,0.0,0,0.0
v3-lite,0.0,0.0,0.0,0,0.0
v3-full,-186.33070768402672,88.66497331909977,212.80658819526803,2,0.0
v4-io,-1.2400036933294434,32.565047097480964,45.77082961965644,0,0.0
v4-io-td,-1.2400036933294434,32.565047097480964,45.77082961965644,0,4.0
v4-io-roto,-29.193640626625317,15.575731639427119,37.03698952486122,0,0.0
v4-io-wand,-10.055239801707097,59.99999999999999,64.91737570193177,1,0.0
v5,-1.2400036933294434,32.565047097480964,45.77082961965644,0,0.0
