version,ID,tilt,facing,inner_radius_mm,outer_radius_mm,deltaR_mm,deltaR_error_mm,abs_deltaR_error_mm,inner_radius_bias_mm,outer_radius_bias_mm,inner_outer_center_sep_mm,inner_turn_center_rms_3d_mm,outer_turn_center_rms_3d_mm,inner_turn_center_p95_3d_mm,outer_turn_center_p95_3d_mm,inner_turn_count,outer_turn_count,inner_circle_thickness_rms_diagnostic,outer_circle_thickness_rms_diagnostic
v1-old,ID35,high,CDHG,459.7517760407365,545.3358999224986,85.58412388176208,-34.41587611823792,34.41587611823792,19.7517760407365,-14.664100077501416,28.265993141954386,22.804443433570672,18.474071220536594,46.937930871426644,29.22847126513662,45,45,104.84310459834539,93.34550271588911
v1-old,ID36,high,ADHE,470.6412204140418,538.6127385949641,67.97151818092226,-52.02848181907774,52.02848181907774,30.64122041404181,-21.38726140503593,35.83926131003362,19.680670342184314,16.141288286237362,28.462115463387754,26.495939994367802,44,44,84.942279572561,74.65487624193085
v1-old,ID37,high-extra,suspect,456.3034212838669,540.419000880476,84.11557959660911,-35.88442040339089,35.88442040339089,16.303421283866896,-19.580999119523995,21.2832574128387,19.44490973803686,26.8382016988297,28.587149440564943,45.72819454502171,43,43,104.03450516994776,104.60546451272724
v1-old,ID38,vertical,ABEF,449.7902194233105,525.6774996457816,75.88728022247113,-44.112719777528866,44.112719777528866,9.790219423310475,-34.32250035421839,19.360420112369834,15.722085021358968,13.442026730651412,22.026765353908086,24.32333105073492,42,43,68.29199976147788,70.34715696103608
v1-old,ID39,vertical,BCGF,445.6733376838293,547.6502848942771,101.9769472104478,-18.023052789552196,18.023052789552196,5.673337683829288,-12.349715105722908,25.054219698799482,18.19264951866938,16.55237852495814,28.785455158671837,29.80624219683281,43,43,92.82352244234708,88.34352733240472
v1-old,ID40,vertical,CDHG,453.29710143293204,531.2356725589008,77.93857112596874,-42.061428874031265,42.061428874031265,13.297101432932038,-28.764327441099226,15.715775752105968,16.60810064382892,16.616714341454852,29.205943786434226,31.893674100121952,44,44,71.1063618855725,65.36618368821337
v1-old,ID41,vertical,ADHE,428.14160152961887,526.9483782039869,98.806776674368,-21.193223325632005,21.193223325632005,-11.858398470381132,-33.05162179601314,18.591823547257757,26.13962084725883,17.421426496011918,43.38676130273985,31.442442011127437,43,43,92.4942512527757,90.94865495678039
v2,ID25,planar,none,464.3821518909857,593.3154786831001,128.93332679211437,8.933326792114372,8.933326792114372,24.38215189098571,33.31547868310008,40.93633037934732,25.257594571013932,16.189363701561607,42.26209591395508,24.67165745681987,48,47,156.25020603839505,146.24533930878363
v2,ID26,small,BCGF,460.81705054607824,585.9077107480128,125.09066020193461,5.090660201934611,5.090660201934611,20.817050546078235,25.907710748012846,16.58771494669386,23.449402346281268,19.662972429091575,41.82573133330836,27.72546539151995,47,48,159.36392187450335,145.87514784758474
v2,ID27,small,CDHG,465.6426912511919,569.1728049612509,103.53011371005903,-16.469886289940973,16.469886289940973,25.642691251191877,9.172804961250904,51.30030919486921,28.437667153924323,29.831445518416274,48.49044480529072,49.842607664328234,48,48,149.83584004334867,161.96658123325764
v2,ID28,small,ADHE,473.82885041427005,594.3161412228355,120.48729080856549,0.4872908085654899,0.4872908085654899,33.82885041427005,34.31614122283554,34.99872682217513,25.153876360130024,20.597252992026974,40.04237289754114,37.882501997242045,47,47,119.3623361840786,130.51946333165682
v2,ID29,mid,ABEF,456.7236930180699,577.3905961326967,120.66690311462679,0.6669031146267912,0.6669031146267912,16.723693018069923,17.390596132696714,47.178972171650685,26.0620607771457,15.946876118712472,44.14217018817508,24.006173471350003,47,47,181.79231836428966,138.3561984526885
v2,ID30,mid,BCGF,489.3116530145769,560.7956378776208,71.48398486304393,-48.51601513695607,48.51601513695607,49.311653014576905,0.7956378776208339,16.958565323320446,30.230585317783998,19.474675387244197,48.9160930272755,33.58632739482178,46,46,103.05859112343482,91.7453731047154
v2,ID31,mid,CDHG,431.837144735805,547.3504322928902,115.51328755708522,-4.486712442914779,4.486712442914779,-8.162855264195002,-12.649567707109782,26.31627451368756,21.568551468448383,16.07399434380754,37.300373997865904,27.221024049794444,46,46,102.23382941245863,97.32346393447953
v2,ID32,mid,ADHE,499.2795118447644,571.0848920641328,71.80538021936837,-48.194619780631626,48.194619780631626,59.279511844764386,11.08489206413276,49.914215845624724,21.588078206461685,18.246950695743063,32.90554155076047,30.646405507224166,46,46,96.14317101264139,106.10676732917696
v2,ID33,high,ABEF,453.10521036038625,553.7624678006229,100.6572574402366,-19.342742559763394,19.342742559763394,13.105210360386252,-6.237532199377142,51.161251384012886,34.09874595920037,19.52941032030045,53.50368192080769,31.428324862288473,45,45,147.55178017511076,117.77020913229885
v2,ID34,high,BCGF,477.4942918350249,536.0442607145318,58.54996887950688,-61.45003112049312,61.45003112049312,37.49429183502491,-23.955739285468212,24.91684128917457,23.807180454990313,13.266814654601003,45.843102475353206,21.19163593583535,44,44,83.78524368693394,71.4320657601331
v2,ID35,high,CDHG,457.37993113597037,542.8705931599973,85.4906620240269,-34.5093379759731,34.5093379759731,17.379931135970367,-17.12940684000273,28.428720425814653,22.945064837115826,18.316860289005703,41.65292079406909,30.40682513755988,45,45,107.70811924340497,95.7142921969294
v2,ID36,high,ADHE,461.4638605589366,534.2830676448685,72.81920708593196,-47.180792914068036,47.180792914068036,21.463860558936574,-25.716932355131462,34.40051894211655,20.12263452720623,16.080481388612316,32.91230615094208,25.452924660791776,44,44,83.39224689473158,75.01961266629806
v2,ID37,high-extra,suspect,458.2657518011871,540.5609327725426,82.29518097135553,-37.704819028644465,37.704819028644465,18.265751801187093,-19.43906722745737,20.18376145240145,18.203108537718425,26.037456068691423,24.411710437959737,48.25015662114705,43,43,103.09104995718299,104.99836303606168
v2,ID38,vertical,ABEF,441.55725821153464,517.3395648806436,75.78230666910895,-44.21769333089105,44.21769333089105,1.557258211534645,-42.66043511935641,18.550704919182778,15.894846102119882,13.678477098964382,25.389412035573987,24.050282504234758,42,43,69.28965526439063,72.69969044958101
v2,ID39,vertical,BCGF,445.06998556291893,542.8741759680905,97.8041904051716,-22.195809594828404,22.195809594828404,5.06998556291893,-17.125824031909474,22.66974798091488,17.637376076303635,16.82271142363931,32.076205461248485,29.204794447469723,43,43,96.44299598882398,91.12444796389305
v2,ID40,vertical,CDHG,440.4091373180159,523.1681221981986,82.75898488018271,-37.24101511981729,37.24101511981729,0.4091373180158939,-36.8318778018014,13.148234085168303,14.340865715352484,15.348278183422817,24.50413060858694,25.468906443138795,44,44,67.81899973803647,63.218081229059806
v2,ID41,vertical,ADHE,431.0386339127349,526.5885896340639,95.54995572132896,-24.450044278671044,24.450044278671044,-8.961366087265105,-33.41141036593615,15.910759947075896,25.33878374240044,17.81765746518058,46.734564647259745,32.74544246727911,43,43,92.39645569001709,94.61559308801641
v3-full,ID25,planar,none,467.08959733997835,597.9732554175034,130.88365807752507,10.88365807752507,10.88365807752507,27.089597339978354,37.973255417503424,66.61012745400784,23.17171426527604,14.929011023597731,40.54125434905532,25.264893492108154,48,47,155.56661812922965,141.78397346443856
v3-full,ID26,small,BCGF,453.87345891766495,593.03646353956,139.16300462189508,19.163004621895084,19.163004621895084,13.873458917664948,33.03646353956003,42.60463504198771,19.13259560218646,19.53383299609773,31.533670279681456,30.570034124094313,48,48,162.91724100833991,140.49618404151647
v3-full,ID27,small,CDHG,458.5854958319656,564.7101804866182,106.12468465465264,-13.87531534534736,13.87531534534736,18.585495831965602,4.710180486618242,58.36910848487316,22.79826010933227,22.67893703840256,42.84874954973646,33.248672486243095,48,48,136.59310358774326,152.8392210144535
v3-full,ID28,small,ADHE,463.2795959367558,595.2545344138667,131.97493847711092,11.974938477110925,11.974938477110925,23.27959593675581,35.254534413866736,56.82677402255223,21.72159102570312,22.76374764080053,33.76207248451636,35.191996282305176,47,47,130.3873684376296,151.99678097021663
v3-full,ID29,mid,ABEF,455.00782545880685,579.8760014593114,124.86817600050455,4.868176000504548,4.868176000504548,15.007825458806849,19.876001459311397,64.87187675928315,23.225151337069914,14.441623674074206,36.9983144860775,22.85067138911302,47,47,182.79417375552788,136.75771255683247
v3-full,ID30,mid,BCGF,478.47634536739974,566.2628219863651,87.78647661896537,-32.21352338103463,32.21352338103463,38.476345367399745,6.262821986365111,51.7330811391187,28.84668452268759,25.130287184205088,43.290560299162166,41.06255199803391,46,46,100.1092102320297,108.09500941329415
v3-full,ID31,mid,CDHG,441.44822599420456,552.2927384844029,110.84451249019833,-9.155487509801674,9.155487509801674,1.448225994204563,-7.707261515597111,25.595634888808366,20.309271497983733,19.582134406699186,32.516618305228334,35.326985477181935,46,46,104.89381756992285,109.72858616581819
v3-full,ID32,mid,ADHE,496.7197989976996,572.9908181270334,76.27101912933381,-43.72898087066619,43.72898087066619,56.71979899769963,12.990818127033435,55.613404862582875,21.132680196964916,20.57240159556302,31.72600407949515,32.75511036582181,46,46,98.97401240413812,109.43643223210374
v3-full,ID33,high,ABEF,454.20594869856575,548.2480860820921,94.04213738352632,-25.957862616473676,25.957862616473676,14.205948698565749,-11.751913917907927,46.05403557973269,37.24708225620426,22.053193773752177,58.03166378666872,36.71868749757691,45,45,146.48662754378176,125.21317339423399
v3-full,ID34,high,BCGF,481.00201940689294,546.8472633830589,65.84524397616599,-54.15475602383401,54.15475602383401,41.00201940689294,-13.15273661694107,46.045204652431046,29.12422216973575,16.929775604589018,49.76028109718565,32.03386905917735,44,44,97.65020091074372,80.46870218442895
