version,eval_set,anchor,n_pairs,rms,p50_abs,p95_abs,max_abs
v1-old,all1000,A,7,37.58290027052323,28.179299991340486,65.44110610642281,76.75081520953518
v1-old,all1000,B,7,35.63079132975096,19.980353178008954,65.945885049625,76.75081520953518
v1-old,all1000,C,7,98.30940579986952,40.734381343168025,169.55841606570974,172.03324755412518
v1-old,all1000,D,7,77.1927199051402,24.696899180767105,144.09338929956624,163.783809259407
v1-old,all1000,E,7,52.19974964997701,34.20651789515432,94.84358559558083,106.93439031689923
v1-old,all1000,F,7,39.112884620617216,12.725939852215333,75.09465152184809,86.99108440684813
v1-old,all1000,G,7,72.08492514824805,35.73766468942722,135.01973414915827,172.03324755412518
v1-old,all1000,H,7,59.456282911794005,28.179299991340486,104.29879603981082,106.93439031689923
v1-old,holdout_last500,A,7,38.28033909317353,26.229299991339758,64.90110610642247,76.76281520953489
v1-old,holdout_last500,B,7,34.16687789879589,16.35093130864834,64.62633504962466,76.76281520953489
v1-old,holdout_last500,C,7,96.94931429788767,37.22378486582693,167.24631606570966,168.97774755412524
v1-old,holdout_last500,D,7,76.88786805964818,24.501399180767294,142.76288929956598,163.20630925940668
v1-old,holdout_last500,E,7,52.77098051084013,33.744164689427635,95.94113559558087,108.4133903168995
v1-old,holdout_last500,F,7,38.34697671986156,7.559939852215393,74.17150152184774,85.44858440684766
v1-old,holdout_last500,G,7,71.06539236673994,33.744164689427635,133.28213414915834,168.97774755412524
v1-old,holdout_last500,H,7,59.05009675092885,26.229299991339758,104.40784603981098,108.4133903168995
v1-old,solve,A,7,37.40859588344949,30.129299991340304,65.98110610642254,76.738815209535
v1-old,solve,B,7,37.42475162246205,20.155353178009136,67.26543504962476,76.738815209535
v1-old,solve,C,7,99.71041910403292,45.1608813431676,171.8705160657098,175.08874755412535
v1-old,solve,D,7,77.78264317418909,24.892399180766915,145.4238892995661,164.36130925940688
v1-old,solve,E,7,51.66351310472622,32.79151789515436,93.74603559558051,105.45539031689896
v1-old,solve,F,7,40.0499582191054,17.8919398522155,76.0178015218478,88.5335844068477
v1-old,solve,G,7,73.26433203391336,37.731164689427715,136.75733414915834,175.08874755412535
v1-old,solve,H,7,59.95197001536615,30.129299991340304,104.1897460398106,105.45539031689896
v2,all1000,A,7,27.94559626631347,24.427432397773373,44.35637235261164,48.80882228673363
v2,all1000,B,7,24.150403318820224,14.21943621817536,42.99794527649891,46.86821217800116
v2,all1000,C,7,42.34412913519774,33.76907832644292,65.37595263231815,66.00531061232869
v2,all1000,D,7,49.68888662301693,42.90420347459167,80.25090641447576,87.25524458683958
v2,all1000,E,7,58.574418786426214,61.259180255192405,88.62521571615244,89.21234620014366
v2,all1000,F,7,32.61542893080695,40.37520602847508,43.29534120266762,43.46297165755732
v2,all1000,G,7,33.503010256074134,28.737491716900877,55.92031767590186,61.259180255192405
v2,all1000,H,7,43.38587131937451,33.76907832644292,77.09128902612062,89.21234620014366
v2,holdout_last500,A,7,29.772367060446417,32.01655154157015,43.236741411218546,46.89681550293153
v2,holdout_last500,B,7,25.282833123245148,13.951402649826377,46.95634099546222,52.210529194708215
v2,holdout_last500,C,7,41.69282588358563,33.652746086119805,66.03953860583424,68.5914308993415
v2,holdout_last500,D,7,50.05673408968621,41.70971096694939,76.87703334271198,84.0735662377383
v2,holdout_last500,E,7,58.345156479899984,59.428769294137965,88.54413364751908,90.4600911088537
v2,holdout_last500,F,7,31.445137608042433,35.73959820282016,43.27388569482964,43.94424629249261
v2,holdout_last500,G,7,34.10733342556173,32.01655154157015,54.78341239364435,59.428769294137965
v2,holdout_last500,H,7,42.88023518715245,33.652746086119805,77.39110842707701,90.4600911088537
