version,capture_pairs,deltaR_error_mean_mm,deltaR_error_rms_mm,abs_deltaR_error_median_mm,abs_deltaR_error_p95_mm,inner_outer_center_sep_median_mm,inner_outer_center_sep_p95_mm,turn_center_rms_median_mm,turn_center_rms_p95_mm,circle_thickness_rms_median_mm_diagnostic,circle_thickness_rms_p95_mm_diagnostic
v1-old,17,-24.9241283550851,33.55017820953027,24.564613847369515,55.312811535940476,35.83926131003362,65.27554279213233,19.87111786234307,32.548674842538574,103.18891129354894,162.09869576313326
v2,17,-25.3400787444913,32.984571673207626,24.450044278671044,51.10281833366347,26.31627451368756,51.18906294618415,19.596191374696012,29.971144448194977,102.64621026794673,160.27485265006734
v3-full,17,-22.909438198314547,31.970824737457757,27.9460225638893,50.03301028613493,48.042469951349545,65.2195268982281,21.113219790848596,30.316302544670883,108.7021366670646,158.13933613691822
v3-lite,17,-25.31522894826251,32.9878893160232,24.31315501238015,51.157433813304536,26.474101808319105,51.1411328882196,19.594142278420925,29.955516354296055,102.56281981800245,160.41794271427392
v4-io,17,-24.825739589264867,33.00885900480389,24.315308586601645,51.3836133554739,32.28966072654402,62.422341279752196,20.87979826435559,30.540935612317174,102.9736413593391,160.30814536434872
v4-io-roto,17,-22.000787511176966,30.427830840178096,26.30118710859955,46.03741344626682,28.003360841410647,55.15518838282529,17.99563083543454,27.46181992363251,99.76798023511998,142.0861560165119
v4-io-td,17,-23.774135818269762,32.17876918069813,23.514135353058634,49.711162457657814,32.37916103806643,60.836981817309365,20.385218679955432,29.110686640483312,101.77736773622009,157.09024639430143
v4-io-wand,17,-23.824774655746758,32.42175806292523,21.961485991690722,50.542843971862,31.49793376253814,64.93709219792021,19.455779172073452,29.86916876046931,101.36250041574489,154.65996461165693
v5,17,-24.825739589264867,33.00885900480389,24.315308586601645,51.3836133554739,32.28966072654402,62.422341279752196,20.87979826435559,30.540935612317174,102.9736413593391,160.30814536434872
