experiment_id,deployability,description,track_count,capture_count,sample_err3d_n,sample_err3d_p50_mm,sample_err3d_p90_mm,sample_err3d_p95_mm,sample_err3d_rmse_mm,sample_err_horizontal_xz_n,sample_err_horizontal_xz_p50_mm,sample_err_horizontal_xz_p90_mm,sample_err_horizontal_xz_p95_mm,sample_err_horizontal_xz_rmse_mm,sample_err_vertical_y_n,sample_err_vertical_y_p50_mm,sample_err_vertical_y_p90_mm,sample_err_vertical_y_p95_mm,sample_err_vertical_y_rmse_mm,trackmedian_err3d_p50_mm,trackmedian_err3d_p95_mm,trackmedian_err3d_rmse_mm,trackmedian_horizontal_xz_p95_mm,trackmedian_vertical_y_p95_mm,trackmedian_turn_center_abs_error_3d_mm,trackmedian_turn_center_abs_error_xz_mm,trackmedian_turn_center_abs_error_y_mm,trackmedian_radius_error_abs_mm,trackmedian_circle_thickness_rms_mm,trackmedian_circle_thickness_p95_mm,imu_only_endpoint_drift_3d_trackmedian_mm,imu_only_endpoint_drift_xz_trackmedian_mm,imu_only_drift_rate_3d_trackmedian_mm_s,uwb_update_accept_rate_trackmedian,uwb_innovation_nis_trackmedian,uwb_innovation_nis_p95_trackmedian,raw_range_ge4_ratio_trackmedian,raw_range_full8_ratio_trackmedian,capture_pair_count,legacy_deltaR_error_rms_mm,legacy_abs_deltaR_error_median_mm,legacy_abs_deltaR_error_p95_mm,A,U,P,L,I,T,kind,seed_id,experiment_uid,verdict,screening_score,rank,R
X_A2_U4_P3_L2_I3_T2,position_prior_screening,Phase4 L2 single-I position row.,34,17,40661,88.26352530882367,145.05031972424192,163.61009005061194,101.15052127653492,40661,53.53107044545822,102.60121128302234,119.7245172708419,66.85464001293671,40661,55.579313655001215,119.28718344992217,137.49651471641232,75.90708177275283,88.8060380728139,144.77988839684681,97.03654144283847,104.65148872997419,118.4628083745964,81.36697224111737,65.62970046999338,35.72290237253827,17.236758131097588,78.85412445373655,136.7611442095121,nan,nan,nan,1.0,0.5980978944532641,2.285451763365613,nan,nan,17,44.636915571330206,19.118742925585366,97.68281179877296,A2,U4,P3,L2,I3,T2,position_fusion,S01,X_A2_U4_P3_L2_I3_T2__S01,FUSION_UNRANKED,179.34321897719025,1,
X_A2_U4_P1_L2_I3_T2,position_prior_screening,Phase4 L2 single-I position row.,34,17,40661,86.84569086962244,142.88820656413068,161.89376982908502,99.78934612087991,40661,52.10715386538555,99.77265901951874,117.27839413102105,65.07457254427212,40661,55.31868781438243,118.80901020498845,137.13532516417536,75.65192401659748,87.55358143908552,142.05770810361673,96.07813391858501,101.97347988200218,116.72417594592014,80.50023752644529,65.93817440528437,33.818146919588116,14.43887995231458,74.98021235634496,132.84168470878268,nan,nan,nan,1.0,0.46548544331952557,1.7479468012402002,nan,nan,17,55.276812731749516,21.264467871847614,138.06866559485331,A2,U4,P1,L2,I3,T2,position_fusion,S01,X_A2_U4_P1_L2_I3_T2__S01,FUSION_UNRANKED,183.1869881637333,2,
X_A2_U4_P0_L2_I3_T2,position_prior_screening,Phase4 L2 single-I position row.,34,17,40661,89.64806601157876,149.38633300510122,170.5723569774546,103.96578070282177,40661,53.811528556903426,105.26760296410998,123.27834999081976,68.19156077056955,40661,55.71539167113633,123.30801216690429,144.64577890315127,78.47798797638067,90.12110599826246,152.62418869667295,98.46455758646943,108.05785040152344,121.90329640684718,81.04059620201166,70.45872289306675,31.947961650388834,17.971040716815054,79.78466160509228,137.6462775563446,nan,nan,nan,1.0,0.7430231970741452,3.259207279981829,nan,nan,17,48.418913674258995,17.808713706342076,118.32196261863332,A2,U4,P0,L2,I3,T2,position_fusion,S01,X_A2_U4_P0_L2_I3_T2__S01,FUSION_UNRANKED,186.41833197248684,3,
X_A2_U4_P2_L2_I3_T2,position_prior_screening,Phase4 L2 single-I position row.,34,17,40661,90.96133150383342,148.46178472379037,168.95593679697095,104.08885404926646,40661,57.52296484047137,108.37374654617027,125.09902772487476,70.91008992215511,40661,54.0454532200265,121.39704515575045,140.06726419061852,76.1987446387496,92.43265454002858,150.3777336166384,100.24886529513485,111.7159815761654,122.52989500985541,82.5722159206795,69.92253558351223,33.85770164051797,12.61781375682645,79.39988026626341,133.35554568132272,nan,nan,nan,1.0,0.5022338305650842,1.946404535670247,nan,nan,17,52.47880516563086,20.77979771343672,116.41073686623474,A2,U4,P2,L2,I3,T2,position_fusion,S01,X_A2_U4_P2_L2_I3_T2__S01,FUSION_UNRANKED,188.10893180020685,4,
X_A2_U4_P0_L2_I6_T2,position_prior_screening,Phase4 L2 single-I position row.,34,17,40661,91.01911772484777,158.79552348802287,182.19688334339557,107.20184736937735,40661,59.16651076449526,116.4134886666802,135.7576584107703,74.86484018771941,40661,54.576478606630644,123.28861237733213,146.4797708546173,76.72999272171548,91.5198022636694,158.96791782247672,102.68126317933027,114.82285633804622,121.945197247947,94.90690141540729,74.62770819550029,42.97606232700042,17.84121249680541,78.66359918236695,141.85260942444478,nan,nan,nan,1.0,1.0380957571583773,3.96804425323223,nan,nan,17,46.69904531156615,18.251124313874357,114.83517147664769,A2,U4,P0,L2,I6,T2,position_fusion,S01,X_A2_U4_P0_L2_I6_T2__S01,FUSION_UNRANKED,188.76851146803523,5,
X_A2_U4_P4_L2_I3_T2,position_prior_screening,Phase4 L2 single-I position row.,34,17,40661,84.8290636226644,144.55667393285026,163.40769661627556,99.00064675452266,40661,50.15244455220498,94.35595234873898,110.79578678343299,62.083008603416445,40661,56.33893665871494,122.28375992015708,140.4271047508944,77.11567999156784,84.8061958093617,142.37932082429916,94.16947292967858,92.25401903518642,116.68152562639261,83.41806561545631,63.69888913882339,35.383172423879614,13.234488264050071,66.1267168868969,119.73425594996166,nan,nan,nan,1.0,0.2639587449527231,1.132153717833168,nan,nan,17,73.98349873616111,27.50211374208078,164.32454546558728,A2,U4,P4,L2,I3,T2,position_fusion,S01,X_A2_U4_P4_L2_I3_T2__S01,FUSION_UNRANKED,193.04465134520422,6,
X_A2_U4_P3_L2_I6_T2,position_prior_screening,Phase4 L2 single-I position row.,34,17,40661,90.10581845632196,155.74917443673667,178.46502837306056,105.59010180490334,40661,58.74772790754036,115.32135247143825,134.27662935463553,74.1194043366031,40661,55.0185945909962,120.09340478710101,140.8420586891018,75.20361360969959,91.6401998699616,151.91581007943284,101.16420352935057,115.34703820482802,121.9645922155735,95.8618892572122,75.19895714952153,40.260760992527025,15.93215791074752,78.43693366541333,140.31200044659863,nan,nan,nan,1.0,0.8729694667808157,3.211865681564688,nan,nan,17,61.18949232608216,18.07053240277537,113.4939418881631,A2,U4,P3,L2,I6,T2,position_fusion,S01,X_A2_U4_P3_L2_I6_T2__S01,FUSION_UNRANKED,195.60945698139437,7,
X_A2_U4_P2_L2_I6_T2,position_prior_screening,Phase4 L2 single-I position row.,34,17,40661,91.8671046656503,159.75785627548476,182.8553728813771,108.17601058664262,40661,62.074837148910845,120.1671745804745,138.86920836206818,77.47276255348518,40661,54.103076028939086,121.1006465007265,143.25967443677519,75.4984789831737,91.74873922634603,163.143946709369,100.44409602602809,122.35200200807964,121.51189286005658,95.47047931380976,75.93805898235678,39.910666485599734,10.854848582857386,77.79864827227495,135.5099924001959,nan,nan,nan,1.0,0.7508333352047576,2.9861994556465294,nan,nan,17,59.23938168691556,21.158143048726004,108.55629644707783,A2,U4,P2,L2,I6,T2,position_fusion,S01,X_A2_U4_P2_L2_I6_T2__S01,FUSION_UNRANKED,195.74411204689477,8,
X_A2_U4_P1_L2_I6_T2,position_prior_screening,Phase4 L2 single-I position row.,34,17,40661,88.91855429035334,154.65845959833425,177.53934873704344,104.46056163254978,40661,57.41965578052552,113.30456925815578,132.26386238867946,72.78982981157495,40661,54.56446531690608,119.03947940877765,140.44003632814542,74.92429253980104,89.34947151881211,151.20126204498632,101.03050257900838,111.87734093684989,118.55425549536596,94.72224830795983,74.21826649366218,40.104658807185615,14.599066189896263,75.636818446648,135.3972022043771,nan,nan,nan,1.0,0.7400471622092932,2.8124226143276587,nan,nan,17,70.21644964861254,20.56681489553614,130.56581076006293,A2,U4,P1,L2,I6,T2,position_fusion,S01,X_A2_U4_P1_L2_I6_T2__S01,FUSION_UNRANKED,198.72096108353423,9,
X_A2_U4_P3_L2_I0_T1,uwb_only_control_repeated_for_matrix,Phase4 L2 single-I position row.,34,17,40661,98.32221344674474,163.2578930136724,183.14714790490714,112.31154868181555,40661,58.76873616378891,112.57762216047699,131.29418301281387,74.25094169261624,40661,62.102394177680935,137.15539994058213,157.22308865223,84.26554233533139,100.39518694231992,175.42596333691736,113.75369199775236,122.644120764348,155.46892211229445,84.10064342656881,61.111691633074415,40.74629314206214,20.18017670404194,89.72619400646055,163.70519156617814,nan,nan,nan,nan,nan,nan,nan,nan,17,38.72176792946932,19.959060081311293,71.15763530999801,A2,U4,P3,L2,I0,T1,uwb_only,S01,X_A2_U4_P3_L2_I0_T1__S01,FUSION_UNRANKED,198.9896000128905,10,
