geometry,n,full_gdop_p90_median,full_gdop_p90_p90,full_hdop_p90_median,full_hdop_p90_p90,full_vdop_p90_median,full_vdop_p90_p90,full_cond_p95_median,full_cond_p95_p90,full_vdop_gt3_ratio_median,full_vdop_gt3_ratio_p90,center3m_vdop_p90_median,center3m_vdop_p90_p90,edge_ring_vdop_p90_median,edge_ring_vdop_p90_p90
true,500,2.5951783657073975,2.861015462875366,0.8055912852287292,0.9473398625850677,2.4871790409088135,2.76853723526001,34.56357383728027,40.74993171691895,0.0,0.0411143642977553,2.5937949419021606,2.8990000247955323,2.414466619491577,2.693701148033142
v1-old,500,2.594843626022339,2.8602822065353393,0.8055930137634277,0.9472861528396607,2.486443042755127,2.7678308725357055,34.55171203613281,40.73829193115235,0.0,0.04098941235619436,2.592162251472473,2.900759720802307,2.4154086112976074,2.693129301071167
v2,500,2.5978580713272095,2.863989329338074,0.8055863678455353,0.9472530841827392,2.489990711212158,2.7711754560470583,34.65212059020996,40.83874664306641,0.0,0.04156611362493716,2.5961142778396606,2.900330948829651,2.415626049041748,2.696154808998108
v3-lite,500,2.595147132873535,2.860710024833679,0.8056038320064545,0.9473026931285858,2.487407088279724,2.768549847602844,34.5761604309082,40.75782279968262,0.0,0.04124079496051814,2.5927757024765015,2.8980155467987063,2.4138784408569336,2.6937422275543215
v3-full,500,2.5950863361358643,2.8601889610290527,0.805612713098526,0.9472832977771759,2.488159656524658,2.7680947065353396,34.58801078796387,40.71862831115723,0.0,0.04089403483867153,2.5950517654418945,2.8964948415756226,2.4132797718048096,2.6935806274414062
v4-io,500,2.599921464920044,2.865576910972595,0.8056410551071167,0.9474624514579774,2.4907889366149902,2.771860718727112,34.75002861022949,40.93867492675781,0.0,0.0422892082926685,2.5967239141464233,2.905007028579712,2.416236639022827,2.6946909904479983
