layout_id,family,geometry,mask,grid_mm,grid_points,device,weighted,coord_rms_mm,full_points,full_gdop_median,full_gdop_p90,full_gdop_p95,full_gdop_max,full_hdop_median,full_hdop_p90,full_hdop_p95,full_hdop_max,full_vdop_median,full_vdop_p90,full_vdop_p95,full_vdop_max,full_cond_median,full_cond_p90,full_cond_p95,full_cond_max,full_vdop_gt2_ratio,full_vdop_gt3_ratio,full_gdop_gt4_ratio,full_cond_gt100_ratio,center3m_points,center3m_gdop_median,center3m_gdop_p90,center3m_gdop_p95,center3m_gdop_max,center3m_hdop_median,center3m_hdop_p90,center3m_hdop_p95,center3m_hdop_max,center3m_vdop_median,center3m_vdop_p90,center3m_vdop_p95,center3m_vdop_max,center3m_cond_median,center3m_cond_p90,center3m_cond_p95,center3m_cond_max,center3m_vdop_gt2_ratio,center3m_vdop_gt3_ratio,center3m_gdop_gt4_ratio,center3m_cond_gt100_ratio,edge_ring_points,edge_ring_gdop_median,edge_ring_gdop_p90,edge_ring_gdop_p95,edge_ring_gdop_max,edge_ring_hdop_median,edge_ring_hdop_p90,edge_ring_hdop_p95,edge_ring_hdop_max,edge_ring_vdop_median,edge_ring_vdop_p90,edge_ring_vdop_p95,edge_ring_vdop_max,edge_ring_cond_median,edge_ring_cond_p90,edge_ring_cond_p95,edge_ring_cond_max,edge_ring_vdop_gt2_ratio,edge_ring_vdop_gt3_ratio,edge_ring_gdop_gt4_ratio,edge_ring_cond_gt100_ratio
0,irregular,true,all8,100.0,135252,cuda:0,False,0.0,135252,1.5798003673553467,2.8453145027160645,3.048945903778076,3.3386499881744385,0.743681013584137,0.7831318378448486,0.7917197346687317,0.8392036557197571,1.3943637609481812,2.751809597015381,2.9624414443969727,3.2588822841644287,8.277774810791016,34.04398727416992,39.6143684387207,50.09965133666992,0.2790125099813681,0.041781267559814275,0.0,0.0,49972,1.6221060752868652,2.950880289077759,3.1310672760009766,3.322831630706787,0.7360516786575317,0.774499773979187,0.7806182503700256,0.7995854020118713,1.4460978507995605,2.8623881340026855,3.0475478172302246,3.2441439628601074,8.629569053649902,35.445213317871094,40.489253997802734,47.28656768798828,0.30705194909149125,0.06299527735531898,0.0,0.0,85280,1.5570073127746582,2.777587413787842,2.999781608581543,3.3386499881744385,0.7478347420692444,0.7884693741798401,0.7965307831764221,0.8392036557197571,1.366072416305542,2.6816470623016357,2.9101316928863525,3.2588822841644287,8.071828842163086,33.08367919921875,39.01392364501953,50.09965133666992,0.26258208255159476,0.029350375234521577,0.0,0.0
0,irregular,v1-old,all8,100.0,135252,cuda:0,False,2.6300951332103564,135252,1.5798981189727783,2.844675064086914,3.0480668544769287,3.336533308029175,0.7436946630477905,0.783141016960144,0.7917307615280151,0.8394119143486023,1.3945181369781494,2.751178503036499,2.9612700939178467,3.256709337234497,8.276521682739258,34.037933349609375,39.57862854003906,50.03290557861328,0.2791603821015586,0.041655576257652385,0.0,0.0,48360,1.624570369720459,2.957296133041382,3.1344900131225586,3.3215203285217285,0.7358525395393372,0.7742034196853638,0.7803968191146851,0.7981995344161987,1.448770523071289,2.8689308166503906,3.0512259006500244,3.2427947521209717,8.648910522460938,35.58851623535156,40.55253219604492,47.24562454223633,0.3084160463192721,0.06451612903225806,0.0,0.0,86892,1.5569679737091064,2.7769200801849365,2.997770071029663,3.336533308029175,0.7477362155914307,0.7883433103561401,0.7963843941688538,0.8394119143486023,1.3661417961120605,2.680952548980713,2.9083313941955566,3.256709337234497,8.075632095336914,33.02740478515625,38.99112319946289,50.03290557861328,0.26287805551719373,0.02893246789117525,0.0,0.0
0,irregular,v2,all8,100.0,135252,cuda:0,False,1.2559954568976468,135252,1.5799949169158936,2.8481292724609375,3.0525949001312256,3.341454029083252,0.7436670064926147,0.7831287980079651,0.7917295694351196,0.8393024206161499,1.3948376178741455,2.7545835971832275,2.9659478664398193,3.261762857437134,8.279759407043457,34.12807083129883,39.69807815551758,50.189300537109375,0.27939697749386333,0.04256498979682371,0.0,0.0,49972,1.6227998733520508,2.9549317359924316,3.1344804763793945,3.3262972831726074,0.7360391020774841,0.7744719982147217,0.7806259989738464,0.7996706962585449,1.4467601776123047,2.866304874420166,3.0514564514160156,3.24770188331604,8.638978004455566,35.538814544677734,40.5976448059082,47.3897590637207,0.30749219562955254,0.06407588249419675,0.0,0.0,85280,1.5571283102035522,2.7803869247436523,3.0028374195098877,3.341454029083252,0.7478220462799072,0.7884806990623474,0.7965258955955505,0.8393024206161499,1.3662545680999756,2.6843204498291016,2.9131414890289307,3.261762857437134,8.074995994567871,33.13642120361328,39.116905212402344,50.189300537109375,0.26293386491557225,0.02996013133208255,0.0,0.0
0,irregular,v3-lite,all8,100.0,135252,cuda:0,False,1.7554577013364303,135252,1.5798473358154297,2.8453643321990967,3.048940658569336,3.338484764099121,0.7436873316764832,0.7831377983093262,0.7917289733886719,0.8393372297286987,1.394436001777649,2.751650810241699,2.962178945541382,3.258708953857422,8.275978088378906,34.04636764526367,39.607425689697266,50.09565353393555,0.2790864460414633,0.041840416407890456,0.0,0.0,49972,1.622469425201416,2.9514122009277344,3.1307625770568848,3.322880268096924,0.7360565662384033,0.7744864225387573,0.7806286811828613,0.7996796369552612,1.4464845657348633,2.8625967502593994,3.0473899841308594,3.244188070297241,8.635248184204102,35.45692825317383,40.49126052856445,47.287654876708984,0.3073120947730729,0.06319538941807412,0.0,0.0,85280,1.5568188428878784,2.77787709236145,2.9995999336242676,3.338484764099121,0.7478339672088623,0.7884922623634338,0.796530544757843,0.8393372297286987,1.3659896850585938,2.681492328643799,2.909850597381592,3.258708953857422,8.074224472045898,33.0694694519043,39.01876449584961,50.09565353393555,0.262546904315197,0.029326923076923077,0.0,0.0
0,irregular,v3-full,all8,100.0,135252,cuda:0,False,4.928428739176079,135252,1.5798208713531494,2.842944383621216,3.0460219383239746,3.3336713314056396,0.7437061667442322,0.7831419110298157,0.7917246222496033,0.8394333124160767,1.3945605754852295,2.7494864463806152,2.959016799926758,3.253775119781494,8.276975631713867,34.0018196105957,39.528900146484375,49.9382209777832,0.27899032916333955,0.04129328956318576,0.0,0.0,48360,1.6247882843017578,2.9558727741241455,3.1327202320098877,3.318894147872925,0.7358627319335938,0.7742114663124084,0.7804027795791626,0.7982295155525208,1.4491851329803467,2.8675599098205566,3.049344301223755,3.2400994300842285,8.648386001586914,35.543922424316406,40.49253845214844,47.1645622253418,0.30845740281224154,0.0640612076095947,0.0,0.0,86892,1.556954264640808,2.7755041122436523,2.9963903427124023,3.3336713314056396,0.7477464079856873,0.7883450388908386,0.7963839173316956,0.8394333124160767,1.3661205768585205,2.6790895462036133,2.9064574241638184,3.253775119781494,8.07358455657959,32.98938751220703,38.947418212890625,49.9382209777832,0.26259034203378906,0.02862173732909819,0.0,0.0
0,irregular,v4-io,all8,100.0,135252,cuda:0,False,2.3053886421994196,135252,1.5799651145935059,2.848254919052124,3.0529708862304688,3.342341661453247,0.743686854839325,0.7831443548202515,0.7917478084564209,0.8393559455871582,1.3946020603179932,2.7550015449523926,2.9665136337280273,3.2626688480377197,8.278837203979492,34.14358139038086,39.71787643432617,50.217529296875,0.27941176470588236,0.042735042735042736,0.0,0.0,49972,1.6228703260421753,2.954897880554199,3.1348915100097656,3.327082395553589,0.7360509634017944,0.7744898796081543,0.7806405425071716,0.79970383644104,1.4471019506454468,2.866340160369873,3.051738739013672,3.2485015392303467,8.641879081726074,35.552303314208984,40.6110725402832,47.41543960571289,0.3075922516609301,0.06405587128792124,0.0,0.0,85280,1.5569579601287842,2.7809247970581055,3.0030910968780518,3.342341661453247,0.7478348016738892,0.7885022163391113,0.7965632677078247,0.8393559455871582,1.3660569190979004,2.6845498085021973,2.913888931274414,3.2626688480377197,8.073197364807129,33.138511657714844,39.158958435058594,50.217529296875,0.2628986866791745,0.03024155722326454,0.0,0.0
1,irregular,true,all8,100.0,135252,cuda:0,False,0.0,135252,1.5582762956619263,2.9174962043762207,3.14601993560791,3.4135520458221436,0.7407808303833008,0.7818125486373901,0.7901979088783264,0.8335868120193481,1.372168779373169,2.8270740509033203,3.062803030014038,3.338475227355957,7.828657150268555,35.33712387084961,41.00552749633789,48.736358642578125,0.2830494188625676,0.06314878892733564,0.0,0.0,48360,1.6082274913787842,3.057277202606201,3.247818946838379,3.4135520458221436,0.7322371602058411,0.7722944617271423,0.7785418629646301,0.7954840660095215,1.43206787109375,2.972870349884033,3.168520212173462,3.338475227355957,8.066211700439453,36.75661849975586,41.556331634521484,48.07887268066406,0.31073200992555833,0.09325889164598843,0.0,0.0,86892,1.5363407135009766,2.836941719055176,3.0702686309814453,3.3735907077789307,0.7452067136764526,0.7869781851768494,0.7946749925613403,0.8335868120193481,1.3441120386123657,2.7428174018859863,2.9839634895324707,3.296729564666748,7.704874038696289,33.93830108642578,40.497432708740234,48.736358642578125,0.26764259080237535,0.046390922064171614,0.0,0.0
1,irregular,v1-old,all8,100.0,135252,cuda:0,False,1.8374264134436036,135252,1.558030128479004,2.9165446758270264,3.1451103687286377,3.4116756916046143,0.7407843470573425,0.781819224357605,0.7902083992958069,0.8336725831031799,1.3718682527542114,2.8259527683258057,3.0618155002593994,3.336561441421509,7.827419757843018,35.299278259277344,40.968807220458984,48.6300048828125,0.28298287640848196,0.06273474699080235,0.0,0.0,48360,1.608604907989502,3.056547164916992,3.2454235553741455,3.4116756916046143,0.7322421669960022,0.7723049521446228,0.7785397171974182,0.795543909072876,1.432279109954834,2.9721579551696777,3.1662375926971436,3.336561441421509,8.069647789001465,36.71845245361328,41.524200439453125,47.992431640625,0.3108767576509512,0.09270057899090157,0.0,0.0,86892,1.5364329814910889,2.8349318504333496,3.068876266479492,3.3708043098449707,0.7452079057693481,0.7869800329208374,0.794690728187561,0.8336725831031799,1.344278335571289,2.741058349609375,2.982820510864258,3.2938854694366455,7.704557418823242,33.908714294433594,40.44587326049805,48.6300048828125,0.26745845417299635,0.04605717442342218,0.0,0.0
1,irregular,v2,all8,100.0,135252,cuda:0,False,4.93332935836663,135252,1.557084321975708,2.9212393760681152,3.149928569793701,3.4173972606658936,0.7407567501068115,0.7818310260772705,0.7902142405509949,0.8339381814002991,1.3707098960876465,2.8301029205322266,3.0669682025909424,3.3424336910247803,7.8257598876953125,35.3577766418457,41.072505950927734,48.83454895019531,0.28343388637506284,0.06327448022949753,0.0,0.0,48360,1.6101398468017578,3.061495542526245,3.2473316192626953,3.4173972606658936,0.7322545051574707,0.7723013162612915,0.7785049080848694,0.7957396507263184,1.4341447353363037,2.977123498916626,3.167940378189087,3.3424336910247803,8.087221145629883,36.81827163696289,41.6472053527832,48.18067932128906,0.3122001654259719,0.0924110835401158,0.0,0.0,86892,1.5368995666503906,2.836569309234619,3.072695255279541,3.376929759979248,0.7451870441436768,0.7869612574577332,0.7947131991386414,0.8339381814002991,1.3448617458343506,2.7428414821624756,2.9862475395202637,3.3001816272735596,7.715668201446533,33.92886734008789,40.51520919799805,48.83454895019531,0.2674239285549878,0.04705841734567049,0.0,0.0
1,irregular,v3-lite,all8,100.0,135252,cuda:0,False,1.7357330940995264,135252,1.5580031871795654,2.9167463779449463,3.14540433883667,3.4125163555145264,0.7407822608947754,0.7818202376365662,0.7902121543884277,0.8336746096611023,1.3718066215515137,2.8263046741485596,3.0625436305999756,3.337423801422119,7.827874183654785,35.30427169799805,40.98165512084961,48.69279861450195,0.2830272380445391,0.06288261911099281,0.0,0.0,46800,1.6094236373901367,3.0587873458862305,3.2483906745910645,3.4125163555145264,0.7321327924728394,0.7721784114837646,0.7783808708190918,0.7945833802223206,1.433273196220398,2.974412441253662,3.169126272201538,3.337423801422119,8.077890396118164,36.76393127441406,41.556095123291016,48.0390510559082,0.31164529914529915,0.09352564102564102,0.0,0.0,88452,1.5367802381515503,2.8394954204559326,3.0709116458892822,3.372312307357788,0.7450488209724426,0.7868146300315857,0.7945235967636108,0.8336746096611023,1.344744086265564,2.7461695671081543,2.984846353530884,3.2954318523406982,7.703830718994141,33.95533752441406,40.46928405761719,48.69279861450195,0.2678854067742957,0.04666938000271333,0.0,0.0
