layout_id,family,phase1_score,coord_rms_mm,vdop_p90,gdop_p90,bad_ratio_sum
39,irregular,0.08827655310621242,0.5965810997552432,2.218442916870117,2.348658800125122,0.0
459,concave,0.09619238476953906,0.6197811572657544,1.6188944578170776,1.8078781366348267,0.0
8,irregular,0.11252505010020039,0.7143617514304466,2.1902215480804443,2.3194820880889893,0.0
465,concave,0.11482965931863727,0.6447887096245141,1.675354242324829,1.8546475172042847,0.0
458,concave,0.11783567134268537,0.653328318624483,1.6966774463653564,1.8730136156082153,0.0
74,irregular,0.12555110220440882,0.7722700187592079,2.0337719917297363,2.1684470176696777,0.0
102,concave,0.12585170340681362,0.7471901067947901,2.1307334899902344,2.2598297595977783,0.0
212,concave,0.12645290581162322,0.6739509965121111,2.1417155265808105,2.3311209678649902,0.0
469,concave,0.1284569138276553,0.5783539501931239,1.812644600868225,1.9770066738128662,0.0
499,concave,0.12915831663326655,0.6033981792385711,1.75965416431427,1.929488182067871,0.0
463,concave,0.13496993987975953,0.5945876608641375,1.919102668762207,2.0767459869384766,0.0
66,irregular,0.1409819639278557,0.5557864342644576,2.345714807510376,2.455244302749634,0.0
464,concave,0.14559118236472945,0.7487272756710495,1.6709879636764526,1.852745771408081,0.0
49,irregular,0.14589178356713425,0.7745849490796396,2.1965267658233643,2.3759617805480957,0.0
59,irregular,0.14619238476953908,0.8322209760784047,2.0557312965393066,2.2073490619659424,0.0
40,irregular,0.15130260521042085,0.7486320231795652,2.2834365367889404,2.4021835327148438,0.0
481,concave,0.15701402805611225,0.7477222993126162,1.7291394472122192,1.9158059358596802,0.0
496,concave,0.15771543086172346,0.768053258176197,1.6607388257980347,1.8427244424819946,0.0
447,concave,0.16192384769539075,0.6791913263130396,2.1043100357055664,2.2583465576171875,0.0
134,concave,0.16192384769539078,0.8391033462329934,2.0783188343048096,2.2051987648010254,0.0
482,concave,0.16432865731462926,0.75279937466168,1.752468228340149,1.9216957092285156,0.0
479,concave,0.1665330661322645,0.7761943649297597,1.703582525253296,1.8791035413742065,0.0
477,concave,0.1683366733466934,0.721822945795788,1.80209481716156,1.9677917957305908,0.0
180,concave,0.16933867735470942,0.6850741559354229,2.309377431869507,2.4246976375579834,0.0
475,concave,0.17064128256513028,0.8117036442426483,1.6512690782546997,1.851049780845642,0.0
226,concave,0.1721442885771543,0.7749316737702837,2.2097222805023193,2.331881284713745,0.0
193,concave,0.17244488977955913,0.6052620409565577,2.355292797088623,2.472536563873291,0.0
474,concave,0.17494989979959918,0.8324121874393389,1.6223069429397583,1.819553256034851,0.0
426,concave,0.1758517034068136,0.716196026456916,2.131301164627075,2.272146224975586,0.0
451,concave,0.17645290581162323,0.85918679165897,1.5878052711486816,1.7808456420898438,0.0
490,concave,0.1781563126252505,0.7540230926326043,1.7968316078186035,1.9658409357070923,0.0
287,concave,0.17905811623246493,0.7139105002875507,2.2649240493774414,2.3828604221343994,0.0
224,concave,0.17935871743486972,0.7712535353465345,2.2255382537841797,2.393420934677124,0.0
55,irregular,0.17965931863727455,0.7045288108382265,2.352665424346924,2.4653162956237793,0.0
206,concave,0.18136272545090182,0.8727290048259881,2.024667739868164,2.1843109130859375,0.0
467,concave,0.18386773547094187,0.8541705340995457,1.6651265621185303,1.8469550609588623,0.0
283,concave,0.1872745490981964,0.6959595615038259,2.3020331859588623,2.4167537689208984,0.0
51,irregular,0.18847695390781566,0.8557142306230886,2.2654600143432617,2.3785388469696045,0.0
220,concave,0.18907815631262526,0.7079242741438471,2.30375599861145,2.4502179622650146,0.0
25,irregular,0.1933867735470942,0.7882291346721899,2.331472396850586,2.446842670440674,0.0
273,concave,0.1940881763527054,0.8048760210836796,2.2228057384490967,2.350839614868164,0.0
281,concave,0.19659318637274548,0.7934551661954456,2.2419373989105225,2.3694512844085693,0.0
293,concave,0.1967935871743487,0.6431788862782045,2.334404230117798,2.479888677597046,0.0
485,concave,0.19839679358717432,0.8480716246969845,1.7392692565917969,1.9143822193145752,0.0
480,concave,0.19889779559118237,0.8248894384235336,1.7736831903457642,1.9409408569335938,0.0
126,concave,0.199498997995992,0.5581680379529789,2.4111685752868652,2.5176947116851807,0.0
93,irregular,0.19969939879759518,0.8324059391758593,2.292280673980713,2.410959482192993,0.0
493,concave,0.2028056112224449,0.8058053808457216,1.8104952573776245,1.978657841682434,0.0
42,irregular,0.20771543086172342,0.7190192421413671,2.3912951946258545,2.5015580654144287,0.0
34,irregular,0.20771543086172348,0.9915530454561103,2.1873815059661865,2.308976173400879,0.0
254,concave,0.2090180360721443,0.8775874979865861,2.160843849182129,2.3319427967071533,0.0
138,concave,0.21412825651302603,0.9854868924672803,2.129185676574707,2.268122673034668,0.0
478,concave,0.21472945891783565,0.8781161054906608,1.7595776319503784,1.9332916736602783,0.0
137,concave,0.2157314629258517,0.538370065868178,2.4366872310638428,2.5420892238616943,0.0
15,irregular,0.21733466933867734,0.7347044890866069,2.399221420288086,2.517521619796753,0.0
209,concave,0.21733466933867737,0.7033700154489078,2.37288236618042,2.4867653846740723,0.0
408,concave,0.21973947895791585,0.8726710525973581,2.084378957748413,2.232166290283203,0.0
251,concave,0.22054108216432866,0.8743257866365004,2.2430553436279297,2.3662729263305664,0.0
81,irregular,0.2211422845691383,0.5268224209618544,2.4470105171203613,2.579167127609253,0.0
112,concave,0.22204408817635268,0.9016688182519651,2.2886228561401367,2.4045703411102295,0.0
314,concave,0.22224448897795593,0.686881585545128,2.3464133739471436,2.485156536102295,0.0
476,concave,0.2245490981963928,0.9157824813089763,1.7662822008132935,1.936272144317627,0.0
483,concave,0.2245490981963928,0.8935105143450358,1.7880175113677979,1.9535785913467407,0.0
457,concave,0.22555110220440883,0.9412008967220303,1.7543741464614868,1.9230905771255493,0.0
456,concave,0.22685370741482963,0.8881385362524952,1.8846356868743896,2.042834520339966,0.0
486,concave,0.22865731462925848,0.9107975016580876,1.7896113395690918,1.9552860260009766,0.0
494,concave,0.22975951903807618,0.8889479812673107,1.793804407119751,1.966670036315918,0.0
484,concave,0.23016032064128256,0.9366156756655536,1.7522778511047363,1.9244152307510376,0.0
229,concave,0.23046092184368738,0.6095594078063828,2.421710729598999,2.5325915813446045,0.0
14,irregular,0.23116232464929856,1.0011391563818237,2.2463643550872803,2.4023351669311523,0.0
106,concave,0.23396793587174347,0.6520854819929507,2.4423716068267822,2.546746253967285,0.0
122,concave,0.2343687374749499,0.9411282795727262,2.269324779510498,2.409759998321533,0.0
488,concave,0.23597194388777554,0.954946739146554,1.7439286708831787,1.9166780710220337,0.0
78,irregular,0.23707414829659318,0.6809390104518177,2.4348537921905518,2.55157732963562,0.0
497,concave,0.2386773547094188,0.9735016949274974,1.7323740720748901,1.909205675125122,0.0
489,concave,0.23877755511022042,0.9400967805465588,1.7736055850982666,1.9412912130355835,0.0
196,concave,0.2409819639278557,0.9971192446162224,2.2100870609283447,2.3405752182006836,0.0
487,concave,0.24509018036072144,0.9228768336309447,1.8785045146942139,2.046414375305176,0.0
316,concave,0.2468937875751503,0.7618802832704897,2.317317008972168,2.5129013061523438,0.0
371,concave,0.2472945891783567,0.8757285043138434,2.235507011413574,2.4053399562835693,0.0
12,irregular,0.25110220440881764,0.8578685140641259,2.3902299404144287,2.504093885421753,0.0
69,irregular,0.2515030060120241,0.813576871284269,2.3999857902526855,2.5077829360961914,0.0
