config,model,slope,intercept,r2,p_value,n
V4_CV4,linear,0.1619825752534027,7.374816381295704,0.0018482397622024086,0.5537924184061458,192
V4_CV4,abs_angle,1.5133152237965135,-24.94220689770697,0.05837094591149335,0.0007354486045837166,192
V5_CV5,linear,0.1344688841343857,22.8081578604456,0.0011291200067103286,0.6435804729489414,192
V5_CV5,abs_angle,2.1396127241382894,-21.861756762513796,0.10656025759999178,3.820666235141065e-06,192
Vicon_Ccm,linear,0.2042732315109747,21.762362618330034,0.0026767518000539556,0.4760377816656101,192
Vicon_Ccm,abs_angle,2.003557551778664,-20.202493518538287,0.09666317218362501,1.1377136585848883e-05,192
