config,fold_k,held_out_position,held_out_height_mm,held_out_dist_to_centroid_mm,held_out_mean_elevation_angle_deg,held_out_facing,held_out_edge_center,d_tag_fold_mm
V4_CV4,1,ID01,182.54280058407934,904.8581057484207,20.24490207185224,ABEF,OUTER,33.08137482630481
V4_CV4,2,ID02,1105.589,414.80151183802343,-4.213803944328808,ABEF,INNER,34.13232247905801
V4_CV4,3,ID03,1625.5614500000001,762.7501078007356,-18.012090526410137,ABEF,INNER,33.795153519303135
V4_CV4,4,ID04,182.16379,1065.8115580673748,20.49431413933053,BCGF,OUTER,32.11004976580654
V4_CV4,5,ID05,1103.5866165595767,692.4979819346567,-4.471789159369159,BCGF,INNER,32.546810389875745
V4_CV4,6,ID06,1684.95255,983.0246745750289,-20.00071246155753,BCGF,OUTER,32.11004976580654
V4_CV4,7,ID07,211.565355,954.6549679640887,19.373053104429477,CDHG,OUTER,32.546810389875745
V4_CV4,8,ID08,1132.2804,580.6086421076762,-5.164506456081213,CDHG,INNER,33.08137482630481
V4_CV4,9,ID09,1568.1853500000002,825.5734294328125,-16.67463611460535,CDHG,OUTER,33.08137482630481
V4_CV4,10,ID10,238.64973,1063.456429072664,19.035712736734837,ADHE,OUTER,32.546810389875745
V4_CV4,11,ID11,1133.4998500000002,770.8923252279795,-4.984104143076209,ADHE,OUTER,31.464221871352677
V4_CV4,12,ID12,1590.1300500000002,972.8722083943703,-17.312887746478555,ADHE,OUTER,33.08137482630481
V4_CV4,13,ID13,1139.0976,164.3333079704134,-5.240844289923189,ABEF,INNER,33.08137482630481
V4_CV4,14,ID14,1132.6278,160.68776077464332,-5.0643298139626545,BCGF,INNER,33.795153519303135
V4_CV4,15,ID15,1132.2551,161.8802252416719,-5.056308266728239,CDHG,INNER,33.795153519303135
V4_CV4,16,ID16,1122.0572,147.9126953292346,-4.784110922286878,ADHE,INNER,33.418543786059686
V4_CV4,17,ID17,209.45865500000002,780.04035424835,19.562454200784096,ABEF,OUTER,34.13232247905801
V4_CV4,18,ID18,206.90585,785.9969931308583,19.623897969812244,BCGF,OUTER,34.13232247905801
V4_CV4,19,ID19,205.96057000000002,779.8893538325998,19.64042953676046,CDHG,OUTER,34.13232247905801
V4_CV4,20,ID20,202.56013000000002,780.2962914193158,19.70939747102399,ADHE,OUTER,33.795153519303135
V4_CV4,21,ID21,1598.6443,622.4574407573991,-17.43599072798948,ABEF,INNER,33.08137482630481
V4_CV4,22,ID22,1599.3211999999999,625.8071293306682,-17.44759315011966,BCGF,INNER,33.795153519303135
V4_CV4,23,ID23,1599.6642499999998,625.467733921248,-17.45887232006563,CDHG,INNER,32.546810389875745
V4_CV4,24,ID24,1599.5815,623.9880940820715,-17.45903672950961,ADHE,INNER,32.11004976580654
V5_CV5,1,ID01,182.54280058407934,904.8581057484207,21.371625906187493,ABEF,OUTER,49.169522655454465
V5_CV5,2,ID02,1105.589,414.80151183802343,-4.516402840864542,ABEF,INNER,50.37703728252997
V5_CV5,3,ID03,1625.5614500000001,762.7501078007356,-19.097150806478403,ABEF,INNER,49.621032516254864
V5_CV5,4,ID04,182.16379,1065.8115580673748,21.771686715725814,BCGF,OUTER,48.10606494503249
V5_CV5,5,ID05,1103.5866165595767,692.4979819346567,-4.57256338719862,BCGF,INNER,48.57674117675603
V5_CV5,6,ID06,1684.95255,983.0246745750289,-21.058759894269638,BCGF,OUTER,47.93694671853872
V5_CV5,7,ID07,211.565355,954.6549679640887,20.4855964576145,CDHG,OUTER,48.57674117675603
V5_CV5,8,ID08,1132.2804,580.6086421076762,-5.408520950158476,CDHG,INNER,49.621032516254864
V5_CV5,9,ID09,1568.1853500000002,825.5734294328125,-17.550156697506583,CDHG,OUTER,49.621032516254864
V5_CV5,10,ID10,238.64973,1063.456429072664,20.258586273358844,ADHE,OUTER,48.57674117675603
V5_CV5,11,ID11,1133.4998500000002,770.8923252279795,-5.355291257318978,ADHE,OUTER,47.93694671853872
V5_CV5,12,ID12,1590.1300500000002,972.8722083943703,-18.46243880846787,ADHE,OUTER,49.621032516254864
V5_CV5,13,ID13,1139.0976,164.3333079704134,-5.541647767373866,ABEF,INNER,49.621032516254864
V5_CV5,14,ID14,1132.6278,160.68776077464332,-5.354817804146002,BCGF,INNER,50.37703728252997
V5_CV5,15,ID15,1132.2551,161.8802252416719,-5.3445712615092305,CDHG,INNER,50.37703728252997
V5_CV5,16,ID16,1122.0572,147.9126953292346,-5.0543097076750225,ADHE,INNER,49.621032516254864
V5_CV5,17,ID17,209.45865500000002,780.04035424835,20.682249980706334,ABEF,OUTER,50.77618461959965
V5_CV5,18,ID18,206.90585,785.9969931308583,20.738580611905295,BCGF,OUTER,50.77618461959965
V5_CV5,19,ID19,205.96057000000002,779.8893538325998,20.76355482167547,CDHG,OUTER,49.784255803831535
V5_CV5,20,ID20,202.56013000000002,780.2962914193158,20.835832194115866,ADHE,OUTER,50.77618461959965
V5_CV5,21,ID21,1598.6443,622.4574407573991,-18.436492448414192,ABEF,INNER,49.621032516254864
V5_CV5,22,ID22,1599.3211999999999,625.8071293306682,-18.45314815653585,BCGF,INNER,50.77618461959965
V5_CV5,23,ID23,1599.6642499999998,625.467733921248,-18.462459384180203,CDHG,INNER,49.621032516254864
V5_CV5,24,ID24,1599.5815,623.9880940820715,-18.461387928502962,ADHE,INNER,48.57674117675603
