d_tag_mm,position_id,err_3d_mm,rmse_component_mm
0.0,ID01,188.1639433411194,188.1639433411194
0.0,ID02,66.13860307954614,66.13860307954614
0.0,ID03,226.27448097758966,226.27448097758966
0.0,ID04,265.93765589055687,265.93765589055687
0.0,ID05,57.02796169985863,57.02796169985863
0.0,ID06,210.17419966008777,210.17419966008777
0.0,ID07,203.68516532423567,203.68516532423567
0.0,ID08,98.93443592727165,98.93443592727165
0.0,ID09,41.143607260323066,41.143607260323066
0.0,ID10,153.40883295213496,153.40883295213496
0.0,ID11,115.03608678230458,115.03608678230458
0.0,ID12,173.44893136632604,173.44893136632604
0.0,ID13,95.46750955920616,95.46750955920616
0.0,ID14,43.430058288102046,43.430058288102046
0.0,ID15,103.99467178672657,103.99467178672657
0.0,ID16,35.27669682853362,35.27669682853362
0.0,ID17,90.64567570911073,90.64567570911073
0.0,ID18,80.05094666403204,80.05094666403204
0.0,ID19,184.57737044616528,184.57737044616528
0.0,ID20,133.8777505196647,133.8777505196647
0.0,ID21,93.52310216217653,93.52310216217653
0.0,ID22,51.60785786538545,51.60785786538545
0.0,ID23,168.96985770216176,168.96985770216176
0.0,ID24,123.75292515503912,123.75292515503912
2.0,ID01,186.20821370152797,186.20821370152797
2.0,ID02,66.27710926438803,66.27710926438803
2.0,ID03,219.1626508108629,219.1626508108629
2.0,ID04,261.25671200441366,261.25671200441366
2.0,ID05,55.962571376181806,55.962571376181806
2.0,ID06,207.27790859007985,207.27790859007985
2.0,ID07,200.77130440372002,200.77130440372002
2.0,ID08,96.75249647251727,96.75249647251727
2.0,ID09,38.71866463796253,38.71866463796253
2.0,ID10,149.78123189934936,149.78123189934936
2.0,ID11,111.51832960412348,111.51832960412348
2.0,ID12,170.0663136042834,170.0663136042834
2.0,ID13,94.41944974637167,94.41944974637167
2.0,ID14,44.42995883746169,44.42995883746169
2.0,ID15,103.06605876247532,103.06605876247532
2.0,ID16,34.55312807495067,34.55312807495067
2.0,ID17,87.49792925421195,87.49792925421195
2.0,ID18,77.07606347848687,77.07606347848687
2.0,ID19,180.8059832543308,180.8059832543308
2.0,ID20,128.9538676277989,128.9538676277989
2.0,ID21,89.87893804020058,89.87893804020058
2.0,ID22,47.97018141430211,47.97018141430211
2.0,ID23,164.63781286501663,164.63781286501663
2.0,ID24,119.94418471885176,119.94418471885176
4.0,ID01,184.34277837248302,184.34277837248302
4.0,ID02,66.37906820269778,66.37906820269778
4.0,ID03,212.12860841659494,212.12860841659494
4.0,ID04,256.57704459402976,256.57704459402976
4.0,ID05,54.961104572143384,54.961104572143384
4.0,ID06,204.35881751430065,204.35881751430065
4.0,ID07,197.88557096152337,197.88557096152337
4.0,ID08,94.55826648542512,94.55826648542512
4.0,ID09,36.482031905621696,36.482031905621696
4.0,ID10,146.14873185391048,146.14873185391048
4.0,ID11,108.02409341234728,108.02409341234728
4.0,ID12,166.69109736529796,166.69109736529796
4.0,ID13,93.4005607241867,93.4005607241867
4.0,ID14,45.48422951052558,45.48422951052558
4.0,ID15,102.11660584835742,102.11660584835742
4.0,ID16,33.68328879238411,33.68328879238411
4.0,ID17,84.39453113775798,84.39453113775798
4.0,ID18,74.1134765605118,74.1134765605118
4.0,ID19,177.02956306661977,177.02956306661977
4.0,ID20,124.05796425087658,124.05796425087658
4.0,ID21,86.28765095159999,86.28765095159999
4.0,ID22,44.36155800101864,44.36155800101864
4.0,ID23,160.3083177054287,160.3083177054287
4.0,ID24,116.19429852018276,116.19429852018276
6.0,ID01,182.576046901693,182.576046901693
6.0,ID02,66.44855509821296,66.44855509821296
6.0,ID03,205.21457438991533,205.21457438991533
6.0,ID04,251.89909552642303,251.89909552642303
6.0,ID05,54.022020152721865,54.022020152721865
6.0,ID06,201.40895999579703,201.40895999579703
6.0,ID07,195.022285405427,195.022285405427
6.0,ID08,92.36074693670614,92.36074693670614
6.0,ID09,34.47265428938085,34.47265428938085
6.0,ID10,142.51754747254495,142.51754747254495
6.0,ID11,104.5521341810092,104.5521341810092
6.0,ID12,163.3225530082399,163.3225530082399
6.0,ID13,92.38807683018135,92.38807683018135
6.0,ID14,46.60659641699149,46.60659641699149
6.0,ID15,101.14235153530079,101.14235153530079
6.0,ID16,32.67859075654542,32.67859075654542
6.0,ID17,81.34009519577634,81.34009519577634
6.0,ID18,71.16278491725943,71.16278491725943
6.0,ID19,173.24478017490517,173.24478017490517
6.0,ID20,119.21196146947266,119.21196146947266
6.0,ID21,82.75011233223628,82.75011233223628
6.0,ID22,40.791511940771066,40.791511940771066
6.0,ID23,155.99089594797823,155.99089594797823
6.0,ID24,112.49873789935127,112.49873789935127
8.0,ID01,180.9013240078096,180.9013240078096
8.0,ID02,66.50758217725013,66.50758217725013
8.0,ID03,198.45929460868376,198.45929460868376
8.0,ID04,247.2278628131859,247.2278628131859
8.0,ID05,53.1264671075721,53.1264671075721
8.0,ID06,198.45660834632628,198.45660834632628
8.0,ID07,192.1902091333515,192.1902091333515
8.0,ID08,90.17460525372717,90.17460525372717
8.0,ID09,32.75369262359618,32.75369262359618
8.0,ID10,138.88715210129791,138.88715210129791
8.0,ID11,101.1005417243543,101.1005417243543
8.0,ID12,159.96021563061086,159.96021563061086
8.0,ID13,91.37690003462659,91.37690003462659
8.0,ID14,47.80573495011767,47.80573495011767
8.0,ID15,100.14077251642226,100.14077251642226
8.0,ID16,31.580639075378944,31.580639075378944
8.0,ID17,78.33670039395643,78.33670039395643
8.0,ID18,68.22908915567982,68.22908915567982
8.0,ID19,169.4506591415009,169.4506591415009
8.0,ID20,114.42521751959178,114.42521751959178
8.0,ID21,79.26990176903244,79.26990176903244
8.0,ID22,37.27353742741322,37.27353742741322
8.0,ID23,151.6995801835553,151.6995801835553
8.0,ID24,108.84708686702697,108.84708686702697
10.0,ID01,179.31426887073343,179.31426887073343
10.0,ID02,66.54011328124196,66.54011328124196
10.0,ID03,191.83468293705909,191.83468293705909
10.0,ID04,242.56072617752085,242.56072617752085
10.0,ID05,52.270427143042426,52.270427143042426
10.0,ID06,195.5023679734874,195.5023679734874
10.0,ID07,189.3873779689202,189.3873779689202
10.0,ID08,88.01927129105773,88.01927129105773
10.0,ID09,31.349540399732554,31.349540399732554
10.0,ID10,135.26188106668803,135.26188106668803
10.0,ID11,97.66420447821619,97.66420447821619
10.0,ID12,156.59963974564295,156.59963974564295
10.0,ID13,90.37795082782873,90.37795082782873
10.0,ID14,49.070873098869825,49.070873098869825
10.0,ID15,99.10077698589886,99.10077698589886
10.0,ID16,30.409712780270077,30.409712780270077
10.0,ID17,75.38550522248778,75.38550522248778
10.0,ID18,65.3078079844019,65.3078079844019
10.0,ID19,165.65147122546608,165.65147122546608
10.0,ID20,109.6858879715295,109.6858879715295
10.0,ID21,75.856696364568,75.856696364568
10.0,ID22,33.80982241518633,33.80982241518633
10.0,ID23,147.42948843243488,147.42948843243488
10.0,ID24,105.24222677974198,105.24222677974198
12.0,ID01,177.81615410350165,177.81615410350165
12.0,ID02,66.54875911458075,66.54875911458075
12.0,ID03,185.29936330712485,185.29936330712485
12.0,ID04,237.9024763203458,237.9024763203458
12.0,ID05,51.4459833803598,51.4459833803598
12.0,ID06,192.53364854585317,192.53364854585317
12.0,ID07,186.6083673617551,186.6083673617551
12.0,ID08,85.90966843222715,85.90966843222715
12.0,ID09,30.299917145709156,30.299917145709156
12.0,ID10,131.63865708242614,131.63865708242614
12.0,ID11,94.24742183077842,94.24742183077842
12.0,ID12,153.2524428413668,153.2524428413668
12.0,ID13,89.36171072031814,89.36171072031814
12.0,ID14,50.395918409507466,50.395918409507466
12.0,ID15,98.02688338154611,98.02688338154611
12.0,ID16,29.182930705832796,29.182930705832796
12.0,ID17,72.47956706209699,72.47956706209699
12.0,ID18,62.406855051432046,62.406855051432046
12.0,ID19,161.84406426720753,161.84406426720753
12.0,ID20,105.0020236470417,105.0020236470417
12.0,ID21,72.51820303799818,72.51820303799818
12.0,ID22,30.41332134847226,30.41332134847226
12.0,ID23,143.18360478425816,143.18360478425816
12.0,ID24,101.68637020641486,101.68637020641486
14.0,ID01,176.41457338488158,176.41457338488158
14.0,ID02,66.53639139047903,66.53639139047903
14.0,ID03,178.8589845550366,178.8589845550366
14.0,ID04,233.25405440075153,233.25405440075153
14.0,ID05,50.64505202814152,50.64505202814152
14.0,ID06,189.54695736265052,189.54695736265052
14.0,ID07,183.86028135530412,183.86028135530412
14.0,ID08,83.85687580809105,83.85687580809105
14.0,ID09,29.658821431437563,29.658821431437563
14.0,ID10,128.0192380557929,128.0192380557929
14.0,ID11,90.8439385635377,90.8439385635377
14.0,ID12,149.92807354562544,149.92807354562544
14.0,ID13,88.33067436889145,88.33067436889145
14.0,ID14,51.77972965228057,51.77972965228057
14.0,ID15,96.91279658929993,96.91279658929993
14.0,ID16,27.92084258195904,27.92084258195904
14.0,ID17,69.61742716983653,69.61742716983653
14.0,ID18,59.52882223321483,59.52882223321483
14.0,ID19,158.02495756127135,158.02495756127135
14.0,ID20,100.39828130213644,100.39828130213644
14.0,ID21,69.2625027962469,69.2625027962469
14.0,ID22,27.10114947570216,27.10114947570216
14.0,ID23,138.97064826973295,138.97064826973295
14.0,ID24,98.17854953448503,98.17854953448503
16.0,ID01,175.08917910113024,175.08917910113024
16.0,ID02,66.50972273449261,66.50972273449261
16.0,ID03,172.53564436764498,172.53564436764498
16.0,ID04,228.6196487707121,228.6196487707121
16.0,ID05,49.85811804194661,49.85811804194661
16.0,ID06,186.53605204854193,186.53605204854193
16.0,ID07,181.1501576251645,181.1501576251645
16.0,ID08,81.88294487299437,81.88294487299437
16.0,ID09,29.456144270292555,29.456144270292555
16.0,ID10,124.40381978889745,124.40381978889745
16.0,ID11,87.45749517348092,87.45749517348092
16.0,ID12,146.62352243164023,146.62352243164023
16.0,ID13,87.28405356154867,87.28405356154867
16.0,ID14,53.23062898104793,53.23062898104793
16.0,ID15,95.77121963551186,95.77121963551186
16.0,ID16,26.648296981829702,26.648296981829702
16.0,ID17,66.81527720422034,66.81527720422034
16.0,ID18,56.68757143512479,56.68757143512479
16.0,ID19,154.19043613337593,154.19043613337593
16.0,ID20,95.88062852944867,95.88062852944867
16.0,ID21,66.09695464015451,66.09695464015451
16.0,ID22,23.893687375014796,23.893687375014796
16.0,ID23,134.7862656603887,134.7862656603887
16.0,ID24,94.74058580859068,94.74058580859068
