config,position_id,anchor_id,anchor_label,theta_deg,rho_mm,layer
V4_CV4,ID19,6,G,38.62394631612929,389.82006686724793,upper
V4_CV4,ID19,7,H,38.33429132875574,-112.03245990750844,upper
V4_CV4,ID20,0,A,-0.6184145995325813,-34.12993174697058,lower
V4_CV4,ID20,1,B,0.11153074848498852,-5.2069416774385076,lower
V4_CV4,ID20,2,C,-0.7186214735857781,-55.95848712962731,lower
V4_CV4,ID20,3,D,-0.48216785561450826,-63.20463419615124,lower
V4_CV4,ID20,4,E,39.44057353682678,-75.94815234717686,upper
V4_CV4,ID20,5,F,40.72455527969309,253.38802265569055,upper
V4_CV4,ID20,6,G,38.50160878689885,-88.9204215931182,upper
V4_CV4,ID20,7,H,40.71611534502107,116.39242060382907,upper
V4_CV4,ID21,0,A,-37.968595804566945,-57.03074415191977,lower
V4_CV4,ID21,1,B,-38.92430885089261,35.82827164652338,lower
V4_CV4,ID21,2,C,-37.76040172084076,-87.39138260974062,lower
V4_CV4,ID21,3,D,-37.50483753406134,215.17073337696056,lower
V4_CV4,ID21,4,E,2.33051399850115,8.824999408544222,upper
V4_CV4,ID21,5,F,4.664719621573585,29.72120926716415,upper
V4_CV4,ID21,6,G,2.03608581503635,-44.5239676616405,upper
V4_CV4,ID21,7,H,3.6388986513347197,-28.43385736327746,upper
V4_CV4,ID22,0,A,-38.25649100607602,275.5767842569559,lower
V4_CV4,ID22,1,B,-39.05438124056031,-61.03877330097281,lower
V4_CV4,ID22,2,C,-37.49364377615794,-35.53263309013402,lower
V4_CV4,ID22,3,D,-37.36628935231266,-82.27555509728097,lower
V4_CV4,ID22,4,E,2.333662663031216,-20.263647394628432,upper
V4_CV4,ID22,5,F,4.65874006067582,56.86581374282404,upper
V4_CV4,ID22,6,G,1.9955477241194737,-6.282202470888095,upper
V4_CV4,ID22,7,H,3.6021097263231585,-18.461557753504216,upper
V4_CV4,ID23,0,A,-38.08966055049986,-66.47217580779889,lower
V4_CV4,ID23,1,B,-39.190090050489424,216.84871720938114,lower
V4_CV4,ID23,2,C,-37.664118694146524,-41.09893646570492,lower
V4_CV4,ID23,3,D,-37.277434272816066,11.422566504156855,lower
V4_CV4,ID23,4,E,2.3070699586951964,24.933001621244962,upper
V4_CV4,ID23,5,F,4.669992957653973,36.17498313759396,upper
V4_CV4,ID23,6,G,1.9960161986072207,-10.975423796111343,upper
V4_CV4,ID23,7,H,3.5772458924704136,-28.814948986131235,upper
V4_CV4,ID24,0,A,-38.0247355248311,73.33385731877033,lower
V4_CV4,ID24,1,B,-39.01888721944184,-56.14230653205628,lower
V4_CV4,ID24,2,C,-37.73670843805341,410.84013735832957,lower
V4_CV4,ID24,3,D,-37.44559788440452,-77.4978995954724,lower
V4_CV4,ID24,4,E,2.3028676829563244,-9.205541569948359,upper
V4_CV4,ID24,5,F,4.645489710443647,51.23165996406036,upper
V4_CV4,ID24,6,G,2.0048115791946644,4.165866723500514,upper
V4_CV4,ID24,7,H,3.6004662580593854,-3.1605497201565456,upper
V5_CV5,ID01,0,A,2.7899693157803527,-56.379705934599365,lower
V5_CV5,ID01,1,B,3.580281746794045,-0.5927489624435722,lower
V5_CV5,ID01,2,C,1.520279122331188,-103.39980737774923,lower
V5_CV5,ID01,3,D,2.3593622543075656,22.083337228569228,lower
V5_CV5,ID01,4,E,46.62045080540916,231.388397289288,upper
V5_CV5,ID01,5,F,42.979557300246626,81.5070719730968,upper
V5_CV5,ID01,6,G,33.0352132754987,3.028003360843435,upper
V5_CV5,ID01,7,H,38.087893429132315,-86.85722186004205,upper
V5_CV5,ID02,0,A,-29.114145739245355,-30.205587707731233,lower
V5_CV5,ID02,1,B,-28.82397289849806,-39.93935480756283,lower
V5_CV5,ID02,2,C,-23.331218076867653,-121.70588790860066,lower
V5_CV5,ID02,3,D,-23.062538626035682,120.79178075316392,lower
V5_CV5,ID02,4,E,18.349962616092487,31.293169486351296,upper
V5_CV5,ID02,5,F,20.598053216189612,3.3667607737327288,upper
V5_CV5,ID02,6,G,13.433175743554115,-46.92245906133379,upper
V5_CV5,ID02,7,H,15.819461037894198,-4.149481726711649,upper
V5_CV5,ID03,0,A,-41.87161270399892,1.437438979754866,lower
V5_CV5,ID03,1,B,-42.092298723624346,268.5285938912251,lower
V5_CV5,ID03,2,C,-34.5409372182735,-79.56400275841989,lower
V5_CV5,ID03,3,D,-34.381640818909446,388.09625521867883,lower
V5_CV5,ID03,4,E,-1.8047898275089673,-35.569173691905355,upper
V5_CV5,ID03,5,F,1.2899311191051874,-30.65275385233553,upper
V5_CV5,ID03,6,G,-0.45368522708199155,-22.032064616991498,upper
V5_CV5,ID03,7,H,1.0778269484647576,3.325588426514976,upper
V5_CV5,ID04,0,A,1.7291332014055127,9.74719094361803,lower
V5_CV5,ID04,1,B,5.054687633198549,30.616477775905544,lower
V5_CV5,ID04,2,C,2.3703835913985523,-85.4209418928464,lower
V5_CV5,ID04,3,D,1.9326348438261587,45.276122397926876,lower
V5_CV5,ID04,4,E,32.446559496742424,44.44253074368759,upper
V5_CV5,ID04,5,F,54.91218511558422,310.7915019266495,upper
V5_CV5,ID04,6,G,43.847833574515505,-4.107992912607493,upper
V5_CV5,ID04,7,H,31.880076269135582,130.30647770190762,upper
V5_CV5,ID05,0,A,-19.94185680473389,427.07654797438545,lower
V5_CV5,ID05,1,B,-33.03663934209988,-51.87765462759318,lower
V5_CV5,ID05,2,C,-34.70595095714347,44.386802092144855,lower
V5_CV5,ID05,3,D,-20.40698815477058,-1.534101425890647,lower
V5_CV5,ID05,4,E,11.977186255954981,20.70414830094375,upper
V5_CV5,ID05,5,F,25.66132639014565,38.58666949545023,upper
V5_CV5,ID05,6,G,20.23377073267949,-24.54670878318037,upper
V5_CV5,ID05,7,H,13.63864478237875,34.301276171524485,upper
V5_CV5,ID06,0,A,-31.40788246997831,118.98157748311763,lower
V5_CV5,ID06,1,B,-48.20431248655453,-48.08098901337018,lower
V5_CV5,ID06,2,C,-49.0744782240062,147.43419237828206,lower
V5_CV5,ID06,3,D,-32.08457200025349,14.779827825237128,lower
V5_CV5,ID06,4,E,-2.6618279686810844,84.23835170722472,upper
V5_CV5,ID06,5,F,-1.3211419074951252,65.19117582916897,upper
V5_CV5,ID06,6,G,-3.165613622190018,24.956911802867957,upper
V5_CV5,ID06,7,H,-0.5502504749983368,-1.4957686840443714,upper
V5_CV5,ID07,0,A,1.013742420003773,-53.64573260775665,lower
V5_CV5,ID07,1,B,2.10998240031858,-104.77100387898861,lower
V5_CV5,ID07,2,C,1.2202983331486976,-150.59256421537057,lower
V5_CV5,ID07,3,D,1.7498820656547607,0.919260570106637,lower
V5_CV5,ID07,4,E,31.906068340988693,205.69807514008684,upper
V5_CV5,ID07,5,F,38.27767560524561,30.24909725131989,upper
V5_CV5,ID07,6,G,46.997348863177386,171.72937147953044,upper
V5_CV5,ID07,7,H,40.60977363237847,2.1977921188477083,upper
V5_CV5,ID08,0,A,-21.80378361341248,-10.001931105538056,lower
V5_CV5,ID08,1,B,-22.689026176227777,291.3890397332833,lower
V5_CV5,ID08,2,C,-33.28221874071768,-121.95167111790843,lower
V5_CV5,ID08,3,D,-30.13423009790761,91.07958363082727,lower
V5_CV5,ID08,4,E,11.846915496986911,-21.431660303335896,upper
V5_CV5,ID08,5,F,15.192534777584397,49.489361753952615,upper
V5_CV5,ID08,6,G,18.83606833242343,14.302652430722368,upper
V5_CV5,ID08,7,H,18.76557242000301,-62.29477462954764,upper
V5_CV5,ID09,0,A,-30.675794367897836,-58.15892653474116,lower
V5_CV5,ID09,1,B,-32.19761757079835,14.344244554592372,lower
V5_CV5,ID09,2,C,-44.6122017020351,-86.49115859249255,lower
V5_CV5,ID09,3,D,-41.04588213154421,249.78167625674266,lower
V5_CV5,ID09,4,E,0.32693231711682197,-51.439832417626015,upper
V5_CV5,ID09,5,F,2.657211812532473,201.6824602704403,upper
V5_CV5,ID09,6,G,1.68522369401543,-57.91447646193122,upper
V5_CV5,ID09,7,H,3.4608743685580854,30.0884901581585,upper
V5_CV5,ID10,0,A,0.5394020576295732,-24.177529589582768,lower
V5_CV5,ID10,1,B,1.054785998553489,12.971957279090823,lower
V5_CV5,ID10,2,C,-0.007540604192154348,-2.3025605609799626,lower
V5_CV5,ID10,3,D,1.1704487766699458,12.649656382014648,lower
V5_CV5,ID10,4,E,44.684955956594536,34.594090988886926,upper
V5_CV5,ID10,5,F,31.03982376129562,193.39326695150817,upper
V5_CV5,ID10,6,G,30.54947606336805,-25.38073343348136,upper
V5_CV5,ID10,7,H,53.037338176951685,47.39987510573247,upper
V5_CV5,ID11,0,A,-34.77435430238429,28.693941213866943,lower
V5_CV5,ID11,1,B,-19.975476562605063,-43.55292651541151,lower
V5_CV5,ID11,2,C,-20.84971096427865,74.99171688108126,lower
V5_CV5,ID11,3,D,-35.48362738153211,59.41222522718248,lower
V5_CV5,ID11,4,E,19.913883616996085,59.44197278556191,upper
V5_CV5,ID11,5,F,12.802400979725128,41.71918615777236,upper
V5_CV5,ID11,6,G,11.237512350758848,31.17576306117295,upper
V5_CV5,ID11,7,H,24.287042204768223,27.935346340890426,upper
V5_CV5,ID12,0,A,-46.12447739891168,111.02133994309696,lower
V5_CV5,ID12,1,B,-29.079002115682552,-33.22973047407742,lower
V5_CV5,ID12,2,C,-29.990124807332027,128.67117545820074,lower
V5_CV5,ID12,3,D,-47.79897350900046,-1.834005137031916,lower
V5_CV5,ID12,4,E,-0.44154361257277,62.9055020680181,upper
V5_CV5,ID12,5,F,1.688545418748816,56.37435718486018,upper
V5_CV5,ID12,6,G,0.44971671747117886,-36.80719236163835,upper
V5_CV5,ID12,7,H,3.596348839536545,-47.12542508160299,upper
V5_CV5,ID13,0,A,-26.927329244476727,-27.76049300555774,lower
V5_CV5,ID13,1,B,-27.269164713682898,-8.282002134358315,lower
V5_CV5,ID13,2,C,-27.368922088655484,-118.30904478355606,lower
V5_CV5,ID13,3,D,-26.647289820660106,65.82291076566321,lower
V5_CV5,ID13,4,E,14.874296092695435,36.2888224042748,upper
V5_CV5,ID13,5,F,17.934833291270532,29.254273391542718,upper
V5_CV5,ID13,6,G,14.476061895097388,24.202495499007377,upper
V5_CV5,ID13,7,H,16.594332449420925,-18.881848602802386,upper
V5_CV5,ID14,0,A,-26.783761893964634,25.876122695137788,lower
V5_CV5,ID14,1,B,-27.213119981435852,-81.68855171217763,lower
V5_CV5,ID14,2,C,-27.16611239613743,-81.6410435144584,lower
V5_CV5,ID14,3,D,-26.362946748514958,-7.180179247108306,lower
V5_CV5,ID14,4,E,15.103866093815187,-20.00022673836896,upper
V5_CV5,ID14,5,F,18.23011448064335,72.98830852081164,upper
V5_CV5,ID14,6,G,14.641150535399428,-53.66063788629989,upper
V5_CV5,ID14,7,H,16.71226747702688,14.1936666740744,upper
V5_CV5,ID15,0,A,-26.667085951684438,-80.21578073429788,lower
V5_CV5,ID15,1,B,-27.32438304794448,5.111507661950675,lower
V5_CV5,ID15,2,C,-27.257878712986496,-99.73582451079724,lower
V5_CV5,ID15,3,D,-26.24677916339763,54.598752990619225,lower
V5_CV5,ID15,4,E,15.048951036975874,-20.06186500644197,upper
V5_CV5,ID15,5,F,18.339789874182483,74.5140680514537,upper
V5_CV5,ID15,6,G,14.705746421417158,-9.03455228052038,upper
V5_CV5,ID15,7,H,16.645069451363685,-31.338083751383003,upper
V5_CV5,ID16,0,A,-26.313670690749323,32.355384913313806,lower
V5_CV5,ID16,1,B,-26.88064304039062,-47.55167180727732,lower
V5_CV5,ID16,2,C,-27.09450248787676,-23.215839545450443,lower
V5_CV5,ID16,3,D,-26.13457652517309,34.89432300387306,lower
V5_CV5,ID16,4,E,15.309959700037943,-18.439588832869397,upper
V5_CV5,ID16,5,F,18.555441961628418,103.23293111393923,upper
V5_CV5,ID16,6,G,15.076078649082321,-32.156107189008786,upper
V5_CV5,ID16,7,H,17.047434772040933,7.336998058851584,upper
V5_CV5,ID17,0,A,1.4736492341274192,-70.40696759501935,lower
V5_CV5,ID17,1,B,2.379694936533497,-77.36375074933915,lower
V5_CV5,ID17,2,C,0.8981109763660561,-86.09982398240564,lower
V5_CV5,ID17,3,D,1.7968281456208068,-50.66977517879969,lower
V5_CV5,ID17,4,E,41.26719307833002,134.09432318737012,upper
V5_CV5,ID17,5,F,40.19866015009058,-21.044857390878626,upper
V5_CV5,ID17,6,G,36.15103879570573,40.174347836643996,upper
V5_CV5,ID17,7,H,41.29282452887657,-88.57504494215527,upper
V5_CV5,ID18,0,A,1.5357980928389967,-126.17731736312982,lower
V5_CV5,ID18,1,B,2.697237035615342,-47.823806943724655,lower
V5_CV5,ID18,2,C,0.987725024474764,-6.9801985056580165,lower
V5_CV5,ID18,3,D,1.7236185543585747,6.162858055879035,lower
V5_CV5,ID18,4,E,40.9724669594791,-37.08365568855937,upper
V5_CV5,ID18,5,F,42.87359223678512,34.50575345036783,upper
V5_CV5,ID18,6,G,36.299549816432624,-34.759287683371745,upper
V5_CV5,ID18,7,H,38.81865717525783,-7.758747551425579,upper
V5_CV5,ID19,0,A,1.4404408624714313,-16.43688219722622,lower
V5_CV5,ID19,1,B,2.745823285292061,-141.044531925554,lower
V5_CV5,ID19,2,C,1.1099883723855473,-121.88530190980887,lower
V5_CV5,ID19,3,D,1.7559007766092214,0.5928139949532962,lower
V5_CV5,ID19,4,E,38.437221826204244,348.69059624487943,upper
V5_CV5,ID19,5,F,43.32255620229665,14.92002602777962,upper
V5_CV5,ID19,6,G,38.631500094815856,411.25404894611955,upper
V5_CV5,ID19,7,H,38.665007153328744,-87.04712373607026,upper
V5_CV5,ID20,0,A,1.574801462855014,-29.90821156074167,lower
V5_CV5,ID20,1,B,2.6191055722686185,-28.99273602782352,lower
V5_CV5,ID20,2,C,1.2070667305760365,-67.85860973528057,lower
V5_CV5,ID20,3,D,2.0344658698781513,-37.68166908469562,lower
V5_CV5,ID20,4,E,38.88099605070077,-43.42241060992877,upper
V5_CV5,ID20,5,F,40.720419169913214,290.2250707335063,upper
V5_CV5,ID20,6,G,38.479097930316314,-68.72274991700655,upper
V5_CV5,ID20,7,H,41.17070476641882,140.5833855457863,upper
V5_CV5,ID21,0,A,-38.21618940753534,-31.529810405752464,lower
V5_CV5,ID21,1,B,-38.27830346048737,51.566574476139415,lower
V5_CV5,ID21,2,C,-37.43984931691623,-76.55125198157285,lower
V5_CV5,ID21,3,D,-37.45348374649546,268.8255620920286,lower
V5_CV5,ID21,4,E,-0.6402216687274981,1.3911086690926524,upper
V5_CV5,ID21,5,F,2.1238769313142107,39.622864495295296,upper
V5_CV5,ID21,6,G,0.314583260357162,-42.7730899896413,upper
V5_CV5,ID21,7,H,2.097647821176994,-13.881523224476943,upper
V5_CV5,ID22,0,A,-38.52191090299351,301.0081447668149,lower
V5_CV5,ID22,1,B,-38.42021770885493,-44.88303936997192,lower
V5_CV5,ID22,2,C,-37.163215791403246,-24.897682486146458,lower
V5_CV5,ID22,3,D,-37.31205993340271,-28.40649666118771,lower
V5_CV5,ID22,4,E,-0.6717597068905343,-28.03951386216375,upper
V5_CV5,ID22,5,F,2.1072398818817994,66.28388419314547,upper
V5_CV5,ID22,6,G,0.2906046795051482,-4.465765470833581,upper
V5_CV5,ID22,7,H,2.0661342298711642,-3.810455085957976,upper
V5_CV5,ID23,0,A,-38.344228129510824,-41.017353054444406,lower
V5_CV5,ID23,1,B,-38.55668836674186,232.9035910597648,lower
V5_CV5,ID23,2,C,-37.33714958121781,-30.487153501319334,lower
V5_CV5,ID23,3,D,-37.21640584106088,65.17747396635059,lower
V5_CV5,ID23,4,E,-0.6793552751024413,16.991508699814737,upper
V5_CV5,ID23,5,F,2.1061577172661194,45.79157249277433,upper
V5_CV5,ID23,6,G,0.28168194440786387,-9.105698771793492,upper
V5_CV5,ID23,7,H,2.0463124585181967,-14.239466555509118,upper
V5_CV5,ID24,0,A,-38.27556896529629,98.81806904600484,lower
V5_CV5,ID24,1,B,-38.37756684961397,-40.29308039735417,lower
V5_CV5,ID24,2,C,-37.41445713470692,421.61009917392414,lower
V5_CV5,ID24,3,D,-37.39194969532009,-23.806372046888562,lower
V5_CV5,ID24,4,E,-0.6744143290364663,-16.82981122601644,upper
V5_CV5,ID24,5,F,2.096308180177421,61.00936271334513,upper
V5_CV5,ID24,6,G,0.2851471073959149,5.935976899630454,upper
V5_CV5,ID24,7,H,2.0613982583767165,11.385397265366699,upper
Vicon_Ccm,ID01,0,A,2.786963173271844,-35.88613940098073,lower
Vicon_Ccm,ID01,1,B,3.1154023865598397,6.701260515242545,lower
Vicon_Ccm,ID01,2,C,1.0844192566723734,-105.52532892297128,lower
Vicon_Ccm,ID01,3,D,1.728237369416667,11.531641297690847,lower
Vicon_Ccm,ID01,4,E,47.28211426203548,220.57091290709778,upper
Vicon_Ccm,ID01,5,F,41.80378763563389,90.70190335099795,upper
Vicon_Ccm,ID01,6,G,33.546949088206865,24.169484208136275,upper
Vicon_Ccm,ID01,7,H,36.48687490744652,-97.83114951667685,upper
Vicon_Ccm,ID02,0,A,-30.35066666315076,-20.6652551676814,lower
Vicon_Ccm,ID02,1,B,-29.02317433274866,-37.6716637527851,lower
