config,exclusion,tier,n_pairs_remaining,d_tag_mm,tier_spread_mm
V4_CV4,none,global,192,33.08137482630481,11.769944229102038
V4_CV4,none,LOW,64,28.613879221600996,11.769944229102038
V4_CV4,none,MID,64,33.08137482630481,11.769944229102038
V4_CV4,none,HIGH,64,40.383823450703034,11.769944229102038
V4_CV4,rho_gt100,global,168,27.421450583241192,10.610699694485056
V4_CV4,rho_gt100,LOW,53,21.93611069539069,10.610699694485056
V4_CV4,rho_gt100,MID,62,32.546810389875745,10.610699694485056
V4_CV4,rho_gt100,HIGH,53,29.35735260537157,10.610699694485056
V4_CV4,rho_gt150,global,174,28.173505736795363,8.486363525900916
V4_CV4,rho_gt150,LOW,56,24.06044686397483,8.486363525900916
V4_CV4,rho_gt150,MID,62,32.546810389875745,8.486363525900916
V4_CV4,rho_gt150,HIGH,56,31.457078311760796,8.486363525900916
V4_CV4,top10_positive_rho,global,184,31.16658580608767,10.659899419821961
V4_CV4,top10_positive_rho,LOW,61,27.985676784066698,10.659899419821961
V4_CV4,top10_positive_rho,MID,62,32.546810389875745,10.659899419821961
V4_CV4,top10_positive_rho,HIGH,61,38.64557620388866,10.659899419821961
V4_CV4,exclude_DF,global,144,26.101983367957196,17.220216877780373
V4_CV4,exclude_DF,LOW,48,22.810102202857642,17.220216877780373
V4_CV4,exclude_DF,MID,48,17.949751580947506,17.220216877780373
V4_CV4,exclude_DF,HIGH,48,35.16996845872788,17.220216877780373
V4_CV4,exclude_DFAH,global,96,24.4136141766922,18.061239441325586
V4_CV4,exclude_DFAH,LOW,32,27.428911538002076,18.061239441325586
V4_CV4,exclude_DFAH,MID,32,17.138905849131643,18.061239441325586
V4_CV4,exclude_DFAH,HIGH,32,35.20014529045723,18.061239441325586
V5_CV5,none,global,192,49.621032516254864,7.44441095463543
V5_CV5,none,LOW,64,46.415723263206274,7.44441095463543
V5_CV5,none,MID,64,53.860134217841704,7.44441095463543
V5_CV5,none,HIGH,64,51.03527382442376,7.44441095463543
V5_CV5,rho_gt100,global,165,40.58644771947962,21.33573801328162
V5_CV5,rho_gt100,LOW,53,25.443470410417234,21.33573801328162
V5_CV5,rho_gt100,MID,60,46.779208423698854,21.33573801328162
V5_CV5,rho_gt100,HIGH,52,38.127389001864785,21.33573801328162
V5_CV5,rho_gt150,global,174,43.8980180117542,19.657199467973463
V5_CV5,rho_gt150,LOW,56,30.88013020594758,19.657199467973463
V5_CV5,rho_gt150,MID,62,50.53732967392104,19.657199467973463
V5_CV5,rho_gt150,HIGH,56,45.482889721604224,19.657199467973463
V5_CV5,top10_positive_rho,global,182,46.56449217653103,8.285802702462838
V5_CV5,top10_positive_rho,LOW,60,42.251526971458205,8.285802702462838
V5_CV5,top10_positive_rho,MID,62,50.53732967392104,8.285802702462838
V5_CV5,top10_positive_rho,HIGH,60,47.95611308946186,8.285802702462838
V5_CV5,exclude_DF,global,144,34.282825623632334,17.993399390218528
V5_CV5,exclude_DF,LOW,48,24.841868488467938,17.993399390218528
V5_CV5,exclude_DF,MID,48,30.96028128216411,17.993399390218528
V5_CV5,exclude_DF,HIGH,48,42.835267878686466,17.993399390218528
V5_CV5,exclude_DFAH,global,96,28.87423734511107,4.566296685319244
V5_CV5,exclude_DFAH,LOW,32,33.440534030430314,4.566296685319244
V5_CV5,exclude_DFAH,MID,32,28.87423734511107,4.566296685319244
V5_CV5,exclude_DFAH,HIGH,32,30.190062078496034,4.566296685319244
Vicon_Ccm,none,global,192,50.501645998006325,14.098151323406718
Vicon_Ccm,none,LOW,64,43.109094886434626,14.098151323406718
Vicon_Ccm,none,MID,64,49.74539408298298,14.098151323406718
Vicon_Ccm,none,HIGH,64,57.207246209841344,14.098151323406718
Vicon_Ccm,rho_gt100,global,165,38.96918747159738,12.220392678988027
Vicon_Ccm,rho_gt100,LOW,53,34.458186002734976,12.220392678988027
Vicon_Ccm,rho_gt100,MID,61,46.678578681723,12.220392678988027
Vicon_Ccm,rho_gt100,HIGH,51,38.96918747159738,12.220392678988027
Vicon_Ccm,rho_gt150,global,174,42.73155459533011,12.32809434036919
Vicon_Ccm,rho_gt150,LOW,56,35.680599850357254,12.32809434036919
Vicon_Ccm,rho_gt150,MID,62,48.008694190726445,12.32809434036919
Vicon_Ccm,rho_gt150,HIGH,56,43.04925382956809,12.32809434036919
Vicon_Ccm,top10_positive_rho,global,182,45.540229082642625,8.315896394950471
Vicon_Ccm,top10_positive_rho,LOW,60,40.70325976246173,8.315896394950471
Vicon_Ccm,top10_positive_rho,MID,62,48.008694190726445,8.315896394950471
Vicon_Ccm,top10_positive_rho,HIGH,60,49.0191561574122,8.315896394950471
Vicon_Ccm,exclude_DF,global,144,39.39448741770637,8.817934709823
Vicon_Ccm,exclude_DF,LOW,48,36.68932389722576,8.817934709823
Vicon_Ccm,exclude_DF,MID,48,38.52294460028072,8.817934709823
Vicon_Ccm,exclude_DF,HIGH,48,45.50725860704876,8.817934709823
Vicon_Ccm,exclude_DFAH,global,96,44.39199497808964,20.372089312931884
Vicon_Ccm,exclude_DFAH,LOW,32,42.86359802431142,20.372089312931884
Vicon_Ccm,exclude_DFAH,MID,32,39.184450590667275,20.372089312931884
Vicon_Ccm,exclude_DFAH,HIGH,32,59.55653990359916,20.372089312931884
