alpha,d_tag_mm,median_3d_mm,rmse_3d_mm,p95_3d_mm,signed_vertical_slope
0.1,54.0,57.961583025913754,73.8902971756106,113.25817501984253,28.88815749126845
0.1,56.0,58.07513528998459,73.7535286292355,113.13539403728315,25.530273227146903
0.1,58.0,58.32624365735529,73.70898849132571,113.06845295133516,22.205406248430204
0.1,60.0,58.53563101850025,73.75547848136273,113.50701204213001,18.911250816506044
0.1,62.0,58.58495309249352,73.89499204213831,114.11763812375176,15.644071282659347
0.1,64.0,58.715303141801655,74.12271735693244,114.75810494725609,12.403343505731595
0.1,66.0,59.14394626255542,74.43571724663617,116.02770291788802,9.183756338203896
0.1,68.0,60.34265782516164,74.83239657371857,117.90506202131937,5.985351043716117
0.1,70.0,61.559929321170706,75.30944337457458,119.70845505055631,2.8090709542242838
0.1,72.0,62.80337063739686,75.86701759515789,121.42685178041584,-0.34707393699346506
0.1,74.0,64.06810112173197,76.50356337820126,123.07758446042162,-3.479672180292723
0.1,76.0,65.35919927818563,77.21784852404481,120.82943240530138,-6.588345053324866
0.1,78.0,66.68248388837769,78.0089120952888,118.59413865773165,-9.674769932141873
0.1,80.0,67.57024407885217,78.87753255949663,120.67162252332855,-12.744053983924903
0.1,82.0,68.07907356983054,79.82042719047486,123.03673405298768,-15.796954752442732
0.1,84.0,68.70197316271678,80.83411340536078,125.40520717341772,-18.83427691350215
0.1,86.0,69.45635313858484,81.9149775467473,127.7704856948759,-21.85836639415737
0.1,88.0,70.32807251737344,83.05779416620074,130.13240891966277,-24.866354509350483
0.1,90.0,71.3318605999378,84.26007356374299,132.4805079362677,-27.859083424072992
0.1,92.0,72.48828520469652,85.52226235468117,134.84833954389666,-30.83857060965353
0.1,94.0,73.93938430452368,86.83924605438133,136.978469079224,-33.801114653382754
0.1,96.0,75.76603808830403,88.21161109098979,138.23270325230274,-36.750163784890724
0.1,98.0,77.71120215540614,89.63259561718797,139.43073883449668,-39.688693217964314
0.1,100.0,79.767790064224,91.0999200232259,140.5816894563257,-42.614476251851556
0.1,102.0,81.9267091423055,92.61054538878922,141.69115507693894,-45.52486043110529
0.1,104.0,84.18422991893661,94.16208922272283,142.76953626207097,-48.42245766441471
0.1,106.0,86.53291572632484,95.74992784663259,143.81044059293666,-51.311115432461825
0.1,108.0,88.95456987778957,97.36746586420682,144.81326133659422,-54.18682876666726
0.1,110.0,91.08377602561052,99.01547187400499,145.8058222512971,-57.051170964375885
0.1,112.0,92.61217484826918,100.69063845618639,146.7950212915147,-59.91083258476471
0.1,114.0,94.93741225936833,102.39144543784357,148.7881669697386,-62.76149974391941
0.1,116.0,96.6902964968533,104.11102676933889,150.76548922281242,-65.60117336475737
0.1,118.0,98.44043658947058,105.84691802749174,153.0084666302666,-68.42484794779334
0.1,120.0,100.20195212892162,107.60220483138296,155.23976864451936,-71.23538262947079
0.1,122.0,102.01155894024151,109.37508256196618,157.42335471997984,-74.03184406771808
0.1,124.0,104.3871471851754,111.16411080416634,159.95362903221613,-76.80976172897896
0.1,126.0,106.52046089722776,112.96901443150232,162.7610675522613,-79.57322018645993
0.1,128.0,108.7164856827844,114.78659340817512,165.55812404882698,-82.32390619870303
0.1,130.0,110.96812438449749,116.61352758059299,168.3449762799218,-85.06018432735505
0.1,132.0,113.27473941073478,118.44812312106906,171.12041307269448,-87.78123139064176
0.1,134.0,115.63071229692733,120.28904784643954,173.8875042753617,-90.48883505460202
0.1,136.0,118.03193272376774,122.13884651105005,176.63086198728536,-93.17927498371476
0.1,138.0,120.47621249891657,123.99570468032056,177.88240375808556,-95.85338952656899
