config,predictor,slope,r2,p_value
V4_CV4,held_out_height,-0.25046173975473907,0.037613830640921775,0.3638436749112595
V4_CV4,held_out_distance_to_centroid,-1.008188074429343,0.1389625286033549,0.07280715985542646
V4_CV4,held_out_mean_elevation_angle,0.009387490728049175,0.03762461310811902,0.36377358256758113
V5_CV5,held_out_height,-0.1036938306725428,0.004522747205895272,0.7548666721668852
V5_CV5,held_out_distance_to_centroid,-1.440997681054985,0.1991465824790655,0.02882552214304617
V5_CV5,held_out_mean_elevation_angle,0.0035984496132078934,0.004341693481312977,0.7596796859465796
