anchor_shift_mm,tag_shift_mm,median_3d_mm,rmse_3d_mm,signed_vertical_slope
0.0,-60.0,123.3033393586514,156.52636165529583,224.13349210335625
0.0,-50.0,109.93657989276599,141.0920919128888,197.42254893028053
0.0,-40.0,98.80673704508436,126.45963841289303,171.35644705285137
0.0,-30.0,86.63361537135286,112.9606017036856,146.18829505657422
0.0,-20.0,72.92671034695931,100.94130054820616,122.06391893329564
0.0,-10.0,73.96614935431751,90.74560532837722,98.97787836297435
0.0,0.0,67.84873089032392,82.79872650778267,76.94273729548733
0.0,10.0,63.6373143053123,77.40328973674882,55.88132141372214
0.0,20.0,59.297987115154214,74.74108120772902,35.811807821508744
0.0,30.0,59.60619213611403,74.81167618858896,16.582870341130917
0.0,40.0,58.49564268698485,77.30827240334793,-1.9083746648192716
0.0,50.0,64.64058647875262,81.83847343607819,-19.760547089904254
0.0,60.0,72.85683530415443,88.05473799444557,-37.069116856634786
0.0,70.0,80.14804201699178,95.61495863689895,-53.88464961321173
0.0,80.0,89.44705706353429,104.14957564919025,-70.15943706591408
0.0,90.0,99.0121883222137,113.32389672497189,-85.89077674552051
0.0,100.0,111.63528215512619,122.87631666064172,-101.07061748230635
0.0,110.0,125.09647073762663,132.58014922362054,-115.64007567162456
0.0,120.0,138.62704772042298,142.32262666478428,-129.6767744873165
0.0,130.0,151.82999475591816,152.033401480131,-143.31134651931393
0.0,140.0,162.82078420648477,161.63531975792054,-156.63349044836767
10.0,-140.0,251.73881698619215,277.10939961256406,399.8601413288394
10.0,-130.0,232.88753409607227,258.9485742079133,379.07582226130086
10.0,-120.0,215.9127648850905,240.65052577659878,355.92570468582505
10.0,-110.0,198.28881323779015,222.61402084769577,330.9176434511488
10.0,-100.0,180.00369879229498,205.2382361272872,304.72830671490175
10.0,-90.0,161.13775318218634,188.5643676463972,277.99274224459066
10.0,-80.0,142.10322077779944,172.41000723960397,251.08126055452345
10.0,-70.0,123.30333935865131,156.52636165529583,224.13349210335633
10.0,-60.0,109.9365798927659,141.09209191288878,197.42254893028044
10.0,-50.0,98.80673704508433,126.45963841289301,171.35644705285142
10.0,-40.0,86.63361537135285,112.96060170368557,146.18829505657413
10.0,-30.0,72.92671034695931,100.94130054820613,122.06391893329558
10.0,-20.0,73.96614935431741,90.7456053283772,98.97787836297431
10.0,-10.0,67.8487308903239,82.79872650778263,76.94273729548732
10.0,0.0,63.6373143053123,77.4032897367488,55.88132141372209
10.0,10.0,59.29798711515423,74.74108120772902,35.81180782150873
10.0,20.0,59.606192136114004,74.81167618858893,16.582870341130903
10.0,30.0,58.49564268698484,77.30827240334793,-1.9083746648193192
10.0,40.0,64.64058647875265,81.83847343607817,-19.76054708990426
10.0,50.0,72.85683530415443,88.05473799444557,-37.069116856634835
10.0,60.0,80.14804201699178,95.61495863689898,-53.884649613211764
10.0,70.0,89.44705706353429,104.14957564919023,-70.15943706591408
10.0,80.0,99.01218832221369,113.32389672497189,-85.89077674552054
10.0,90.0,111.63528215512628,122.87631666064172,-101.07061748230635
10.0,100.0,125.09647073762675,132.58014922362057,-115.6400756716246
10.0,110.0,138.6270477204229,142.3226266647843,-129.67677448731646
10.0,120.0,151.82999475591816,152.03340148013103,-143.31134651931393
10.0,130.0,162.82078420648475,161.63531975792054,-156.6334904483676
10.0,140.0,170.26500602550567,171.0557479646365,-169.83918189276656
20.0,-140.0,232.88753409607227,258.9485742079133,379.07582226130086
20.0,-130.0,215.9127648850906,240.65052577659878,355.9257046858251
20.0,-120.0,198.28881323779015,222.61402084769577,330.91764345114876
20.0,-110.0,180.00369879229498,205.23823612728717,304.7283067149017
20.0,-100.0,161.13775318218634,188.56436764639716,277.9927422445906
20.0,-90.0,142.10322077779944,172.41000723960394,251.0812605545234
20.0,-80.0,123.30333935865131,156.52636165529583,224.1334921033562
20.0,-70.0,109.93657989276582,141.09209191288875,197.42254893028044
20.0,-60.0,98.80673704508433,126.459638412893,171.35644705285128
20.0,-50.0,86.63361537135282,112.96060170368555,146.18829505657416
20.0,-40.0,72.92671034695931,100.94130054820606,122.06391893329551
20.0,-30.0,73.9661493543174,90.74560532837715,98.97787836297422
20.0,-20.0,67.84873089032394,82.79872650778263,76.94273729548726
20.0,-10.0,63.6373143053123,77.4032897367488,55.88132141372205
20.0,0.0,59.29798711515422,74.74108120772902,35.81180782150873
20.0,10.0,59.60619213611409,74.81167618858892,16.582870341130864
20.0,20.0,58.49564268698484,77.30827240334793,-1.908374664819348
20.0,30.0,64.64058647875265,81.83847343607819,-19.760547089904293
20.0,40.0,72.85683530415443,88.05473799444557,-37.069116856634835
20.0,50.0,80.14804201699178,95.61495863689893,-53.884649613211764
20.0,60.0,89.44705706353429,104.14957564919024,-70.15943706591409
20.0,70.0,99.01218832221369,113.32389672497187,-85.89077674552051
20.0,80.0,111.63528215512628,122.87631666064172,-101.07061748230639
20.0,90.0,125.09647073762675,132.58014922362054,-115.64007567162461
20.0,100.0,138.62704772042292,142.3226266647843,-129.6767744873165
20.0,110.0,151.8299947559182,152.03340148013103,-143.31134651931393
20.0,120.0,162.82078420648477,161.63531975792057,-156.63349044836767
20.0,130.0,170.26500602550567,171.0557479646365,-169.83918189276656
20.0,140.0,178.57834974705668,180.3180554687456,-183.13600888207992
30.0,-140.0,215.9127648850906,240.6505257765988,355.92570468582517
30.0,-130.0,198.28881323779012,222.61402084769577,330.91764345114876
30.0,-120.0,180.00369879229498,205.23823612728717,304.7283067149017
30.0,-110.0,161.13775318218634,188.56436764639713,277.9927422445906
30.0,-100.0,142.10322077779944,172.41000723960394,251.0812605545234
30.0,-90.0,123.30333935865131,156.52636165529583,224.13349210335616
30.0,-80.0,109.9365798927659,141.09209191288875,197.42254893028044
30.0,-70.0,98.80673704508433,126.459638412893,171.35644705285128
30.0,-60.0,86.63361537135282,112.96060170368555,146.18829505657408
30.0,-50.0,72.92671034695931,100.94130054820606,122.06391893329551
30.0,-40.0,73.9661493543174,90.74560532837715,98.97787836297422
30.0,-30.0,67.84873089032394,82.79872650778263,76.94273729548726
30.0,-20.0,63.6373143053123,77.4032897367488,55.88132141372205
30.0,-10.0,59.29798711515422,74.74108120772902,35.81180782150873
30.0,0.0,59.60619213611409,74.81167618858893,16.582870341130867
30.0,10.0,58.49564268698484,77.30827240334793,-1.9083746648193531
30.0,20.0,64.64058647875264,81.83847343607816,-19.760547089904293
30.0,30.0,72.85683530415443,88.05473799444557,-37.06911685663482
30.0,40.0,80.14804201699178,95.61495863689893,-53.884649613211764
30.0,50.0,89.44705706353429,104.14957564919025,-70.15943706591409
30.0,60.0,99.01218832221369,113.32389672497187,-85.89077674552051
30.0,70.0,111.63528215512628,122.8763166606417,-101.07061748230635
30.0,80.0,125.09647073762675,132.58014922362054,-115.64007567162461
30.0,90.0,138.62704772042292,142.3226266647843,-129.6767744873165
30.0,100.0,151.8299947559182,152.03340148013103,-143.31134651931393
30.0,110.0,162.82078420648477,161.63531975792057,-156.63349044836767
30.0,120.0,170.26500602550567,171.0557479646365,-169.83918189276656
30.0,130.0,178.57834974705668,180.31805546874557,-183.13600888207986
30.0,140.0,185.91085823595878,189.47940973431278,-196.74914428758495
40.0,-140.0,198.28881323779012,222.61402084769577,330.91764345114876
40.0,-130.0,180.00369879229498,205.23823612728717,304.7283067149017
40.0,-120.0,161.13775318218634,188.56436764639713,277.9927422445906
40.0,-110.0,142.10322077779944,172.41000723960394,251.0812605545234
40.0,-100.0,123.30333935865131,156.5263616552958,224.1334921033562
40.0,-90.0,109.9365798927658,141.09209191288875,197.42254893028044
40.0,-80.0,98.80673704508443,126.459638412893,171.35644705285134
40.0,-70.0,86.63361537135282,112.96060170368555,146.18829505657413
40.0,-60.0,72.92671034695931,100.94130054820606,122.0639189332955
40.0,-50.0,73.96614935431741,90.74560532837717,98.97787836297422
40.0,-40.0,67.84873089032394,82.79872650778263,76.94273729548723
40.0,-30.0,63.6373143053123,77.4032897367488,55.88132141372205
40.0,-20.0,59.29798711515422,74.74108120772902,35.8118078215087
40.0,-10.0,59.60619213611409,74.81167618858895,16.582870341130867
40.0,0.0,58.49564268698484,77.30827240334793,-1.9083746648193531
40.0,10.0,64.64058647875265,81.83847343607816,-19.76054708990427
40.0,20.0,72.85683530415443,88.05473799444559,-37.06911685663482
40.0,30.0,80.14804201699178,95.61495863689893,-53.884649613211785
40.0,40.0,89.44705706353429,104.14957564919025,-70.15943706591409
40.0,50.0,99.01218832221369,113.32389672497187,-85.89077674552051
40.0,60.0,111.63528215512628,122.87631666064172,-101.07061748230635
40.0,70.0,125.09647073762675,132.58014922362057,-115.64007567162466
40.0,80.0,138.62704772042292,142.3226266647843,-129.6767744873165
40.0,90.0,151.8299947559182,152.03340148013103,-143.31134651931393
40.0,100.0,162.82078420648477,161.63531975792057,-156.63349044836767
40.0,110.0,170.26500602550567,171.0557479646365,-169.83918189276656
40.0,120.0,178.57834974705668,180.31805546874557,-183.13600888207986
40.0,130.0,185.91085823595878,189.47940973431278,-196.74914428758495
40.0,140.0,190.96945843705666,198.5347715645574,-210.67772057085708
50.0,-140.0,180.00369879229498,205.2382361272872,304.7283067149017
50.0,-130.0,161.13775318218634,188.5643676463972,277.9927422445906
50.0,-120.0,142.10322077779955,172.41000723960394,251.08126055452334
50.0,-110.0,123.30333935865131,156.5263616552958,224.1334921033562
50.0,-100.0,109.93657989276588,141.09209191288872,197.4225489302804
50.0,-90.0,98.80673704508436,126.45963841289301,171.35644705285134
50.0,-80.0,86.63361537135285,112.96060170368554,146.18829505657405
50.0,-70.0,72.92671034695942,100.94130054820613,122.06391893329562
50.0,-60.0,73.96614935431762,90.74560532837715,98.97787836297428
50.0,-50.0,67.84873089032394,82.79872650778263,76.94273729548723
50.0,-40.0,63.6373143053123,77.4032897367488,55.88132141372205
50.0,-30.0,59.29798711515422,74.74108120772902,35.8118078215087
50.0,-20.0,59.60619213611409,74.81167618858895,16.582870341130857
50.0,-10.0,58.49564268698484,77.30827240334793,-1.9083746648193596
50.0,0.0,64.64058647875265,81.83847343607816,-19.760547089904275
50.0,10.0,72.85683530415443,88.05473799444559,-37.06911685663482
50.0,20.0,80.14804201699178,95.61495863689893,-53.88464961321177
50.0,30.0,89.44705706353429,104.14957564919025,-70.15943706591409
50.0,40.0,99.0121883222137,113.32389672497187,-85.89077674552051
50.0,50.0,111.63528215512628,122.87631666064172,-101.07061748230635
50.0,60.0,125.09647073762675,132.58014922362057,-115.64007567162464
50.0,70.0,138.62704772042292,142.3226266647843,-129.67677448731646
50.0,80.0,151.8299947559182,152.03340148013103,-143.31134651931393
50.0,90.0,162.82078420648477,161.63531975792057,-156.63349044836767
50.0,100.0,170.26500602550567,171.0557479646365,-169.83918189276656
50.0,110.0,178.5783497470567,180.31805546874557,-183.13600888207986
50.0,120.0,185.91085823595878,189.47940973431278,-196.7491442875849
50.0,130.0,190.96945843705666,198.5347715645574,-210.67772057085708
50.0,140.0,195.73363243401826,207.5320721377227,-224.87850944957785
60.0,-140.0,161.13775318218634,188.5643676463972,277.9927422445906
60.0,-130.0,142.10322077779955,172.41000723960394,251.0812605545234
60.0,-120.0,123.30333935865131,156.52636165529583,224.1334921033562
60.0,-110.0,109.93657989276588,141.09209191288872,197.4225489302804
60.0,-100.0,98.80673704508436,126.45963841289303,171.35644705285137
60.0,-90.0,86.63361537135285,112.96060170368554,146.18829505657402
60.0,-80.0,72.92671034695942,100.9413005482061,122.06391893329562
60.0,-70.0,73.96614935431751,90.74560532837717,98.97787836297422
60.0,-60.0,67.84873089032396,82.79872650778262,76.94273729548723
60.0,-50.0,63.63731430531229,77.4032897367488,55.88132141372205
60.0,-40.0,59.29798711515422,74.74108120772904,35.811807821508694
60.0,-30.0,59.60619213611409,74.81167618858895,16.582870341130878
60.0,-20.0,58.49564268698484,77.30827240334793,-1.9083746648193558
60.0,-10.0,64.64058647875265,81.83847343607816,-19.760547089904282
60.0,0.0,72.85683530415443,88.05473799444557,-37.06911685663482
60.0,10.0,80.14804201699178,95.61495863689893,-53.884649613211764
60.0,20.0,89.44705706353429,104.14957564919025,-70.15943706591409
60.0,30.0,99.0121883222137,113.32389672497187,-85.89077674552051
60.0,40.0,111.63528215512628,122.87631666064172,-101.07061748230635
60.0,50.0,125.09647073762675,132.58014922362057,-115.64007567162464
60.0,60.0,138.62704772042292,142.3226266647843,-129.67677448731646
60.0,70.0,151.8299947559182,152.03340148013103,-143.31134651931393
60.0,80.0,162.82078420648477,161.63531975792057,-156.63349044836767
60.0,90.0,170.26500602550567,171.0557479646365,-169.83918189276656
60.0,100.0,178.57834974705668,180.31805546874557,-183.13600888207986
60.0,110.0,185.91085823595878,189.47940973431278,-196.74914428758495
60.0,120.0,190.96945843705666,198.5347715645574,-210.67772057085708
60.0,130.0,195.73363243401826,207.5320721377227,-224.87850944957785
60.0,140.0,203.86972316600568,216.5105983406162,-239.25928401994196
70.0,-140.0,142.10322077779955,172.41000723960394,251.0812605545234
70.0,-130.0,123.30333935865131,156.52636165529583,224.1334921033562
70.0,-120.0,109.9365798927659,141.09209191288872,197.4225489302804
70.0,-110.0,98.80673704508425,126.45963841289301,171.3564470528514
70.0,-100.0,86.63361537135285,112.96060170368554,146.18829505657405
70.0,-90.0,72.92671034695944,100.94130054820612,122.06391893329562
70.0,-80.0,73.9661493543174,90.74560532837717,98.97787836297427
70.0,-70.0,67.84873089032406,82.79872650778263,76.94273729548728
70.0,-60.0,63.63731430531229,77.40328973674879,55.88132141372204
70.0,-50.0,59.29798711515423,74.74108120772902,35.81180782150871
70.0,-40.0,59.60619213611409,74.81167618858896,16.582870341130853
70.0,-30.0,58.49564268698484,77.30827240334794,-1.9083746648193596
70.0,-20.0,64.64058647875265,81.83847343607819,-19.760547089904293
70.0,-10.0,72.85683530415443,88.05473799444557,-37.06911685663482
70.0,0.0,80.14804201699178,95.61495863689893,-53.88464961321177
70.0,10.0,89.44705706353439,104.14957564919024,-70.15943706591408
70.0,20.0,99.01218832221369,113.32389672497189,-85.8907767455205
70.0,30.0,111.63528215512628,122.87631666064173,-101.07061748230639
70.0,40.0,125.09647073762675,132.58014922362054,-115.6400756716246
70.0,50.0,138.62704772042292,142.3226266647843,-129.67677448731646
70.0,60.0,151.82999475591822,152.03340148013103,-143.31134651931393
70.0,70.0,162.82078420648477,161.63531975792054,-156.63349044836758
70.0,80.0,170.26500602550567,171.0557479646365,-169.8391818927666
70.0,90.0,178.57834974705668,180.31805546874557,-183.13600888207986
70.0,100.0,185.91085823595878,189.47940973431278,-196.74914428758495
70.0,110.0,190.96945843705666,198.53477156455736,-210.67772057085708
70.0,120.0,195.73363243401826,207.5320721377227,-224.87850944957785
70.0,130.0,203.86972316600568,216.5105983406162,-239.25928401994196
70.0,140.0,212.5317229562354,225.4873539275282,-253.68414878086398
80.0,-140.0,123.30333935865131,156.52636165529583,224.1334921033562
80.0,-130.0,109.93657989276588,141.09209191288872,197.4225489302804
80.0,-120.0,98.80673704508425,126.459638412893,171.35644705285137
80.0,-110.0,86.63361537135273,112.96060170368553,146.18829505657405
80.0,-100.0,72.92671034695945,100.94130054820612,122.06391893329562
80.0,-90.0,73.9661493543174,90.74560532837717,98.97787836297422
80.0,-80.0,67.84873089032402,82.79872650778263,76.94273729548728
80.0,-70.0,63.6373143053123,77.4032897367488,55.88132141372204
80.0,-60.0,59.297987115154214,74.74108120772902,35.81180782150869
80.0,-50.0,59.60619213611409,74.81167618858896,16.582870341130853
80.0,-40.0,58.49564268698484,77.30827240334794,-1.9083746648193596
80.0,-30.0,64.64058647875265,81.83847343607816,-19.760547089904282
80.0,-20.0,72.85683530415443,88.05473799444557,-37.06911685663482
80.0,-10.0,80.14804201699178,95.61495863689893,-53.884649613211785
80.0,0.0,89.4470570635344,104.14957564919025,-70.15943706591408
80.0,10.0,99.01218832221369,113.32389672497189,-85.8907767455205
80.0,20.0,111.63528215512628,122.87631666064173,-101.07061748230639
80.0,30.0,125.09647073762675,132.58014922362054,-115.64007567162461
80.0,40.0,138.62704772042292,142.3226266647843,-129.6767744873165
80.0,50.0,151.82999475591822,152.03340148013103,-143.31134651931393
80.0,60.0,162.82078420648477,161.63531975792057,-156.6334904483676
80.0,70.0,170.26500602550567,171.05574796463654,-169.8391818927666
80.0,80.0,178.57834974705668,180.31805546874557,-183.13600888207992
80.0,90.0,185.91085823595878,189.47940973431278,-196.74914428758495
80.0,100.0,190.96945843705672,198.5347715645574,-210.67772057085708
80.0,110.0,195.73363243401826,207.5320721377227,-224.87850944957785
80.0,120.0,203.86972316600568,216.5105983406162,-239.25928401994196
80.0,130.0,212.5317229562354,225.4873539275282,-253.68414878086398
80.0,140.0,221.17744976252612,234.44413045820144,-268.02498445633626
90.0,-140.0,109.9365798927659,141.09209191288872,197.4225489302804
90.0,-130.0,98.80673704508426,126.45963841289301,171.3564470528514
90.0,-120.0,86.63361537135273,112.96060170368554,146.18829505657408
90.0,-110.0,72.92671034695934,100.9413005482061,122.06391893329558
90.0,-100.0,73.96614935431751,90.74560532837718,98.9778783629742
90.0,-90.0,67.84873089032402,82.79872650778263,76.94273729548725
90.0,-80.0,63.6373143053123,77.40328973674879,55.881321413722
90.0,-70.0,59.29798711515422,74.74108120772902,35.8118078215087
90.0,-60.0,59.60619213611409,74.81167618858893,16.58287034113088
90.0,-50.0,58.49564268698484,77.30827240334793,-1.9083746648193507
90.0,-40.0,64.64058647875265,81.83847343607819,-19.760547089904293
90.0,-30.0,72.85683530415443,88.05473799444557,-37.06911685663482
90.0,-20.0,80.14804201699178,95.61495863689893,-53.884649613211764
90.0,-10.0,89.44705706353439,104.14957564919025,-70.15943706591408
90.0,0.0,99.01218832221369,113.32389672497189,-85.8907767455205
90.0,10.0,111.63528215512628,122.87631666064172,-101.07061748230636
90.0,20.0,125.09647073762675,132.58014922362054,-115.64007567162461
90.0,30.0,138.62704772042292,142.3226266647843,-129.6767744873165
90.0,40.0,151.82999475591822,152.03340148013106,-143.31134651931396
90.0,50.0,162.8207842064848,161.63531975792057,-156.63349044836767
90.0,60.0,170.26500602550567,171.0557479646365,-169.83918189276656
90.0,70.0,178.57834974705665,180.31805546874557,-183.13600888207986
90.0,80.0,185.91085823595878,189.47940973431278,-196.74914428758495
90.0,90.0,190.96945843705674,198.5347715645574,-210.67772057085708
90.0,100.0,195.73363243401826,207.5320721377227,-224.87850944957785
90.0,110.0,203.86972316600568,216.5105983406162,-239.25928401994196
90.0,120.0,212.53172295623537,225.4873539275282,-253.68414878086398
90.0,130.0,221.17744976252612,234.44413045820144,-268.02498445633626
90.0,140.0,231.6546151961702,243.40346189239983,-282.2778509270516
100.0,-140.0,98.80673704508436,126.45963841289301,171.35644705285134
100.0,-130.0,86.63361537135273,112.96060170368554,146.18829505657416
100.0,-120.0,72.92671034695935,100.9413005482061,122.06391893329558
100.0,-110.0,73.9661493543176,90.74560532837717,98.9778783629742
100.0,-100.0,67.8487308903239,82.79872650778262,76.94273729548723
100.0,-90.0,63.63731430531229,77.40328973674876,55.88132141372207
100.0,-80.0,59.2979871151542,74.74108120772901,35.811807821508715
100.0,-70.0,59.606192136114046,74.81167618858893,16.582870341130857
100.0,-60.0,58.495642686984766,77.30827240334791,-1.9083746648193254
100.0,-50.0,64.64058647875265,81.83847343607823,-19.76054708990425
100.0,-40.0,72.85683530415444,88.05473799444559,-37.069116856634835
100.0,-30.0,80.14804201699177,95.61495863689892,-53.88464961321177
100.0,-20.0,89.44705706353439,104.14957564919027,-70.15943706591413
100.0,-10.0,99.01218832221369,113.32389672497187,-85.89077674552047
100.0,0.0,111.63528215512628,122.87631666064173,-101.07061748230636
100.0,10.0,125.09647073762672,132.58014922362057,-115.64007567162464
100.0,20.0,138.627047720423,142.32262666478434,-129.67677448731655
100.0,30.0,151.82999475591825,152.03340148013103,-143.31134651931396
100.0,40.0,162.82078420648477,161.63531975792057,-156.63349044836767
100.0,50.0,170.26500602550567,171.0557479646365,-169.8391818927666
100.0,60.0,178.57834974705665,180.3180554687456,-183.13600888207995
100.0,70.0,185.91085823595878,189.47940973431278,-196.74914428758495
100.0,80.0,190.96945843705672,198.5347715645574,-210.6777205708571
100.0,90.0,195.7336324340182,207.53207213772276,-224.87850944957796
100.0,100.0,203.86972316600563,216.51059834061616,-239.25928401994193
100.0,110.0,212.53172295623534,225.4873539275282,-253.68414878086398
100.0,120.0,221.17744976252612,234.44413045820147,-268.0249844563363
100.0,130.0,231.65461519617023,243.40346189239983,-282.2778509270514
100.0,140.0,240.0803862628162,252.37386111674167,-296.530912657194
110.0,-140.0,86.6336153713527,112.96060170368554,146.18829505657416
110.0,-130.0,72.92671034695935,100.9413005482061,122.06391893329558
110.0,-120.0,73.96614935431748,90.74560532837715,98.9778783629742
110.0,-110.0,67.8487308903239,82.79872650778263,76.94273729548728
110.0,-100.0,63.63731430531239,77.40328973674877,55.88132141372208
110.0,-90.0,59.2979871151542,74.74108120772902,35.81180782150873
110.0,-80.0,59.60619213611406,74.81167618858893,16.58287034113084
110.0,-70.0,58.495642686984766,77.30827240334793,-1.9083746648193654
110.0,-60.0,64.64058647875268,81.83847343607822,-19.760547089904247
110.0,-50.0,72.85683530415444,88.05473799444559,-37.06911685663484
110.0,-40.0,80.14804201699177,95.61495863689892,-53.88464961321177
110.0,-30.0,89.44705706353439,104.14957564919027,-70.15943706591413
110.0,-20.0,99.0121883222137,113.32389672497187,-85.89077674552045
110.0,-10.0,111.63528215512628,122.87631666064173,-101.07061748230636
110.0,0.0,125.09647073762672,132.58014922362057,-115.64007567162464
110.0,10.0,138.627047720423,142.32262666478434,-129.67677448731655
110.0,20.0,151.82999475591825,152.03340148013103,-143.31134651931393
110.0,30.0,162.82078420648477,161.63531975792057,-156.63349044836767
110.0,40.0,170.26500602550567,171.0557479646365,-169.8391818927666
110.0,50.0,178.57834974705665,180.31805546874554,-183.13600888207992
110.0,60.0,185.91085823595878,189.47940973431278,-196.74914428758495
110.0,70.0,190.96945843705672,198.5347715645574,-210.6777205708571
110.0,80.0,195.7336324340182,207.5320721377227,-224.87850944957796
110.0,90.0,203.86972316600563,216.51059834061616,-239.25928401994193
110.0,100.0,212.5317229562354,225.4873539275282,-253.68414878086398
110.0,110.0,221.17744976252612,234.44413045820144,-268.0249844563363
110.0,120.0,231.65461519617023,243.40346189239983,-282.2778509270514
110.0,130.0,240.08038626281618,252.37386111674167,-296.53091265719394
110.0,140.0,250.5716287592303,261.36966498051356,-310.80206567342196
120.0,-140.0,72.92671034695935,100.9413005482061,122.0639189332956
120.0,-130.0,73.96614935431748,90.74560532837717,98.97787836297422
120.0,-120.0,67.8487308903239,82.79872650778263,76.94273729548723
120.0,-110.0,63.63731430531239,77.40328973674877,55.88132141372208
120.0,-100.0,59.2979871151542,74.74108120772902,35.81180782150873
120.0,-90.0,59.60619213611407,74.81167618858892,16.58287034113086
120.0,-80.0,58.495642686984766,77.30827240334793,-1.90837466481936
120.0,-70.0,64.64058647875268,81.8384734360782,-19.760547089904236
120.0,-60.0,72.85683530415444,88.05473799444557,-37.069116856634835
120.0,-50.0,80.14804201699177,95.61495863689892,-53.88464961321177
120.0,-40.0,89.44705706353437,104.14957564919027,-70.15943706591413
120.0,-30.0,99.0121883222137,113.32389672497187,-85.89077674552045
120.0,-20.0,111.63528215512628,122.87631666064172,-101.07061748230636
120.0,-10.0,125.09647073762672,132.58014922362057,-115.64007567162464
120.0,0.0,138.627047720423,142.32262666478434,-129.67677448731655
120.0,10.0,151.82999475591825,152.033401480131,-143.31134651931393
120.0,20.0,162.82078420648477,161.63531975792057,-156.63349044836767
120.0,30.0,170.26500602550567,171.0557479646365,-169.8391818927666
120.0,40.0,178.57834974705662,180.31805546874554,-183.13600888207992
120.0,50.0,185.91085823595878,189.47940973431278,-196.74914428758495
120.0,60.0,190.96945843705672,198.5347715645574,-210.6777205708571
120.0,70.0,195.7336324340182,207.5320721377227,-224.87850944957788
120.0,80.0,203.86972316600563,216.51059834061616,-239.25928401994193
120.0,90.0,212.5317229562354,225.4873539275282,-253.68414878086398
120.0,100.0,221.17744976252612,234.44413045820147,-268.0249844563363
120.0,110.0,231.65461519617023,243.40346189239983,-282.2778509270514
120.0,120.0,240.08038626281623,252.37386111674167,-296.530912657194
120.0,130.0,250.5716287592303,261.36966498051356,-310.802065673422
120.0,140.0,259.0075226168203,270.44258288001726,-325.1464301424746
130.0,-140.0,73.96614935431751,90.74560532837717,98.97787836297422
130.0,-130.0,67.8487308903239,82.79872650778263,76.94273729548723
130.0,-120.0,63.63731430531239,77.40328973674877,55.88132141372204
130.0,-110.0,59.29798711515421,74.74108120772902,35.81180782150873
130.0,-100.0,59.60619213611407,74.81167618858892,16.582870341130857
130.0,-90.0,58.495642686984766,77.30827240334793,-1.908374664819365
130.0,-80.0,64.64058647875265,81.83847343607822,-19.760547089904275
130.0,-70.0,72.85683530415443,88.05473799444556,-37.069116856634835
130.0,-60.0,80.14804201699177,95.61495863689893,-53.884649613211785
130.0,-50.0,89.44705706353429,104.14957564919027,-70.15943706591412
130.0,-40.0,99.0121883222137,113.32389672497187,-85.89077674552045
130.0,-30.0,111.63528215512628,122.87631666064172,-101.07061748230636
130.0,-20.0,125.09647073762672,132.58014922362057,-115.64007567162464
130.0,-10.0,138.627047720423,142.32262666478434,-129.67677448731655
130.0,0.0,151.82999475591825,152.033401480131,-143.3113465193139
130.0,10.0,162.82078420648477,161.63531975792057,-156.63349044836767
130.0,20.0,170.26500602550567,171.0557479646365,-169.8391818927666
130.0,30.0,178.57834974705662,180.31805546874554,-183.13600888207992
130.0,40.0,185.91085823595878,189.47940973431278,-196.74914428758495
130.0,50.0,190.96945843705672,198.5347715645574,-210.6777205708571
130.0,60.0,195.7336324340182,207.5320721377227,-224.87850944957796
130.0,70.0,203.86972316600563,216.51059834061616,-239.25928401994193
130.0,80.0,212.5317229562354,225.4873539275282,-253.68414878086392
130.0,90.0,221.17744976252612,234.44413045820147,-268.0249844563363
130.0,100.0,231.65461519617025,243.40346189239986,-282.27785092705153
130.0,110.0,240.08038626281623,252.37386111674167,-296.530912657194
130.0,120.0,250.5716287592303,261.36966498051356,-310.80206567342196
130.0,130.0,259.0075226168203,270.44258288001726,-325.1464301424746
130.0,140.0,267.7423768428056,279.63040921359294,-339.66212450918164
140.0,-140.0,67.8487308903239,82.79872650778263,76.94273729548723
140.0,-130.0,63.63731430531239,77.40328973674877,55.88132141372204
140.0,-120.0,59.29798711515421,74.74108120772902,35.81180782150872
140.0,-110.0,59.606192136114075,74.81167618858893,16.582870341130846
140.0,-100.0,58.49564268698487,77.30827240334793,-1.908374664819369
140.0,-90.0,64.64058647875265,81.83847343607822,-19.76054708990427
140.0,-80.0,72.85683530415443,88.05473799444557,-37.06911685663483
140.0,-70.0,80.14804201699165,95.61495863689892,-53.884649613211764
140.0,-60.0,89.44705706353427,104.14957564919025,-70.15943706591413
140.0,-50.0,99.0121883222137,113.32389672497187,-85.89077674552045
140.0,-40.0,111.63528215512628,122.87631666064175,-101.07061748230639
140.0,-30.0,125.09647073762672,132.58014922362057,-115.64007567162464
140.0,-20.0,138.627047720423,142.32262666478434,-129.67677448731655
140.0,-10.0,151.82999475591825,152.033401480131,-143.3113465193139
140.0,0.0,162.82078420648477,161.63531975792057,-156.63349044836767
140.0,10.0,170.26500602550567,171.0557479646365,-169.8391818927666
140.0,20.0,178.57834974705662,180.31805546874554,-183.13600888207992
140.0,30.0,185.91085823595878,189.47940973431278,-196.7491442875849
140.0,40.0,190.96945843705672,198.5347715645574,-210.6777205708571
140.0,50.0,195.7336324340182,207.5320721377227,-224.87850944957796
140.0,60.0,203.86972316600563,216.51059834061616,-239.25928401994193
140.0,70.0,212.5317229562354,225.4873539275282,-253.68414878086392
140.0,80.0,221.17744976252612,234.44413045820144,-268.0249844563363
