pos1_id,pos2_id,anchor_label,anchor_id,delta_r_measured_mm,delta_r_geometric_mm,differential_error_mm
ID03,ID10,G,6,580.0,583.3486688164899,-3.3486688164898624
ID03,ID10,H,7,-151.0,-195.0742866792175,44.074286679217494
ID03,ID11,A,0,-485.0,-512.2565022341121,27.256502234112077
ID03,ID11,B,1,175.0,487.0815204066366,-312.0815204066366
ID03,ID11,C,2,223.0,68.44428036049885,154.55571963950115
ID03,ID11,D,3,-1242.0,-913.3159700085037,-328.68402999149635
ID03,ID11,E,4,-24.0,-119.01114647746726,95.01114647746726
ID03,ID11,F,5,978.0,905.6280599898921,72.37194001010789
ID03,ID11,G,6,380.0,326.79217232183555,53.20782767816445
ID03,ID11,H,7,-666.0,-690.6097579143755,24.60975791437545
ID03,ID12,A,0,-92.0,-201.5839009633421,109.5839009633421
ID03,ID12,B,1,385.0,686.7583243653025,-301.75832436530254
ID03,ID12,C,2,466.0,257.7648217833794,208.23517821662062
ID03,ID12,D,3,-1012.0,-622.0697396442893,-389.93026035571074
ID03,ID12,E,4,-81.0,-179.47467575992346,98.47467575992346
ID03,ID12,F,5,944.0,856.9728889628043,87.02711103719571
ID03,ID12,G,6,256.0,270.77512774464685,-14.775127744646852
ID03,ID12,H,7,-870.0,-819.548986491882,-50.45101350811797
ID03,ID13,A,0,-128.0,-98.80206801468739,-29.197931985312607
ID03,ID13,B,1,-411.0,-134.18940397441656,-276.81059602558344
ID03,ID13,C,2,-526.0,-487.2549579748638,-38.74504202513617
ID03,ID13,D,3,-781.0,-458.7266555469844,-322.2733444530156
ID03,ID13,E,4,360.0,288.14200390381984,71.85799609618016
ID03,ID13,F,5,283.0,223.09297275612175,59.90702724387825
ID03,ID13,G,6,-187.0,-233.23456011599887,46.234560115998875
ID03,ID13,H,7,-166.0,-143.79256297068264,-22.20743702931736
ID03,ID14,A,0,-79.0,-103.43868371538292,24.438683715382922
ID03,ID14,B,1,-495.0,-144.78285439659726,-350.21714560340274
ID03,ID14,C,2,-490.0,-487.9229592439615,-2.077040756038514
ID03,ID14,D,3,-849.0,-453.72356553421287,-395.27643446578713
ID03,ID14,E,4,303.0,287.4310530464636,15.568946953536397
ID03,ID14,F,5,321.0,217.35893762685282,103.64106237314718
ID03,ID14,G,6,-260.0,-228.3714267306916,-31.62857326930839
ID03,ID14,H,7,-123.0,-133.86807824755942,10.868078247559424
ID03,ID15,A,0,-178.0,-96.34678028594726,-81.65321971405274
ID03,ID15,B,1,-416.0,-152.58291377072555,-263.41708622927445
ID03,ID15,C,2,-515.0,-494.82817824762265,-20.171821752377355
ID03,ID15,D,3,-780.0,-446.5024977719404,-333.4975022280596
ID03,ID15,E,4,310.5,294.9926913145366,15.507308685463386
ID03,ID15,F,5,314.0,208.83317809621076,105.16682190378924
ID03,ID15,G,6,-222.0,-234.99751233647112,12.997512336471118
ID03,ID15,H,7,-160.0,-125.33632782210202,-34.66367217789798
ID03,ID16,A,0,-64.0,-94.91794593355894,30.91794593355894
ID03,ID16,B,1,-463.0,-146.91973430149756,-316.08026569850244
ID03,ID16,C,2,-450.0,-506.34816321296944,56.34816321296944
ID03,ID16,D,3,-815.0,-461.79806778519423,-353.20193221480577
ID03,ID16,E,4,322.0,304.87041514096404,17.12958485903596
ID03,ID16,F,5,356.0,222.11431503372523,133.88568496627477
ID03,ID16,G,6,-251.0,-240.8759574279827,-10.124042572017288
ID03,ID16,H,7,-129.0,-133.0114096323366,4.011409632336608
ID03,ID17,A,0,-487.0,-415.1555934252258,-71.84440657477421
ID03,ID17,B,1,-583.0,-237.10765535943574,-345.89234464056426
ID03,ID17,C,2,-610.0,-603.4641787760143,-6.535821223985749
ID03,ID17,D,3,-1199.0,-760.2339696025215,-438.7660303974785
ID03,ID17,E,4,817.0,647.3365031207245,169.6634968792755
ID03,ID17,F,5,791.0,781.3921035385431,9.607896461456903
ID03,ID17,G,6,322.0,259.7935875463645,62.206412453635494
ID03,ID17,H,7,133.0,224.90063336867024,-91.90063336867024
ID03,ID18,A,0,-514.0,-386.3852436571153,-127.61475634288468
ID03,ID18,B,1,-707.0,-390.6475991650502,-316.3524008349498
ID03,ID18,C,2,-550.0,-622.5838042527619,72.58380425276187
ID03,ID18,D,3,-987.0,-605.0666028372002,-381.9333971627998
ID03,ID18,E,4,662.0,663.514481996654,-1.5144819966540126
ID03,ID18,F,5,735.0,669.8414926972966,65.15850730270336
ID03,ID18,G,6,243.0,255.72722306638025,-12.727223066380247
ID03,ID18,H,7,334.0,345.08433597794055,-11.084335977940555
ID03,ID19,A,0,-256.0,-238.12567882301892,-17.874321176981084
ID03,ID19,B,1,-809.0,-399.4268741832209,-409.5731258167791
ID03,ID19,C,2,-817.0,-774.678700848611,-42.321299151388985
ID03,ID19,D,3,-995.0,-607.4965587762745,-387.50344122372553
ID03,ID19,E,4,1164.0,779.7402300632152,384.2597699367848
ID03,ID19,F,5,699.0,653.4272201198849,45.57277988011515
ID03,ID19,G,6,568.0,134.71388643688897,433.28611356311103
ID03,ID19,H,7,264.0,354.37271216258523,-90.37271216258523
ID03,ID20,A,0,-301.0,-269.65434945950346,-31.345650540496536
ID03,ID20,B,1,-545.0,-247.47867008095136,-297.52132991904864
ID03,ID20,C,2,-736.0,-747.7053930231393,11.705393023139322
ID03,ID20,D,3,-1185.0,-759.2220756966256,-425.77792430337445
ID03,ID20,E,4,756.0,763.8532369180234,-7.853236918023413
ID03,ID20,F,5,1089.0,768.1221754141582,320.87782458584184
ID03,ID20,G,6,101.0,147.69068530001505,-46.69068530001505
ID03,ID20,H,7,378.0,240.74220288072866,137.25779711927134
ID03,ID21,A,0,86.0,118.96724938550733,-32.96724938550733
ID03,ID21,B,1,-96.0,120.9620194150857,-216.9620194150857
ID03,ID21,C,2,-206.0,-209.01275077684704,3.0127507768470423
ID03,ID21,D,3,-336.0,-216.72930687334974,-119.27069312665026
ID03,ID21,E,4,231.0,194.039717639002,36.96028236099801
ID03,ID21,F,5,222.0,151.72438165236917,70.27561834763083
ID03,ID21,G,6,-277.0,-256.2589746273502,-20.7410253726498
ID03,ID21,H,7,-243.0,-225.79288834900808,-17.20711165099192
ID03,ID22,A,0,405.0,105.42929421294002,299.57070578706
ID03,ID22,B,1,-198.0,115.41163326119704,-313.41163326119704
ID03,ID22,C,2,-139.0,-193.66632027227342,54.666320272273424
ID03,ID22,D,3,-625.0,-208.49724812013346,-416.50275187986654
ID03,ID22,E,4,183.0,175.4703401702584,7.529659829741604
ID03,ID22,F,5,243.0,146.063361954519,96.936638045481
ID03,ID22,G,6,-219.0,-236.56629914615792,17.566299146157917
ID03,ID22,H,7,-225.0,-217.86395648752705,-7.136043512472952
ID03,ID23,A,0,72.0,114.45479203419927,-42.45479203419927
ID03,ID23,B,1,74.0,109.62500283146028,-35.62500283146028
ID03,ID23,C,2,-153.0,-202.07684925710055,49.07684925710055
ID03,ID23,D,3,-526.0,-203.08121874767176,-322.91878125232824
ID03,ID23,E,4,239.0,186.4393176082799,52.56068239172009
ID03,ID23,F,5,214.0,137.55567365489014,76.44432634510986
ID03,ID23,G,6,-234.0,-246.926365845198,12.926365845198006
ID03,ID23,H,7,-228.0,-210.4349450179759,-17.565054982024094
ID03,ID24,A,0,215.0,117.61936993375002,97.38063006624998
ID03,ID24,B,1,-191.0,117.82167428857929,-308.8216742885793
ID03,ID24,C,2,295.0,-206.174101932344,501.174101932344
ID03,ID24,D,3,-624.0,-212.0973727344326,-411.9026272655674
ID03,ID24,E,4,210.0,191.26063753411108,18.739362465888917
ID03,ID24,F,5,239.0,147.33788343431934,91.66211656568066
ID03,ID24,G,6,-225.0,-252.96804151662195,27.968041516621952
ID03,ID24,H,7,-213.0,-221.05980883885172,8.059808838851723
ID04,ID05,A,0,610.0,192.67064296923263,417.32935703076737
ID04,ID05,B,1,281.0,363.4941324034987,-82.49413240349872
ID04,ID05,C,2,291.0,161.19225601500875,129.80774398499125
ID04,ID05,D,3,20.0,66.81022382381752,-46.81022382381752
ID04,ID05,E,4,-332.0,-308.26161755725616,-23.73838244274384
ID04,ID05,F,5,-795.0,-522.7951675688007,-272.2048324311993
ID04,ID05,G,6,-619.0,-598.5612841294271,-20.438715870572878
ID04,ID05,H,7,-528.0,-431.99479846961685,-96.00520153038315
ID04,ID06,A,0,554.5,445.2656134605004,109.23438653949961
ID04,ID06,B,1,660.0,738.6974667892757,-78.69746678927572
ID04,ID06,C,2,789.0,556.1448657288715,232.85513427112846
ID04,ID06,D,3,301.0,331.49629457268975,-30.49629457268975
ID04,ID06,E,4,-317.0,-356.79582096353715,39.79582096353715
ID04,ID06,F,5,-903.0,-657.3996739025195,-245.60032609748055
ID04,ID06,G,6,-652.0,-681.0649047154754,29.06490471547545
ID04,ID06,H,7,-624.0,-492.197753614048,-131.802246385952
ID04,ID07,A,0,-99.0,-35.60707644862532,-63.39292355137468
ID04,ID07,B,1,657.0,792.3874816548941,-135.38748165489415
ID04,ID07,C,2,-166.0,-100.82837767747583,-65.17162232252417
ID04,ID07,D,3,-762.0,-717.6431381721798,-44.35686182782024
ID04,ID07,E,4,145.0,-16.255544396399273,161.25554439639927
ID04,ID07,F,5,251.0,531.5424046753296,-280.54240467532964
ID04,ID07,G,6,27.0,-148.83736439213794,175.83736439213794
ID04,ID07,H,7,-702.0,-573.8913144169401,-128.10868558305992
ID04,ID08,A,0,46.0,65.74912204915609,-19.749122049156085
ID04,ID08,B,1,1321.0,1060.2274380426222,260.7725619573778
ID04,ID08,C,2,234.0,270.53072922506203,-36.53072922506203
ID04,ID08,D,3,-568.0,-613.8034612329004,45.80346123290042
ID04,ID08,E,4,-489.0,-423.1258089529765,-65.87419104702349
ID04,ID08,F,5,-57.5,203.8021401726969,-261.3021401726969
ID04,ID08,G,6,-565.0,-583.4106453433299,18.41064534332986
ID04,ID08,H,7,-1347.0,-1154.3987476685447,-192.60125233145527
ID04,ID09,A,0,207.5,275.4061174783592,-67.90611747835919
ID04,ID09,B,1,1254.0,1270.2722332213132,-16.272233221313172
ID04,ID09,C,2,534.0,535.0702166996462,-1.0702166996461528
ID04,ID09,D,3,-154.0,-358.5055538588158,204.5055538588158
ID04,ID09,E,4,-547.0,-451.1176368386864,-95.8823631613136
ID04,ID09,F,5,35.0,144.10904165620923,-109.10904165620923
ID04,ID09,G,6,-731.0,-677.1935164506763,-53.80648354932373
ID04,ID09,H,7,-1337.0,-1236.7820124562509,-100.21798754374913
ID04,ID10,A,0,-951.0,-917.0752794667992,-33.9247205332008
ID04,ID10,B,1,1238.0,1255.6445204968147,-17.64452049681472
ID04,ID10,C,2,1012.0,928.8816186681336,83.11838133186643
ID04,ID10,D,3,-1269.0,-1236.3735339840878,-32.62646601591223
ID04,ID10,E,4,-708.0,-698.1515602451993,-9.848439754800665
ID04,ID10,F,5,832.0,949.3982349751413,-117.39823497514135
ID04,ID10,G,6,615.0,636.2727405208739,-21.272740520873867
ID04,ID10,H,7,-1104.0,-1021.0933974038248,-82.90660259617516
ID04,ID11,A,0,-740.0,-758.9467502702489,18.946750270248913
ID04,ID11,B,1,1274.0,1348.169404291317,-74.16940429131705
ID04,ID11,C,2,1317.0,1156.5873412260723,160.41265877392766
ID04,ID11,D,3,-832.0,-846.1361028292556,14.136102829255606
ID04,ID11,E,4,-1279.0,-1293.9994420418743,14.999442041874318
ID04,ID11,F,5,296.0,565.0723157688772,-269.07231576887716
ID04,ID11,G,6,415.0,379.71624402621956,35.283755973780444
ID04,ID11,H,7,-1619.0,-1516.6288686389828,-102.3711313610172
ID04,ID12,A,0,-347.0,-448.27414899947894,101.27414899947894
ID04,ID12,B,1,1484.0,1547.846208249983,-63.846208249982965
ID04,ID12,C,2,1560.0,1345.9078826489529,214.09211735104714
ID04,ID12,D,3,-602.0,-554.8898724650412,-47.11012753495879
ID04,ID12,E,4,-1336.0,-1354.4629713243305,18.46297132433051
ID04,ID12,F,5,262.0,516.4171447417893,-254.41714474178934
ID04,ID12,G,6,291.0,323.69919944903086,-32.69919944903086
ID04,ID12,H,7,-1823.0,-1645.5680972164894,-177.43190278351062
ID04,ID13,A,0,-383.0,-345.49231605082423,-37.50768394917577
ID04,ID13,B,1,688.0,726.8984799102639,-38.89847991026386
ID04,ID13,C,2,568.0,600.8881028907097,-32.88810289070966
ID04,ID13,D,3,-371.0,-391.5467883677363,20.546788367736326
ID04,ID13,E,4,-895.0,-886.8462916605872,-8.153708339412788
ID04,ID13,F,5,-399.0,-117.4627714648932,-281.5372285351068
ID04,ID13,G,6,-152.0,-180.31048841161487,28.31048841161487
ID04,ID13,H,7,-1119.0,-969.81167369529,-149.18832630471002
ID04,ID14,A,0,-334.0,-350.12893175151976,16.128931751519758
ID04,ID14,B,1,604.0,716.3050294880832,-112.30502948808316
ID04,ID14,C,2,604.0,600.220101621612,3.7798983783879976
ID04,ID14,D,3,-439.0,-386.5436983549648,-52.45630164503518
ID04,ID14,E,4,-952.0,-887.5572425179435,-64.44275748205655
ID04,ID14,F,5,-361.0,-123.19680659416213,-237.80319340583787
ID04,ID14,G,6,-225.0,-175.4473550263076,-49.552644973692395
ID04,ID14,H,7,-1076.0,-959.8871889721668,-116.11281102783323
ID04,ID15,A,0,-433.0,-343.0370283220841,-89.9629716779159
ID04,ID15,B,1,683.0,708.5049701139549,-25.50497011395487
ID04,ID15,C,2,579.0,593.3148826179508,-14.314882617950843
ID04,ID15,D,3,-370.0,-379.32263059269235,9.322630592692349
ID04,ID15,E,4,-944.5,-879.9956042498704,-64.50439575012956
ID04,ID15,F,5,-368.0,-131.7225661248042,-236.2774338751958
ID04,ID15,G,6,-187.0,-182.0734406320871,-4.926559367912887
ID04,ID15,H,7,-1113.0,-951.3554385467094,-161.64456145329063
ID04,ID16,A,0,-319.0,-341.6081939696958,22.608193969695776
ID04,ID16,B,1,636.0,714.1681495831829,-78.16814958318287
ID04,ID16,C,2,644.0,581.794897652604,62.20510234739595
ID04,ID16,D,3,-405.0,-394.6182006059462,-10.381799394053814
ID04,ID16,E,4,-933.0,-870.117880423443,-62.88211957655699
ID04,ID16,F,5,-326.0,-118.44142918728971,-207.5585708127103
ID04,ID16,G,6,-216.0,-187.9518857235987,-28.048114276401293
ID04,ID16,H,7,-1082.0,-959.030520356944,-122.96947964305605
ID04,ID17,A,0,-742.0,-661.8458414613626,-80.15415853863738
ID04,ID17,B,1,516.0,623.9802285252447,-107.98022852524468
ID04,ID17,C,2,484.0,484.67888208955924,-0.678882089559238
ID04,ID17,D,3,-789.0,-693.0541024232734,-95.94589757672657
ID04,ID17,E,4,-438.0,-527.6517924436826,89.65179244368255
ID04,ID17,F,5,109.0,440.83635931752815,-331.83635931752815
ID04,ID17,G,6,357.0,312.7176592507485,44.28234074925149
ID04,ID17,H,7,-820.0,-601.1184773559371,-218.8815226440629
ID04,ID18,A,0,-769.0,-633.0754916932522,-135.92450830674784
ID04,ID18,B,1,392.0,470.4402847196302,-78.4402847196302
ID04,ID18,C,2,544.0,465.5592566128116,78.44074338718838
ID04,ID18,D,3,-577.0,-537.8867356579522,-39.11326434204784
ID04,ID18,E,4,-593.0,-511.47381356775304,-81.52618643224696
ID04,ID18,F,5,53.0,329.2857484762817,-276.2857484762817
ID04,ID18,G,6,278.0,308.65129477076425,-30.651294770764252
ID04,ID18,H,7,-619.0,-480.9347747466668,-138.0652252533332
ID04,ID19,A,0,-511.0,-484.81592685915575,-26.184073140844248
ID04,ID19,B,1,290.0,461.66100970145953,-171.66100970145953
ID04,ID19,C,2,277.0,313.4643600169625,-36.46436001696247
ID04,ID19,D,3,-585.0,-540.3166915970264,-44.68330840297358
ID04,ID19,E,4,-91.0,-395.24806550119183,304.24806550119183
ID04,ID19,F,5,17.0,312.8714758988699,-295.8714758988699
ID04,ID19,G,6,603.0,187.63795814127297,415.362041858727
ID04,ID19,H,7,-689.0,-471.6463985620221,-217.3536014379779
ID04,ID20,A,0,-556.0,-516.3445974956403,-39.6554025043597
ID04,ID20,B,1,554.0,613.6092138037291,-59.60921380372906
ID04,ID20,C,2,358.0,340.43766784243417,17.562332157565834
ID04,ID20,D,3,-775.0,-692.0422085173775,-82.9577914826225
ID04,ID20,E,4,-499.0,-411.13505864638364,-87.86494135361636
ID04,ID20,F,5,407.0,427.5664311931432,-20.566431193143217
ID04,ID20,G,6,136.0,200.61475700439905,-64.61475700439905
ID04,ID20,H,7,-575.0,-585.2769078438787,10.27690784387869
ID04,ID21,A,0,-169.0,-127.7229986506295,-41.277001349370494
ID04,ID21,B,1,1003.0,982.0499032997661,20.95009670023387
ID04,ID21,C,2,888.0,879.1303100887264,8.869689911273554
ID04,ID21,D,3,74.0,-149.5494396941017,223.5494396941017
ID04,ID21,E,4,-1024.0,-980.9485779254051,-43.05142207459494
ID04,ID21,F,5,-460.0,-188.83136256864577,-271.1686374313542
ID04,ID21,G,6,-242.0,-203.3349029229662,-38.665097077033806
ID04,ID21,H,7,-1196.0,-1051.8119990736154,-144.18800092638457
ID04,ID22,A,0,150.0,-141.26095382319681,291.2609538231968
ID04,ID22,B,1,901.0,976.4995171458775,-75.49951714587746
ID04,ID22,C,2,955.0,894.4767405933001,60.523259406699935
ID04,ID22,D,3,-215.0,-141.3173809408854,-73.68261905911459
ID04,ID22,E,4,-1072.0,-999.5179553941487,-72.48204460585134
ID04,ID22,F,5,-439.0,-194.49238226649595,-244.50761773350405
ID04,ID22,G,6,-184.0,-183.6422274417739,-0.3577725582260882
ID04,ID22,H,7,-1178.0,-1043.8830672121344,-134.1169327878656
ID04,ID23,A,0,-183.0,-132.23545600193756,-50.764543998062436
ID04,ID23,B,1,1173.0,970.7128867161407,202.2871132838593
ID04,ID23,C,2,941.0,886.0662116084729,54.93378839152706
ID04,ID23,D,3,-116.0,-135.9013515684237,19.901351568423706
ID04,ID23,E,4,-1016.0,-988.5489779561271,-27.451022043872854
ID04,ID23,F,5,-468.0,-203.0000705661248,-264.9999294338752
ID04,ID23,G,6,-199.0,-194.002294140814,-4.997705859185999
ID04,ID23,H,7,-1181.0,-1036.4540557425833,-144.54594425741675
ID04,ID24,A,0,-40.0,-129.0708781023868,89.07087810238681
ID04,ID24,B,1,908.0,978.9095581732597,-70.90955817325971
ID04,ID24,C,2,1389.0,881.9689589332295,507.0310410667705
ID04,ID24,D,3,-214.0,-144.91750555518456,-69.08249444481544
ID04,ID24,E,4,-1045.0,-983.727658030296,-61.27234196970403
ID04,ID24,F,5,-443.0,-193.2178607866956,-249.7821392133044
ID04,ID24,G,6,-190.0,-200.04396981223795,10.043969812237947
ID04,ID24,H,7,-1166.0,-1047.078919563459,-118.92108043654093
ID05,ID06,A,0,-55.5,252.59497049126776,-308.09497049126776
ID05,ID06,B,1,379.0,375.203334385777,3.796665614223002
ID05,ID06,C,2,498.0,394.9526097138628,103.04739028613722
ID05,ID06,D,3,281.0,264.6860707488722,16.313929251127774
ID05,ID06,E,4,15.0,-48.534203406280994,63.534203406280994
ID05,ID06,F,5,-108.0,-134.60450633371875,26.604506333718746
ID05,ID06,G,6,-33.0,-82.50362058604833,49.50362058604833
ID05,ID06,H,7,-96.0,-60.202955144431144,-35.797044855568856
ID05,ID07,A,0,-709.0,-228.27771941785795,-480.72228058214205
ID05,ID07,B,1,376.0,428.8933492513954,-52.89334925139542
ID05,ID07,C,2,-457.0,-262.0206336924846,-194.97936630751542
ID05,ID07,D,3,-782.0,-784.4533619959973,2.453361995997284
ID05,ID07,E,4,477.0,292.0060731608569,184.9939268391431
ID05,ID07,F,5,1046.0,1054.3375722441303,-8.337572244130342
ID05,ID07,G,6,646.0,449.7239197372892,196.27608026271082
ID05,ID07,H,7,-174.0,-141.89651594732322,-32.10348405267678
ID05,ID08,A,0,-564.0,-126.92152092007655,-437.07847907992345
ID05,ID08,B,1,1040.0,696.7333056391235,343.2666943608765
ID05,ID08,C,2,-57.0,109.33847321005328,-166.33847321005328
ID05,ID08,D,3,-588.0,-680.6136850567179,92.61368505671794
ID05,ID08,E,4,-157.0,-114.86419139572035,-42.135808604279646
ID05,ID08,F,5,737.5,726.5973077414976,10.902692258502384
ID05,ID08,G,6,54.0,15.150638786097261,38.84936121390274
ID05,ID08,H,7,-819.0,-722.4039491989279,-96.59605080107212
ID05,ID09,A,0,-402.5,82.73547450912656,-485.23547450912656
ID05,ID09,B,1,973.0,906.7781008178144,66.22189918218555
ID05,ID09,C,2,243.0,373.8779606846374,-130.8779606846374
ID05,ID09,D,3,-174.0,-425.3157776826333,251.31577768263332
ID05,ID09,E,4,-215.0,-142.85601928143024,-72.14398071856976
ID05,ID09,F,5,830.0,666.9042092250099,163.09579077499006
ID05,ID09,G,6,-112.0,-78.63223232124915,-33.36776767875085
ID05,ID09,H,7,-809.0,-804.787213986634,-4.212786013365985
ID05,ID10,A,0,-1561.0,-1109.7459224360318,-451.25407756396817
ID05,ID10,B,1,957.0,892.150388093316,64.849611906684
ID05,ID10,C,2,721.0,767.6893626531248,-46.68936265312482
ID05,ID10,D,3,-1289.0,-1303.1837578079053,14.183757807905295
ID05,ID10,E,4,-376.0,-389.8899426879432,13.889942687943176
ID05,ID10,F,5,1627.0,1472.193402543942,154.80659745605794
ID05,ID10,G,6,1234.0,1234.834024650301,-0.8340246503009894
ID05,ID10,H,7,-576.0,-589.098598934208,13.098598934207985
ID05,ID11,A,0,-1350.0,-951.6173932394815,-398.38260676051846
ID05,ID11,B,1,993.0,984.6752718878183,8.324728112181674
ID05,ID11,C,2,1026.0,995.3950852110636,30.604914788936412
ID05,ID11,D,3,-852.0,-912.9463266530731,60.94632665307313
ID05,ID11,E,4,-947.0,-985.7378244846182,38.73782448461816
ID05,ID11,F,5,1091.0,1087.8674833376779,3.132516662322132
ID05,ID11,G,6,1034.0,978.2775281556467,55.72247184435332
ID05,ID11,H,7,-1091.0,-1084.634070169366,-6.365929830634059
ID05,ID12,A,0,-957.0,-640.9447919687116,-316.05520803128843
ID05,ID12,B,1,1203.0,1184.3520758464842,18.64792415351576
ID05,ID12,C,2,1269.0,1184.715626633944,84.28437336605589
ID05,ID12,D,3,-622.0,-621.7000962888587,-0.299903711141269
ID05,ID12,E,4,-1004.0,-1046.2013537670744,42.20135376707435
ID05,ID12,F,5,1057.0,1039.21231231059,17.78768768940995
ID05,ID12,G,6,910.0,922.260483578458,-12.260483578457979
ID05,ID12,H,7,-1295.0,-1213.5732987468725,-81.42670125312748
ID05,ID13,A,0,-993.0,-538.1629590200569,-454.83704097994314
ID05,ID13,B,1,407.0,363.40434750676513,43.595652493234866
ID05,ID13,C,2,277.0,439.6958468757009,-162.6958468757009
ID05,ID13,D,3,-391.0,-458.35701219155385,67.35701219155385
ID05,ID13,E,4,-563.0,-578.584674103331,15.584674103331054
ID05,ID13,F,5,396.0,405.3323961039075,-9.332396103907513
ID05,ID13,G,6,467.0,418.25079571781225,48.74920428218775
ID05,ID13,H,7,-591.0,-537.8168752256731,-53.18312477432687
ID05,ID14,A,0,-944.0,-542.7995747207524,-401.2004252792476
ID05,ID14,B,1,323.0,352.81089708458444,-29.81089708458444
ID05,ID14,C,2,313.0,439.02784560660325,-126.02784560660325
ID05,ID14,D,3,-459.0,-453.35392217878234,-5.646077821217659
ID05,ID14,E,4,-620.0,-579.2956249606873,-40.70437503931271
ID05,ID14,F,5,434.0,399.5983609746386,34.40163902536142
ID05,ID14,G,6,394.0,423.1139291031195,-29.113929103119517
ID05,ID14,H,7,-548.0,-527.8923905025499,-20.107609497450085
ID05,ID15,A,0,-1043.0,-535.7076712913167,-507.29232870868327
ID05,ID15,B,1,402.0,345.01083771045614,56.989162289543856
ID05,ID15,C,2,288.0,432.1226266029421,-144.1226266029421
ID05,ID15,D,3,-390.0,-446.1328544165099,56.13285441650987
ID05,ID15,E,4,-612.5,-571.7339866926143,-40.76601330738572
ID05,ID15,F,5,427.0,391.0726014439965,35.92739855600348
ID05,ID15,G,6,432.0,416.48784349734,15.512156502659991
ID05,ID15,H,7,-585.0,-519.3606400770925,-65.63935992290749
ID05,ID16,A,0,-929.0,-534.2788369389284,-394.7211630610716
ID05,ID16,B,1,355.0,350.67401717968414,4.325982820315858
ID05,ID16,C,2,353.0,420.6026416375953,-67.6026416375953
ID05,ID16,D,3,-425.0,-461.4284244297637,36.42842442976371
ID05,ID16,E,4,-601.0,-561.8562628661869,-39.14373713381315
ID05,ID16,F,5,469.0,404.353738381511,64.646261618489
ID05,ID16,G,6,403.0,410.6093984058284,-7.609398405828415
ID05,ID16,H,7,-554.0,-527.0357218873271,-26.9642781126729
ID05,ID17,A,0,-1352.0,-854.5164844305953,-497.48351556940474
ID05,ID17,B,1,235.0,260.48609612174596,-25.48609612174596
ID05,ID17,C,2,193.0,323.4866260745505,-130.4866260745505
ID05,ID17,D,3,-809.0,-759.864326247091,-49.13567375290904
ID05,ID17,E,4,-106.0,-219.3901748864264,113.3901748864264
ID05,ID17,F,5,904.0,963.6315268863289,-59.63152688632886
ID05,ID17,G,6,976.0,911.2789433801756,64.72105661982437
ID05,ID17,H,7,-292.0,-169.12367888632025,-122.87632111367975
ID05,ID18,A,0,-1379.0,-825.7461346624848,-553.2538653375152
ID05,ID18,B,1,111.0,106.94615231613147,4.053847683868526
ID05,ID18,C,2,253.0,304.36700059780287,-51.36700059780287
ID05,ID18,D,3,-597.0,-604.6969594817697,7.696959481769682
ID05,ID18,E,4,-261.0,-203.21219601049688,-57.78780398950312
ID05,ID18,F,5,848.0,852.0809160450824,-4.080916045082404
ID05,ID18,G,6,897.0,907.2125789001914,-10.212578900191374
ID05,ID18,H,7,-91.0,-48.93997627704994,-42.06002372295006
ID05,ID19,A,0,-1121.0,-677.4865698283884,-443.5134301716116
ID05,ID19,B,1,9.0,98.16687729796081,-89.16687729796081
ID05,ID19,C,2,-14.0,152.27210400195372,-166.27210400195372
ID05,ID19,D,3,-605.0,-607.1269154208439,2.126915420843943
ID05,ID19,E,4,241.0,-86.98644794393567,327.9864479439357
ID05,ID19,F,5,812.0,835.6666434676706,-23.66664346767061
ID05,ID19,G,6,1222.0,786.1992422707001,435.8007577292999
ID05,ID19,H,7,-161.0,-39.65160009240526,-121.34839990759474
ID05,ID20,A,0,-1166.0,-709.0152404648729,-456.98475953512707
ID05,ID20,B,1,273.0,250.11508140023034,22.884918599769662
ID05,ID20,C,2,67.0,179.24541182742541,-112.24541182742541
ID05,ID20,D,3,-795.0,-758.852432341195,-36.147567658804974
ID05,ID20,E,4,-167.0,-102.87344108912748,-64.12655891087252
ID05,ID20,F,5,1202.0,950.3615987619439,251.63840123805608
ID05,ID20,G,6,755.0,799.1760411338262,-44.176041133826175
ID05,ID20,H,7,-47.0,-153.28210937426184,106.28210937426184
ID05,ID21,A,0,-779.0,-320.39364161986214,-458.60635838013786
ID05,ID21,B,1,722.0,618.5557708962674,103.4442291037326
ID05,ID21,C,2,597.0,717.9380540737177,-120.9380540737177
ID05,ID21,D,3,54.0,-216.35966351791922,270.3596635179192
ID05,ID21,E,4,-692.0,-672.6869603681489,-19.313039631851098
ID05,ID21,F,5,335.0,333.96380500015493,1.0361949998450655
ID05,ID21,G,6,377.0,395.2263812064609,-18.22638120646093
ID05,ID21,H,7,-668.0,-619.8172006039986,-48.18279939600143
ID05,ID22,A,0,-460.0,-333.93159679242945,-126.06840320757055
ID05,ID22,B,1,620.0,613.0053847423787,6.994615257621263
ID05,ID22,C,2,664.0,733.2844845782913,-69.28448457829131
ID05,ID22,D,3,-235.0,-208.12760476470294,-26.872395235297063
ID05,ID22,E,4,-740.0,-691.2563378368925,-48.7436621631075
ID05,ID22,F,5,356.0,328.30278530230476,27.697214697695244
ID05,ID22,G,6,435.0,414.9190566876532,20.08094331234679
ID05,ID22,H,7,-650.0,-611.8882687425175,-38.11173125748246
ID05,ID23,A,0,-793.0,-324.9060989711702,-468.0939010288298
