A	0	760186071	/dev/serial/by-id/usb-SEGGER_J-Link_000760186071-if00
B	1	760185876	/dev/serial/by-id/usb-SEGGER_J-Link_000760185876-if00
C	2	760185878	/dev/serial/by-id/usb-SEGGER_J-Link_000760185878-if00
D	3	760186081	/dev/serial/by-id/usb-SEGGER_J-Link_000760186081-if00
E	4	760185904	/dev/serial/by-id/usb-SEGGER_J-Link_000760185904-if00
F	5	760186124	/dev/serial/by-id/usb-SEGGER_J-Link_000760186124-if00
G	6	760185889	/dev/serial/by-id/usb-SEGGER_J-Link_000760185889-if00
H	7	760186121	/dev/serial/by-id/usb-SEGGER_J-Link_000760186121-if00
