method,tag_method,layout,keep_k,repeats,elapsed_s,repeat_batch,roto_tracks_ok,solved_total,turn_center_rms_3d_mm_median,turn_center_p95_3d_mm_median,circle_thickness_rms_mm_median,radius_mm_median,turn_count_median
T4_CUDA_REPLAY,T4,v3-lite,8,1,8.592470004000006,1000,34.0,38457.0,12.396477521471704,22.160497157281085,80.90766269568093,538.1016589745666,23.0
T4_CUDA_REPLAY,T4,v3-lite,7,5000,155.32334214800017,1000,34.0,40811.0,21.71285699744764,36.57147448119313,99.13316151224687,546.4144816107654,23.0
T4_CUDA_REPLAY,T4,v3-lite,6,5000,135.2837321310003,1000,34.0,40811.0,30.718299991126802,51.08159987073487,121.97086881164671,551.2239759212582,23.0
T4_CUDA_REPLAY,T4,v3-lite,5,5000,132.1133740940004,1000,34.0,40811.0,41.53286763037683,69.65860861430866,153.39648785302313,558.8472584808225,23.0
T4_CUDA_REPLAY,T4,v3-lite,4,5000,125.5925875920002,1000,34.0,40811.0,63.93677592732957,108.42752190897218,206.15750840971612,579.4130052453986,23.0
