version,solver,solver_family,eval_set,ID,capture,location,height,facing,tag_truth_source,tag_truth_corrected,point_estimator,frames_input,solve_fraction,status,frames_solved,x_mm,y_mm,z_mm,mean_x_mm,mean_y_mm,mean_z_mm,median_x_mm,median_y_mm,median_z_mm,x_std_mm,y_std_mm,z_std_mm,d3_std_mm,radial_p50_mm,radial_p95_mm,anchors_used_median,anchors_input_median,pct_solved_ge7,pct_solved_ge8,residual_rms_median_mm,residual_rms_p95_mm,filter_rejections,aligned_x_mm,aligned_y_vertical_mm,aligned_z_mm,truth_x_mm,truth_y_vertical_mm,truth_z_mm,err_x_mm,err_y_vertical_mm,err_z_mm,err_horizontal_mm,err_vertical_mm,err_3d_mm,anchor_fit_det,anchor_fit_scale,anchor_similarity_scale_diagnostic,distance_to_array_centroid_mm,scale_bias_expected_mm,source_tr_all,layout_json
v1-old,T1+F0,external_position_filter,all8,ID01,static_ID01_BSF66F_120s_20260528_110629,edge,low,ABEF,reconstructed_from_relabelled_balls,False,median,1201,1.0,ok,1201,1317.5810871619954,778.4413837964706,203.0724061638031,1318.2790664682336,775.4355737682667,208.5707133816892,1317.5810871619954,778.4413837964706,203.0724061638031,19.768026410725817,33.4129326723817,50.99212444424104,64.398362902958,46.82298513219857,121.504617201345,8.0,8.0,99.7502081598668,91.75686927560366,85.94227243856004,160.08238910386987,0,-483.76447607159525,-9.540483815899025,-389.40333921180695,-542.215344349341,182.54280058407932,-383.3240609304319,58.45086827774571,-192.0832843999784,-6.079278281375025,58.76616055898818,192.0832843999784,200.87172467205968,-1.000000000000001,1.0,0.9549735987772424,889.8367413746068,40.06614613988423,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID01_BSF66F_120s_20260528_110629/tag_capture_20260528_110630/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v1-old/layout.json
v1-old,T1+F1,external_position_filter,all8,ID01,static_ID01_BSF66F_120s_20260528_110629,edge,low,ABEF,reconstructed_from_relabelled_balls,False,median,1201,1.0,ok,1201,1319.032402053096,777.8460060025367,205.6732433958252,1319.5659344638566,777.8976845503545,207.1201708789594,1319.032402053096,777.8460060025367,205.6732433958252,11.88819320235159,15.868758854214589,23.1144431597902,30.49270493780291,24.484512924737167,52.2222728164631,8.0,8.0,99.7502081598668,91.75686927560366,85.94227243856004,160.08238910386987,0,-484.5660554712954,-12.068102541939766,-387.92220519361103,-542.215344349341,182.54280058407932,-383.3240609304319,57.64928887804558,-194.6109031260191,-4.598144263179108,57.8323736224734,194.6109031260191,203.02213439508057,-1.000000000000001,1.0,0.9549735987772424,889.8367413746068,40.06614613988423,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID01_BSF66F_120s_20260528_110629/tag_capture_20260528_110630/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v1-old/layout.json
v1-old,T1+F2,external_position_filter,all8,ID01,static_ID01_BSF66F_120s_20260528_110629,edge,low,ABEF,reconstructed_from_relabelled_balls,False,median,1201,1.0,ok,1201,1319.032402053096,777.8460060025367,205.6732433958252,1319.5659344638566,777.8976845503545,207.1201708789594,1319.032402053096,777.8460060025367,205.6732433958252,11.88819320235159,15.868758854214589,23.1144431597902,30.49270493780291,24.484512924737167,52.2222728164631,8.0,8.0,99.7502081598668,91.75686927560366,85.94227243856004,160.08238910386987,0,-484.5660554712954,-12.068102541939766,-387.92220519361103,-542.215344349341,182.54280058407932,-383.3240609304319,57.64928887804558,-194.6109031260191,-4.598144263179108,57.8323736224734,194.6109031260191,203.02213439508057,-1.000000000000001,1.0,0.9549735987772424,889.8367413746068,40.06614613988423,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID01_BSF66F_120s_20260528_110629/tag_capture_20260528_110630/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v1-old/layout.json
v1-old,T1+F3,external_position_filter,all8,ID01,static_ID01_BSF66F_120s_20260528_110629,edge,low,ABEF,reconstructed_from_relabelled_balls,False,median,1201,1.0,ok,1201,1318.641921127195,777.9800118650683,205.4465646043789,1319.073920435298,778.1293100933564,206.2021376040279,1318.641921127195,777.9800118650683,205.4465646043789,13.216689854727717,18.342990440410453,27.135089788772703,35.330427265726335,29.44243523750176,62.4927958267423,8.0,8.0,99.7502081598668,91.75686927560366,85.94227243856004,160.08238910386987,0,-484.3961001644511,-11.85948524655143,-388.3087413716298,-542.215344349341,182.54280058407932,-383.3240609304319,57.81924418488984,-194.4022858306308,-4.984680441197895,58.03371465978013,194.4022858306308,202.87967067546973,-1.000000000000001,1.0,0.9549735987772424,889.8367413746068,40.06614613988423,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID01_BSF66F_120s_20260528_110629/tag_capture_20260528_110630/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v1-old/layout.json
v1-old,T1+F4,external_position_filter,all8,ID01,static_ID01_BSF66F_120s_20260528_110629,edge,low,ABEF,reconstructed_from_relabelled_balls,False,median,1201,1.0,ok,1201,1318.8286508070346,777.8972996031163,205.4858567417655,1319.5573616350669,777.9100616623143,207.1291677163134,1318.8286508070346,777.8972996031163,205.4858567417655,8.37306407790422,10.47871558354812,15.848737460292073,20.84048499241237,16.466359103039693,36.9077459374609,8.0,8.0,99.7502081598668,91.75686927560366,85.94227243856004,160.08238910386987,0,-484.4930777188699,-11.889496590033332,-388.12722598145047,-542.215344349341,182.54280058407932,-383.3240609304319,57.72226663047104,-194.43229717411268,-4.803165051018539,57.92176153628718,194.43229717411268,202.8764368867636,-1.000000000000001,1.0,0.9549735987772424,889.8367413746068,40.06614613988423,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID01_BSF66F_120s_20260528_110629/tag_capture_20260528_110630/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v1-old/layout.json
v1-old,T1+F5,external_position_filter,all8,ID01,static_ID01_BSF66F_120s_20260528_110629,edge,low,ABEF,reconstructed_from_relabelled_balls,False,median,1201,1.0,ok,1201,1318.9820091463384,777.7298268252947,205.8865170358556,1320.0468184351762,777.7546328390467,207.71850276588268,1318.9820091463384,777.7298268252947,205.8865170358556,8.08180553400578,9.350292511851723,14.18772875564112,18.934777629147355,14.746309311746996,34.59789330830971,8.0,8.0,99.7502081598668,91.75686927560366,85.94227243856004,160.08238910386987,0,-484.6872166647401,-12.278146406135704,-387.9743993707252,-542.215344349341,182.54280058407932,-383.3240609304319,57.52812768460092,-194.82094699021505,-4.650338440293297,57.7157788001255,194.82094699021505,203.1903356674948,-1.000000000000001,1.0,0.9549735987772424,889.8367413746068,40.06614613988423,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID01_BSF66F_120s_20260528_110629/tag_capture_20260528_110630/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v1-old/layout.json
v1-old,T2+F0,external_position_filter,all8,ID01,static_ID01_BSF66F_120s_20260528_110629,edge,low,ABEF,reconstructed_from_relabelled_balls,False,median,1201,1.0,ok,1201,1317.9363753567548,777.9231897109154,203.4786539745585,1318.569743830648,775.0322724652116,209.25079946848027,1317.9363753567548,777.9231897109154,203.4786539745585,19.75694540525716,33.08026833619446,50.92573366767362,64.18837602151966,46.895558286616414,121.5120966009078,8.0,8.0,99.7502081598668,91.75686927560366,85.97772063957237,160.11179834009596,0,-484.322382828769,-9.914457953757164,-389.07367955413474,-542.215344349341,182.54280058407932,-383.3240609304319,57.89296152057193,-192.4572585378365,-5.749618623702816,58.17777159655097,192.4572585378365,201.05832355771815,-1.000000000000001,1.0,0.9549735987772424,889.8367413746068,40.06614613988423,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID01_BSF66F_120s_20260528_110629/tag_capture_20260528_110630/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v1-old/layout.json
v1-old,T2+F1,external_position_filter,all8,ID01,static_ID01_BSF66F_120s_20260528_110629,edge,low,ABEF,reconstructed_from_relabelled_balls,False,median,1201,1.0,ok,1201,1319.198790669103,777.2695455561266,206.31328230251933,1319.8155542699274,777.48354348614,207.80527975564297,1319.198790669103,777.2695455561266,206.31328230251933,11.96771524447392,15.814815146812334,23.20448056054409,30.56852553262598,24.820774231719124,52.76872155983182,8.0,8.0,99.7502081598668,91.75686927560366,85.97772063957237,160.11179834009596,0,-485.1786772330702,-12.67932290523592,-387.778170946342,-542.215344349341,182.54280058407932,-383.3240609304319,57.03666711627079,-195.2221234893153,-4.454110015910089,57.21031805335569,195.2221234893153,203.4322933839256,-1.000000000000001,1.0,0.9549735987772424,889.8367413746068,40.06614613988423,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID01_BSF66F_120s_20260528_110629/tag_capture_20260528_110630/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v1-old/layout.json
v1-old,T2+F2,external_position_filter,all8,ID01,static_ID01_BSF66F_120s_20260528_110629,edge,low,ABEF,reconstructed_from_relabelled_balls,False,median,1201,1.0,ok,1201,1319.198790669103,777.2695455561266,206.31328230251933,1319.8155542699274,777.48354348614,207.80527975564297,1319.198790669103,777.2695455561266,206.31328230251933,11.96771524447392,15.814815146812334,23.20448056054409,30.56852553262598,24.820774231719124,52.76872155983182,8.0,8.0,99.7502081598668,91.75686927560366,85.97772063957237,160.11179834009596,0,-485.1786772330702,-12.67932290523592,-387.778170946342,-542.215344349341,182.54280058407932,-383.3240609304319,57.03666711627079,-195.2221234893153,-4.454110015910089,57.21031805335569,195.2221234893153,203.4322933839256,-1.000000000000001,1.0,0.9549735987772424,889.8367413746068,40.06614613988423,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID01_BSF66F_120s_20260528_110629/tag_capture_20260528_110630/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v1-old/layout.json
v1-old,T2+F3,external_position_filter,all8,ID01,static_ID01_BSF66F_120s_20260528_110629,edge,low,ABEF,reconstructed_from_relabelled_balls,False,median,1201,1.0,ok,1201,1318.8335038762905,777.6316427271399,206.5811698400152,1319.3365678655196,777.7142724278364,206.8921136389785,1318.8335038762905,777.6316427271399,206.5811698400152,13.272003626523976,18.252382812426752,27.20316809428871,35.350594055132575,29.69066565722949,62.94891252199947,8.0,8.0,99.7502081598668,91.75686927560366,85.97772063957237,160.11179834009596,0,-484.8036194192008,-12.97279863879396,-388.10910321293545,-542.215344349341,182.54280058407932,-383.3240609304319,57.41172493014017,-195.5155992228733,-4.785042282503525,57.61078708974062,195.5155992228733,203.82677039235705,-1.000000000000001,1.0,0.9549735987772424,889.8367413746068,40.06614613988423,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID01_BSF66F_120s_20260528_110629/tag_capture_20260528_110630/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v1-old/layout.json
