version,solver,solver_family,eval_set,ID,center_distance_mm,radial_signed_error_mm,tangential_error_mm,radially_outward
v1-old,T1+F0,external_position_filter,all8,ID01,904.8581057484208,145.12573595138406,138.8811381624478,True
v1-old,T1+F0,external_position_filter,all8,ID02,414.80151183802343,-31.483124033438422,43.63191734895433,False
v1-old,T1+F0,external_position_filter,all8,ID03,762.7501078007353,356.93489018924663,206.19256135630624,True
v1-old,T1+F0,external_position_filter,all8,ID04,1065.811558067375,243.50075769209596,228.7058138544312,True
v1-old,T1+F0,external_position_filter,all8,ID05,692.4979819346569,88.13918553453344,83.45280577196306,True
v1-old,T1+F0,external_position_filter,all8,ID06,983.0246745750289,172.11887882105088,167.99977325165136,True
v1-old,T1+F0,external_position_filter,all8,ID07,954.6549679640887,204.43877371462753,153.77933221000814,True
v1-old,T1+F0,external_position_filter,all8,ID08,580.6086421076762,65.4929068874491,58.910327264368284,True
v1-old,T1+F0,external_position_filter,all8,ID09,825.5734294328124,74.41245976096512,36.347699152535256,True
v1-old,T1+F0,external_position_filter,all8,ID10,1063.4564290726642,167.34533771447613,66.6616546624646,True
v1-old,T1+F0,external_position_filter,all8,ID11,770.8923252279793,76.88173695465301,141.13946018105565,True
v1-old,T1+F0,external_position_filter,all8,ID12,972.8722083943702,159.4872126538299,120.31704202111426,True
v1-old,T1+F0,external_position_filter,all8,ID13,164.33330797041327,-70.55394048753976,29.26016015146915,False
v1-old,T1+F0,external_position_filter,all8,ID14,160.68776077464324,14.470760852630745,24.258334755757858,True
v1-old,T1+F0,external_position_filter,all8,ID15,161.88022524167178,-94.24327960794035,43.27275457140927,False
v1-old,T1+F0,external_position_filter,all8,ID16,147.9126953292345,86.97136408676037,6.826600804326031,True
v1-old,T1+F0,external_position_filter,all8,ID17,780.0403542483501,114.89479689305392,20.4886936610502,True
v1-old,T1+F0,external_position_filter,all8,ID18,785.9969931308584,80.84212503623239,50.533763777331664,True
v1-old,T1+F0,external_position_filter,all8,ID19,779.8893538325999,223.40090270744724,44.74330412716562,True
v1-old,T1+F0,external_position_filter,all8,ID20,780.296291419316,239.99167835358915,2.179985488804645,True
v1-old,T1+F0,external_position_filter,all8,ID21,622.457440757399,149.27981859473627,42.06157277135846,True
v1-old,T1+F0,external_position_filter,all8,ID22,625.8071293306682,105.30445034543669,38.60839387915217,True
v1-old,T1+F0,external_position_filter,all8,ID23,625.4677339212478,273.87820089923986,101.48717526064117,True
v1-old,T1+F0,external_position_filter,all8,ID24,623.9880940820714,201.0308880335368,43.02582984783177,True
v1-old,T1+F1,external_position_filter,all8,ID01,904.8581057484208,147.40877616766147,139.60171833858792,True
v1-old,T1+F1,external_position_filter,all8,ID02,414.80151183802343,-25.896339466365824,37.44589501223854,False
v1-old,T1+F1,external_position_filter,all8,ID03,762.7501078007353,352.30045809422165,201.9595414687649,True
v1-old,T1+F1,external_position_filter,all8,ID04,1065.811558067375,242.2226867787564,226.3182598613196,True
v1-old,T1+F1,external_position_filter,all8,ID05,692.4979819346569,89.7920604974546,83.32782691212131,True
v1-old,T1+F1,external_position_filter,all8,ID06,983.0246745750289,171.32910388362302,165.53196613869486,True
v1-old,T1+F1,external_position_filter,all8,ID07,954.6549679640887,206.8169551000618,151.65161599411294,True
v1-old,T1+F1,external_position_filter,all8,ID08,580.6086421076762,69.66361266548205,57.78873491485998,True
v1-old,T1+F1,external_position_filter,all8,ID09,825.5734294328124,77.3791181268601,29.42912610423716,True
v1-old,T1+F1,external_position_filter,all8,ID10,1063.4564290726642,166.26799122888676,67.79819348274326,True
v1-old,T1+F1,external_position_filter,all8,ID11,770.8923252279793,76.55112458257443,139.4695318650228,True
v1-old,T1+F1,external_position_filter,all8,ID12,972.8722083943702,157.2231811161575,120.66102497335666,True
v1-old,T1+F1,external_position_filter,all8,ID13,164.33330797041327,-50.98511565139467,22.426594788773187,False
v1-old,T1+F1,external_position_filter,all8,ID14,160.68776077464324,12.030761485313914,25.149056593860823,True
v1-old,T1+F1,external_position_filter,all8,ID15,161.88022524167178,-81.8208520552681,39.785265523677054,False
v1-old,T1+F1,external_position_filter,all8,ID16,147.9126953292345,85.95949805612213,7.499653592941466,True
v1-old,T1+F1,external_position_filter,all8,ID17,780.0403542483501,118.49259351928679,21.60696611201248,True
v1-old,T1+F1,external_position_filter,all8,ID18,785.9969931308584,77.67472352317517,49.83828662630577,True
v1-old,T1+F1,external_position_filter,all8,ID19,779.8893538325999,228.05609343555778,43.03193177448811,True
v1-old,T1+F1,external_position_filter,all8,ID20,780.296291419316,233.69984402501146,3.8623955844132145,True
v1-old,T1+F1,external_position_filter,all8,ID21,622.457440757399,155.46885327684285,38.56960959626818,True
v1-old,T1+F1,external_position_filter,all8,ID22,625.8071293306682,107.9733602593257,42.08468960332882,True
v1-old,T1+F1,external_position_filter,all8,ID23,625.4677339212478,257.1694915091483,91.15464946463003,True
v1-old,T1+F1,external_position_filter,all8,ID24,623.9880940820714,206.0581426537553,42.204841674581026,True
v1-old,T1+F2,external_position_filter,all8,ID01,904.8581057484208,147.40877616766147,139.60171833858792,True
v1-old,T1+F2,external_position_filter,all8,ID02,414.80151183802343,-25.896339466365824,37.44589501223854,False
v1-old,T1+F2,external_position_filter,all8,ID03,762.7501078007353,352.30045809422165,201.9595414687649,True
v1-old,T1+F2,external_position_filter,all8,ID04,1065.811558067375,242.2226867787564,226.3182598613196,True
v1-old,T1+F2,external_position_filter,all8,ID05,692.4979819346569,89.7920604974546,83.32782691212131,True
v1-old,T1+F2,external_position_filter,all8,ID06,983.0246745750289,171.32910388362302,165.53196613869486,True
v1-old,T1+F2,external_position_filter,all8,ID07,954.6549679640887,206.8169551000618,151.65161599411294,True
v1-old,T1+F2,external_position_filter,all8,ID08,580.6086421076762,69.66361266548205,57.78873491485998,True
v1-old,T1+F2,external_position_filter,all8,ID09,825.5734294328124,77.3791181268601,29.42912610423716,True
v1-old,T1+F2,external_position_filter,all8,ID10,1063.4564290726642,166.26799122888676,67.79819348274326,True
v1-old,T1+F2,external_position_filter,all8,ID11,770.8923252279793,76.55112458257443,139.4695318650228,True
v1-old,T1+F2,external_position_filter,all8,ID12,972.8722083943702,157.2231811161575,120.66102497335666,True
v1-old,T1+F2,external_position_filter,all8,ID13,164.33330797041327,-50.98511565139467,22.426594788773187,False
v1-old,T1+F2,external_position_filter,all8,ID14,160.68776077464324,12.030761485313914,25.149056593860823,True
v1-old,T1+F2,external_position_filter,all8,ID15,161.88022524167178,-81.8208520552681,39.785265523677054,False
v1-old,T1+F2,external_position_filter,all8,ID16,147.9126953292345,85.95949805612213,7.499653592941466,True
v1-old,T1+F2,external_position_filter,all8,ID17,780.0403542483501,118.49259351928679,21.60696611201248,True
v1-old,T1+F2,external_position_filter,all8,ID18,785.9969931308584,77.67472352317517,49.83828662630577,True
v1-old,T1+F2,external_position_filter,all8,ID19,779.8893538325999,228.05609343555778,43.03193177448811,True
v1-old,T1+F2,external_position_filter,all8,ID20,780.296291419316,233.70614898281312,3.8740947585094583,True
v1-old,T1+F2,external_position_filter,all8,ID21,622.457440757399,155.46885327684285,38.56960959626818,True
v1-old,T1+F2,external_position_filter,all8,ID22,625.8071293306682,107.9733602593257,42.08468960332882,True
v1-old,T1+F2,external_position_filter,all8,ID23,625.4677339212478,257.1694915091483,91.15464946463003,True
v1-old,T1+F2,external_position_filter,all8,ID24,623.9880940820714,206.0581426537553,42.204841674581026,True
v1-old,T1+F3,external_position_filter,all8,ID01,904.8581057484208,147.22711501528352,139.5863079877949,True
v1-old,T1+F3,external_position_filter,all8,ID02,414.80151183802343,-27.482234736144335,39.38331342766704,False
v1-old,T1+F3,external_position_filter,all8,ID03,762.7501078007353,352.8313007837967,202.26305602761815,True
v1-old,T1+F3,external_position_filter,all8,ID04,1065.811558067375,242.21130425814258,226.8807608512006,True
v1-old,T1+F3,external_position_filter,all8,ID05,692.4979819346569,89.5089768301836,83.91058236460819,True
v1-old,T1+F3,external_position_filter,all8,ID06,983.0246745750289,171.56229345095426,165.78932690130566,True
v1-old,T1+F3,external_position_filter,all8,ID07,954.6549679640887,209.35221659169227,154.22061162433315,True
v1-old,T1+F3,external_position_filter,all8,ID08,580.6086421076762,69.08328525624846,58.211578539524844,True
v1-old,T1+F3,external_position_filter,all8,ID09,825.5734294328124,76.32094372359002,30.519908841902964,True
v1-old,T1+F3,external_position_filter,all8,ID10,1063.4564290726642,166.53936373667113,67.62614884900405,True
v1-old,T1+F3,external_position_filter,all8,ID11,770.8923252279793,76.83342810126254,139.42645469649509,True
v1-old,T1+F3,external_position_filter,all8,ID12,972.8722083943702,158.28004139836156,120.21810978485547,True
v1-old,T1+F3,external_position_filter,all8,ID13,164.33330797041327,-53.038925807752975,23.037244538419767,False
v1-old,T1+F3,external_position_filter,all8,ID14,160.68776077464324,12.807440302970889,25.126163004019947,True
v1-old,T1+F3,external_position_filter,all8,ID15,161.88022524167178,-83.76415469918791,40.61941048764612,False
v1-old,T1+F3,external_position_filter,all8,ID16,147.9126953292345,85.88476624286976,7.36505458592613,True
v1-old,T1+F3,external_position_filter,all8,ID17,780.0403542483501,117.08321532774734,21.680458388413093,True
v1-old,T1+F3,external_position_filter,all8,ID18,785.9969931308584,78.18929051490244,49.67159290304655,True
v1-old,T1+F3,external_position_filter,all8,ID19,779.8893538325999,228.7713369369355,43.127538228911796,True
v1-old,T1+F3,external_position_filter,all8,ID20,780.296291419316,233.2823525014846,3.560577419067716,True
v1-old,T1+F3,external_position_filter,all8,ID21,622.457440757399,154.0681102622329,39.33771195716787,True
v1-old,T1+F3,external_position_filter,all8,ID22,625.8071293306682,107.51467810265322,40.9592519256132,True
v1-old,T1+F3,external_position_filter,all8,ID23,625.4677339212478,259.9450050843554,93.24741422985979,True
v1-old,T1+F3,external_position_filter,all8,ID24,623.9880940820714,205.47187747841193,42.58065229873186,True
v1-old,T1+F4,external_position_filter,all8,ID01,904.8581057484208,147.2599845399764,139.54692973030575,True
v1-old,T1+F4,external_position_filter,all8,ID02,414.80151183802343,-25.13315553930137,37.16805945152919,False
v1-old,T1+F4,external_position_filter,all8,ID03,762.7501078007353,351.490172007221,202.30650936237524,True
v1-old,T1+F4,external_position_filter,all8,ID04,1065.811558067375,242.04275698284965,226.12993742074775,True
v1-old,T1+F4,external_position_filter,all8,ID05,692.4979819346569,89.52431521182679,82.38038225857792,True
v1-old,T1+F4,external_position_filter,all8,ID06,983.0246745750289,171.2275706078104,165.67543406309395,True
v1-old,T1+F4,external_position_filter,all8,ID07,954.6549679640887,203.47661888713188,149.36295067861582,True
v1-old,T1+F4,external_position_filter,all8,ID08,580.6086421076762,69.94463201213881,57.06107935673016,True
v1-old,T1+F4,external_position_filter,all8,ID09,825.5734294328124,77.6134732079292,28.33341866690488,True
v1-old,T1+F4,external_position_filter,all8,ID10,1063.4564290726642,165.77081721324464,68.89935174578352,True
v1-old,T1+F4,external_position_filter,all8,ID11,770.8923252279793,76.50782169688839,139.5946966256255,True
v1-old,T1+F4,external_position_filter,all8,ID12,972.8722083943702,157.09365255430174,120.26464515679554,True
v1-old,T1+F4,external_position_filter,all8,ID13,164.33330797041327,-51.580920383241896,22.609894348559067,False
v1-old,T1+F4,external_position_filter,all8,ID14,160.68776077464324,11.836444000905258,24.90416896136926,True
v1-old,T1+F4,external_position_filter,all8,ID15,161.88022524167178,-81.34901173876914,39.369521489328825,False
v1-old,T1+F4,external_position_filter,all8,ID16,147.9126953292345,85.45415449731875,7.649384106873414,True
v1-old,T1+F4,external_position_filter,all8,ID17,780.0403542483501,116.92473657890244,21.279128308403767,True
v1-old,T1+F4,external_position_filter,all8,ID18,785.9969931308584,77.87925045277373,49.36750879151483,True
v1-old,T1+F4,external_position_filter,all8,ID19,779.8893538325999,225.78004209429662,43.24262712781746,True
v1-old,T1+F4,external_position_filter,all8,ID20,780.296291419316,235.26763138429223,3.973079423241594,True
