layout_id,family,phase1_score,coord_rms_mm,vdop_p90,gdop_p90,bad_ratio_sum
459,concave,0.11241241241241241,0.6197811572657544,1.6188944578170776,1.8078781366348267,0.0
619,concave,0.11571571571571572,0.5068195669661348,1.5908411741256714,1.7857786417007446,0.0
566,concave,0.13073073073073074,0.5430624225790585,1.6398983001708984,1.8361800909042358,0.0
525,concave,0.1336836836836837,0.6876071452447511,1.5908825397491455,1.7795101404190063,0.0
944,control5x5,0.13453453453453454,0.5302617603464624,1.4897716045379639,1.6630939245224,0.0
908,control5x5,0.1374874874874875,0.6121241720875239,1.4887615442276,1.6621946096420288,0.0
510,concave,0.1400900900900901,0.5115831372135402,1.6768910884857178,1.8525264263153076,0.0
996,control5x5,0.14549549549549548,0.6264819716377951,1.4845600128173828,1.6586544513702393,0.0
984,control5x5,0.14564564564564564,0.6543973688857029,1.4775500297546387,1.6523557901382446,0.0
993,control5x5,0.14744744744744745,0.6033877033282707,1.4884337186813354,1.6619062423706055,0.0
743,concave,0.14834834834834834,0.6135232819792251,1.6056644916534424,1.7928321361541748,0.0
609,concave,0.14914914914914915,0.6175760479516659,1.6481186151504517,1.8327531814575195,0.0
986,control5x5,0.15095095095095096,0.6703185989764431,1.4814419746398926,1.6559216976165771,0.0
997,control5x5,0.15115115115115116,0.5790518275219579,1.4913047552108765,1.6643469333648682,0.0
909,control5x5,0.1515015015015015,0.5965582704622979,1.495979905128479,1.6684660911560059,0.0
825,concave,0.15340340340340342,0.5990080682380889,1.5818637609481812,1.7703250646591187,0.0
465,concave,0.15415415415415415,0.6447887096245141,1.675354242324829,1.8546475172042847,0.0
926,control5x5,0.156006006006006,0.6000175251610534,1.496191382408142,1.6687097549438477,0.0
517,concave,0.15675675675675677,0.6800281720580605,1.6533472537994385,1.8407254219055176,0.0
710,concave,0.16071071071071072,0.5659074207959308,1.65863835811615,1.8380491733551025,0.0
546,concave,0.16166166166166168,0.6020573553684359,1.683938980102539,1.862573504447937,0.0
994,control5x5,0.16236236236236234,0.5904206749551196,1.4950358867645264,1.667836308479309,0.0
680,concave,0.16251251251251253,0.6399998411177014,1.6419156789779663,1.8254504203796387,0.0
949,control5x5,0.1632132132132132,0.6685910259109595,1.491134524345398,1.6643049716949463,0.0
964,control5x5,0.1638138138138138,0.7214660863429976,1.4802913665771484,1.6548045873641968,0.0
901,control5x5,0.16666666666666666,0.6709666323239037,1.4940829277038574,1.666771650314331,0.0
902,control5x5,0.16761761761761762,0.7078930274642431,1.489992380142212,1.663124680519104,0.0
530,concave,0.17002002002002004,0.6184895797395596,1.6929939985275269,1.8685452938079834,0.0
792,concave,0.17337337337337336,0.635650350614145,1.633913516998291,1.8176082372665405,0.0
458,concave,0.17432432432432432,0.653328318624483,1.6966774463653564,1.8730136156082153,0.0
913,control5x5,0.1770770770770771,0.712799509296393,1.492052674293518,1.6648610830307007,0.0
636,concave,0.17737737737737735,0.6401099957957118,1.6719224452972412,1.8561880588531494,0.0
967,control5x5,0.17812812812812812,0.7371511452502273,1.4867315292358398,1.6604686975479126,0.0
535,concave,0.1786286286286286,0.7196060146867675,1.6607425212860107,1.84945547580719,0.0
916,control5x5,0.17907907907907908,0.6740827761223924,1.501477837562561,1.6733849048614502,0.0
910,control5x5,0.17957957957957957,0.6886898859602764,1.4985718727111816,1.670946478843689,0.0
943,control5x5,0.1798298298298298,0.7576568713371703,1.4854116439819336,1.6592408418655396,0.0
970,control5x5,0.18053053053053053,0.7597584297434685,1.482423186302185,1.6564387083053589,0.0
660,concave,0.18058058058058057,0.7402146520890877,1.623711347579956,1.8105429410934448,0.0
464,concave,0.1831831831831832,0.7487272756710495,1.6709879636764526,1.852745771408081,0.0
904,control5x5,0.1850850850850851,0.7368051194119689,1.4929001331329346,1.6657905578613281,0.0
712,concave,0.18563563563563562,0.7057055218271733,1.6392219066619873,1.8202685117721558,0.0
616,concave,0.18583583583583585,0.7536560321371324,1.63800847530365,1.8201013803482056,0.0
987,control5x5,0.18608608608608607,0.6600671362429517,1.5014015436172485,1.673578143119812,0.0
496,concave,0.188038038038038,0.768053258176197,1.6607388257980347,1.8427244424819946,0.0
590,concave,0.1887887887887888,0.6967958588443897,1.6733344793319702,1.8553577661514282,0.0
628,concave,0.19064064064064062,0.6322886770158253,1.6943511962890625,1.8708603382110596,0.0
655,concave,0.19174174174174174,0.7821395888345248,1.605760097503662,1.7929142713546753,0.0
451,concave,0.19254254254254255,0.85918679165897,1.5878052711486816,1.7808456420898438,0.0
934,control5x5,0.19359359359359357,0.7217668156599862,1.497097373008728,1.6698336601257324,0.0
692,concave,0.19369369369369366,0.7339978354009387,1.6449037790298462,1.831472396850586,0.0
474,concave,0.19594594594594594,0.8324121874393389,1.6223069429397583,1.819553256034851,0.0
839,concave,0.19664664664664666,0.7267690647545748,1.6078369617462158,1.797305703163147,0.0
947,control5x5,0.196996996996997,0.7816179328843317,1.4876092672348022,1.6612318754196167,0.0
671,concave,0.20065065065065063,0.4207223423035655,1.7219030857086182,1.9010262489318848,0.0
938,control5x5,0.20165165165165166,0.734352666274292,1.501869797706604,1.673811912536621,0.0
922,control5x5,0.2021021021021021,0.8153508488763213,1.4848072528839111,1.6587268114089966,0.0
475,concave,0.20425425425425425,0.8117036442426483,1.6512690782546997,1.851049780845642,0.0
567,concave,0.206006006006006,0.8385198103341558,1.6116348505020142,1.804527759552002,0.0
761,concave,0.20675675675675675,0.7096161274856599,1.6606073379516602,1.8422729969024658,0.0
905,control5x5,0.20895895895895897,0.7934729598477027,1.4924414157867432,1.6654903888702393,0.0
658,concave,0.21176176176176176,0.5883119786625713,1.7249488830566406,1.9069428443908691,0.0
796,concave,0.2127127127127127,0.5393897818708646,1.7035595178604126,1.8863199949264526,0.0
823,concave,0.21291291291291292,0.7803369545700184,1.5868299007415771,1.7776505947113037,0.0
918,control5x5,0.21296296296296297,0.8434191402472809,1.4832663536071777,1.6577022075653076,0.0
976,control5x5,0.21336336336336337,0.7533987159605471,1.5005086660385132,1.6728538274765015,0.0
990,control5x5,0.2135135135135135,0.739651376734507,1.50419020652771,1.6760369539260864,0.0
930,control5x5,0.21481481481481482,0.7743387302531259,1.4993032217025757,1.6713136434555054,0.0
724,concave,0.21581581581581583,0.7704516701832977,1.646360158920288,1.8363735675811768,0.0
522,concave,0.21686686686686685,0.6407705462535468,1.743964672088623,1.9130182266235352,0.0
564,concave,0.21686686686686685,0.8812921782469951,1.5770443677902222,1.7723718881607056,0.0
928,control5x5,0.21711711711711712,0.8340079999890371,1.4871865510940552,1.6609435081481934,0.0
690,concave,0.2177177177177177,0.7388458833453994,1.674633264541626,1.8606688976287842,0.0
899,concave,0.2181181181181181,0.6679807708617516,1.6685290336608887,1.8491301536560059,0.0
985,control5x5,0.21846846846846846,0.8132739612243421,1.4888875484466553,1.6624306440353394,0.0
959,control5x5,0.21966966966966966,0.8254952663793597,1.4882869720458984,1.6618599891662598,0.0
719,concave,0.22307307307307306,0.7406010618177424,1.6771718263626099,1.855670690536499,0.0
639,concave,0.22357357357357355,0.8234545392322016,1.638951063156128,1.8296396732330322,0.0
801,concave,0.22372372372372373,0.6167483594032621,1.703924536705017,1.8851118087768555,0.0
467,concave,0.2243243243243243,0.8541705340995457,1.6651265621185303,1.8469550609588623,0.0
499,concave,0.2247247247247247,0.6033981792385711,1.75965416431427,1.929488182067871,0.0
693,concave,0.22517517517517516,0.8350422825498264,1.6180708408355713,1.8047358989715576,0.0
713,concave,0.2257757757757758,0.7824330176150277,1.6530261039733887,1.8424348831176758,0.0
479,concave,0.22602602602602603,0.7761943649297597,1.703582525253296,1.8791035413742065,0.0
716,concave,0.22602602602602603,0.6807131627684703,1.704572319984436,1.8777713775634766,0.0
971,control5x5,0.22742742742742741,0.8633141642881742,1.482150673866272,1.6564478874206543,0.0
921,control5x5,0.2285785785785786,0.8502682430929223,1.4898613691329956,1.6633459329605103,0.0
874,concave,0.23493493493493492,0.7380059693933924,1.6650924682617188,1.8470361232757568,0.0
791,concave,0.23503503503503503,0.758147365277027,1.6706459522247314,1.8521533012390137,0.0
556,concave,0.2358858858858859,0.7959562588075817,1.6914161443710327,1.8707233667373657,0.0
633,concave,0.2370870870870871,0.7718519678819084,1.6950517892837524,1.8694223165512085,0.0
952,control5x5,0.2370870870870871,0.8084653858190455,1.5047240257263184,1.6762938499450684,0.0
681,concave,0.2372872872872873,0.6928273976258202,1.7221693992614746,1.8947087526321411,0.0
