experiment_id,deployability,description,track_count,capture_count,sample_err3d_n,sample_err3d_p50_mm,sample_err3d_p90_mm,sample_err3d_p95_mm,sample_err3d_rmse_mm,sample_err_horizontal_xz_n,sample_err_horizontal_xz_p50_mm,sample_err_horizontal_xz_p90_mm,sample_err_horizontal_xz_p95_mm,sample_err_horizontal_xz_rmse_mm,sample_err_vertical_y_n,sample_err_vertical_y_p50_mm,sample_err_vertical_y_p90_mm,sample_err_vertical_y_p95_mm,sample_err_vertical_y_rmse_mm,trackmedian_err3d_p50_mm,trackmedian_err3d_p95_mm,trackmedian_err3d_rmse_mm,trackmedian_horizontal_xz_p95_mm,trackmedian_vertical_y_p95_mm,trackmedian_turn_center_abs_error_3d_mm,trackmedian_turn_center_abs_error_xz_mm,trackmedian_turn_center_abs_error_y_mm,trackmedian_radius_error_abs_mm,trackmedian_circle_thickness_rms_mm,trackmedian_circle_thickness_p95_mm,imu_only_endpoint_drift_3d_trackmedian_mm,imu_only_endpoint_drift_xz_trackmedian_mm,imu_only_drift_rate_3d_trackmedian_mm_s,uwb_update_accept_rate_trackmedian,uwb_innovation_nis_trackmedian,uwb_innovation_nis_p95_trackmedian,raw_range_ge4_ratio_trackmedian,raw_range_full8_ratio_trackmedian,capture_pair_count,legacy_deltaR_error_rms_mm,legacy_abs_deltaR_error_median_mm,legacy_abs_deltaR_error_p95_mm,A,L,I,T,kind,seed_id,experiment_uid,U,P,R
X_A0_L10_I0_T11,imu_only_diagnostic_screening,Phase4 L10 single-I T11.,34,17,40661,17386.979607988895,75715.2120106854,101984.41849050646,44851.562459911365,40661,13174.168960962359,65888.98338990581,88108.92162196932,39287.474679014056,40661,4760.831283403559,34440.32920098201,46684.9319964377,21636.935745182585,21380.913863383357,67171.8851782398,34101.60754851237,59778.15509493624,24528.68107362837,92596.62033211996,92562.33871775164,5270.140736814365,91902.76571241813,758.3575723290427,1305.2013345905077,74811.13501012523,66962.88474586087,624.0174899645119,nan,nan,nan,nan,nan,17,351782.16452663764,165357.1045636888,669326.4887243749,A0,L10,I0,T11,imu_only,S04,X_A0_L10_I0_T11__S04,,,
X_A0_L10_I0_T12,imu_only_diagnostic_screening,Phase4 L10 single-I T12.,34,17,40661,17383.653640061562,75710.01439855224,101961.93956206457,44851.534001170214,40661,13173.559675168754,65892.77524257003,88114.65509657968,39287.44999365285,40661,4760.308616440997,34441.96193704805,46684.03921399708,21636.9215752693,21378.736185318037,67173.15989942467,34101.58728000092,59778.87339478546,24528.894425804752,92629.37160764789,92595.06825908228,5269.636155418988,91936.21534030855,755.9909566460656,1303.4026276257634,74811.13501012523,66962.88474586087,624.0174899645119,nan,nan,nan,nan,nan,17,352107.41598085227,166247.77122924858,669689.9065031722,A0,L10,I0,T12,imu_only,S04,X_A0_L10_I0_T12__S04,,,
X_A0_L10_I1_T11,imu_only_diagnostic_screening,Phase4 L10 single-I T11.,34,17,40661,10678.850131670026,43862.78524009974,55361.610762321914,24777.550176706354,40661,6784.477718467159,34745.2384449059,45170.89579614709,19808.378628658626,40661,4493.698062767442,25003.466863466398,34961.144840368484,14884.728041281147,11802.653554676886,48334.565960151,23219.57376896713,35504.531130335316,21902.78785820365,57997.92837176963,57714.93810782988,6907.754195918036,57188.30382508958,456.7463254808182,867.1673427906323,54215.95603575792,40080.33838048631,452.18634797711036,nan,nan,nan,nan,nan,17,149964.78100655426,34479.3448777756,289211.25655134744,A0,L10,I1,T11,imu_only,S04,X_A0_L10_I1_T11__S04,,,
X_A0_L10_I1_T12,imu_only_diagnostic_screening,Phase4 L10 single-I T12.,34,17,40661,10680.072839502507,43866.75052553058,55363.16063995855,24777.53193049566,40661,6785.005362485136,34747.82809728485,45173.640786627824,19808.363545996803,40661,4494.500980678676,25003.69047580578,34966.545076372015,14884.717739895406,11801.664359156735,48335.01484852223,23219.558135335683,35504.50060018452,21906.065080789747,58046.49951724813,57763.75765054494,6908.345997060131,57238.24670098734,455.81210317673765,865.8054194628224,54215.95603575792,40080.33838048631,452.18634797711036,nan,nan,nan,nan,nan,17,150176.30278299004,34517.66858213833,289369.49881388666,A0,L10,I1,T12,imu_only,S04,X_A0_L10_I1_T12__S04,,,
X_A0_L10_I2_T11,imu_only_diagnostic_screening,Phase4 L10 single-I T11.,34,17,40661,9820.099954692712,41878.61294690322,52099.6414020126,23553.215923363055,40661,7088.834263556051,33114.6038107808,43305.309313392405,19018.15384417892,40661,4004.6126814005083,23114.671745620475,31670.80636769641,13894.740180791636,10962.91920825101,47222.64265124252,22886.81064393829,32605.985356131932,19300.663154700873,52603.007115972294,52079.41564160462,4911.583106091848,49927.044902042995,564.469709138506,1047.231225306794,53137.930911901276,37250.4927054066,443.0225679168726,nan,nan,nan,nan,nan,17,96454.43359887213,49005.934944800465,204652.1935286083,A0,L10,I2,T11,imu_only,S04,X_A0_L10_I2_T11__S04,,,
X_A0_L10_I2_T12,imu_only_diagnostic_screening,Phase4 L10 single-I T12.,34,17,40661,9821.177232438053,41877.06187554371,52099.65300821792,23553.1992488656,40661,7087.596434082783,33112.87345723602,43306.18624192454,19018.140542708883,40661,4004.068293596385,23112.123971526795,31669.320309624713,13894.73012168771,10961.806857106429,47217.507013398885,22886.79287096973,32599.559321075772,19300.96538255267,52709.193129232444,52185.9830030662,4912.362098532591,49976.77770601457,562.9851569486557,1043.5864785939907,53137.930911901276,37250.4927054066,443.0225679168726,nan,nan,nan,nan,nan,17,96681.03659822165,49175.65772763387,205370.2178868478,A0,L10,I2,T12,imu_only,S04,X_A0_L10_I2_T12__S04,,,
X_A0_L10_I3_T11,imu_only_diagnostic_screening,Phase4 L10 single-I T11.,34,17,40661,6110.663345838613,24625.800676100043,32068.017928422807,14122.146523052972,40661,4300.257815423525,18879.226055955238,25478.680362159273,11046.920466171976,40661,2259.5538496507706,13717.279371634015,20374.86555092916,8797.759409795646,7223.001163383605,24342.961633531944,11951.421264239278,17435.777779285607,10118.902220575104,13131.388363567034,12591.176215033895,2646.431896121353,10622.923843666842,691.9848358834247,1404.6014360419772,27301.95941450444,19605.637458831312,227.53856885223047,nan,nan,nan,nan,nan,17,41870.01750568382,8517.70338312828,83013.51491632697,A0,L10,I3,T11,imu_only,S04,X_A0_L10_I3_T11__S04,,,
X_A0_L10_I3_T12,imu_only_diagnostic_screening,Phase4 L10 single-I T12.,34,17,40661,6109.823684242489,24625.94154750534,32066.4350876087,14122.135734935204,40661,4300.203520749454,18880.426954816325,25480.29596314756,11046.912470151488,40661,2259.30714027017,13718.633265054486,20380.923375734103,8797.752132945405,7223.575011218349,24343.331576514214,11951.40995891424,17434.88803150967,10117.60597170237,13133.742787783074,12595.006370353123,2646.9712153651217,10638.648446190426,691.1701561803793,1402.5146849290013,27301.95941450444,19605.637458831312,227.53856885223047,nan,nan,nan,nan,nan,17,41925.96909455153,8535.569385565592,83068.94565348474,A0,L10,I3,T12,imu_only,S04,X_A0_L10_I3_T12__S04,,,
X_A0_L10_I4_T11,imu_only_diagnostic_screening,Phase4 L10 single-I T11.,34,17,40661,7816.1106398603415,32758.573231250277,41773.11106316292,18646.459423322154,40661,6339.515843293565,26786.79620700556,34708.562542014355,15617.459052731605,40661,1975.2497168586162,15930.815824807556,23653.020789507646,10187.513031248165,9698.745829036567,33122.71605638548,16587.838642684317,27427.091867815856,12303.93423067453,35249.07480766195,34233.30085821236,2605.612018457661,34308.42154369001,505.42147142527625,1022.6180351691504,36850.55626537192,30069.66814997617,315.8813311873772,nan,nan,nan,nan,nan,17,88170.5617731474,37599.60238404905,203899.0595208134,A0,L10,I4,T11,imu_only,S04,X_A0_L10_I4_T11__S04,,,
X_A0_L10_I4_T12,imu_only_diagnostic_screening,Phase4 L10 single-I T12.,34,17,40661,7815.69138934869,32757.84753633745,41772.88557662421,18646.446133266352,40661,6340.306240743014,26780.24948175782,34711.29225588401,15617.448418564052,40661,1975.1990867350423,15931.648064753721,23653.17239178626,10187.505008307719,9700.873723113202,33118.86642140817,16587.830697011057,27429.563656643397,12302.755584536295,35270.150389262126,34255.38813706466,2605.9230933381396,34331.311519384166,504.64525352604466,1020.2811572758285,36850.55626537192,30069.66814997617,315.8813311873772,nan,nan,nan,nan,nan,17,88351.40470550908,37639.85715701865,204074.89970292017,A0,L10,I4,T12,imu_only,S04,X_A0_L10_I4_T12__S04,,,
