scenario,current_sample_n,current_sample_p50_mm,current_sample_p95_mm,current_sample_rmse_mm,best_time_sample_n,best_time_sample_p50_mm,best_time_sample_p95_mm,best_time_sample_rmse_mm,posthoc_rigid_sample_n,posthoc_rigid_sample_p50_mm,posthoc_rigid_sample_p95_mm,posthoc_rigid_sample_rmse_mm,current_track_count,current_track_p50_of_p50_mm,current_track_p95_of_p50_mm,current_track_p50_of_p95_mm,current_track_p95_of_p95_mm,best_time_track_count,best_time_track_p50_of_p50_mm,best_time_track_p95_of_p50_mm,best_time_track_p50_of_p95_mm,best_time_track_p95_of_p95_mm,posthoc_rigid_track_count,posthoc_rigid_track_p50_of_p50_mm,posthoc_rigid_track_p95_of_p50_mm,posthoc_rigid_track_p50_of_p95_mm,posthoc_rigid_track_p95_of_p95_mm,speed_p50_mm_s,speed_p95_mm_s,motion_0p8ms_p50_mm,motion_0p8ms_p95_mm,constant_time_refit_drop_p50_mm,posthoc_rigid_drop_p50_mm,current_samplepooled_p50_mm,current_samplepooled_p95_mm,current_trackmedian_p50_mm,current_trackmedian_p95_mm,best_time_samplepooled_p50_mm,best_time_samplepooled_p95_mm,best_time_trackmedian_p50_mm,best_time_trackmedian_p95_mm,posthoc_rigid_samplepooled_p50_mm,posthoc_rigid_samplepooled_p95_mm,posthoc_rigid_trackmedian_p50_mm,posthoc_rigid_trackmedian_p95_mm
self_cal_v4io_T4,40661,102.63336074100643,256.9324074144985,141.26598484796435,40661,102.69245832522475,256.82261722993474,141.3002867011223,40661,91.62051231956877,236.63940196228188,128.78789617923522,34,105.83784720842544,135.05273099763318,231.8021379954775,340.92811832822184,34,105.95632103379809,135.06945209278643,232.06239819155354,340.7126466649833,34,92.50094840941196,127.02007475742118,201.70073938442812,346.7730738327265,639.0698313163246,905.9950403666847,0.5112558650530596,0.7247960322933479,-0.05909758421832123,11.071946005655974,102.63336074100643,256.9324074144985,105.83784720842544,231.8021379954775,102.69245832522475,256.82261722993474,105.95632103379809,232.06239819155354,91.62051231956877,236.63940196228188,92.50094840941196,201.70073938442812
vicon_truth_delaycal_T4,40661,104.47503409732245,206.1889222480439,125.39509954748621,40661,104.1142762605665,206.66435780115503,125.48592527756794,40661,86.34576758323706,184.82282276151366,108.4849601676527,34,105.58545344419055,122.30876118861856,200.43321386993458,245.56987500254766,34,105.72026968250611,122.40377570362041,199.89162793836618,245.10033177624982,34,86.68474069683671,104.86828478149044,176.84110207098922,228.90404971234463,639.3331234098243,906.0037395145567,0.5114664987278595,0.7248029916116454,0.3607578367559512,17.768508677329436,104.47503409732245,206.1889222480439,105.58545344419055,200.43321386993458,104.1142762605665,206.66435780115503,105.72026968250611,199.89162793836618,86.34576758323706,184.82282276151366,86.68474069683671,176.84110207098922
