scenario,grand,grand_common_mode_mm,interaction_median_abs_mm,interaction_max_abs_mm,median_polish_iterations,median_polish_converged,median_polish_max_update_mm,thin_cell_count,min_cell_n,firmware_antenna_delay_setting_dtu,terminology_note,gauge_note,input_residual_definition,tag_main_BSF66F_mm,tag_main_BS2DCE_mm,tag_main_BSDC91_mm,anchor_main_A_mm,anchor_main_B_mm,anchor_main_C_mm,anchor_main_D_mm,anchor_main_E_mm,anchor_main_F_mm,anchor_main_G_mm,anchor_main_H_mm,interaction_BSF66F_A_mm,interaction_BSF66F_B_mm,interaction_BSF66F_C_mm,interaction_BSF66F_D_mm,interaction_BSF66F_E_mm,interaction_BSF66F_F_mm,interaction_BSF66F_G_mm,interaction_BSF66F_H_mm,interaction_BS2DCE_A_mm,interaction_BS2DCE_B_mm,interaction_BS2DCE_C_mm,interaction_BS2DCE_D_mm,interaction_BS2DCE_E_mm,interaction_BS2DCE_F_mm,interaction_BS2DCE_G_mm,interaction_BS2DCE_H_mm,interaction_BSDC91_A_mm,interaction_BSDC91_B_mm,interaction_BSDC91_C_mm,interaction_BSDC91_D_mm,interaction_BSDC91_E_mm,interaction_BSDC91_F_mm,interaction_BSDC91_G_mm,interaction_BSDC91_H_mm
self_cal_v4io_T4,64.65870874601524,64.65870874601524,0.9296091553982961,12.754517125846178,4,True,0.09036169632364022,0,30,16436,firmware 16436 DTU TX=RX all devices is the antenna-delay setting; solver d_anchor_mm/tag_delay_mm are layout-level residual delay corrections fitted on top of firmware-16436 data,grand is common-mode firmware-16436 miscal plus global scale plus mean coordinate; only anchor_main/tag_main differences are identifiable from tag-to-anchor ranges,raw=measured-geometric; no model_corrected/d_anchor/tag_delay subtraction,0.0,31.00849132529993,-12.674032127539903,-41.17796508610809,-5.8742407743284275,-17.876875998103515,25.021699347375147,22.425705916053033,50.02320630114764,-5.9762671640248755,5.8742407743284275,0.0,0.0,0.0,9.240718854014972,2.5765200234024235,3.871619294659922,0.0,-7.92673013568924,12.754517125846178,2.0574882979049107,-0.7554961610957207,0.0,-0.6325318742654815,0.0,-4.705800577284208,0.0,-1.1037221497008716,-0.5802903313806667,2.5304084116009733,-0.09036169632364022,0.0,-12.501102941314485,2.868420977961449,4.689923099202332
vicon_truth_delaycal_T4,134.88939483929084,134.88939483929084,2.3532694814091686,14.243157700573368,6,True,0.060485585705867706,0,30,16436,firmware 16436 DTU TX=RX all devices is the antenna-delay setting; solver d_anchor_mm/tag_delay_mm are layout-level residual delay corrections fitted on top of firmware-16436 data,grand is common-mode firmware-16436 miscal plus global scale plus mean coordinate; only anchor_main/tag_main differences are identifiable from tag-to-anchor ranges,raw=measured-geometric; no model_corrected/d_anchor/tag_delay subtraction,0.0,34.6492536371939,-11.67602723585348,66.33948982004739,-9.759381359358759,-25.265734235065157,33.68999413951683,-9.327270979069977,9.327270979069976,18.770661116493788,-16.296432468562944,-5.836755970121356,-0.060485585705867706,-2.9438095058357643,7.013076735870715,2.0576621717551298,1.2603337617198864,0.0,-14.243157700573368,13.340613536605611,0.0,0.0,-2.955726480561202,-2.6488767910632074,0.0,-5.280425663983175,0.0,0.0,0.005890613383007448,6.551850811724512,0.0,0.0,-12.42099197076359,3.53027010734392,4.839091020785849
