case,case_label,source_root,filter_id,filter_family,filter_deployability,filter_kind,capture_id,tag,n_samples,filter_rejections,err3d_p50_mm,err3d_p95_mm,err3d_rmse_mm,err_horizontal_xz_p50_mm,err_horizontal_xz_p95_mm,err_vertical_y_p50_mm,err_vertical_y_p95_mm,note,turn_center_abs_error_3d_mm,turn_center_abs_error_horizontal_xz_mm,turn_center_abs_error_vertical_y_mm,filtered_radius_mm,opti_radius_mm,radius_error_mm,radius_error_abs_mm,circle_thickness_rms_mm,circle_thickness_p95_mm,turn_count,turn_center_repeatability_rms_mm,turn_center_repeatability_p95_mm
full_original_v4io_T4,FULL original v4-io/T4,FULL,F0,passthrough,baseline,F0,R06,BS2DCE,1200,0,140.2985591644756,272.0896036359485,164.0902518569844,80.3478820903496,177.95369298088326,96.6457665433287,231.08303924081136,original self-cal layout and solver residual delay corrections,64.60500080079956,54.79101065251061,34.23085275227277,515.3350471948625,426.6440400664725,88.69100712838997,88.69100712838997,110.1085070800506,202.38188572134771,24,20.38039586961329,38.615818098472886
full_original_v4io_T4,FULL original v4-io/T4,FULL,F0,passthrough,baseline,F0,R06,BSDC91,1201,0,99.16469976377952,196.01392407723608,117.81016580532538,63.83989379892836,154.1406288084517,56.611725729039335,162.08307855810938,original self-cal layout and solver residual delay corrections,70.03106819388051,49.60029122250902,49.43846299206962,599.1523769844667,553.9352277035896,45.21714928087715,45.21714928087715,85.78176254057075,149.83842625946505,24,13.595846545652908,22.49880264914273
full_original_v4io_T4,FULL original v4-io/T4,FULL,F0,passthrough,baseline,F0,R07,BS2DCE,1200,0,123.93573745842806,276.9027766266373,155.3534027914936,72.15829885130319,203.94546749636527,76.20193433274773,216.0473822008124,original self-cal layout and solver residual delay corrections,100.5767165953656,100.45013980103128,5.04433692944508,508.15437683274513,426.63347228151616,81.52090455122897,81.52090455122897,89.74318437460053,164.84574798710133,23,14.448523463587438,22.683392720815323
full_original_v4io_T4,FULL original v4-io/T4,FULL,F0,passthrough,baseline,F0,R07,BSDC91,1201,0,88.65329929615713,177.8277631743382,105.13553367546216,58.65710668112207,147.28999398124182,49.55318928769145,124.34296004958492,original self-cal layout and solver residual delay corrections,71.56247748884796,66.63583854284575,26.09316397130988,592.3436509893443,553.710088338652,38.63356265069229,38.63356265069229,67.03106650766861,112.73588897746842,23,10.93656488710686,17.171723198353266
full_original_v4io_T4,FULL original v4-io/T4,FULL,F0,passthrough,baseline,F0,R08,BS2DCE,1201,0,115.25451518256334,312.39375805821504,161.72466994315707,79.41119764330742,186.91241762459157,69.6680561811138,264.5579540339449,original self-cal layout and solver residual delay corrections,91.8433163896069,89.98091779823025,18.401880274297127,504.5520522599332,426.4998438737726,78.0522083861606,78.0522083861606,111.35571265404674,210.58762424790788,24,16.546138132359975,27.11756384769465
full_original_v4io_T4,FULL original v4-io/T4,FULL,F0,passthrough,baseline,F0,R08,BSDC91,1200,0,81.56227294687284,182.18448993708145,102.51995301044094,62.62429604514695,137.0541068486245,38.41397223054338,142.255806269058,original self-cal layout and solver residual delay corrections,49.1882598953903,45.901799748195664,17.677943642092714,598.5828802605769,553.6862544616728,44.8966257989041,44.8966257989041,78.20291936141304,146.16886595994768,24,12.774705700291127,25.26867500509089
full_original_v4io_T4,FULL original v4-io/T4,FULL,F0,passthrough,baseline,F0,R09,BS2DCE,1200,0,144.83150048134874,349.59241374622235,193.66727668992465,104.35132451423844,248.98427000421324,83.0623779086535,272.1072822367681,original self-cal layout and solver residual delay corrections,81.54873767101711,80.29841094513937,14.225393331008036,529.7175207083566,426.5535566940207,103.16396401433587,103.16396401433587,132.97231269670883,251.6682913727195,24,16.433161807812034,24.012653348417885
full_original_v4io_T4,FULL original v4-io/T4,FULL,F0,passthrough,baseline,F0,R09,BSDC91,1200,0,111.97491533012747,212.3295829760926,128.88090823638524,85.34986157860858,181.42405815580543,53.205177986468925,140.37104772237225,original self-cal layout and solver residual delay corrections,66.20959611229645,45.46891837514985,48.12783060919514,622.2716076594801,553.6949651923159,68.57664246716422,68.57664246716422,86.12262849319895,146.08302775563914,24,12.76934161725144,24.022651437437126
full_original_v4io_T4,FULL original v4-io/T4,FULL,F0,passthrough,baseline,F0,R10,BS2DCE,1200,0,112.866966600248,270.4386572210416,147.58139606915717,67.26322776515144,151.6533456676083,81.22869434661726,233.2072354799161,original self-cal layout and solver residual delay corrections,68.74994161450974,47.33613074097898,49.85825105708625,504.05552930028176,426.71442181080937,77.34110748947239,77.34110748947239,90.92908021233524,159.5079470568674,23,15.762268102377368,23.063877321214196
full_original_v4io_T4,FULL original v4-io/T4,FULL,F0,passthrough,baseline,F0,R10,BSDC91,1200,0,75.28336261330165,192.1404130077648,98.77395187385063,46.97419073012953,143.96500457300564,48.85518987331454,144.65047724275428,original self-cal layout and solver residual delay corrections,66.3089035470565,42.67009475281721,50.75562730770298,591.4497829995953,553.8753944619384,37.57438853765689,37.57438853765689,66.90258899990799,117.81170172548256,23,11.055469145322697,18.40261291208928
full_original_v4io_T4,FULL original v4-io/T4,FULL,F0,passthrough,baseline,F0,R11,BS2DCE,1201,0,105.93088539443283,261.4130936183175,149.39110983266485,70.67118276991737,233.9924484581026,56.41566039993347,156.65085168274177,original self-cal layout and solver residual delay corrections,93.09064139738057,85.64746304832177,36.474368934390895,486.8128274818825,426.8423177244342,59.97050975744827,59.97050975744827,74.74792878657203,140.56955953658672,23,13.811014421163568,25.155985701611677
full_original_v4io_T4,FULL original v4-io/T4,FULL,F0,passthrough,baseline,F0,R11,BSDC91,1200,0,82.80493059796962,165.30583743708067,101.0994786189344,56.31790724240003,130.9594965286448,46.105073246624784,133.93071443932897,original self-cal layout and solver residual delay corrections,70.73326328826872,62.50369310711035,33.113182924323496,573.4620182398608,553.6302994130274,19.831718826833367,19.831718826833367,57.42852609160792,98.85147265630302,23,11.107067864016225,17.353079444272232
full_original_v4io_T4,FULL original v4-io/T4,FULL,F0,passthrough,baseline,F0,R12,BS2DCE,1200,0,123.44330507692892,244.63101745445232,145.08045401046022,73.39530635044183,178.70659110036854,69.10096437231505,219.54542420820303,original self-cal layout and solver residual delay corrections,88.44703243642323,73.82726320580079,48.707419910636986,482.5600915665114,426.60555995623366,55.95453161027774,55.95453161027774,91.0039595163065,164.7701373320062,23,20.184208536618872,37.5769685316798
full_original_v4io_T4,FULL original v4-io/T4,FULL,F0,passthrough,baseline,F0,R12,BSDC91,1200,0,91.7997312695022,181.26203292264464,107.36473986140152,56.336577309729165,139.7735987945175,57.427397869905775,145.13146371185158,original self-cal layout and solver residual delay corrections,53.40681779172744,42.20647495888652,32.72463381282762,595.0737803144237,553.7074846405566,41.36629567386717,41.36629567386717,74.35220942851741,135.32341367274344,23,13.213586176445324,21.25112855315079
full_original_v4io_T4,FULL original v4-io/T4,FULL,F0,passthrough,baseline,F0,R13,BS2DCE,1201,0,110.073646278834,249.72353514227927,140.1892167645015,70.28423821891171,191.5154734424821,67.49509706792298,197.14455433942192,original self-cal layout and solver residual delay corrections,61.126466789474,41.06255464005103,45.280366038687134,496.86577449932224,426.619674136456,70.24610036286623,70.24610036286623,78.22891172940132,139.20788675563583,23,12.537006496081217,21.16316946630553
full_original_v4io_T4,FULL original v4-io/T4,FULL,F0,passthrough,baseline,F0,R13,BSDC91,1200,0,92.6910959855106,180.9228000916102,109.3970400429339,57.56390750721294,128.09655817628772,57.97158186707938,154.58991443859432,original self-cal layout and solver residual delay corrections,60.77628649789165,19.008465435570404,57.727248698154085,588.2552446962751,553.772122596342,34.4831220999331,34.4831220999331,59.60247833662988,111.47740758169424,23,11.286546218742826,16.990062686565263
full_original_v4io_T4,FULL original v4-io/T4,FULL,F0,passthrough,baseline,F0,R14,BS2DCE,1201,0,105.8059292736945,234.64761289969888,133.02832412883268,52.15906281079654,118.6063846449252,77.65496725972048,222.80100739016768,original self-cal layout and solver residual delay corrections,57.81622276114054,20.76096182104557,53.96015269280576,478.5824432686305,426.68697811414734,51.89546515448319,51.89546515448319,77.23544241489786,138.47376435817097,23,24.56812403751541,43.64215511000626
full_original_v4io_T4,FULL original v4-io/T4,FULL,F0,passthrough,baseline,F0,R14,BSDC91,1200,0,75.95014313790192,152.15983362913698,90.44332683211331,47.132798501154994,97.97351911316836,46.36443027253398,138.270362427601,original self-cal layout and solver residual delay corrections,43.546266146200416,7.00862084025759,42.97855894737779,586.7110456586754,553.6911689203672,33.0198767383082,33.0198767383082,56.64099071221949,96.9567628908685,23,12.133575408799334,21.56105532341813
full_original_v4io_T4,FULL original v4-io/T4,FULL,F0,passthrough,baseline,F0,R15,BS2DCE,1200,0,105.86976514315636,228.95666309125613,131.58957939997632,70.00107297566205,191.48858211725755,56.11122491612952,171.20781060584966,original self-cal layout and solver residual delay corrections,81.4559594855787,65.41588517344641,48.53694780979447,457.638929361387,426.7388268270692,30.9001025343178,30.9001025343178,74.47342082807465,142.78870801588477,22,13.39225084865446,24.00028344953441
full_original_v4io_T4,FULL original v4-io/T4,FULL,F0,passthrough,baseline,F0,R15,BSDC91,1200,0,85.89566816288612,165.79139617562774,101.57606708693557,56.09827036623952,135.33786375483552,46.25329844329741,134.44550073625362,original self-cal layout and solver residual delay corrections,63.135937173256096,39.3542391325653,49.36993442412302,563.5630315018672,553.7239696599694,9.839061841897774,9.839061841897774,56.941463436836784,102.08258985809483,22,10.001598294122727,15.657700105987487
full_original_v4io_T4,FULL original v4-io/T4,FULL,F0,passthrough,baseline,F0,R16,BS2DCE,1201,0,119.47621944514022,244.3292234729836,142.80419045172752,63.287989793363714,162.7642443490385,84.50734011563372,216.88647562743995,original self-cal layout and solver residual delay corrections,83.46358380051294,49.89023610655414,66.91139037606024,477.46240706037713,426.7546691537481,50.707737906629006,50.707737906629006,81.07965225613862,148.76917835408722,23,21.406513367965385,33.65280713741509
full_original_v4io_T4,FULL original v4-io/T4,FULL,F0,passthrough,baseline,F0,R16,BSDC91,1200,0,91.95732299968002,167.07141402631183,103.87788918608204,47.331060436084016,110.63562962595776,66.20839753712258,144.56647580159716,original self-cal layout and solver residual delay corrections,71.16513366022602,22.92819247171161,67.37042555051869,581.5228008290658,553.8570986645638,27.665702164502022,27.665702164502022,58.146250739542,104.59659281775492,23,12.896314331692196,24.038621318271662
full_original_v4io_T4,FULL original v4-io/T4,FULL,F0,passthrough,baseline,F0,R17,BS2DCE,1201,0,120.03099303578855,275.85418224366794,156.21416811137073,66.27540067673215,191.778572054139,81.20782480210733,233.00781677834567,original self-cal layout and solver residual delay corrections,81.91523795145729,57.59528434797117,58.2485143975382,490.7457871030255,426.7798984721816,63.96588863084395,63.96588863084395,68.52894640110071,117.31219331420318,23,12.68777243568014,20.3471080175206
full_original_v4io_T4,FULL original v4-io/T4,FULL,F0,passthrough,baseline,F0,R17,BSDC91,1200,0,87.81824053588537,180.8781250470628,106.40027562584982,53.37455202572299,160.3004914130256,55.11447156117615,136.4037301396377,original self-cal layout and solver residual delay corrections,78.00104322792532,42.131225463471885,65.64390745218304,573.7020681846045,553.9448837938895,19.757184390715,19.757184390715,53.03962692741612,96.83551936889424,23,13.640635868066909,27.13973868035654
full_original_v4io_T4,FULL original v4-io/T4,FULL,F1,cv_kalman,online,F1,R01,BS2DCE,1201,0,149.23805912248372,410.1946323157424,208.9386838752279,106.08758304803416,175.85703723485074,86.71703371851527,394.7074147177225,original self-cal layout and solver residual delay corrections,63.34638208892609,19.71960264992955,60.198848785380505,505.025293466365,426.4858284884082,78.53946497795675,78.53946497795675,171.2246300003763,342.6515648979647,31,28.306945356204004,47.45308271136696
full_original_v4io_T4,FULL original v4-io/T4,FULL,F1,cv_kalman,online,F1,R01,BSDC91,1200,0,125.90876198996104,264.3864932830396,151.827539592815,102.17681341304272,179.29680287539514,59.27112911314873,207.17631081517612,original self-cal layout and solver residual delay corrections,62.29943859108827,23.58442155552964,57.66277056000558,647.6234455040702,553.5374362567889,94.08600924728135,94.08600924728135,90.97651341774608,187.83316540636235,31,18.487874723970613,27.836326346840053
full_original_v4io_T4,FULL original v4-io/T4,FULL,F1,cv_kalman,online,F1,R02,BS2DCE,1201,0,114.95912450529154,243.16288264972115,141.37341375396502,90.5178286211354,185.91782561352468,51.282031149846034,197.16267564333748,original self-cal layout and solver residual delay corrections,44.49554463175048,15.861095490779752,41.572576801401965,504.4025658913539,426.5872672453299,77.81529864602402,77.81529864602402,98.96952847014718,187.54850190758492,28,23.327311024088687,36.43647293577978
full_original_v4io_T4,FULL original v4-io/T4,FULL,F1,cv_kalman,online,F1,R02,BSDC91,1200,0,122.8819199354891,204.46386965495896,136.0510423996009,95.09829580172982,167.34186114393933,64.61670809918019,165.33348329701445,original self-cal layout and solver residual delay corrections,61.62123376048355,15.281573989219211,59.696314346667805,624.5068814426694,553.7579522299013,70.74892921276808,70.74892921276808,78.05779233890568,125.4063339573809,28,12.828526637724645,24.933962224756872
full_original_v4io_T4,FULL original v4-io/T4,FULL,F1,cv_kalman,online,F1,R03,BS2DCE,1050,0,149.59100516432164,302.6699243265814,175.77235270825108,111.20836250525758,212.75374013604304,81.79390256532571,241.11576970073756,original self-cal layout and solver residual delay corrections,85.37695279612088,58.41302392437877,62.26670623022392,546.6665666623617,426.5723462016469,120.09422046071484,120.09422046071484,80.35800876523929,141.4851793928296,25,20.37341174909964,33.24045903444597
full_original_v4io_T4,FULL original v4-io/T4,FULL,F1,cv_kalman,online,F1,R03,BSDC91,1200,0,109.6416387449122,221.34521875369293,129.39386260796553,88.94950707535756,177.76446000556754,57.28118108165597,150.84105328985498,original self-cal layout and solver residual delay corrections,72.91363859113287,35.886131356269324,63.47112941234718,632.5843204705677,553.5575033917082,79.0268170788595,79.0268170788595,63.1327675506637,112.74365221820705,29,14.335089462764463,21.063270562399207
full_original_v4io_T4,FULL original v4-io/T4,FULL,F1,cv_kalman,online,F1,R04,BS2DCE,1200,0,141.89591927156593,275.8547661677793,165.28201639324303,95.08002491683008,215.35273725181332,80.49056728980975,220.0379642870432,original self-cal layout and solver residual delay corrections,72.50957774363847,66.82994171625644,28.131792597744607,531.7841554761739,426.4333733369048,105.35078213926909,105.35078213926909,101.8069838817285,194.361360068707,28,22.77576418703489,35.94345560697036
full_original_v4io_T4,FULL original v4-io/T4,FULL,F1,cv_kalman,online,F1,R04,BSDC91,1200,0,104.35613231245118,222.51052647808825,132.19646652228087,83.65530703936273,194.9778434226481,45.20048859335708,133.5773494115198,original self-cal layout and solver residual delay corrections,73.91000077535834,59.16854397757254,44.29189111098708,642.1636012415431,553.4706845883857,88.69291665315745,88.69291665315745,78.43486791385038,132.33230350967384,28,16.251873179418563,26.18209461557224
full_original_v4io_T4,FULL original v4-io/T4,FULL,F1,cv_kalman,online,F1,R05,BS2DCE,1200,0,136.0062356738149,308.4210920396998,168.87079235203535,103.8979274299646,274.2979459816685,65.24238087549111,180.44800953552684,original self-cal layout and solver residual delay corrections,95.52411809330265,85.41138239148971,42.77561098894967,539.9708776014907,426.4908337551261,113.48004384636454,113.48004384636454,94.73616717430572,176.34033867233168,29,28.56513993119513,56.0561648727
full_original_v4io_T4,FULL original v4-io/T4,FULL,F1,cv_kalman,online,F1,R05,BSDC91,1201,0,121.7434347622056,208.1684220678672,133.57088639474367,108.50207435417808,188.38684956114173,41.014553630609385,118.50856954735832,original self-cal layout and solver residual delay corrections,67.4505196482082,49.84648190157655,45.44118003363383,659.4182932354878,553.5314134827562,105.8868797527316,105.8868797527316,52.1613221113725,92.38425148009097,29,14.213185944073985,22.344062852202715
full_original_v4io_T4,FULL original v4-io/T4,FULL,F1,cv_kalman,online,F1,R06,BS2DCE,1200,0,152.43395929076934,256.7028254451706,166.65750764295606,83.88255519746721,195.35706858521004,105.40099334785548,218.1356680374824,original self-cal layout and solver residual delay corrections,66.80361729015164,61.20425994433134,26.77240832864618,537.5909381340027,426.6440400664725,110.94689806753024,110.94689806753024,97.374855108294,170.45751444696623,24,17.12380845972275,27.394714058898813
full_original_v4io_T4,FULL original v4-io/T4,FULL,F1,cv_kalman,online,F1,R06,BSDC91,1201,0,104.88123849805596,209.4626025202012,126.67255465749848,77.78245477384013,177.51687937205423,54.51646217461053,154.11479412484368,original self-cal layout and solver residual delay corrections,81.34482840189712,50.06905089355857,64.10983739140454,629.8671914663036,553.9352277035896,75.93196376271396,75.93196376271396,79.20305820496856,127.126231363932,24,13.1151761618443,18.93311498700883
full_original_v4io_T4,FULL original v4-io/T4,FULL,F1,cv_kalman,online,F1,R07,BS2DCE,1200,0,124.76848751818366,265.48831859765454,153.71910058311775,71.80557640919682,210.9063034172842,81.32592877319462,186.99799856794257,original self-cal layout and solver residual delay corrections,108.28247964339327,108.27470868408888,1.2972498208014258,528.4519499383443,426.63347228151616,101.81847765682818,101.81847765682818,69.87511259147051,122.91584101247324,23,16.47745485267907,26.85859293703339
full_original_v4io_T4,FULL original v4-io/T4,FULL,F1,cv_kalman,online,F1,R07,BSDC91,1201,0,91.4011302389448,174.47727009350223,105.88167426265186,65.86062347092775,155.81647897541626,50.53931056490637,103.2999043813495,original self-cal layout and solver residual delay corrections,76.67938860424306,67.55055200611345,36.28569360491656,618.4115674682307,553.710088338652,64.70147912957873,64.70147912957873,58.67897500082985,94.2569618707075,23,11.090831915931249,18.690195473169474
full_original_v4io_T4,FULL original v4-io/T4,FULL,F1,cv_kalman,online,F1,R08,BS2DCE,1201,0,122.99649839324876,305.6422984335224,162.9070919003782,92.07001841791022,182.56164728034256,68.71747446646486,267.0138638804672,original self-cal layout and solver residual delay corrections,92.53185187778593,91.63290692511472,12.86677816649444,526.1341194820628,426.4998438737726,99.63427560829024,99.63427560829024,98.87565614758608,176.3972932759155,24,18.5292740644962,30.516892964051284
full_original_v4io_T4,FULL original v4-io/T4,FULL,F1,cv_kalman,online,F1,R08,BSDC91,1200,0,95.52283114988089,182.86268234495765,108.98499985165994,74.9746043779722,155.3599169111621,38.58397552466931,118.7468480668376,original self-cal layout and solver residual delay corrections,60.839359849165945,53.413857628985625,29.127092543657,628.1789900280146,553.6862544616728,74.49273556634182,74.49273556634182,67.4473806628513,130.01722845287858,24,14.770310879293888,28.640805624241157
full_original_v4io_T4,FULL original v4-io/T4,FULL,F1,cv_kalman,online,F1,R09,BS2DCE,1200,0,161.35932800729415,322.3772340797171,194.4869062951885,119.2902584804668,258.791387826052,82.05825537562401,245.32259175694247,original self-cal layout and solver residual delay corrections,77.37478372975455,76.63515453192106,10.67287435955609,548.100989251248,426.5535566940207,121.54743255722737,121.54743255722737,124.26487001328496,226.3558890496479,24,19.08221836498244,34.82985695467656
full_original_v4io_T4,FULL original v4-io/T4,FULL,F1,cv_kalman,online,F1,R09,BSDC91,1200,0,121.60184561206576,211.3173046925428,135.73019963513295,103.26784551621594,192.8052906021253,51.39422547818606,121.60665479899134,original self-cal layout and solver residual delay corrections,78.32767816347881,51.80644054351071,58.74791813071511,649.9987489372469,553.6949651923159,96.30378374493102,96.30378374493102,76.1409922585514,123.71185221926208,24,13.495979657099076,23.11729515934756
full_original_v4io_T4,FULL original v4-io/T4,FULL,F1,cv_kalman,online,F1,R10,BS2DCE,1200,0,117.2104521723038,257.40849837740274,141.43340566480703,64.81912209734253,150.13005889182648,86.9555383421914,221.3728685364027,original self-cal layout and solver residual delay corrections,64.70041567531275,43.84725984632903,47.576901880290166,520.8175820488855,426.71442181080937,94.1031602380761,94.1031602380761,75.56290210942616,130.3546448329059,23,17.39005329612304,25.54102143592158
full_original_v4io_T4,FULL original v4-io/T4,FULL,F1,cv_kalman,online,F1,R10,BSDC91,1200,0,72.73524979569851,216.71839653161544,104.00076501299124,47.5651914283164,162.3823985641272,45.47898210536948,147.26121544276177,original self-cal layout and solver residual delay corrections,76.70362480948368,46.16750724388769,61.25363118868643,616.7849359086922,553.8753944619384,62.90954144675379,62.90954144675379,57.5464324571431,100.20058943255862,23,10.930099237896078,16.92365257843669
full_original_v4io_T4,FULL original v4-io/T4,FULL,F1,cv_kalman,online,F1,R11,BS2DCE,1201,0,104.94751092512828,249.39453601890884,134.45830430390387,67.41276036314588,225.6200864848465,59.85151783901426,133.698064238396,original self-cal layout and solver residual delay corrections,95.42970121792138,90.24159591070205,31.0367885263812,499.1684932669188,426.8423177244342,72.32617554248458,72.32617554248458,59.30758454142564,104.76094092294989,23,14.881734041531049,25.5634487611419
full_original_v4io_T4,FULL original v4-io/T4,FULL,F1,cv_kalman,online,F1,R11,BSDC91,1200,0,79.4329003026456,159.38005885411795,95.39339674712264,53.128450607764464,131.4030292364059,43.47136244948035,114.7261519268319,original self-cal layout and solver residual delay corrections,78.4865983165143,68.11367009265253,38.995821081330746,595.0294174601474,553.6302994130274,41.399118047120055,41.399118047120055,45.83609575780913,83.26781026171035,23,11.596637319941342,16.55775158376762
full_original_v4io_T4,FULL original v4-io/T4,FULL,F1,cv_kalman,online,F1,R12,BS2DCE,1200,0,121.74294937920428,223.31469598581515,136.70844055884675,78.15620125532763,156.2953014214581,73.47432596221012,202.18637196499307,original self-cal layout and solver residual delay corrections,86.48039028539284,74.29945030395227,44.25437366458141,498.7916083281584,426.60555995623366,72.18604837192476,72.18604837192476,72.87069301162074,127.8984277612935,23,20.64299240012984,35.909208239649665
full_original_v4io_T4,FULL original v4-io/T4,FULL,F1,cv_kalman,online,F1,R12,BSDC91,1200,0,104.49855520745332,162.95125140036856,110.28317149109252,68.34611158683529,126.21310791874508,65.62846829965235,138.14643255119884,original self-cal layout and solver residual delay corrections,64.25662446513839,46.87449819136142,43.9510546740562,620.8600572694731,553.7074846405566,67.15257262891657,67.15257262891657,59.50788836769088,93.6546383933426,23,13.052919414375852,20.33294900170026
full_original_v4io_T4,FULL original v4-io/T4,FULL,F1,cv_kalman,online,F1,R13,BS2DCE,1201,0,117.14023503881045,227.5061145068712,135.17826663714231,73.0677854610496,184.89219783512632,67.38825434720366,174.8247534099767,original self-cal layout and solver residual delay corrections,57.90022667531352,40.14140703732357,41.72653460469246,511.9086254986905,426.619674136456,85.28895136223451,85.28895136223451,69.46435060759325,122.78224764686682,23,13.149737852539072,25.36484402185128
full_original_v4io_T4,FULL original v4-io/T4,FULL,F1,cv_kalman,online,F1,R13,BSDC91,1200,0,97.41160735949296,167.68429795468612,108.54429977543022,65.01621119297184,133.6055930582531,55.25457786288371,140.23693266954834,original self-cal layout and solver residual delay corrections,68.20421356450743,21.617711337969432,64.68762868169745,610.1362876874746,553.772122596342,56.36416509113258,56.36416509113258,50.71366417286367,98.10023871677468,23,12.009336522711584,18.757064953119
