check_type,scenario_label,scenario,anchor,anchor_id,left_column,right_column,left_value_rel_A_mm,right_value_rel_A_mm,gap_left_minus_right_mm,anchor_main_rel_A_mm,solver_d_anchor_rel_A_mm,gap_anchor_main_minus_solver_d_anchor_mm,anchor_consistency_corr,anchor_consistency_median_abs_gap_mm,check_consistent,anchor_consistency_verdict,interpretation,firmware_antenna_delay_setting_dtu,terminology_note,gauge_note,identifiability_note,coord_scale_error_self_minus_vicon_mm,within_self_cal_corr,within_self_cal_median_abs_gap_mm,within_self_cal_consistent,within_vicon_corr,within_vicon_median_abs_gap_mm,within_vicon_consistent,cross_vicon_main_vs_self_danchor_corr,cross_vicon_main_vs_self_danchor_median_abs_gap_mm,cross_vicon_main_vs_self_danchor_verdict,coord_scale_error_median_abs_mm,anchor_decomp_verdict,paper_consequence
within_vicon,vicon_truth_delaycal_T4,vicon_truth_delaycal_T4,C,2,vicon_anchor_main_rel_A_mm,vicon_d_anchor_rel_A_mm,-91.60522405511254,-21.190607722289116,-70.41461633282343,-91.60522405511254,-21.190607722289116,-70.41461633282343,0.4560398872637442,21.630189036696166,False,,Vicon median polish does not reproduce Vicon delaycal d_anchor; inspect additive model or delaycal reference,16436,firmware 16436 DTU TX=RX all devices is the antenna-delay setting; solver d_anchor_mm/tag_delay_mm are layout-level residual delay corrections fitted on top of firmware-16436 data,grand is common-mode firmware-16436 miscal plus global scale plus mean coordinate; only anchor_main/tag_main differences are identifiable from tag-to-anchor ranges,only relative-to-A anchor_main/d_anchor differences are identifiable from tag-to-anchor ranges,,,,,,,,,,,,,
within_vicon,vicon_truth_delaycal_T4,vicon_truth_delaycal_T4,D,3,vicon_anchor_main_rel_A_mm,vicon_d_anchor_rel_A_mm,-32.64949568053056,-33.66553788569226,1.0160422051616962,-32.64949568053056,-33.66553788569226,1.0160422051616962,0.4560398872637442,21.630189036696166,False,,Vicon median polish does not reproduce Vicon delaycal d_anchor; inspect additive model or delaycal reference,16436,firmware 16436 DTU TX=RX all devices is the antenna-delay setting; solver d_anchor_mm/tag_delay_mm are layout-level residual delay corrections fitted on top of firmware-16436 data,grand is common-mode firmware-16436 miscal plus global scale plus mean coordinate; only anchor_main/tag_main differences are identifiable from tag-to-anchor ranges,only relative-to-A anchor_main/d_anchor differences are identifiable from tag-to-anchor ranges,,,,,,,,,,,,,
within_vicon,vicon_truth_delaycal_T4,vicon_truth_delaycal_T4,E,4,vicon_anchor_main_rel_A_mm,vicon_d_anchor_rel_A_mm,-75.66676079911737,-99.19240476229413,23.525643963176762,-75.66676079911737,-99.19240476229413,23.525643963176762,0.4560398872637442,21.630189036696166,False,,Vicon median polish does not reproduce Vicon delaycal d_anchor; inspect additive model or delaycal reference,16436,firmware 16436 DTU TX=RX all devices is the antenna-delay setting; solver d_anchor_mm/tag_delay_mm are layout-level residual delay corrections fitted on top of firmware-16436 data,grand is common-mode firmware-16436 miscal plus global scale plus mean coordinate; only anchor_main/tag_main differences are identifiable from tag-to-anchor ranges,only relative-to-A anchor_main/d_anchor differences are identifiable from tag-to-anchor ranges,,,,,,,,,,,,,
within_vicon,vicon_truth_delaycal_T4,vicon_truth_delaycal_T4,F,5,vicon_anchor_main_rel_A_mm,vicon_d_anchor_rel_A_mm,-57.01221884097741,-97.85243667701671,40.8402178360393,-57.01221884097741,-97.85243667701671,40.8402178360393,0.4560398872637442,21.630189036696166,False,,Vicon median polish does not reproduce Vicon delaycal d_anchor; inspect additive model or delaycal reference,16436,firmware 16436 DTU TX=RX all devices is the antenna-delay setting; solver d_anchor_mm/tag_delay_mm are layout-level residual delay corrections fitted on top of firmware-16436 data,grand is common-mode firmware-16436 miscal plus global scale plus mean coordinate; only anchor_main/tag_main differences are identifiable from tag-to-anchor ranges,only relative-to-A anchor_main/d_anchor differences are identifiable from tag-to-anchor ranges,,,,,,,,,,,,,
within_vicon,vicon_truth_delaycal_T4,vicon_truth_delaycal_T4,G,6,vicon_anchor_main_rel_A_mm,vicon_d_anchor_rel_A_mm,-47.568828703553606,-62.527257247774614,14.958428544221007,-47.568828703553606,-62.527257247774614,14.958428544221007,0.4560398872637442,21.630189036696166,False,,Vicon median polish does not reproduce Vicon delaycal d_anchor; inspect additive model or delaycal reference,16436,firmware 16436 DTU TX=RX all devices is the antenna-delay setting; solver d_anchor_mm/tag_delay_mm are layout-level residual delay corrections fitted on top of firmware-16436 data,grand is common-mode firmware-16436 miscal plus global scale plus mean coordinate; only anchor_main/tag_main differences are identifiable from tag-to-anchor ranges,only relative-to-A anchor_main/d_anchor differences are identifiable from tag-to-anchor ranges,,,,,,,,,,,,,
within_vicon,vicon_truth_delaycal_T4,vicon_truth_delaycal_T4,H,7,vicon_anchor_main_rel_A_mm,vicon_d_anchor_rel_A_mm,-82.63592228861033,-62.90118817839476,-19.73473411021557,-82.63592228861033,-62.90118817839476,-19.73473411021557,0.4560398872637442,21.630189036696166,False,,Vicon median polish does not reproduce Vicon delaycal d_anchor; inspect additive model or delaycal reference,16436,firmware 16436 DTU TX=RX all devices is the antenna-delay setting; solver d_anchor_mm/tag_delay_mm are layout-level residual delay corrections fitted on top of firmware-16436 data,grand is common-mode firmware-16436 miscal plus global scale plus mean coordinate; only anchor_main/tag_main differences are identifiable from tag-to-anchor ranges,only relative-to-A anchor_main/d_anchor differences are identifiable from tag-to-anchor ranges,,,,,,,,,,,,,
cross_vicon_main_vs_self_danchor,vicon_main_vs_self_danchor,vicon_main_vs_self_danchor,A,0,vicon_anchor_main_rel_A_mm,self_d_anchor_rel_A_mm,0.0,0.0,0.0,0.0,0.0,0.0,-0.5405686263605778,99.7297416271779,False,ANCHOR_CONSISTENCY_FLAGGED,cross-scenario comparison is flagged; this may be layout/coordinate absorption rather than a decomposition bug,16436,firmware 16436 DTU TX=RX all devices is the antenna-delay setting; solver d_anchor_mm/tag_delay_mm are layout-level residual delay corrections fitted on top of firmware-16436 data,grand is common-mode firmware-16436 miscal plus global scale plus mean coordinate; only anchor_main/tag_main differences are identifiable from tag-to-anchor ranges,only relative-to-A anchor_main/d_anchor differences are identifiable from tag-to-anchor ranges,,,,,,,,,,,,,
cross_vicon_main_vs_self_danchor,vicon_main_vs_self_danchor,vicon_main_vs_self_danchor,B,1,vicon_anchor_main_rel_A_mm,self_d_anchor_rel_A_mm,-76.09887117940615,37.127097197321255,-113.2259683767274,-76.09887117940615,37.127097197321255,-113.2259683767274,-0.5405686263605778,99.7297416271779,False,ANCHOR_CONSISTENCY_FLAGGED,cross-scenario comparison is flagged; this may be layout/coordinate absorption rather than a decomposition bug,16436,firmware 16436 DTU TX=RX all devices is the antenna-delay setting; solver d_anchor_mm/tag_delay_mm are layout-level residual delay corrections fitted on top of firmware-16436 data,grand is common-mode firmware-16436 miscal plus global scale plus mean coordinate; only anchor_main/tag_main differences are identifiable from tag-to-anchor ranges,only relative-to-A anchor_main/d_anchor differences are identifiable from tag-to-anchor ranges,,,,,,,,,,,,,
cross_vicon_main_vs_self_danchor,vicon_main_vs_self_danchor,vicon_main_vs_self_danchor,C,2,vicon_anchor_main_rel_A_mm,self_d_anchor_rel_A_mm,-91.60522405511254,59.99999999999338,-151.6052240551059,-91.60522405511254,59.99999999999338,-151.6052240551059,-0.5405686263605778,99.7297416271779,False,ANCHOR_CONSISTENCY_FLAGGED,cross-scenario comparison is flagged; this may be layout/coordinate absorption rather than a decomposition bug,16436,firmware 16436 DTU TX=RX all devices is the antenna-delay setting; solver d_anchor_mm/tag_delay_mm are layout-level residual delay corrections fitted on top of firmware-16436 data,grand is common-mode firmware-16436 miscal plus global scale plus mean coordinate; only anchor_main/tag_main differences are identifiable from tag-to-anchor ranges,only relative-to-A anchor_main/d_anchor differences are identifiable from tag-to-anchor ranges,,,,,,,,,,,,,
cross_vicon_main_vs_self_danchor,vicon_main_vs_self_danchor,vicon_main_vs_self_danchor,D,3,vicon_anchor_main_rel_A_mm,self_d_anchor_rel_A_mm,-32.64949568053056,59.999999999999986,-92.64949568053055,-32.64949568053056,59.999999999999986,-92.64949568053055,-0.5405686263605778,99.7297416271779,False,ANCHOR_CONSISTENCY_FLAGGED,cross-scenario comparison is flagged; this may be layout/coordinate absorption rather than a decomposition bug,16436,firmware 16436 DTU TX=RX all devices is the antenna-delay setting; solver d_anchor_mm/tag_delay_mm are layout-level residual delay corrections fitted on top of firmware-16436 data,grand is common-mode firmware-16436 miscal plus global scale plus mean coordinate; only anchor_main/tag_main differences are identifiable from tag-to-anchor ranges,only relative-to-A anchor_main/d_anchor differences are identifiable from tag-to-anchor ranges,,,,,,,,,,,,,
cross_vicon_main_vs_self_danchor,vicon_main_vs_self_danchor,vicon_main_vs_self_danchor,E,4,vicon_anchor_main_rel_A_mm,self_d_anchor_rel_A_mm,-75.66676079911737,31.143226774707873,-106.80998757382524,-75.66676079911737,31.143226774707873,-106.80998757382524,-0.5405686263605778,99.7297416271779,False,ANCHOR_CONSISTENCY_FLAGGED,cross-scenario comparison is flagged; this may be layout/coordinate absorption rather than a decomposition bug,16436,firmware 16436 DTU TX=RX all devices is the antenna-delay setting; solver d_anchor_mm/tag_delay_mm are layout-level residual delay corrections fitted on top of firmware-16436 data,grand is common-mode firmware-16436 miscal plus global scale plus mean coordinate; only anchor_main/tag_main differences are identifiable from tag-to-anchor ranges,only relative-to-A anchor_main/d_anchor differences are identifiable from tag-to-anchor ranges,,,,,,,,,,,,,
cross_vicon_main_vs_self_danchor,vicon_main_vs_self_danchor,vicon_main_vs_self_danchor,F,5,vicon_anchor_main_rel_A_mm,self_d_anchor_rel_A_mm,-57.01221884097741,27.042519801587616,-84.05473864256503,-57.01221884097741,27.042519801587616,-84.05473864256503,-0.5405686263605778,99.7297416271779,False,ANCHOR_CONSISTENCY_FLAGGED,cross-scenario comparison is flagged; this may be layout/coordinate absorption rather than a decomposition bug,16436,firmware 16436 DTU TX=RX all devices is the antenna-delay setting; solver d_anchor_mm/tag_delay_mm are layout-level residual delay corrections fitted on top of firmware-16436 data,grand is common-mode firmware-16436 miscal plus global scale plus mean coordinate; only anchor_main/tag_main differences are identifiable from tag-to-anchor ranges,only relative-to-A anchor_main/d_anchor differences are identifiable from tag-to-anchor ranges,,,,,,,,,,,,,
cross_vicon_main_vs_self_danchor,vicon_main_vs_self_danchor,vicon_main_vs_self_danchor,G,6,vicon_anchor_main_rel_A_mm,self_d_anchor_rel_A_mm,-47.568828703553606,27.558723285689375,-75.12755198924299,-47.568828703553606,27.558723285689375,-75.12755198924299,-0.5405686263605778,99.7297416271779,False,ANCHOR_CONSISTENCY_FLAGGED,cross-scenario comparison is flagged; this may be layout/coordinate absorption rather than a decomposition bug,16436,firmware 16436 DTU TX=RX all devices is the antenna-delay setting; solver d_anchor_mm/tag_delay_mm are layout-level residual delay corrections fitted on top of firmware-16436 data,grand is common-mode firmware-16436 miscal plus global scale plus mean coordinate; only anchor_main/tag_main differences are identifiable from tag-to-anchor ranges,only relative-to-A anchor_main/d_anchor differences are identifiable from tag-to-anchor ranges,,,,,,,,,,,,,
cross_vicon_main_vs_self_danchor,vicon_main_vs_self_danchor,vicon_main_vs_self_danchor,H,7,vicon_anchor_main_rel_A_mm,self_d_anchor_rel_A_mm,-82.63592228861033,32.41907674793188,-115.05499903654221,-82.63592228861033,32.41907674793188,-115.05499903654221,-0.5405686263605778,99.7297416271779,False,ANCHOR_CONSISTENCY_FLAGGED,cross-scenario comparison is flagged; this may be layout/coordinate absorption rather than a decomposition bug,16436,firmware 16436 DTU TX=RX all devices is the antenna-delay setting; solver d_anchor_mm/tag_delay_mm are layout-level residual delay corrections fitted on top of firmware-16436 data,grand is common-mode firmware-16436 miscal plus global scale plus mean coordinate; only anchor_main/tag_main differences are identifiable from tag-to-anchor ranges,only relative-to-A anchor_main/d_anchor differences are identifiable from tag-to-anchor ranges,,,,,,,,,,,,,
coord_scale_error,self_minus_vicon,self_minus_vicon,A,0,self_anchor_main_rel_A_mm,vicon_anchor_main_rel_A_mm,0.0,0.0,0.0,,,,nan,113.15445431715146,,,per-anchor coordinate/scale absorption signature: self-cal anchor_main relative to A minus Vicon anchor_main relative to A,16436,firmware 16436 DTU TX=RX all devices is the antenna-delay setting; solver d_anchor_mm/tag_delay_mm are layout-level residual delay corrections fitted on top of firmware-16436 data,grand is common-mode firmware-16436 miscal plus global scale plus mean coordinate; only anchor_main/tag_main differences are identifiable from tag-to-anchor ranges,"this is a relative per-anchor self-minus-vicon pattern, not an absolute physical delay",0.0,,,,,,,,,,,,
coord_scale_error,self_minus_vicon,self_minus_vicon,B,1,self_anchor_main_rel_A_mm,vicon_anchor_main_rel_A_mm,35.30372431177966,-76.09887117940615,111.4025954911858,,,,nan,113.15445431715146,,,per-anchor coordinate/scale absorption signature: self-cal anchor_main relative to A minus Vicon anchor_main relative to A,16436,firmware 16436 DTU TX=RX all devices is the antenna-delay setting; solver d_anchor_mm/tag_delay_mm are layout-level residual delay corrections fitted on top of firmware-16436 data,grand is common-mode firmware-16436 miscal plus global scale plus mean coordinate; only anchor_main/tag_main differences are identifiable from tag-to-anchor ranges,"this is a relative per-anchor self-minus-vicon pattern, not an absolute physical delay",111.4025954911858,,,,,,,,,,,,
coord_scale_error,self_minus_vicon,self_minus_vicon,C,2,self_anchor_main_rel_A_mm,vicon_anchor_main_rel_A_mm,23.301089088004574,-91.60522405511254,114.90631314311712,,,,nan,113.15445431715146,,,per-anchor coordinate/scale absorption signature: self-cal anchor_main relative to A minus Vicon anchor_main relative to A,16436,firmware 16436 DTU TX=RX all devices is the antenna-delay setting; solver d_anchor_mm/tag_delay_mm are layout-level residual delay corrections fitted on top of firmware-16436 data,grand is common-mode firmware-16436 miscal plus global scale plus mean coordinate; only anchor_main/tag_main differences are identifiable from tag-to-anchor ranges,"this is a relative per-anchor self-minus-vicon pattern, not an absolute physical delay",114.90631314311712,,,,,,,,,,,,
coord_scale_error,self_minus_vicon,self_minus_vicon,D,3,self_anchor_main_rel_A_mm,vicon_anchor_main_rel_A_mm,66.19966443348324,-32.64949568053056,98.8491601140138,,,,nan,113.15445431715146,,,per-anchor coordinate/scale absorption signature: self-cal anchor_main relative to A minus Vicon anchor_main relative to A,16436,firmware 16436 DTU TX=RX all devices is the antenna-delay setting; solver d_anchor_mm/tag_delay_mm are layout-level residual delay corrections fitted on top of firmware-16436 data,grand is common-mode firmware-16436 miscal plus global scale plus mean coordinate; only anchor_main/tag_main differences are identifiable from tag-to-anchor ranges,"this is a relative per-anchor self-minus-vicon pattern, not an absolute physical delay",98.8491601140138,,,,,,,,,,,,
coord_scale_error,self_minus_vicon,self_minus_vicon,E,4,self_anchor_main_rel_A_mm,vicon_anchor_main_rel_A_mm,63.60367100216112,-75.66676079911737,139.2704318012785,,,,nan,113.15445431715146,,,per-anchor coordinate/scale absorption signature: self-cal anchor_main relative to A minus Vicon anchor_main relative to A,16436,firmware 16436 DTU TX=RX all devices is the antenna-delay setting; solver d_anchor_mm/tag_delay_mm are layout-level residual delay corrections fitted on top of firmware-16436 data,grand is common-mode firmware-16436 miscal plus global scale plus mean coordinate; only anchor_main/tag_main differences are identifiable from tag-to-anchor ranges,"this is a relative per-anchor self-minus-vicon pattern, not an absolute physical delay",139.2704318012785,,,,,,,,,,,,
coord_scale_error,self_minus_vicon,self_minus_vicon,F,5,self_anchor_main_rel_A_mm,vicon_anchor_main_rel_A_mm,91.20117138725573,-57.01221884097741,148.21339022823315,,,,nan,113.15445431715146,,,per-anchor coordinate/scale absorption signature: self-cal anchor_main relative to A minus Vicon anchor_main relative to A,16436,firmware 16436 DTU TX=RX all devices is the antenna-delay setting; solver d_anchor_mm/tag_delay_mm are layout-level residual delay corrections fitted on top of firmware-16436 data,grand is common-mode firmware-16436 miscal plus global scale plus mean coordinate; only anchor_main/tag_main differences are identifiable from tag-to-anchor ranges,"this is a relative per-anchor self-minus-vicon pattern, not an absolute physical delay",148.21339022823315,,,,,,,,,,,,
coord_scale_error,self_minus_vicon,self_minus_vicon,G,6,self_anchor_main_rel_A_mm,vicon_anchor_main_rel_A_mm,35.20169792208321,-47.568828703553606,82.77052662563682,,,,nan,113.15445431715146,,,per-anchor coordinate/scale absorption signature: self-cal anchor_main relative to A minus Vicon anchor_main relative to A,16436,firmware 16436 DTU TX=RX all devices is the antenna-delay setting; solver d_anchor_mm/tag_delay_mm are layout-level residual delay corrections fitted on top of firmware-16436 data,grand is common-mode firmware-16436 miscal plus global scale plus mean coordinate; only anchor_main/tag_main differences are identifiable from tag-to-anchor ranges,"this is a relative per-anchor self-minus-vicon pattern, not an absolute physical delay",82.77052662563682,,,,,,,,,,,,
coord_scale_error,self_minus_vicon,self_minus_vicon,H,7,self_anchor_main_rel_A_mm,vicon_anchor_main_rel_A_mm,47.052205860436516,-82.63592228861033,129.68812814904686,,,,nan,113.15445431715146,,,per-anchor coordinate/scale absorption signature: self-cal anchor_main relative to A minus Vicon anchor_main relative to A,16436,firmware 16436 DTU TX=RX all devices is the antenna-delay setting; solver d_anchor_mm/tag_delay_mm are layout-level residual delay corrections fitted on top of firmware-16436 data,grand is common-mode firmware-16436 miscal plus global scale plus mean coordinate; only anchor_main/tag_main differences are identifiable from tag-to-anchor ranges,"this is a relative per-anchor self-minus-vicon pattern, not an absolute physical delay",129.68812814904686,,,,,,,,,,,,
overall,all,all,ALL,-1,,,,,,,,,,,,,,16436,firmware 16436 DTU TX=RX all devices is the antenna-delay setting; solver d_anchor_mm/tag_delay_mm are layout-level residual delay corrections fitted on top of firmware-16436 data,grand is common-mode firmware-16436 miscal plus global scale plus mean coordinate; only anchor_main/tag_main differences are identifiable from tag-to-anchor ranges,within-scenario differences test decomposition soundness; cross-scenario differences test layout coordinate/scale absorption,,0.305406016194862,11.138051874449236,False,0.4560398872637442,21.630189036696166,False,-0.5405686263605778,99.7297416271779,ANCHOR_CONSISTENCY_FLAGGED,113.15445431715146,ANCHOR_DECOMP_INCONSISTENT_INVESTIGATE,At least one within-scenario anchor check fails; resolve a centering/sign/reference bug before interpreting the cross-scenario flag.
