tag_method,raw_p50_mm,raw_p95_mm,production_p50_minus_raw_mm,production_p95_minus_raw_mm,corr_prod_raw,median_abs_difference_mm
T1,70.77883673503024,283.6781819641526,3.1840537182695243,-1.5486870077342587,,
T2,71.05770490749634,282.8740609658572,2.9051855458034197,-0.74456600943887,,
T3,69.1556210729911,172.98762439595595,4.807269380308668,109.1418705604624,,
T4,69.69166345867296,173.9256534240159,4.271226994626801,108.20384153240244,,
T1_per_ID_similarity,70.77883673503024,283.6781819641526,0.6696679780737895,6.217069538753548,0.9991663896189299,1.8616709649348158
T2_per_ID_similarity,71.05770490749634,282.8740609658572,0.3605972172487082,6.199201523930103,0.9991866030609067,1.730428489036285
T3_per_ID_similarity,69.1556210729911,172.98762439595595,2.8080713645866453,132.81967497988933,0.5169939836135624,6.388745476863547
T4_per_ID_similarity,69.69166345867296,173.9256534240159,9.586800777440672,91.31919544142733,0.8922435821473622,9.586800777440672
