loocv_p50_mm,loocv_p95_mm,loocv_n,in_sample_best_layout_solver,in_sample_best_baseline,in_sample_best_candidate,in_sample_best_p50_mm,in_sample_best_p95_mm,v4io_e_h_p50_mm,v4io_e_h_p95_mm,vicon_truth_delaycal_p50_mm,vicon_truth_delaycal_p95_mm,selected_baseline_counts
60.31226824197405,140.99174175904787,24,v1-old,F-H,v1-old/F-H,55.18943521394794,140.99174175904787,58.11815566026716,130.2241090849534,64.09048082988876,128.3843598352106,v1-old/B-E:2; v1-old/C-G:10; v1-old/F-H:12
