sample_utc,gpu_util_pct,gpu_mem_used_mb,gpu_mem_total_mb,gpu_temp_c,gpu_power_w,gpu_power_limit_w,mem_used_mb,mem_total_mb,swap_used_mb,cpu_tctl_c,phase4_proc_count,phase4_cpu_sum,phase4_rss_gib
2026-06-07T01:05:33Z,0,1078,32607,27,5.37,500.00,57844,94084,2990,85.2,10,800.3,15.0
2026-06-07T01:05:43Z,0,1078,32607,27,6.62,500.00,57874,94084,2990,86.2,10,800.3,15.0
2026-06-07T01:05:54Z,0,1078,32607,27,5.21,500.00,57864,94084,2990,84.5,10,800.3,15.0
2026-06-07T01:06:04Z,0,1078,32607,27,5.54,500.00,57862,94084,2990,86.8,10,800.3,15.0
2026-06-07T01:06:14Z,0,1078,32607,27,5.99,500.00,57873,94084,2990,85.9,10,800.3,15.0
2026-06-07T01:06:24Z,0,1078,32607,27,5.86,500.00,57879,94084,2990,86.1,10,800.3,15.0
2026-06-07T01:06:34Z,0,1078,32607,27,7.16,500.00,57897,94084,2990,86.1,10,800.2,15.0
2026-06-07T01:06:44Z,0,1078,32607,27,5.81,500.00,57910,94084,2990,91.2,10,791.5,15.0
2026-06-07T01:06:54Z,0,1078,32607,27,5.89,500.00,57175,94084,2990,87.5,10,838.0,6.4
2026-06-07T01:07:04Z,0,1078,32607,27,5.86,500.00,57777,94084,2990,82.4,10,815.1,13.9
2026-06-07T01:07:14Z,0,1078,32607,27,5.44,500.00,57333,94084,2990,81.2,10,810.5,14.0
2026-06-07T01:07:25Z,0,1078,32607,27,7.14,500.00,57206,94084,2990,80.8,10,807.8,14.0
2026-06-07T01:07:35Z,0,1078,32607,27,6.50,500.00,57216,94084,2990,81.4,10,806.0,14.0
2026-06-07T01:07:45Z,0,1078,32607,27,6.73,500.00,57241,94084,2990,85.0,10,804.9,14.0
2026-06-07T01:07:55Z,0,1078,32607,27,5.38,500.00,57242,94084,2990,81.8,10,804.1,14.1
2026-06-07T01:08:05Z,0,1078,32607,27,5.15,500.00,57258,94084,2990,81.0,10,803.6,14.1
2026-06-07T01:08:15Z,0,1078,32607,27,5.82,500.00,57297,94084,2990,81.1,10,803.1,14.1
2026-06-07T01:08:25Z,0,1078,32607,27,5.16,500.00,57330,94084,2990,82.0,10,802.9,14.1
2026-06-07T01:08:35Z,0,1078,32607,27,7.09,500.00,57356,94084,2990,81.0,10,802.5,14.1
2026-06-07T01:08:45Z,0,1078,32607,27,5.56,500.00,57370,94084,2990,81.2,10,802.3,14.2
2026-06-07T01:08:55Z,0,1078,32607,27,5.62,500.00,57391,94084,2990,81.0,10,802.2,14.2
2026-06-07T01:09:06Z,0,1078,32607,27,5.79,500.00,57413,94084,2990,81.6,10,801.9,14.2
2026-06-07T01:09:16Z,0,1078,32607,27,5.55,500.00,57435,94084,2990,81.1,10,801.8,14.2
2026-06-07T01:09:26Z,0,1078,32607,27,7.00,500.00,57482,94084,2990,87.2,10,799.9,14.2
2026-06-07T01:09:36Z,0,1078,32607,27,5.96,500.00,57693,94084,2990,88.5,10,794.7,14.8
2026-06-07T01:09:46Z,0,1078,32607,27,6.03,500.00,57926,94084,2990,87.6,10,798.5,14.9
2026-06-07T01:09:56Z,0,1078,32607,27,5.91,500.00,57944,94084,2990,86.6,10,799.6,14.9
2026-06-07T01:10:06Z,0,1078,32607,27,4.49,500.00,57939,94084,2990,87.2,10,799.9,15.0
2026-06-07T01:10:16Z,0,1078,32607,27,6.80,500.00,57908,94084,2990,86.5,10,800.2,15.0
2026-06-07T01:10:26Z,0,1078,32607,27,5.42,500.00,57922,94084,2990,90.2,10,800.6,15.0
2026-06-07T01:10:36Z,0,1078,32607,27,6.14,500.00,57921,94084,2990,85.5,10,800.7,15.0
2026-06-07T01:10:47Z,0,1078,32607,27,6.16,500.00,57917,94084,2990,86.2,10,800.5,15.0
2026-06-07T01:10:57Z,0,1078,32607,27,5.54,500.00,57931,94084,2990,87.0,10,800.6,15.0
2026-06-07T01:11:07Z,0,1078,32607,27,7.18,500.00,57962,94084,2990,85.9,10,800.7,15.0
2026-06-07T01:11:17Z,0,1078,32607,27,6.25,500.00,57945,94084,2990,86.0,10,800.7,15.0
2026-06-07T01:11:27Z,0,1078,32607,27,6.39,500.00,57967,94084,2990,87.8,10,800.7,15.0
2026-06-07T01:11:37Z,0,1078,32607,27,6.14,500.00,57981,94084,2990,88.6,10,800.6,15.0
2026-06-07T01:11:47Z,0,1078,32607,27,6.45,500.00,58006,94084,2990,90.2,10,800.6,15.0
2026-06-07T01:11:57Z,0,1078,32607,27,5.80,500.00,57998,94084,2990,87.6,10,800.6,15.0
2026-06-07T01:12:07Z,0,1078,32607,27,6.32,500.00,57982,94084,2990,88.4,10,800.5,15.0
2026-06-07T01:12:18Z,0,1078,32607,27,7.24,500.00,57978,94084,2990,87.0,10,800.6,15.0
2026-06-07T01:12:28Z,0,1078,32607,27,5.85,500.00,57972,94084,2990,91.0,10,800.5,15.0
2026-06-07T01:12:38Z,0,1078,32607,27,6.17,500.00,57998,94084,2990,86.4,10,800.6,15.0
2026-06-07T01:12:48Z,0,1078,32607,27,5.89,500.00,57993,94084,2990,87.6,10,800.5,15.0
2026-06-07T01:12:58Z,0,1078,32607,27,5.86,500.00,57995,94084,2990,86.0,10,800.4,15.0
2026-06-07T01:13:08Z,0,1078,32607,27,6.34,500.00,58003,94084,2990,87.5,10,800.4,15.0
2026-06-07T01:13:18Z,0,1078,32607,27,6.33,500.00,58011,94084,2990,85.5,10,800.5,15.0
2026-06-07T01:13:28Z,0,1078,32607,27,6.26,500.00,58015,94084,2990,85.1,10,800.5,15.0
2026-06-07T01:13:38Z,0,1078,32607,27,6.87,500.00,58026,94084,2990,85.9,10,800.4,15.0
2026-06-07T01:13:48Z,0,1078,32607,27,6.47,500.00,58031,94084,2990,86.4,10,800.3,15.0
2026-06-07T01:13:59Z,0,1078,32607,27,7.62,500.00,58049,94084,2990,87.6,10,800.3,15.0
2026-06-07T01:14:09Z,0,1078,32607,27,6.03,500.00,58043,94084,2990,85.5,10,800.2,15.0
2026-06-07T01:14:19Z,0,1078,32607,27,6.34,500.00,58109,94084,2990,85.0,10,800.3,15.0
2026-06-07T01:14:29Z,0,1078,32607,27,5.62,500.00,58086,94084,2990,84.8,10,800.2,15.0
2026-06-07T01:14:39Z,0,1078,32607,27,6.16,500.00,58076,94084,2990,91.5,10,794.5,15.0
2026-06-07T01:14:49Z,0,1078,32607,27,6.30,500.00,57647,94084,2990,88.1,10,837.9,6.5
2026-06-07T01:14:59Z,0,1078,32607,27,6.03,500.00,57910,94084,2990,82.5,10,814.3,13.9
2026-06-07T01:15:09Z,0,1078,32607,27,6.53,500.00,57533,94084,2990,83.0,10,810.0,14.0
2026-06-07T01:15:19Z,0,1078,32607,27,5.86,500.00,57394,94084,2990,81.2,10,807.5,14.0
2026-06-07T01:15:30Z,0,1078,32607,27,5.94,500.00,57374,94084,2990,80.9,10,805.9,14.0
2026-06-07T01:15:40Z,0,1078,32607,27,6.40,500.00,57408,94084,2990,81.0,10,804.8,14.0
2026-06-07T01:15:50Z,0,1078,32607,27,5.82,500.00,57405,94084,2990,82.0,10,804.0,14.0
2026-06-07T01:16:00Z,1,1078,32607,27,7.31,500.00,57466,94084,2990,80.9,10,803.6,14.1
2026-06-07T01:16:10Z,0,1078,32607,27,5.94,500.00,57475,94084,2990,80.8,10,803.0,14.1
2026-06-07T01:16:20Z,0,1078,32607,27,6.16,500.00,57485,94084,2990,81.1,10,802.8,14.1
2026-06-07T01:16:30Z,0,1078,32607,27,5.95,500.00,57549,94084,2990,83.2,10,802.5,14.1
2026-06-07T01:16:40Z,0,1078,32607,27,6.35,500.00,57559,94084,2990,81.2,10,802.1,14.1
2026-06-07T01:16:50Z,0,1078,32607,27,6.95,500.00,57615,94084,2990,81.4,10,802.3,14.2
2026-06-07T01:17:00Z,0,1078,32607,27,7.45,500.00,57618,94084,2990,81.4,10,802.0,14.2
2026-06-07T01:17:11Z,0,1078,32607,27,6.11,500.00,57640,94084,2990,81.2,10,801.8,14.2
2026-06-07T01:17:21Z,0,1078,32607,27,6.66,500.00,57369,94084,2990,89.8,10,751.9,14.4
2026-06-07T01:17:31Z,0,1078,32607,27,6.08,500.00,58094,94084,2990,88.8,10,796.0,14.9
2026-06-07T01:17:41Z,0,1078,32607,27,7.48,500.00,58107,94084,2990,87.2,10,798.8,14.9
2026-06-07T01:17:51Z,0,1078,32607,27,6.62,500.00,58066,94084,2990,86.5,10,799.9,15.0
2026-06-07T01:18:01Z,0,1078,32607,27,7.88,500.00,58079,94084,2990,86.4,10,800.1,15.0
2026-06-07T01:18:11Z,0,1078,32607,27,6.29,500.00,58080,94084,2990,86.0,10,800.3,15.0
2026-06-07T01:18:21Z,0,1078,32607,27,6.39,500.00,58086,94084,2990,85.5,10,800.4,15.0
2026-06-07T01:18:31Z,0,1078,32607,27,6.41,500.00,58114,94084,2990,89.5,10,800.5,15.0
2026-06-07T01:18:41Z,0,1078,32607,27,6.31,500.00,58110,94084,2990,86.8,10,800.6,15.0
2026-06-07T01:18:52Z,0,1078,32607,27,6.57,500.00,58120,94084,2990,86.0,10,800.7,15.0
2026-06-07T01:19:02Z,0,1078,32607,27,6.80,500.00,58143,94084,2990,85.1,10,800.7,15.0
2026-06-07T01:19:12Z,0,1078,32607,27,6.08,500.00,58187,94084,2990,87.4,10,800.7,15.0
2026-06-07T01:19:22Z,0,1078,32607,27,5.92,500.00,58171,94084,2990,86.5,10,800.6,15.0
2026-06-07T01:19:32Z,0,1078,32607,27,6.07,500.00,58163,94084,2990,84.9,10,800.6,15.0
2026-06-07T01:19:42Z,0,1078,32607,27,6.83,500.00,58144,94084,2990,84.5,10,800.6,15.0
2026-06-07T01:19:52Z,0,1078,32607,27,5.97,500.00,58209,94084,2990,84.6,10,800.6,15.0
2026-06-07T01:20:02Z,0,1078,32607,27,5.91,500.00,58256,94084,2990,86.5,10,800.5,15.0
2026-06-07T01:20:13Z,0,1078,32607,27,6.08,500.00,58196,94084,2990,85.6,10,800.5,15.0
2026-06-07T01:20:23Z,0,1078,32607,27,6.44,500.00,58218,94084,2990,85.1,10,800.4,15.0
2026-06-07T01:20:33Z,0,1078,32607,27,7.24,500.00,58186,94084,2990,84.8,10,800.5,15.0
2026-06-07T01:20:43Z,0,1078,32607,27,6.39,500.00,58184,94084,2990,84.5,10,800.6,15.0
2026-06-07T01:20:53Z,0,1078,32607,27,6.36,500.00,58199,94084,2990,84.8,10,800.5,15.0
2026-06-07T01:21:03Z,0,1078,32607,27,5.89,500.00,58200,94084,2990,85.5,10,800.5,15.0
2026-06-07T01:21:13Z,0,1078,32607,27,6.17,500.00,58205,94084,2990,85.2,10,800.4,15.0
2026-06-07T01:21:23Z,0,1078,32607,27,7.23,500.00,58203,94084,2990,86.2,10,800.3,15.0
2026-06-07T01:21:33Z,0,1078,32607,27,5.85,500.00,58201,94084,2990,87.5,10,800.3,15.0
2026-06-07T01:21:44Z,0,1078,32607,27,6.95,500.00,58200,94084,2990,85.2,10,800.3,15.0
2026-06-07T01:21:54Z,0,1078,32607,27,5.56,500.00,58234,94084,2990,90.0,10,800.3,15.0
2026-06-07T01:22:04Z,0,1078,32607,27,5.49,500.00,58231,94084,2990,85.9,10,800.2,15.0
2026-06-07T01:22:14Z,0,1078,32607,27,6.23,500.00,58233,94084,2990,85.4,10,800.2,15.0
2026-06-07T01:22:24Z,0,1078,32607,27,6.49,500.00,58244,94084,2990,86.6,10,800.2,15.0
2026-06-07T01:22:34Z,0,1078,32607,27,7.73,500.00,56676,94084,2990,92.5,2,1.1,1.8
2026-06-07T01:22:44Z,0,1078,32607,27,6.55,500.00,58143,94084,2990,88.0,10,783.1,13.9
2026-06-07T01:22:54Z,0,1078,32607,27,5.82,500.00,58077,94084,2990,81.6,10,813.5,14.0
2026-06-07T01:23:04Z,0,1078,32607,27,6.05,500.00,57782,94084,2990,80.9,10,809.4,14.0
2026-06-07T01:23:14Z,0,1078,32607,27,6.41,500.00,57629,94084,2990,81.0,10,807.2,14.0
2026-06-07T01:23:25Z,0,1078,32607,27,7.70,500.00,57625,94084,2990,80.8,10,805.7,14.0
2026-06-07T01:23:35Z,0,1078,32607,27,5.82,500.00,57589,94084,2990,80.9,10,804.9,14.1
2026-06-07T01:23:45Z,0,1078,32607,27,6.17,500.00,57631,94084,2990,81.2,10,804.1,14.1
2026-06-07T01:23:55Z,0,1078,32607,27,6.61,500.00,57662,94084,2990,82.2,10,803.6,14.1
2026-06-07T01:24:05Z,0,1078,32607,27,6.78,500.00,57680,94084,2990,81.0,10,803.1,14.1
2026-06-07T01:24:15Z,0,1078,32607,27,6.25,500.00,57699,94084,2990,81.0,10,802.8,14.1
2026-06-07T01:24:25Z,0,1078,32607,27,5.93,500.00,57736,94084,2990,80.8,10,802.6,14.1
2026-06-07T01:24:35Z,0,1078,32607,27,6.91,500.00,57754,94084,2990,81.6,10,802.2,14.2
2026-06-07T01:24:45Z,0,1078,32607,27,6.33,500.00,57785,94084,2990,81.0,10,802.0,14.2
2026-06-07T01:24:56Z,0,1078,32607,27,6.14,500.00,57857,94084,2990,81.5,10,801.9,14.2
2026-06-07T01:25:06Z,0,1078,32607,27,6.11,500.00,57901,94084,2990,80.9,10,801.9,14.2
2026-06-07T01:25:16Z,0,1078,32607,27,6.31,500.00,57688,94084,2990,89.8,10,782.9,14.5
2026-06-07T01:25:26Z,0,1078,32607,27,6.42,500.00,58297,94084,2990,88.9,10,796.7,14.9
2026-06-07T01:25:36Z,0,1078,32607,27,6.19,500.00,58308,94084,2990,89.6,10,799.0,15.0
2026-06-07T01:25:46Z,0,1078,32607,27,6.41,500.00,58278,94084,2990,89.2,10,799.8,15.0
2026-06-07T01:25:56Z,0,1078,32607,27,6.59,500.00,58260,94084,2990,89.4,10,800.3,15.0
2026-06-07T01:26:06Z,0,1078,32607,27,6.52,500.00,58300,94084,2990,89.2,10,800.4,15.0
2026-06-07T01:26:16Z,0,1078,32607,27,7.49,500.00,58321,94084,2990,86.4,10,800.5,15.0
2026-06-07T01:26:27Z,0,1078,32607,27,6.10,500.00,58317,94084,2990,87.5,10,800.5,15.0
2026-06-07T01:26:37Z,0,1078,32607,27,6.48,500.00,58297,94084,2990,87.2,10,800.6,15.0
2026-06-07T01:26:47Z,0,1078,32607,27,6.21,500.00,58335,94084,2990,86.1,10,800.5,15.0
2026-06-07T01:26:57Z,0,1078,32607,27,6.12,500.00,58319,94084,2990,84.4,10,800.7,15.0
2026-06-07T01:27:07Z,0,1078,32607,27,6.98,500.00,58305,94084,2990,85.2,10,800.6,15.0
2026-06-07T01:27:17Z,0,1078,32607,27,6.06,500.00,58359,94084,2990,84.9,10,800.5,15.0
2026-06-07T01:27:27Z,0,1078,32607,27,6.03,500.00,58330,94084,2990,84.9,10,800.6,15.0
2026-06-07T01:27:37Z,0,1078,32607,27,5.83,500.00,58322,94084,2990,85.8,10,800.5,15.0
2026-06-07T01:27:47Z,0,1078,32607,27,6.20,500.00,58341,94084,2990,86.2,10,800.5,15.0
2026-06-07T01:27:57Z,0,1078,32607,27,6.13,500.00,58347,94084,2990,86.2,10,800.5,15.0
2026-06-07T01:28:08Z,0,1078,32607,27,6.27,500.00,58351,94084,2990,87.5,10,800.5,15.0
2026-06-07T01:28:18Z,0,1078,32607,27,6.68,500.00,58363,94084,2990,86.1,10,800.5,15.0
2026-06-07T01:28:28Z,0,1078,32607,27,6.25,500.00,58366,94084,2990,87.5,10,800.4,15.0
2026-06-07T01:28:38Z,0,1078,32607,27,5.22,500.00,58373,94084,2990,86.8,10,800.5,15.0
2026-06-07T01:28:48Z,0,1078,32607,27,5.84,500.00,58424,94084,2990,89.4,10,800.4,15.0
2026-06-07T01:28:58Z,0,1078,32607,27,6.23,500.00,58402,94084,2990,87.5,10,800.4,15.0
2026-06-07T01:29:08Z,0,1078,32607,27,6.96,500.00,58384,94084,2990,89.8,10,800.4,15.0
2026-06-07T01:29:18Z,0,1078,32607,27,6.38,500.00,58381,94084,2990,86.9,10,800.3,15.0
2026-06-07T01:29:28Z,0,1078,32607,27,5.61,500.00,58407,94084,2990,86.2,10,800.3,15.0
2026-06-07T01:29:39Z,0,1078,32607,27,5.72,500.00,58396,94084,2990,86.5,10,800.3,15.0
2026-06-07T01:29:49Z,0,1078,32607,27,5.68,500.00,58408,94084,2990,86.1,10,800.3,15.0
2026-06-07T01:29:59Z,0,1078,32607,27,6.84,500.00,58454,94084,2990,86.0,10,800.2,15.0
2026-06-07T01:30:09Z,0,1078,32607,27,5.47,500.00,58483,94084,2990,89.9,10,800.2,15.0
2026-06-07T01:30:19Z,0,1078,32607,27,5.94,500.00,58475,94084,2990,87.0,10,800.2,15.0
2026-06-07T01:30:29Z,0,1078,32607,27,5.59,500.00,56968,94084,2990,93.8,2,1.2,1.8
2026-06-07T01:30:39Z,0,1078,32607,27,5.61,500.00,58261,94084,2990,87.6,10,803.4,13.9
2026-06-07T01:30:49Z,0,1078,32607,27,6.89,500.00,58215,94084,2990,81.6,10,812.9,14.0
2026-06-07T01:30:59Z,0,1078,32607,27,5.37,500.00,57876,94084,2990,80.8,10,809.5,14.0
2026-06-07T01:31:09Z,0,1078,32607,27,5.87,500.00,57776,94084,2990,81.0,10,807.2,14.0
2026-06-07T01:31:20Z,0,1078,32607,27,5.97,500.00,57779,94084,2990,80.6,10,805.6,14.0
2026-06-07T01:31:30Z,0,1078,32607,27,5.31,500.00,57815,94084,2990,83.1,10,804.8,14.0
2026-06-07T01:31:40Z,0,1078,32607,27,7.16,500.00,57814,94084,2990,81.1,10,804.0,14.1
2026-06-07T01:31:50Z,0,1078,32607,27,5.98,500.00,57844,94084,2990,80.8,10,803.6,14.1
2026-06-07T01:32:00Z,7,1078,32607,27,6.26,500.00,57882,94084,2990,80.9,10,803.1,14.1
2026-06-07T01:32:10Z,0,1078,32607,27,6.01,500.00,57900,94084,2990,81.9,10,802.8,14.1
2026-06-07T01:32:20Z,0,1078,32607,27,6.18,500.00,57920,94084,2990,80.9,10,802.5,14.1
2026-06-07T01:32:30Z,0,1078,32607,27,6.07,500.00,57946,94084,2990,81.0,10,802.3,14.1
2026-06-07T01:32:40Z,0,1078,32607,27,5.31,500.00,57993,94084,2990,81.6,10,802.0,14.2
2026-06-07T01:32:50Z,0,1078,32607,27,6.41,500.00,58000,94084,2990,81.0,10,801.9,14.2
2026-06-07T01:33:01Z,0,1078,32607,27,7.91,500.00,58018,94084,2990,80.8,10,801.7,14.2
2026-06-07T01:33:11Z,0,1078,32607,27,5.86,500.00,57817,94084,2990,89.8,10,776.9,14.4
2026-06-07T01:33:21Z,0,1078,32607,27,5.64,500.00,58476,94084,2990,89.9,10,796.4,14.9
2026-06-07T01:33:31Z,0,1078,32607,27,5.95,500.00,58473,94084,2990,86.8,10,798.6,14.9
2026-06-07T01:33:41Z,0,1078,32607,27,6.71,500.00,58472,94084,2990,88.0,10,799.7,15.0
2026-06-07T01:33:51Z,0,1078,32607,27,5.99,500.00,58473,94084,2990,86.6,10,800.0,15.0
2026-06-07T01:34:01Z,0,1078,32607,27,6.52,500.00,58468,94084,2990,88.5,10,800.3,15.0
2026-06-07T01:34:11Z,0,1078,32607,27,6.16,500.00,58469,94084,2990,88.8,10,800.5,15.0
2026-06-07T01:34:21Z,0,1078,32607,27,5.80,500.00,58489,94084,2990,87.8,10,800.6,15.0
2026-06-07T01:34:32Z,0,1078,32607,27,6.89,500.00,58505,94084,2990,89.5,10,800.4,15.0
2026-06-07T01:34:42Z,0,1078,32607,27,5.41,500.00,58506,94084,2990,87.6,10,800.5,15.0
2026-06-07T01:34:52Z,0,1078,32607,27,6.13,500.00,58518,94084,2990,86.5,10,800.5,15.0
2026-06-07T01:35:02Z,0,1078,32607,27,5.12,500.00,58556,94084,2990,86.0,10,800.5,15.0
2026-06-07T01:35:12Z,0,1078,32607,27,5.19,500.00,58549,94084,2990,86.4,10,800.4,15.0
2026-06-07T01:35:22Z,0,1078,32607,27,6.97,500.00,58518,94084,2990,87.0,10,800.6,15.0
2026-06-07T01:35:32Z,0,1078,32607,27,5.69,500.00,58543,94084,2990,86.9,10,800.6,15.0
2026-06-07T01:35:42Z,0,1078,32607,27,6.43,500.00,58538,94084,2990,88.0,10,800.6,15.0
2026-06-07T01:35:52Z,0,1078,32607,27,5.60,500.00,58540,94084,2990,86.1,10,800.4,15.0
2026-06-07T01:36:02Z,0,1078,32607,27,5.00,500.00,58562,94084,2990,87.1,10,800.5,15.0
2026-06-07T01:36:13Z,0,1078,32607,27,5.38,500.00,58574,94084,2990,85.6,10,800.4,15.0
2026-06-07T01:36:23Z,0,1078,32607,27,5.39,500.00,58589,94084,2990,85.4,10,800.4,15.0
2026-06-07T01:36:33Z,0,1078,32607,27,7.34,500.00,58581,94084,2990,85.1,10,800.6,15.0
2026-06-07T01:36:43Z,0,1078,32607,27,6.20,500.00,58569,94084,2990,85.2,10,800.4,15.0
2026-06-07T01:36:53Z,0,1078,32607,27,5.86,500.00,58580,94084,2990,85.1,10,800.4,15.0
2026-06-07T01:37:03Z,0,1078,32607,27,5.76,500.00,58565,94084,2990,85.6,10,800.4,15.0
2026-06-07T01:37:13Z,0,1078,32607,27,5.67,500.00,58575,94084,2990,84.6,10,800.4,15.0
2026-06-07T01:37:23Z,0,1078,32607,27,6.92,500.00,58586,94084,2990,85.0,10,800.3,15.0
2026-06-07T01:37:33Z,0,1078,32607,27,5.82,500.00,58585,94084,2990,85.2,10,800.3,15.0
2026-06-07T01:37:43Z,0,1078,32607,27,5.92,500.00,58606,94084,2990,86.0,10,800.3,15.0
2026-06-07T01:37:54Z,0,1078,32607,27,6.45,500.00,58616,94084,2990,84.8,10,800.3,15.0
2026-06-07T01:38:04Z,0,1078,32607,27,5.19,500.00,58606,94084,2990,85.2,10,800.2,15.0
2026-06-07T01:38:14Z,0,1078,32607,27,6.82,500.00,58600,94084,2990,85.6,10,800.3,15.0
2026-06-07T01:38:24Z,0,1078,32607,27,5.93,500.00,58605,94084,2990,92.0,10,790.1,15.0
2026-06-07T01:38:34Z,0,1078,32607,27,6.15,500.00,58401,94084,2990,86.9,10,836.4,6.5
2026-06-07T01:38:44Z,0,1078,32607,27,6.13,500.00,58512,94084,2990,82.2,10,814.1,14.0
2026-06-07T01:38:54Z,0,1078,32607,27,5.04,500.00,58092,94084,2990,81.4,10,810.1,14.0
2026-06-07T01:39:04Z,0,1078,32607,27,6.96,500.00,57981,94084,2990,80.6,10,807.2,14.0
2026-06-07T01:39:14Z,0,1078,32607,27,5.74,500.00,57987,94084,2990,80.6,10,805.7,14.0
2026-06-07T01:39:24Z,0,1078,32607,27,6.76,500.00,57993,94084,2990,80.8,10,804.7,14.0
2026-06-07T01:39:35Z,0,1078,32607,27,5.83,500.00,58044,94084,2990,81.2,10,804.0,14.1
2026-06-07T01:39:45Z,0,1078,32607,27,5.66,500.00,58041,94084,2990,80.9,10,803.7,14.1
2026-06-07T01:39:55Z,0,1078,32607,27,5.88,500.00,58088,94084,2988,81.0,10,803.2,14.1
2026-06-07T01:40:05Z,0,1078,32607,27,5.74,500.00,58171,94084,2988,81.6,10,802.9,14.1
2026-06-07T01:40:15Z,0,1078,32607,27,7.71,500.00,58191,94084,2988,81.6,10,802.7,14.1
2026-06-07T01:40:25Z,0,1078,32607,27,5.96,500.00,58164,94084,2988,81.1,10,802.2,14.2
2026-06-07T01:40:35Z,0,1078,32607,27,6.02,500.00,58195,94084,2988,81.1,10,802.1,14.2
2026-06-07T01:40:45Z,0,1078,32607,27,6.11,500.00,58221,94084,2988,81.0,10,801.9,14.2
2026-06-07T01:40:55Z,0,1078,32607,27,6.01,500.00,58243,94084,2988,82.4,10,801.8,14.2
2026-06-07T01:41:06Z,0,1078,32607,27,7.14,500.00,57946,94084,2988,89.6,10,752.5,14.4
2026-06-07T01:41:16Z,0,1078,32607,27,5.79,500.00,58701,94084,2988,89.1,10,795.4,14.9
2026-06-07T01:41:26Z,0,1078,32607,27,6.38,500.00,58691,94084,2988,88.0,10,798.9,15.0
2026-06-07T01:41:36Z,0,1078,32607,27,6.47,500.00,58682,94084,2988,90.4,10,799.6,15.0
2026-06-07T01:41:46Z,0,1078,32607,27,6.04,500.00,58685,94084,2988,86.8,10,800.1,15.0
2026-06-07T01:41:56Z,0,1078,32607,27,6.60,500.00,58674,94084,2988,88.1,10,800.4,15.0
2026-06-07T01:42:06Z,0,1078,32607,27,6.10,500.00,58680,94084,2988,88.0,10,800.4,15.0
2026-06-07T01:42:16Z,0,1078,32607,27,6.29,500.00,58699,94084,2988,89.1,10,800.5,15.0
2026-06-07T01:42:26Z,0,1078,32607,27,5.91,500.00,58673,94084,2988,88.0,10,800.5,15.0
2026-06-07T01:42:37Z,0,1078,32607,27,5.82,500.00,58682,94084,2988,88.1,10,800.5,15.0
2026-06-07T01:42:47Z,0,1078,32607,27,5.91,500.00,58725,94084,2988,90.1,10,800.7,15.0
2026-06-07T01:42:57Z,0,1078,32607,27,5.89,500.00,58721,94084,2988,88.9,10,800.6,15.0
2026-06-07T01:43:07Z,0,1078,32607,27,7.22,500.00,58727,94084,2988,87.4,10,800.6,15.0
2026-06-07T01:43:17Z,0,1078,32607,27,6.07,500.00,58769,94084,2988,86.8,10,800.6,15.0
2026-06-07T01:43:27Z,0,1078,32607,27,6.14,500.00,58770,94084,2988,86.1,10,800.6,15.0
2026-06-07T01:43:37Z,0,1078,32607,27,6.38,500.00,58748,94084,2988,87.5,10,800.6,15.0
2026-06-07T01:43:47Z,0,1078,32607,27,6.50,500.00,58748,94084,2988,87.1,10,800.5,15.0
2026-06-07T01:43:57Z,0,1078,32607,27,7.33,500.00,58765,94084,2988,86.5,10,800.6,15.0
2026-06-07T01:44:08Z,0,1078,32607,27,6.18,500.00,58777,94084,2988,87.0,10,800.5,15.0
2026-06-07T01:44:18Z,0,1078,32607,27,5.83,500.00,58803,94084,2988,86.2,10,800.6,15.0
2026-06-07T01:44:28Z,0,1078,32607,27,5.18,500.00,58780,94084,2988,86.5,10,800.5,15.0
2026-06-07T01:44:38Z,0,1078,32607,27,5.85,500.00,58789,94084,2988,87.2,10,800.4,15.0
2026-06-07T01:44:48Z,0,1078,32607,27,7.27,500.00,58795,94084,2988,87.6,10,800.4,15.0
2026-06-07T01:44:58Z,0,1078,32607,27,5.88,500.00,58804,94084,2988,88.1,10,800.4,15.0
2026-06-07T01:45:08Z,0,1078,32607,27,6.38,500.00,58860,94084,2988,85.9,10,800.3,15.0
2026-06-07T01:45:18Z,0,1078,32607,27,6.15,500.00,58857,94084,2988,85.1,10,800.3,15.0
2026-06-07T01:45:28Z,0,1078,32607,27,6.51,500.00,58829,94084,2988,88.6,10,800.3,15.0
2026-06-07T01:45:38Z,0,1078,32607,27,5.59,500.00,58845,94084,2988,88.2,10,800.3,15.0
2026-06-07T01:45:49Z,0,1084,32607,27,9.56,500.00,58825,94084,2988,89.6,10,800.2,15.0
2026-06-07T01:45:59Z,0,1084,32607,27,6.68,500.00,58830,94084,2988,87.1,10,800.2,15.0
2026-06-07T01:46:09Z,0,1084,32607,28,18.93,500.00,58816,94084,2988,87.4,10,800.2,15.0
2026-06-07T01:46:19Z,0,1084,32607,27,5.85,500.00,58831,94084,2988,90.9,10,796.0,15.0
2026-06-07T01:46:29Z,0,1083,32607,27,5.77,500.00,58628,94084,2988,87.4,10,833.5,6.5
2026-06-07T01:46:39Z,0,1083,32607,27,5.91,500.00,58781,94084,2988,82.9,10,814.4,14.0
2026-06-07T01:46:49Z,0,1083,32607,27,7.24,500.00,58316,94084,2988,81.0,10,809.8,14.0
2026-06-07T01:46:59Z,0,1083,32607,27,6.53,500.00,58177,94084,2988,80.9,10,807.5,14.1
