host_elapsed_s,host_epoch_s,listener_t_ms,seq,anchor,anchor_id,src,dst,code,q,level,cir,rxpacc,fp1,len
70.061,1777923230.258938,12688413,24269,H,7,0xa107,0xb101,0xe1,13252,6,1314,114,6605,20
70.860,1777923231.058211,12689213,24270,H,7,0xa107,0xb101,0xe1,15610,7,1715,120,5117,20
72.360,1777923232.558119,12690713,24271,H,7,0xa107,0xb101,0xe1,15542,7,1794,123,5372,20
74.660,1777923234.858015,12693013,24272,H,7,0xa107,0xb101,0xe1,15420,7,1809,124,5371,20
75.560,1777923235.757802,12693913,24273,H,7,0xa107,0xb101,0xe1,16058,7,1735,119,5804,20
76.760,1777923236.957682,12695112,24274,H,7,0xa107,0xb101,0xe1,14667,7,1693,123,4687,20
79.560,1777923239.757487,12697912,24275,H,7,0xa107,0xb101,0xe1,14016,7,1489,118,6547,20
80.860,1777923241.057546,12699213,24276,H,7,0xa107,0xb101,0xe1,15009,7,1649,120,6093,20
105.641,1777923265.838759,12723996,24277,H,7,0xa107,0xb101,0xe1,15340,7,1742,122,6782,20
106.741,1777923266.938405,12725095,24278,H,7,0xa107,0xb101,0xe1,15118,7,1579,117,5784,20
108.041,1777923268.238490,12726396,24279,H,7,0xa107,0xb101,0xe1,15942,7,1665,117,6146,20
110.540,1777923270.738151,12728895,24280,H,7,0xa107,0xb101,0xe1,16341,7,1917,124,6579,20
111.640,1777923271.838007,12729995,24281,H,7,0xa107,0xb101,0xe1,15595,7,1742,121,5420,20
112.840,1777923273.037956,12731195,24282,H,7,0xa107,0xb101,0xe1,14431,7,1612,121,6841,20
115.740,1777923275.938054,12734096,24283,H,7,0xa107,0xb101,0xe1,14939,7,1587,118,6655,20
116.940,1777923277.137774,12735296,24284,H,7,0xa107,0xb101,0xe1,14891,7,1691,122,4893,20
118.453,1777923278.650763,12736795,24285,H,7,0xa107,0xb101,0xe1,15648,7,1777,122,6926,20
118.540,1777923278.738030,12736896,24286,H,7,0xa107,0xb101,0xe1,12090,6,452,70,2653,20
119.640,1777923279.837347,12737995,24287,H,7,0xa107,0xb101,0xe1,15182,7,1668,120,6445,20
121.440,1777923281.637503,12739796,24288,H,7,0xa107,0xb101,0xe1,15346,7,1658,119,6540,20
122.739,1777923282.937256,12741095,24289,H,7,0xa107,0xb101,0xe1,15861,7,1685,118,5140,20
123.140,1777923283.337882,12741496,24290,H,7,0xa107,0xb101,0xe1,15073,7,1656,120,4452,20
123.839,1777923284.037103,12742195,24291,H,7,0xa107,0xb101,0xe1,14151,7,1607,122,7099,20
125.639,1777923285.837153,12743996,24292,H,7,0xa107,0xb101,0xe1,14800,7,1626,120,6054,20
126.939,1777923287.137036,12745296,24293,H,7,0xa107,0xb101,0xe1,15425,7,1611,117,6558,20
130.739,1777923290.936620,12749096,24294,H,7,0xa107,0xb101,0xe1,15216,7,1644,119,6160,20
133.539,1777923293.736487,12751895,24295,H,7,0xa107,0xb101,0xe1,15412,7,1808,124,6958,20
134.539,1777923294.736607,12752896,24296,H,7,0xa107,0xb101,0xe1,15507,7,1790,123,6518,20
