mask,facing,height,n,vdop_median,vdop_p95,gdop_median,radial_p95_median,pct_ge8_median
all8,ABEF,high,2,0.7423413097858429,0.7791381329298019,1.1133532524108887,106.63362100495875,91.7985012489592
all8,ABEF,low,2,0.7591652274131775,0.7715613782405853,1.1170729994773865,113.40754186680162,92.12530703146321
all8,ABEF,mid,2,0.9056639969348907,0.9076504677534103,1.1996725797653198,115.40944847510812,93.6684707188454
all8,ADHE,high,2,0.7839714586734772,0.7841710954904556,1.1239625215530396,104.66248926254788,91.96502914238135
all8,ADHE,low,2,0.7408000826835632,0.765703535079956,1.1043938994407654,137.55633401300634,91.09075770191507
all8,ADHE,mid,2,0.8813657164573669,0.9052206397056579,1.1782846450805664,77.7054933473849,90.7993338884263
all8,BCGF,high,2,0.7647702395915985,0.8086322158575058,1.1162137985229492,109.62870113291399,92.75603663613657
all8,BCGF,low,2,0.7292968928813934,0.7700941234827041,1.1023463606834412,91.98003244102073,93.37461345459269
all8,BCGF,mid,2,0.8813976943492889,0.9052238374948501,1.1785950660705566,82.58665185358097,91.7116985845129
all8,CDHG,high,2,0.8025643229484558,0.8190982639789581,1.1414132118225098,115.29532142575104,93.58867610324731
all8,CDHG,low,2,0.7480812966823578,0.7524408787488938,1.113662838935852,179.82700603813663,90.3413821815154
all8,CDHG,mid,2,0.899115115404129,0.9069955796003342,1.1960828304290771,120.72604325592548,92.9225645295587
dropH,ABEF,high,2,0.7425405085086823,0.7794360905885697,1.1909809112548828,106.63362100495875,91.7985012489592
dropH,ABEF,low,2,0.9080202579498291,0.9391042172908783,1.2657553553581238,113.40754186680162,92.12530703146321
dropH,ABEF,mid,2,0.9662756621837616,0.9719961434602737,1.3008195757865906,115.40944847510812,93.6684707188454
dropH,ADHE,high,2,0.7843988239765167,0.7848369091749191,1.189369559288025,104.66248926254788,91.96502914238135
dropH,ADHE,low,2,0.9699837267398834,1.0688356548547744,1.3112133145332336,137.55633401300634,91.09075770191507
dropH,ADHE,mid,2,0.9496587514877319,0.9703344523906707,1.2797408699989319,77.7054933473849,90.7993338884263
dropH,BCGF,high,2,0.7666354477405548,0.81206034719944,1.181033968925476,109.62870113291399,92.75603663613657
dropH,BCGF,low,2,0.8278653621673584,0.8979354977607727,1.2094064354896545,91.98003244102073,93.37461345459269
dropH,BCGF,mid,2,0.9308973550796509,0.9684583127498627,1.2639846205711365,82.58665185358097,91.7116985845129
dropH,CDHG,high,2,0.8035160005092621,0.8202833741903305,1.197005033493042,115.29532142575104,93.58867610324731
dropH,CDHG,low,2,0.8897087275981903,0.9091026812791825,1.2523372173309326,179.82700603813663,90.3413821815154
dropH,CDHG,mid,2,0.9553893804550171,0.9709075152873993,1.2798864841461182,120.72604325592548,92.9225645295587
noG,ABEF,high,2,0.7425094842910767,0.7791666448116302,1.1924737691879272,106.63362100495875,91.7985012489592
noG,ABEF,low,2,0.8674482703208923,0.9009075939655304,1.2363271713256836,113.40754186680162,92.12530703146321
noG,ABEF,mid,2,0.9572232067584991,0.9625534266233444,1.2977010011672974,115.40944847510812,93.6684707188454
noG,ADHE,high,2,0.7851960361003876,0.7859483152627945,1.1922403573989868,104.66248926254788,91.96502914238135
noG,ADHE,low,2,0.8442456424236298,0.8493200331926346,1.2196526527404785,137.55633401300634,91.09075770191507
noG,ADHE,mid,2,0.9206600785255432,0.9588971138000488,1.2605519890785217,77.7054933473849,90.7993338884263
noG,BCGF,high,2,0.7705049812793732,0.811052605509758,1.1971262097358704,109.62870113291399,92.75603663613657
noG,BCGF,low,2,0.8709245324134827,0.8892268538475037,1.2452757954597473,91.98003244102073,93.37461345459269
noG,BCGF,mid,2,0.9453737139701843,0.9613684773445129,1.2828917503356934,82.58665185358097,91.7116985845129
noG,CDHG,high,2,0.8026767671108246,0.8191617041826248,1.1989228129386902,115.29532142575104,93.58867610324731
noG,CDHG,low,2,0.9518416225910187,1.000065353512764,1.307119071483612,179.82700603813663,90.3413821815154
noG,CDHG,mid,2,0.9501523375511169,0.9618463397026062,1.2797709107398987,120.72604325592548,92.9225645295587
