file_id,anchor,marker,x_mm,y_vertical_mm,z_mm,std_x_mm,std_y_vertical_mm,std_z_mm,std_3d_mm,n_valid
ID01,A,Aantenna,-1074.6176,248.17326,-1624.3124,0.21841350788274094,0.0783661603893195,0.07555870273062124,0.24403858932173633,957
ID01,B,Bantenna,-1320.3674,270.3902,1029.4701,0.112405912445124,0.06766720989234513,0.10262611444324449,0.16657148559388396,957
ID01,C,Cantenna,851.88666,222.34172,1194.3976,0.2380585758635124,0.11807422818623793,0.13307332257163101,0.2971900369867618,957
ID01,D,Dantenna,1082.9043,241.04205,-1432.5214,0.0996664048441677,0.03037520454348696,0.06033562871116692,0.12040113536670655,957
ID01,E,Eantenna,-1170.553,1647.9755,-1581.4758,0.04962246103799729,0.031518091543188555,0.20002946344625328,0.20848876463874103,957
ID01,F,Fantenna,-1271.6077,1660.0999,1099.2576,0.20658825844591838,0.09445216136823606,0.5566409034371077,0.6012062996128104,957
ID01,G,Gantenna,972.79224,1733.9139,1168.77,0.16367308565617966,0.10077725669127362,0.40310352172877106,0.44658412831690714,957
ID01,H,Hantenna,1028.1451,1630.3317,-1552.0601,0.03159021934809025,0.015390938796436536,0.01739808875242614,0.039211177586670455,957
ID02,A,Aantenna,-1074.6444999999999,248.17585,-1624.25115,0.1681227413164222,0.07571927455347584,0.07102695270879064,0.19759426281587744,924
ID02,B,Bantenna,-1320.5654,270.210285,1029.3347,0.1160751728583902,0.0702458725838582,0.10860369867000094,0.17378921639151598,924
ID02,C,Cantenna,851.99362,222.394635,1194.2386000000001,0.18914925528198953,0.08305198956745927,0.14773547857974442,0.2539701663109877,924
ID02,D,Dantenna,1082.7245,240.91146,-1432.5322,0.10226516110365556,0.04506039612499841,0.10293311246629594,0.15193363063027726,924
ID02,E,Eantenna,-1170.61245,1647.9812,-1581.61105,0.06138149968982389,0.029425166010910983,0.19334966407282597,0.20498200285882703,924
ID02,F,Fantenna,-1271.7163500000001,1660.0853,1099.2596,0.07429288900992305,0.036147745299205676,0.03881391659056746,0.09128314723297241,924
ID02,G,Gantenna,972.978055,1733.58185,1168.4430499999999,0.17587666926596426,0.1980129322900248,0.6069206153220388,0.6621890647308105,924
ID02,H,Hantenna,1028.1233499999998,1630.3204,-1552.0799,0.07927834626366705,0.040734252042268784,0.03204128218527027,0.0947152534696555,924
ID03,A,Aantenna,-1074.5086999999999,248.34652499999999,-1624.21685,0.15654366472542516,0.0612419520984217,0.0701465411147533,0.18214563649139517,1160
ID03,B,Bantenna,-1320.4496,270.326525,1029.35745,0.16212239414657267,0.0910703156277209,0.11286483230132986,0.21752228263503645,1160
ID03,C,Cantenna,851.92169,222.39525,1194.2635,0.24226350196066124,0.11366472421954878,0.16476775423363424,0.31426053959946143,1160
ID03,D,Dantenna,1082.7741,240.904055,-1432.4695499999998,0.07871790785184415,0.0625100950891992,0.16164662390966233,0.1903513909222204,1160
ID03,E,Eantenna,-1170.6338,1647.9545,-1581.6564,0.058148247797900975,0.028318005806512635,0.18310152310998204,0.19418881517744288,1160
ID03,F,Fantenna,-1271.7479,1660.1046000000001,1099.3114,0.06516134002589899,0.03274294906009264,0.03926488974948458,0.08282410587601793,1160
ID03,G,Gantenna,972.93521,1731.9935500000001,1162.1522,0.19264197529250413,0.16386683305811722,0.18745152202854445,0.3148036574309653,1160
