eval_set,height,n,err_3d_median_mm,err_3d_median_ci95_low_mm,err_3d_median_ci95_high_mm,err_3d_p95_mm,err_3d_p95_ci95_low_mm,err_3d_p95_ci95_high_mm,err_3d_rms_mm,err_x_abs_median_mm,err_y_vertical_abs_median_mm,err_z_abs_median_mm,err_horizontal_median_mm,small_n_note
all8,high,8,115.13703479247533,45.48003654193094,192.79197877789164,307.6962740272785,151.28094388867007,369.5678176231023,171.40532896680472,25.346081534553733,95.6923046607069,17.104393430609413,34.65137079422141,bootstrap CI is descriptive; n is small
all8,low,8,140.20572916463908,47.31232213728738,175.80806350308552,246.0842527293401,152.55856179285183,283.92527769732345,156.08599127824516,29.33272027270901,123.38712393521021,26.57572339772972,52.96049309359391,bootstrap CI is descriptive; n is small
all8,mid,8,57.67497049230528,47.00778040119766,75.73083163299314,75.80667895372997,65.10528317553513,75.8475198187421,59.97289007543954,27.522648009769583,30.01366136572733,26.585744203154572,40.20559182664561,bootstrap CI is descriptive; n is small
noG,high,8,113.32415573026097,57.81862056753248,183.5068668550199,301.95171884487206,146.73676216083155,365.7297160701772,169.01793100435583,37.09155581858796,91.01203820717126,12.30785804792333,37.53114069803341,bootstrap CI is descriptive; n is small
noG,low,8,146.05032182759373,82.0495708260483,183.856709897128,256.30861651221744,162.74146492061098,295.3211816126503,163.31932257218168,31.692084839076827,128.56491665709206,25.47862212572025,54.46951512393205,bootstrap CI is descriptive; n is small
noG,mid,8,65.45832597213959,58.15042646572009,82.62276236275264,82.93222473804798,67.71698890818901,83.09885832474546,67.14429198157187,35.09546678240008,31.20864640534967,26.34112138257231,48.58976915920724,bootstrap CI is descriptive; n is small
