version,eval_set,ID,location,height,facing,err_x_mm,err_y_vertical_mm,err_z_mm,err_horizontal_mm,err_vertical_mm,err_3d_mm,aligned_x_mm,aligned_y_vertical_mm,aligned_z_mm,truth_x_mm,truth_y_vertical_mm,truth_z_mm,anchor_fit_det,anchor_fit_scale,n_frames,pct_ge8
v1-old,noG,ID17,center,low,ABEF,-1.1851274433253707,-117.02190889128349,12.253061832801052,12.310241725302099,117.02190889128349,117.66762176527246,-181.58352744332535,92.43674610871653,-315.95017316719895,-180.39839999999998,209.45865500000002,-328.203235,-1.0000000000000007,1.0,1199,92.49374478732275
v1-old,noG,ID18,center,low,BCGF,-33.8643015552758,-74.69189886765201,-36.807294098692466,50.01567572965796,74.69189886765201,89.89130978659645,-329.2886015552758,132.21395113234797,-260.8087040986925,-295.4243,206.90585,-224.00141000000002,-1.0000000000000007,1.0,1199,92.91075896580485
v1-old,noG,ID19,center,low,CDHG,-25.177384349791453,-221.54189854781396,72.13232548965394,76.40008549237692,221.54189854781396,234.3454413369554,-213.70793934979145,-15.58132854781394,-42.00276951034607,-188.530555,205.96057000000002,-114.135095,-1.0000000000000007,1.0,1201,89.84179850124896
v1-old,noG,ID20,center,low,ADHE,24.09064323842722,-245.84740540108868,1.9906938017136042,24.172752293716165,245.84740540108868,247.03293038763192,-56.10534826157277,-43.287275401088664,-218.7019711982864,-80.19599149999999,202.56013000000002,-220.692665,-1.0000000000000007,1.0,1201,91.42381348875936
v1-old,noG,ID21,center,high,ABEF,37.502180251704004,152.54709612936995,9.9540080813033,38.8007190721248,152.54709612936995,157.40429580547408,-174.55128474829598,1751.1913961293699,-216.98073691869672,-212.053465,1598.6443,-226.93474500000002,-1.0000000000000007,1.0,1201,91.3405495420483
v1-old,noG,ID22,center,high,BCGF,36.15143356589749,110.17163734171208,23.635101040709515,43.19194543053193,110.17163734171208,118.33568280374173,-196.6862364341025,1709.492837341712,-211.5389789592905,-232.83767,1599.3211999999999,-235.17408,-1.0000000000000007,1.0,1201,92.67277268942549
v1-old,noG,ID23,center,high,CDHG,64.56950378343751,268.48693719261155,-31.865425295429446,72.00434811938753,268.48693719261155,277.9745700440371,-166.3078262165625,1868.1511871926114,-255.10690529542944,-230.87733,1599.6642499999998,-223.24148,-1.0000000000000007,1.0,1201,93.75520399666944
v1-old,noG,ID24,center,high,ADHE,7.637801612466717,205.74395886033085,-29.693600018691797,30.66016789812888,205.74395886033085,208.01591886935714,-210.56467338753328,1805.3254588603309,-255.7647750186918,-218.202475,1599.5815,-226.071175,-1.0000000000000007,1.0,1201,92.5895087427144
v2,all8,ID01,edge,low,ABEF,30.16263671651899,-89.97436797808845,9.73067843193627,31.69338663567605,89.97436797808845,95.39317401939678,-473.44927328348103,54.65831202191154,-372.25250156806374,-503.61191,144.63268,-381.98318,-1.0000000000000004,1.0,1201,91.75686927560366
v2,all8,ID02,edge,mid,ABEF,24.984127298100475,-57.80857331072525,20.04404353973058,32.03077111576155,57.80857331072525,66.08934442473915,-518.2458527018995,1047.7804266892747,-239.8773164602694,-543.22998,1105.589,-259.92136,-1.0000000000000004,1.0,1201,95.67027477102414
v2,all8,ID03,edge,high,ABEF,-35.34282082940592,380.38662585026896,-25.20653524482583,43.410648500432885,380.38662585026896,382.8556771539122,-589.345690829406,2005.948075850269,-281.5016352448258,-554.00287,1625.5614500000001,-256.2951,-1.0000000000000004,1.0,1201,92.2564529558701
v2,all8,ID04,edge,low,BCGF,81.13408290243365,-229.09302116349002,26.06177845712091,85.21710922559522,229.09302116349002,244.4290654782739,-240.04473209756634,-46.929231163490016,505.9955984571209,-321.178815,182.16379,479.93381999999997,-1.0000000000000004,1.0,1201,93.83846794338052
v2,all8,ID05,edge,mid,BCGF,12.302102782967438,1.8514077485765483,39.99507924909096,41.84433171916791,1.8514077485765483,41.88526957863888,-174.55085221703257,1105.5254577485766,512.7624742490909,-186.852955,1103.67405,472.76739499999996,-1.0000000000000004,1.0,1200,91.5
v2,all8,ID06,edge,high,BCGF,-4.9648933943538225,157.96122631922026,6.063619000511153,7.836940844529713,157.96122631922026,158.15551416903736,-198.19614839435383,1842.9137763192202,482.5865990005111,-193.231255,1684.95255,476.52297999999996,-1.0000000000000004,1.0,1201,92.83930058284764
v2,all8,ID07,edge,low,CDHG,-16.063009890720764,-160.9728107896102,48.735161714045645,51.31409430208794,160.9728107896102,168.9537868399262,336.08454010927926,50.59254421038979,102.53102771404565,352.14755,211.565355,53.795866000000004,-1.0000000000000004,1.0,1201,90.84096586178184
v2,all8,ID08,edge,mid,CDHG,66.0172762755227,16.058015401697048,-36.26347360421937,75.32144637938525,16.058015401697048,77.01415547367736,457.9178162755227,1148.3384154016971,-107.79540260421936,391.90054,1132.2804,-71.53192899999999,-1.0000000000000004,1.0,1201,90.25811823480431
v2,all8,ID09,edge,high,CDHG,48.35423642327862,-24.62651195741455,-19.96210088619678,52.31269111667859,24.62651195741455,57.81939763658651,457.1641764232786,1543.5588380425856,-82.38788938619678,408.80994,1568.1853500000002,-62.425788499999996,-1.0000000000000004,1.0,1201,93.42214820982517
v2,all8,ID10,edge,low,ADHE,33.1653617786005,-89.8334363344996,-44.00375723810555,55.102376291550094,89.8334363344996,105.38651790736884,98.6646067786005,148.8162936655004,-982.1971772381055,65.499245,238.64973,-938.19342,-1.0000000000000004,1.0,1201,90.75770191507078
v2,all8,ID11,edge,mid,ADHE,-44.00985401977091,31.681351049510795,-52.019382941453046,68.1387074462899,31.681351049510795,75.1438051789595,-107.91564851977091,1165.181201049511,-1009.0096779414531,-63.9057945,1133.4998500000002,-956.9902950000001,-1.0000000000000004,1.0,1201,91.84013322231472
v2,all8,ID12,edge,high,ADHE,66.85257678654042,120.38707950402295,-56.35332822770522,87.43548836336286,120.38707950402295,148.78848590145577,23.16389228654043,1710.5171295040232,-1012.7108682277052,-43.6886845,1590.1300500000002,-956.35754,-1.0000000000000004,1.0,1201,91.3405495420483
v2,all8,ID13,center,mid,ABEF,33.246200787215685,-66.6481453842814,1.0829446093048887,33.26383375094764,66.6481453842814,74.48797163955395,-156.3819542127843,1072.4494546157187,-196.8832153906951,-189.628155,1139.0976,-197.96616,-1.0000000000000004,1.0,1200,91.66666666666666
v2,all8,ID14,center,mid,BCGF,22.02357631283118,-52.73018149422819,19.38437204864107,29.33925345551989,52.73018149422819,60.34288552713966,-176.67174368716883,1079.8976185057718,-175.30621295135893,-198.69532,1132.6278,-194.690585,-1.0000000000000004,1.0,1201,91.9233971690258
v2,all8,ID15,center,mid,CDHG,34.10263511487855,-69.74916459815267,-38.632221953634485,51.53094502193246,69.74916459815267,86.72014908309153,-166.06269988512145,1062.5059354018474,-222.9448069536345,-200.165335,1132.2551,-184.312585,-1.0000000000000004,1.0,1201,95.58701082431308
v2,all8,ID16,center,mid,ADHE,3.075530860336471,3.062185619477077,7.758281450536344,8.345646837640466,3.062185619477077,8.889702014508165,-181.7791241396635,1125.119385619477,-178.02187354946363,-184.85465499999998,1122.0572,-185.78015499999998,-1.0000000000000004,1.0,1201,89.75853455453789
v2,all8,ID17,center,low,ABEF,11.715260579454196,-48.1854461773475,15.944158134220572,19.785436792083857,48.1854461773475,52.08935334944751,-168.68313942054579,161.27320882265252,-312.25907686577943,-180.39839999999998,209.45865500000002,-328.203235,-1.0000000000000004,1.0,1199,92.49374478732275
v2,all8,ID18,center,low,BCGF,-23.535056247220723,-2.2852871798774856,-27.931157882897708,36.52462803697256,2.2852871798774856,36.59605157300053,-318.95935624722074,204.6205628201225,-251.93256788289773,-295.4243,206.90585,-224.00141000000002,-1.0000000000000004,1.0,1199,92.91075896580485
v2,all8,ID19,center,low,CDHG,-10.621494067795709,-134.22734963186326,73.11631596056773,73.88377220931395,134.22734963186326,153.2181229002374,-199.1520490677957,71.73322036813676,-41.018779039432275,-188.530555,205.96057000000002,-114.135095,-1.0000000000000004,1.0,1201,89.84179850124896
v2,all8,ID20,center,low,ADHE,32.88038656419644,-138.93683727854176,6.4582513633292535,33.508638159181196,138.93683727854176,142.9205149173726,-47.31560493580355,63.623292721458256,-214.23441363667075,-80.19599149999999,202.56013000000002,-220.692665,-1.0000000000000004,1.0,1201,91.42381348875936
v2,all8,ID21,center,high,ABEF,30.68839626233094,43.05531323964533,-18.18378172597727,35.67110291274763,43.05531323964533,55.912320477474466,-181.36506873766905,1641.6996132396453,-245.1185267259773,-212.053465,1598.6443,-226.93474500000002,-1.0000000000000004,1.0,1201,91.3405495420483
v2,all8,ID22,center,high,BCGF,16.54327504323237,1.993142462162723,-12.009568043214585,20.442839180031623,1.993142462162723,20.539773382759414,-216.29439495676763,1601.3143424621626,-247.1836480432146,-232.83767,1599.3211999999999,-235.17408,-1.0000000000000004,1.0,1201,92.67277268942549
v2,all8,ID23,center,high,CDHG,31.682455681478785,122.59028984920906,-61.28033097346625,68.98591857927555,122.59028984920906,140.66782193358765,-199.19487431852122,1722.2545398492089,-284.52181097346624,-230.87733,1599.6642499999998,-223.24148,-1.0000000000000004,1.0,1201,93.75520399666944
v2,all8,ID24,center,high,ADHE,-18.259000031475637,71.66190046636416,-43.846459066556946,47.49634780511741,71.66190046636416,85.97285055920715,-236.46147503147563,1671.2434004663642,-269.91763406655696,-218.202475,1599.5815,-226.071175,-1.0000000000000004,1.0,1201,92.5895087427144
v2,noG,ID01,edge,low,ABEF,32.323951336505104,-91.32039652737608,16.933368920069654,36.49077709487605,91.32039652737608,98.34120008879864,-471.2879586634949,53.31228347262392,-365.04981107993035,-503.61191,144.63268,-381.98318,-0.9999999999999998,1.0,1201,91.75686927560366
v2,noG,ID02,edge,mid,ABEF,32.9197495482432,-59.89554341564872,34.436327281814044,47.640009938908165,59.89554341564872,76.5313443501101,-510.31023045175675,1045.6934565843512,-225.48503271818595,-543.22998,1105.589,-259.92136,-0.9999999999999998,1.0,1201,95.67027477102414
v2,noG,ID03,edge,high,ABEF,-21.53077318584735,378.9920667828753,-3.921851498224271,21.88504313805498,378.9920667828753,379.6234210339372,-575.5336431858474,2004.5535167828755,-260.21695149822426,-554.00287,1625.5614500000001,-256.2951,-0.9999999999999998,1.0,1201,92.2564529558701
v2,noG,ID04,edge,low,BCGF,81.09503415066115,-238.27175181590428,32.90546901003904,87.51670957404384,238.27175181590428,253.8357779511931,-240.08378084933884,-56.107961815904275,512.839289010039,-321.178815,182.16379,479.93381999999997,-0.9999999999999998,1.0,1201,93.83846794338052
v2,noG,ID05,edge,mid,BCGF,19.225735776668728,-7.826117387055092,55.3922358196636,58.63385289451396,7.826117387055092,59.15384026934742,-167.62721922333128,1095.847932612945,528.1596308196636,-186.852955,1103.67405,472.76739499999996,-0.9999999999999998,1.0,1200,91.5
v2,noG,ID06,edge,high,BCGF,6.477166389480516,148.6144955302575,26.81953683130564,27.59060057850818,148.6144955302575,151.15392658477552,-186.7540886105195,1833.5670455302575,503.3425168313056,-193.231255,1684.95255,476.52297999999996,-0.9999999999999998,1.0,1201,92.83930058284764
v2,noG,ID07,edge,low,CDHG,-14.797017630742971,-170.70096402753774,57.315814395677464,59.19505309233421,170.70096402753774,180.6733888278376,337.35053236925705,40.864390972462274,111.11168039567747,352.14755,211.565355,53.795866000000004,-0.9999999999999998,1.0,1201,90.84096586178184
v2,noG,ID08,edge,mid,CDHG,74.30440577020374,7.0790587650399175,-19.424889811556113,76.80150428900585,7.0790587650399175,77.12706486087146,466.2049457702037,1139.35945876504,-90.9568188115561,391.90054,1132.2804,-71.53192899999999,-0.9999999999999998,1.0,1201,90.25811823480431
v2,noG,ID09,edge,high,CDHG,58.98804214113909,-33.80450239605966,-0.23161745015018198,58.98849686411763,33.80450239605966,67.9881397343185,467.7979821411391,1534.3808476039405,-62.65740595015018,408.80994,1568.1853500000002,-62.425788499999996,-0.9999999999999998,1.0,1201,93.42214820982517
v2,noG,ID10,edge,low,ADHE,36.98308108178273,-90.19468143538256,-35.089931127739305,50.98089399815585,90.19468143538256,103.60565675715466,102.48232608178273,148.45504856461744,-973.2833511277393,65.499245,238.64973,-938.19342,-0.9999999999999998,1.0,1201,90.75770191507078
v2,noG,ID11,edge,mid,ADHE,-33.9873814600971,32.72346025625461,-36.02528128007248,49.52739635618343,32.72346025625461,59.36150133685272,-97.8931759600971,1166.2233102562548,-993.0155762800725,-63.9057945,1133.4998500000002,-956.9902950000001,-0.9999999999999998,1.0,1201,91.84013322231472
v2,noG,ID12,edge,high,ADHE,80.18018565966904,120.63646843998345,-36.135860771886655,87.94693062378114,120.63646843998345,149.29105841883262,36.49150115966904,1710.7665184399837,-992.4934007718866,-43.6886845,1590.1300500000002,-956.35754,-0.9999999999999998,1.0,1201,91.3405495420483
v2,noG,ID13,center,mid,ABEF,41.24655077734485,-71.24576569618398,16.289922153552027,44.34680952218403,71.24576569618398,83.92019211389126,-148.38160422265514,1067.851834303816,-181.67623784644798,-189.628155,1139.0976,-197.96616,-0.9999999999999998,1.0,1200,91.66666666666666
v2,noG,ID14,center,mid,BCGF,30.03058029516896,-57.36281555148844,34.60965582138459,45.82209105812709,57.36281555148844,73.41768613170382,-168.66473970483105,1075.2649844485115,-160.0809291786154,-198.69532,1132.6278,-194.690585,-0.9999999999999998,1.0,1201,91.9233971690258
v2,noG,ID15,center,mid,CDHG,42.08989545999313,-74.09705827109178,-23.51431074022355,48.21288323073971,74.09705827109178,88.4016750624699,-158.07543954000687,1058.1580417289083,-207.82689574022356,-200.165335,1132.2551,-184.312585,-0.9999999999999998,1.0,1201,95.58701082431308
v2,noG,ID16,center,mid,ADHE,11.361266092258347,-1.5216505595396939,23.305805540323547,25.92757102203126,1.5216505595396939,25.972184342635153,-173.49338890774163,1120.5355494404603,-162.47434945967643,-184.85465499999998,1122.0572,-185.78015499999998,-0.9999999999999998,1.0,1201,89.75853455453789
v2,noG,ID17,center,low,ABEF,14.407888178931728,-51.823741808371125,24.460857866605295,28.388744413004016,51.823741808371125,59.0899401283127,-165.99051182106825,157.6349131916289,-303.7423771333947,-180.39839999999998,209.45865500000002,-328.203235,-0.9999999999999998,1.0,1199,92.49374478732275
v2,noG,ID18,center,low,BCGF,-20.685619203221677,-5.454997554039437,-19.362584223007445,28.333805067688143,5.454997554039437,28.854141954463426,-316.1099192032217,201.45085244596055,-243.36399422300747,-295.4243,206.90585,-224.00141000000002,-0.9999999999999998,1.0,1199,92.91075896580485
v2,noG,ID19,center,low,CDHG,-8.958480582266873,-139.65996493784473,80.91619247061809,81.41059254350728,139.65996493784473,161.65577745544695,-197.48903558226687,66.30060506215528,-33.21890252938192,-188.530555,205.96057000000002,-114.135095,-0.9999999999999998,1.0,1201,89.84179850124896
v2,noG,ID20,center,low,ADHE,34.80305293339234,-144.0236952251558,14.470214257413517,37.69137294050142,144.0236952251558,148.8739882600333,-45.392938566607654,58.53643477484424,-206.2224507425865,-80.19599149999999,202.56013000000002,-220.692665,-0.9999999999999998,1.0,1201,91.42381348875936
v2,noG,ID21,center,high,ABEF,42.22191238236829,38.93623409714064,1.1489536531951217,42.237542302098674,38.93623409714064,57.44597727769032,-169.8315526176317,1637.5805340971406,-225.7857913468049,-212.053465,1598.6443,-226.93474500000002,-0.9999999999999998,1.0,1201,91.3405495420483
v2,noG,ID22,center,high,BCGF,27.83674009827564,-1.8971223046780779,6.966189843552684,28.695154647350545,1.8971223046780779,28.757798477530763,-205.00092990172436,1597.4240776953218,-228.20789015644732,-232.83767,1599.3211999999999,-235.17408,-0.9999999999999998,1.0,1201,92.67277268942549
v2,noG,ID23,center,high,CDHG,43.77487381988894,118.86383672616807,-41.38792846877223,60.242843565716626,118.86383672616807,133.25844019103835,-187.10245618011106,1718.5280867261679,-264.6294084687722,-230.87733,1599.6642499999998,-223.24148,-0.9999999999999998,1.0,1201,93.75520399666944
v2,noG,ID24,center,high,ADHE,-6.500911288849977,68.05704103805715,-24.393416223975038,25.24481338139749,68.05704103805715,72.58830096866423,-224.70338628884997,1667.6385410380572,-250.46459122397505,-218.202475,1599.5815,-226.071175,-0.9999999999999998,1.0,1201,92.5895087427144
