version,eval_set,ID,location,height,facing,err_x_mm,err_y_vertical_mm,err_z_mm,err_horizontal_mm,err_vertical_mm,err_3d_mm,aligned_x_mm,aligned_y_vertical_mm,aligned_z_mm,truth_x_mm,truth_y_vertical_mm,truth_z_mm,anchor_fit_det,anchor_fit_scale,n_frames,pct_ge8
v1-old,all8,ID01,edge,low,ABEF,25.667743734804674,-150.59514487659592,0.25572862730456336,25.669017619816064,150.59514487659592,152.76713038467844,-477.94416626519535,-5.962464876595931,-381.72745137269544,-503.61191,144.63268,-381.98318,-1.000000000000001,1.0,1201,91.75686927560366
v1-old,all8,ID02,edge,mid,ABEF,15.996394973420138,-40.250616024198735,7.870684363417865,17.82785249249644,40.250616024198735,44.022090077842684,-527.2335850265798,1065.3383839758012,-252.05067563658213,-543.22998,1105.589,-259.92136,-1.000000000000001,1.0,1201,95.67027477102414
v1-old,all8,ID03,edge,high,ABEF,-26.45163169228124,415.8974381390144,-21.66078285811801,34.18886270718341,415.8974381390144,417.30032037347627,-580.4545016922813,2041.4588881390146,-277.955882858118,-554.00287,1625.5614500000001,-256.2951,-1.000000000000001,1.0,1201,92.2564529558701
v1-old,all8,ID04,edge,low,BCGF,74.034819986873,-309.35955255464165,22.930628382212717,77.50463398076162,309.35955255464165,318.92052465355675,-247.14399501312698,-127.19576255464165,502.8644483822127,-321.178815,182.16379,479.93381999999997,-1.000000000000001,1.0,1201,93.83846794338052
v1-old,all8,ID05,edge,mid,BCGF,25.032739751561337,114.1886014936922,70.30317751158952,74.62690418137058,114.1886014936922,136.41191860970474,-161.82021524843867,1217.8626514936923,543.0705725115895,-186.852955,1103.67405,472.76739499999996,-1.000000000000001,1.0,1200,91.5
v1-old,all8,ID06,edge,high,BCGF,-12.63999556593106,257.20514747081734,-10.952164027056142,16.724813445366124,257.20514747081734,257.74834096511114,-205.87125056593106,1942.1576974708173,465.5708159729438,-193.231255,1684.95255,476.52297999999996,-1.000000000000001,1.0,1201,92.83930058284764
v1-old,all8,ID07,edge,low,CDHG,-6.784224268634148,-223.9361992895138,51.173306781424955,51.62105215774818,223.9361992895138,229.8089519102896,345.3633257313659,-12.370844289513798,104.96917278142496,352.14755,211.565355,53.795866000000004,-1.000000000000001,1.0,1201,90.84096586178184
v1-old,all8,ID08,edge,mid,CDHG,87.46760020798126,2.7761562259941,-35.58453352821948,94.42902155886303,2.7761562259941,94.46982140321504,479.36814020798124,1135.0565562259942,-107.11646252821947,391.90054,1132.2804,-71.53192899999999,-1.000000000000001,1.0,1201,90.25811823480431
v1-old,all8,ID09,edge,high,CDHG,60.29295933731339,68.02238709511221,-27.994763757903414,66.47516636693547,68.02238709511221,95.11042471584824,469.1028993373134,1636.2077370951124,-90.42055225790341,408.80994,1568.1853500000002,-62.425788499999996,-1.000000000000001,1.0,1201,93.42214820982517
v1-old,all8,ID10,edge,low,ADHE,36.965300437590685,-156.5878315656398,-64.21880340908638,74.09782822550352,156.5878315656398,173.23463032016838,102.46454543759069,82.06189843436022,-1002.4122234090863,65.499245,238.64973,-938.19342,-1.000000000000001,1.0,1201,90.75770191507078
v1-old,all8,ID11,edge,mid,ADHE,-76.51910903209053,132.35074294620108,-67.84148168603633,102.26260648165469,132.35074294620108,167.255373135912,-140.42490353209053,1265.8505929462012,-1024.8317766860364,-63.9057945,1133.4998500000002,-956.9902950000001,-1.000000000000001,1.0,1201,91.84013322231472
v1-old,all8,ID12,edge,high,ADHE,45.68254965653623,194.38844215167,-58.47325848771254,74.2025424179842,194.38844215167,208.06942049096475,1.9938651565362306,1784.5184921516702,-1014.8307984877125,-43.6886845,1590.1300500000002,-956.35754,-1.000000000000001,1.0,1201,91.3405495420483
v1-old,all8,ID13,center,mid,ABEF,42.76307784275457,-47.19897727736702,-10.93692875962455,44.13952012968185,47.19897727736702,64.62229254141327,-146.86507715724542,1091.898622722633,-208.90308875962455,-189.628155,1139.0976,-197.96616,-1.000000000000001,1.0,1200,91.66666666666666
v1-old,all8,ID14,center,mid,BCGF,3.0432918936040494,26.639673471623382,20.31169637330521,20.53841851533404,26.639673471623382,33.63775910767141,-195.65202810639596,1159.2674734716234,-174.3788886266948,-198.69532,1132.6278,-194.690585,-1.000000000000001,1.0,1201,91.9233971690258
v1-old,all8,ID15,center,mid,CDHG,45.03980006364063,-63.19334765976987,-53.3019014959051,69.78306594620139,63.19334765976987,94.14390836002315,-155.12553493635937,1069.0617523402302,-237.6144864959051,-200.165335,1132.2551,-184.312585,-1.000000000000001,1.0,1201,95.58701082431308
v1-old,all8,ID16,center,mid,ADHE,-14.76320371471013,97.63825461383544,11.656972990075985,18.810560948929513,97.63825461383544,99.43372650790852,-199.6178587147101,1219.6954546138354,-174.123182009924,-184.85465499999998,1122.0572,-185.78015499999998,-1.000000000000001,1.0,1201,89.75853455453789
v1-old,all8,ID17,center,low,ABEF,1.7965330433192435,-104.7794220981589,8.261936852104839,8.45500629945986,104.7794220981589,105.1200001272263,-178.60186695668074,104.67923290184112,-319.94129814789517,-180.39839999999998,209.45865500000002,-328.203235,-1.000000000000001,1.0,1199,92.49374478732275
v1-old,all8,ID18,center,low,BCGF,-31.246439625153585,-63.53754543727655,-41.000273572904064,51.549611272068226,63.53754543727655,81.81920375129134,-326.6707396251536,143.36830456272344,-265.0016835729041,-295.4243,206.90585,-224.00141000000002,-1.000000000000001,1.0,1199,92.91075896580485
v1-old,all8,ID19,center,low,CDHG,-20.252512854192844,-205.93533326679307,69.66375612441894,72.5479372158283,205.93533326679307,218.34047879854273,-208.78306785419284,0.025236733206952522,-44.47133887558107,-188.530555,205.96057000000002,-114.135095,-1.000000000000001,1.0,1201,89.84179850124896
v1-old,all8,ID20,center,low,ADHE,28.96403373813564,-230.6934504812827,-0.4522357069581915,28.96756405910769,230.6934504812827,232.5050276068854,-51.23195776186435,-28.13332048128268,-221.1449007069582,-80.19599149999999,202.56013000000002,-220.692665,-1.000000000000001,1.0,1201,91.42381348875936
v1-old,all8,ID21,center,high,ABEF,20.038555452800807,165.94680714780588,-16.691084601088733,26.079417359206367,165.94680714780588,167.9835670901971,-192.01490954719918,1764.5911071478058,-243.62582960108875,-212.053465,1598.6443,-226.93474500000002,-1.000000000000001,1.0,1201,91.3405495420483
v1-old,all8,ID22,center,high,BCGF,19.220758056813224,123.37784194228334,-2.389820362843011,19.368757875641112,123.37784194228334,124.88891329489682,-213.61691194318678,1722.6990419422832,-237.56390036284301,-232.83767,1599.3211999999999,-235.17408,-1.000000000000001,1.0,1201,92.67277268942549
v1-old,all8,ID23,center,high,CDHG,45.56563958494277,281.44793847371875,-60.121693612975065,75.4376931889977,281.44793847371875,291.3825451614827,-185.31169041505723,1881.1121884737186,-283.36317361297506,-230.87733,1599.6642499999998,-223.24148,-1.000000000000001,1.0,1201,93.75520399666944
v1-old,all8,ID24,center,high,ADHE,-10.581460653257807,218.1568327692628,-56.989076726132936,57.96311047255409,218.1568327692628,225.7257757979128,-228.7839356532578,1817.7383327692628,-283.06025172613295,-218.202475,1599.5815,-226.071175,-1.000000000000001,1.0,1201,92.5895087427144
v1-old,noG,ID01,edge,low,ABEF,21.48013472435872,-158.2475868311614,2.089877361635729,21.581560999225214,158.2475868311614,159.71243693917282,-482.1317752756413,-13.61490683116142,-379.8933026383643,-503.61191,144.63268,-381.98318,-1.0000000000000007,1.0,1201,91.75686927560366
v1-old,noG,ID02,edge,mid,ABEF,24.81892411713352,-49.24094266280508,24.229620549085155,34.685061716604764,49.24094266280508,60.230589741478866,-518.4110558828664,1056.3480573371949,-235.69173945091484,-543.22998,1105.589,-259.92136,-1.0000000000000007,1.0,1201,95.67027477102414
v1-old,noG,ID03,edge,high,ABEF,-5.436680290962158,407.7568155923018,7.928219194749488,9.613227979515027,407.7568155923018,407.87012003107134,-559.4395502909622,2033.318265592302,-248.3668808052505,-554.00287,1625.5614500000001,-256.2951,-1.0000000000000007,1.0,1201,92.2564529558701
v1-old,noG,ID04,edge,low,BCGF,66.25007375210691,-331.9331430936617,23.52434123058333,70.30268062095875,331.9331430936617,339.29644617432973,-254.92874124789307,-149.76935309366172,503.4581612305833,-321.178815,182.16379,479.93381999999997,-1.0000000000000007,1.0,1201,93.83846794338052
v1-old,noG,ID05,edge,mid,BCGF,33.85819641444567,89.77432974024623,89.46493055633425,95.65746841668397,89.77432974024623,131.18605697329025,-152.99475858555434,1193.4483797402463,562.2323255563342,-186.852955,1103.67405,472.76739499999996,-1.0000000000000007,1.0,1200,91.5
v1-old,noG,ID06,edge,high,BCGF,5.369309299211835,234.27316695491072,18.022155842465736,18.804988262711692,234.27316695491072,235.0266885667332,-187.86194570078817,1919.2257169549107,494.5451358424657,-193.231255,1684.95255,476.52297999999996,-1.0000000000000007,1.0,1201,92.83930058284764
v1-old,noG,ID07,edge,low,CDHG,-12.257515248450204,-248.48114260202212,54.66225243288265,56.01971546787947,248.48114260202212,254.71766085198848,339.8900347515498,-36.91578760202211,108.45811843288266,352.14755,211.565355,53.795866000000004,-1.0000000000000007,1.0,1201,90.84096586178184
v1-old,noG,ID08,edge,mid,CDHG,96.73630435991811,-20.7404149668414,-16.099145011898145,98.06678872752404,20.7404149668414,100.23602079255548,488.6368443599181,1111.5399850331587,-87.63107401189814,391.90054,1132.2804,-71.53192899999999,-1.0000000000000007,1.0,1201,90.25811823480431
v1-old,noG,ID09,edge,high,CDHG,75.74974987714779,44.320402555051714,-1.6827163723823588,75.76843762966435,44.320402555051714,87.77900787478843,484.5596898771478,1612.505752555052,-64.10850487238235,408.80994,1568.1853500000002,-62.425788499999996,-1.0000000000000007,1.0,1201,93.42214820982517
v1-old,noG,ID10,edge,low,ADHE,35.27910222153284,-163.0171676901776,-59.860723954693185,69.48324492953205,163.0171676901776,177.20755708395967,100.77834722153284,75.63256230982243,-998.0541439546931,65.499245,238.64973,-938.19342,-1.0000000000000007,1.0,1201,90.75770191507078
v1-old,noG,ID11,edge,mid,ADHE,-63.425789004077345,129.0504485113829,-47.827061098528134,79.43713542237083,129.0504485113829,151.53968702983772,-127.33158350407734,1262.550298511383,-1004.8173560985282,-63.9057945,1133.4998500000002,-956.9902950000001,-1.0000000000000007,1.0,1201,91.84013322231472
v1-old,noG,ID12,edge,high,ADHE,65.1850681468471,189.0893964035863,-31.060312772553402,72.20689813887552,189.0893964035863,202.40710454702557,21.496383646847107,1779.2194464035865,-987.4178527725534,-43.6886845,1590.1300500000002,-956.35754,-1.0000000000000007,1.0,1201,91.3405495420483
v1-old,noG,ID13,center,mid,ABEF,51.784105275411434,-61.5199241971834,6.6074718524471905,52.203948542766156,61.5199241971834,80.68428172006594,-137.84404972458856,1077.5776758028167,-191.3586881475528,-189.628155,1139.0976,-197.96616,-1.0000000000000007,1.0,1200,91.66666666666666
v1-old,noG,ID14,center,mid,BCGF,12.824334960099662,12.443908857298311,38.66768629081383,40.7388454703079,12.443908857298311,42.596999869737,-185.87098503990035,1145.0717088572983,-156.02289870918617,-198.69532,1132.6278,-194.690585,-1.0000000000000007,1.0,1201,91.9233971690258
v1-old,noG,ID15,center,mid,CDHG,53.84502538938838,-77.0158456652282,-36.084872340042125,64.818244121397,77.0158456652282,100.66203482202845,-146.32030961061162,1055.2392543347719,-220.39745734004214,-200.165335,1132.2551,-184.312585,-1.0000000000000007,1.0,1201,95.58701082431308
v1-old,noG,ID16,center,mid,ADHE,-4.231675905002135,83.47808568643245,30.83035051146004,31.119408632306303,83.47808568643245,89.08988934495216,-189.08633090500211,1205.5352856864324,-154.94980448853994,-184.85465499999998,1122.0572,-185.78015499999998,-1.0000000000000007,1.0,1201,89.75853455453789
