grid_mm,mask,version,ID,location,height,facing,mean_x,mean_y,mean_z,gdop,hdop,vdop,cond,radial_p95,pct_ge8
25.0,all8,v4-io,ID01,edge,low,ABEF,1339.0175007439827,766.8834986068538,129.2331742499558,1.1115429401397705,0.8300034999847412,0.7393388152122498,2.1239702701568604,115.1088534573236,91.75686927560366
25.0,all8,v4-io,ID02,edge,mid,ABEF,1507.0711124056868,716.4300850182786,-868.6103357405455,1.2002984285354614,0.7884474992752075,0.9050230979919434,3.399019956588745,101.46588053410308,95.67027477102414
25.0,all8,v4-io,ID03,edge,high,ABEF,1491.619118581302,655.9971491365872,-1798.1047371148002,1.1038752794265747,0.8501017689704895,0.7041786313056946,2.005128860473633,115.56446212698349,92.2564529558701
25.0,all8,v4-io,ID04,edge,low,BCGF,2201.277217666929,1050.5786420763402,295.73289825998944,1.080433964729309,0.8363506197929382,0.6839994192123413,1.603016972541809,108.77067421221275,93.83846794338052
25.0,all8,v4-io,ID05,edge,mid,BCGF,2240.371048649451,1125.6909974307723,-902.227785676734,1.1537655591964722,0.7802682518959045,0.849915623664856,2.584536075592041,92.9528493350123,91.5
25.0,all8,v4-io,ID06,edge,high,BCGF,2214.562607525611,1091.593316936203,-1671.1105257891245,1.0922670364379883,0.8184952735900879,0.7232652902603149,1.7981435060501099,149.01037659410417,92.83930058284764
25.0,all8,v4-io,ID07,edge,low,CDHG,1767.346487139338,1616.57187591758,140.61404512006774,1.1163541078567505,0.83625328540802,0.7395450472831726,2.200437068939209,142.19247577249772,90.84096586178184
25.0,all8,v4-io,ID08,edge,mid,CDHG,1584.357224519253,1708.1238792672357,-953.384806564461,1.1952184438705444,0.7919961810112,0.8951475620269775,3.337379217147827,149.6550058641465,90.25811823480431
25.0,all8,v4-io,ID09,edge,high,CDHG,1615.989722214035,1698.2488648858075,-1385.5367770269222,1.1583101749420166,0.8113764524459839,0.8266503214836121,2.8149702548980713,101.40452454866414,93.42214820982517
25.0,all8,v4-io,ID10,edge,low,ADHE,703.3502828016352,1299.5397297098211,44.516674968173554,1.1067407131195068,0.8088573217391968,0.7553972005844116,1.9945645332336426,89.18581012874685,90.75770191507078
25.0,all8,v4-io,ID11,edge,mid,ADHE,705.7250145406726,1091.165468050263,-971.8269565202183,1.1572140455245972,0.7790917754173279,0.8556635975837708,2.5912997722625732,82.23537267240161,91.84013322231472
25.0,all8,v4-io,ID12,edge,high,ADHE,711.3026756298295,1229.9314954331069,-1525.6999630850255,1.1178297996520996,0.8034154176712036,0.7772175669670105,2.1428184509277344,80.4570476336421,91.3405495420483
