layout,tag_method,kind,keep_k,keep_set,dropped_set,dropped_lower_count,dropped_upper_count,drop_category,drops_G,drops_H,drops_FGH_count,captures_ok,solved_total,x_std_mm_median,y_std_mm_median,z_std_mm_median,d3_std_mm_median,d3_std_mm_p95,residual_rms_median_mm,residual_rms_p95_mm
v2,T1,static,5,ACDEG,BFH,1,2,upper_heavy,0,1,2,24,28809,26.57116985321045,34.68470764160156,54.058725357055664,79.07631301879883,145.21352844238268,32.09847354888916,88.27478790283203
v2,T1,static,5,ACDEH,BFG,1,2,upper_heavy,1,0,2,24,28815,23.56674575805664,28.89816951751709,37.99210166931152,57.453731536865234,100.56147422790525,64.47052192687988,89.9482650756836
v2,T1,static,5,ACDFG,BEH,1,2,upper_heavy,0,1,1,24,28802,42.65763854980469,58.45962905883789,74.08221054077148,106.06534957885742,582.6827758789053,69.4023666381836,153.78850669860836
v2,T1,static,5,ACDFH,BEG,1,2,upper_heavy,1,0,1,24,28808,34.70862007141113,42.81675910949707,51.188602447509766,80.19794464111328,112.64084815979002,63.174339294433594,103.07907447814941
v2,T1,static,5,ACDGH,BEF,1,2,upper_heavy,0,0,1,24,28804,30.40167808532715,31.08553409576416,54.69956588745117,73.74756240844727,133.51282958984373,59.33383083343506,136.4241714477539
v2,T1,static,5,ACEFG,BDH,2,1,lower_heavy,0,1,1,24,28804,66.58076858520508,85.485595703125,51.95163536071777,122.01692199707031,182.67992706298824,39.08237361907959,113.18833942413326
v2,T1,static,5,ACEFH,BDG,2,1,lower_heavy,1,0,1,24,28810,45.640525817871094,49.92597579956055,55.904008865356445,84.30531692504883,152.15715713500973,52.953216552734375,95.21408081054688
v2,T1,static,5,ACEGH,BDF,2,1,lower_heavy,0,0,1,24,28804,46.196285247802734,46.97913932800293,40.28382110595703,80.43428421020508,159.76137008666987,35.00227928161621,86.64380645751953
v2,T1,static,5,ACFGH,BDE,2,1,lower_heavy,0,0,0,24,28799,41.97976875305176,59.37762641906738,64.8436279296875,97.54319381713867,181.48839569091797,48.98188304901123,161.97596168518066
v2,T1,static,5,ADEFG,BCH,2,1,lower_heavy,0,1,1,24,28809,44.98796463012695,54.50374221801758,77.24352264404297,113.27008819580078,184.38653030395506,67.4621353149414,141.27662658691406
v2,T1,static,5,ADEFH,BCG,2,1,lower_heavy,1,0,1,24,28813,37.00923156738281,37.52214431762695,61.33252143859863,89.56839752197266,140.95118026733397,69.65194702148438,111.93980026245117
v2,T1,static,5,ADEGH,BCF,2,1,lower_heavy,0,0,1,24,28810,39.05788230895996,35.09049415588379,62.269813537597656,79.57891845703125,142.76973419189449,61.36917304992676,114.3284194946289
v2,T1,static,5,ADFGH,BCE,2,1,lower_heavy,0,0,0,24,28806,56.5826473236084,63.787357330322266,81.43335723876953,127.27263259887695,186.82502670288085,66.76086044311523,162.1767955780029
v2,T1,static,5,AEFGH,BCD,3,0,lower_heavy,0,0,0,24,28808,40.652597427368164,57.68760871887207,66.39261436462402,112.69784164428711,321.93645553588834,52.16512680053711,156.78787994384766
v2,T1,static,5,BCDEF,AGH,1,2,upper_heavy,1,1,2,24,28811,35.58736038208008,30.3095645904541,63.95785140991211,84.4986343383789,120.71611824035644,71.2015609741211,114.51820373535156
v2,T1,static,5,BCDEG,AFH,1,2,upper_heavy,0,1,2,24,28811,27.410048484802246,31.449134826660156,47.648094177246094,59.58235168457031,109.75921211242675,57.380496978759766,108.39069137573242
v2,T1,static,5,BCDEH,AFG,1,2,upper_heavy,1,0,2,24,28816,23.08150863647461,26.476340293884277,36.33975028991699,53.12572479248047,85.07474594116209,62.0869140625,89.60731830596924
v2,T1,static,5,BCDFG,AEH,1,2,upper_heavy,0,1,1,24,28804,46.39806938171387,64.26692581176758,72.89865493774414,113.15272521972656,168.7245132446289,73.98121643066406,152.15051651000974
v2,T1,static,5,BCDFH,AEG,1,2,upper_heavy,1,0,1,24,28809,32.58185958862305,36.90867233276367,63.25472450256348,85.05652618408203,125.24911384582519,46.5672664642334,92.35115814208984
v2,T1,static,5,BCDGH,AEF,1,2,upper_heavy,0,0,1,24,28807,47.36336708068848,52.11222839355469,51.84497261047363,96.89437866210938,144.3232185363769,61.4259614944458,123.3517177581787
v2,T1,static,5,BCEFG,ADH,2,1,lower_heavy,0,1,1,24,28806,38.20529556274414,45.340681076049805,71.99837493896484,99.72383117675781,157.14285507202146,48.6231803894043,132.12190933227532
v2,T1,static,5,BCEFH,ADG,2,1,lower_heavy,1,0,1,24,28811,46.9071159362793,34.93692207336426,90.39247512817383,118.16476058959961,205.6341941833495,58.01243019104004,90.31593952178953
v2,T1,static,5,BCEGH,ADF,2,1,lower_heavy,0,0,1,24,28807,46.01002311706543,31.522576332092285,71.4051284790039,87.84638977050781,172.9835624694824,49.6948299407959,102.731823539733
v2,T1,static,5,BCFGH,ADE,2,1,lower_heavy,0,0,0,24,28802,42.79542541503906,54.980112075805664,80.14483261108398,109.12940216064453,183.999299621582,55.28693389892578,138.1835353851318
v2,T1,static,5,BDEFG,ACH,2,1,lower_heavy,0,1,1,24,28811,41.46510696411133,61.397613525390625,61.76656532287598,91.59888076782227,145.77958450317382,60.36891174316406,132.74140396118156
v2,T1,static,5,BDEFH,ACG,2,1,lower_heavy,1,0,1,24,28814,36.765159606933594,35.69964599609375,61.207035064697266,81.58573913574219,131.38616218566892,54.39107704162598,98.54848670959467
v2,T1,static,5,BDEGH,ACF,2,1,lower_heavy,0,0,1,24,28813,47.92013740539551,48.64339637756348,45.20184898376465,81.48687744140625,151.19265594482422,45.44185256958008,91.78312225341796
v2,T1,static,5,BDFGH,ACE,2,1,lower_heavy,0,0,0,24,28809,74.59646224975586,99.73174667358398,53.19351577758789,139.01459503173828,187.9619491577148,45.80868339538574,103.6726188659668
v2,T1,static,5,BEFGH,ACD,3,0,lower_heavy,0,0,0,24,28811,40.49527168273926,58.6910514831543,78.79242324829102,110.47127532958984,215.79005203247067,43.89559555053711,139.90618667602536
v2,T1,static,5,CDEFG,ABH,2,1,lower_heavy,0,1,1,24,28805,40.155466079711914,82.28717803955078,99.6489372253418,142.87615203857422,275.012741088867,65.48832321166992,141.99972839355468
v2,T1,static,5,CDEFH,ABG,2,1,lower_heavy,1,0,1,24,28811,36.00535583496094,47.17560386657715,81.72831726074219,103.61807632446289,197.36402740478505,63.88951301574707,109.8509292602539
v2,T1,static,5,CDEGH,ABF,2,1,lower_heavy,0,0,1,24,28806,31.10647964477539,42.83845520019531,67.82796859741211,86.25313186645508,130.75915832519527,65.63954162597656,118.4690116882324
v2,T1,static,5,CDFGH,ABE,2,1,lower_heavy,0,0,0,24,28801,43.89054870605469,62.2109317779541,76.70742797851562,113.10225296020508,191.14150619506833,74.5184097290039,151.0630172729493
v2,T1,static,5,CEFGH,ABD,3,0,lower_heavy,0,0,0,24,28803,41.91005516052246,53.56344032287598,67.98991775512695,97.76594161987305,171.76230163574218,48.68379592895508,133.44272613525396
v2,T1,static,5,DEFGH,ABC,3,0,lower_heavy,0,0,0,24,28810,44.38456153869629,68.31217956542969,79.57084274291992,118.56618118286133,264.39173049926745,68.95546340942383,156.87017974853515
v2,T1,static,4,ABCD,EFGH,0,4,upper_heavy,1,1,3,24,28635,18.85953426361084,23.786555290222168,28.407042503356934,46.27523231506348,241.25668411254878,49.3968391418457,93.214395904541
v2,T1,static,4,ABCE,DFGH,1,3,upper_heavy,1,1,3,24,28639,23.121466636657715,28.177955627441406,31.617053985595703,50.49093818664551,67.49093399047851,22.584303855895996,46.47918987274169
v2,T1,static,4,ABCF,DEGH,1,3,upper_heavy,1,1,2,24,28391,39.937068939208984,42.74363136291504,67.9634780883789,100.28583908081055,139.70562133789062,32.51804065704346,69.33824901580807
v2,T1,static,4,ABCG,DEFH,1,3,upper_heavy,0,1,2,24,27395,27.028552055358887,35.61568641662598,50.870418548583984,86.43941497802734,145.07717742919922,21.933847427368164,54.437532234191806
v2,T1,static,4,ABCH,DEFG,1,3,upper_heavy,1,0,2,24,28152,22.24855136871338,27.15264892578125,34.465402603149414,52.16341781616211,84.66166992187499,27.656278610229492,56.147461128234866
v2,T1,static,4,ABDE,CFGH,1,3,upper_heavy,1,1,3,24,28669,21.71964740753174,25.867304801940918,29.780142784118652,46.57113075256348,70.45384960174559,44.95783996582031,71.09771480560302
v2,T1,static,4,ABDF,CEGH,1,3,upper_heavy,1,1,2,24,28420,30.813861846923828,30.772854804992676,63.22836875915527,79.66016006469727,144.76680984497068,35.86471366882324,76.38026542663573
v2,T1,static,4,ABDG,CEFH,1,3,upper_heavy,0,1,2,24,27421,39.06207084655762,48.81085205078125,37.36773681640625,90.72760772705078,192.42026748657227,36.589783668518066,84.5308193206787
v2,T1,static,4,ABDH,CEFG,1,3,upper_heavy,1,0,2,24,28180,23.510469436645508,29.583452224731445,35.101240158081055,58.45580291748047,104.65238151550287,15.032578468322754,39.922434902191156
v2,T1,static,4,ABEF,CDGH,2,2,balanced,1,1,2,24,28422,30.987529754638672,46.6591854095459,81.01622772216797,108.49092102050781,166.03767929077148,46.552382469177246,91.78892726898191
v2,T1,static,4,ABEG,CDFH,2,2,balanced,0,1,2,24,27425,32.355037689208984,48.788434982299805,60.9655647277832,96.72322463989258,132.09760780334472,25.741470336914062,61.161385440826415
v2,T1,static,4,ABEH,CDFG,2,2,balanced,1,0,2,24,28184,22.13730812072754,31.481853485107422,40.89739418029785,55.410879135131836,102.8100044250488,43.5922794342041,72.1998596191406
v2,T1,static,4,ABFG,CDEH,2,2,balanced,0,1,1,24,27174,41.95037651062012,100.43339538574219,102.08697128295898,152.13053131103516,243.0477981567382,43.23806095123291,117.40195369720453
v2,T1,static,4,ABFH,CDEG,2,2,balanced,1,0,1,24,27933,39.55362510681152,64.6224136352539,89.19044494628906,114.86538314819336,206.60664062499998,22.9855318069458,60.41097946166992
v2,T1,static,4,ABGH,CDEF,2,2,balanced,0,0,1,24,26938,30.387852668762207,78.40464401245117,74.02582168579102,104.11406326293945,409.00730133056607,29.255248069763184,111.29960632324202
v2,T1,static,4,ACDE,BFGH,1,3,upper_heavy,1,1,3,24,28647,22.574872970581055,28.294532775878906,34.179237365722656,51.036935806274414,69.79100494384765,27.678565979003906,52.03900051116942
v2,T1,static,4,ACDF,BEGH,1,3,upper_heavy,1,1,2,24,28399,36.40562629699707,45.66137504577637,78.94285583496094,102.98594665527344,193.63779525756829,45.0840368270874,90.74957218170164
v2,T1,static,4,ACDG,BEFH,1,3,upper_heavy,0,1,2,24,27404,28.84507656097412,36.349098205566406,91.28524780273438,104.02142715454102,170.95887985229493,25.861780166625977,63.61719789505001
v2,T1,static,4,ACDH,BEFG,1,3,upper_heavy,1,0,2,24,28160,20.596796989440918,25.930834770202637,32.73801612854004,52.17846488952637,101.8019077301025,41.20175361633301,70.54661407470701
v2,T1,static,4,ACEF,BDGH,2,2,balanced,1,1,2,24,28401,63.5214900970459,74.13688659667969,36.249454498291016,102.74708557128906,140.4122573852539,30.635777473449707,64.11224899291993
v2,T1,static,4,ACEG,BDFH,2,2,balanced,0,1,2,24,27408,111.89166641235352,153.6046142578125,59.65961837768555,199.49640655517578,372.55259094238266,29.89562463760376,95.26699409484856
v2,T1,static,4,ACEH,BDFG,2,2,balanced,1,0,2,24,28164,29.89357566833496,36.647823333740234,32.77386283874512,58.988264083862305,132.28417053222645,23.794631004333496,53.26873168945312
v2,T1,static,4,ACFG,BDEH,2,2,balanced,0,1,1,24,27158,64.89582443237305,110.96942901611328,65.02127265930176,153.16624450683594,264.8663169860839,25.967161178588867,87.27313575744627
v2,T1,static,4,ACFH,BDEG,2,2,balanced,1,0,1,24,27914,42.91423034667969,55.26927185058594,61.25980758666992,93.05599975585938,136.94267082214353,29.886047840118408,71.30078830718989
v2,T1,static,4,ACGH,BDEF,2,2,balanced,0,0,1,24,26923,68.41635513305664,59.28889083862305,65.1654281616211,111.01024627685547,753.0513313293443,23.825567722320557,70.38025856018064
v2,T1,static,4,ADEF,BCGH,2,2,balanced,1,1,2,24,28430,57.00259590148926,45.366445541381836,77.59093856811523,113.50942611694336,160.6130416870117,63.063679695129395,114.57268047332757
v2,T1,static,4,ADEG,BCFH,2,2,balanced,0,1,2,24,27434,43.9472713470459,44.024051666259766,74.95859909057617,106.92985916137695,144.91688156127927,24.819115161895752,59.23221740722656
v2,T1,static,4,ADEH,BCFG,2,2,balanced,1,0,2,24,28192,27.52042293548584,27.827404022216797,43.509037017822266,57.78217697143555,220.2617218017577,41.13805675506592,64.80356311798096
v2,T1,static,4,ADFG,BCEH,2,2,balanced,0,1,1,24,27183,47.05647087097168,66.63286209106445,75.60606002807617,130.85846710205078,424.20478973388674,38.79946804046631,133.68475646972655
v2,T1,static,4,ADFH,BCEG,2,2,balanced,1,0,1,24,27941,49.29951286315918,45.72901725769043,80.30013275146484,112.18341445922852,176.61306304931634,43.5933141708374,95.32823505401612
v2,T1,static,4,ADGH,BCEF,2,2,balanced,0,0,1,24,26947,60.73280143737793,48.76873970031738,70.85940933227539,114.03166580200195,171.82907257080072,35.15601348876953,106.56938724517822
v2,T1,static,4,AEFG,BCDH,3,1,lower_heavy,0,1,1,24,27185,69.35193634033203,109.12863159179688,72.89970397949219,149.97539520263672,189.42740173339843,29.34818696975708,74.39916114807104
v2,T1,static,4,AEFH,BCDG,3,1,lower_heavy,1,0,1,24,27943,47.030555725097656,51.18019676208496,71.37582778930664,105.47053909301758,170.04815216064452,37.02367115020752,90.90578155517574
v2,T1,static,4,AEGH,BCDF,3,1,lower_heavy,0,0,1,24,26951,68.51326751708984,46.4529972076416,69.0704231262207,120.1527214050293,197.2894210815429,20.68045997619629,69.56527175903318
v2,T1,static,4,AFGH,BCDE,3,1,lower_heavy,0,0,0,24,26698,54.51017379760742,87.3991584777832,91.61165618896484,130.95127868652344,360.80919418334935,33.46338081359863,111.98560943603529
v2,T1,static,4,BCDE,AFGH,1,3,upper_heavy,1,1,3,24,28668,21.804044723510742,25.00144672393799,33.4941349029541,48.650468826293945,80.84875106811522,36.16871452331543,60.327280616760255
v2,T1,static,4,BCDF,AEGH,1,3,upper_heavy,1,1,2,24,28420,32.9505500793457,35.58294486999512,83.18279266357422,102.6988754272461,146.6470809936523,39.02621078491211,81.50436038970949
v2,T1,static,4,BCDG,AEFH,1,3,upper_heavy,0,1,2,24,27423,54.28605079650879,62.422237396240234,57.09513854980469,104.08229446411133,157.02165908813475,48.95499801635742,114.1449073791504
v2,T1,static,4,BCDH,AEFG,1,3,upper_heavy,1,0,2,24,28180,26.70848846435547,29.46529769897461,41.80835723876953,57.70133399963379,121.81846389770499,18.275171756744385,44.30375747680662
v2,T1,static,4,BCEF,ADGH,2,2,balanced,1,1,2,24,28422,48.210514068603516,32.98411178588867,94.36494445800781,117.0936508178711,195.41633377075183,39.31630229949951,77.3861831665039
v2,T1,static,4,BCEG,ADFH,2,2,balanced,0,1,2,24,27427,54.14840316772461,42.42120361328125,97.71462631225586,118.89307403564453,193.20023956298823,18.945453643798828,52.90947971343992
v2,T1,static,4,BCEH,ADFG,2,2,balanced,1,0,2,24,28184,35.491254806518555,27.013648986816406,61.71274948120117,74.95123291015625,543.5070671081536,44.6619758605957,76.22609672546386
v2,T1,static,4,BCFG,ADEH,2,2,balanced,0,1,1,24,27177,40.18656539916992,58.790950775146484,71.80585098266602,103.8994140625,168.25942077636716,44.51082897186279,122.05496616363507
v2,T1,static,4,BCFH,ADEG,2,2,balanced,1,0,1,24,27934,52.77602005004883,41.36310005187988,89.35699081420898,112.84722137451172,183.12421264648432,29.132859706878662,68.82776241302491
v2,T1,static,4,BCGH,ADEF,2,2,balanced,0,0,1,24,26941,56.1281852722168,33.672306060791016,88.27144622802734,117.61623764038086,188.9117561340332,34.174278259277344,80.18957118988035
v2,T1,static,4,BDEF,ACGH,2,2,balanced,1,1,2,24,28451,47.11866760253906,39.91718292236328,70.62128448486328,91.86637878417969,176.71246795654295,39.61943817138672,80.95757026672364
v2,T1,static,4,BDEG,ACFH,2,2,balanced,0,1,2,24,27453,44.54896354675293,49.45463752746582,53.117591857910156,94.14494323730469,120.24263687133788,33.781033515930176,72.56598358154292
v2,T1,static,4,BDEH,ACFG,2,2,balanced,1,0,2,24,28212,23.839691162109375,28.653807640075684,36.383548736572266,49.56384086608887,155.24857254028316,16.382068634033203,43.292754364013675
v2,T1,static,4,BDFG,ACEH,2,2,balanced,0,1,1,24,27202,67.88302612304688,106.78060913085938,65.27838516235352,143.05670166015625,235.34688110351559,38.209476470947266,85.1360160827636
v2,T1,static,4,BDFH,ACEG,2,2,balanced,1,0,1,24,27961,92.21612548828125,99.56846618652344,70.67322540283203,150.7615966796875,522.3261016845701,28.46784019470215,73.1734777450561
v2,T1,static,4,BDGH,ACEF,2,2,balanced,0,0,1,24,26965,70.3980712890625,75.10779571533203,52.85550117492676,112.38117599487305,189.0621726989746,16.355881690979004,60.08700428009032
v2,T1,static,4,BEFG,ACDH,3,1,lower_heavy,0,1,1,24,27204,39.82077217102051,67.74740600585938,77.22304153442383,115.38470840454102,175.65515975952144,31.50950527191162,103.86754322051996
v2,T1,static,4,BEFH,ACDG,3,1,lower_heavy,1,0,1,24,27963,59.6545295715332,38.49402618408203,87.73928451538086,124.29679107666016,178.40425720214844,17.88021230697632,54.715269374847395
v2,T1,static,4,BEGH,ACDF,3,1,lower_heavy,0,0,1,24,26969,52.8851375579834,48.0050163269043,71.2408218383789,107.99485778808594,196.11727828979488,22.89297914505005,62.22926254272467
v2,T1,static,4,BFGH,ACDE,3,1,lower_heavy,0,0,0,24,26716,69.9627799987793,127.49885559082031,92.52753829956055,176.5357894897461,229.8140197753906,27.823505401611328,88.03253288269045
v2,T1,static,4,CDEF,ABGH,2,2,balanced,1,1,2,24,28430,37.46565628051758,45.51556587219238,90.87469482421875,109.7460708618164,177.70968933105468,41.40324401855469,81.92598953247068
v2,T1,static,4,CDEG,ABFH,2,2,balanced,0,1,2,24,27436,35.916019439697266,57.383169174194336,94.83930969238281,121.15576171875,175.04424133300782,21.746143341064453,58.63671483993528
v2,T1,static,4,CDEH,ABFG,2,2,balanced,1,0,2,24,28192,23.376530647277832,31.966955184936523,44.48133850097656,59.35821342468262,91.31528663635254,47.74504852294922,79.87894477844236
v2,T1,static,4,CDFG,ABEH,2,2,balanced,0,1,1,24,27186,43.158376693725586,92.2159194946289,118.47667694091797,159.0665054321289,450.7954605102534,62.37420463562012,131.0211120605469
v2,T1,static,4,CDFH,ABEG,2,2,balanced,1,0,1,24,27942,40.098148345947266,86.0372200012207,73.26526641845703,123.0234260559082,225.46241149902343,40.5031681060791,91.85977554321289
v2,T1,static,4,CDGH,ABEF,2,2,balanced,0,0,1,24,26950,42.29378128051758,56.47282600402832,61.78805732727051,102.60199737548828,133.33297576904297,52.61589813232422,124.67326297760005
v2,T1,static,4,CEFG,ABDH,3,1,lower_heavy,0,1,1,24,27188,65.00007629394531,124.10797500610352,95.48664474487305,171.71298217773438,209.11609497070313,20.416237354278564,79.20147285461424
v2,T1,static,4,CEFH,ABDG,3,1,lower_heavy,1,0,1,24,27944,57.87522315979004,48.553810119628906,96.41127014160156,119.0713119506836,279.35993270874013,41.106693267822266,72.84960899353025
v2,T1,static,4,CEGH,ABDF,3,1,lower_heavy,0,0,1,24,26954,82.28407669067383,36.70870399475098,90.93328857421875,139.20701599121094,197.98760147094725,19.20014715194702,61.31122722625726
v2,T1,static,4,CFGH,ABDE,3,1,lower_heavy,0,0,0,24,26702,46.42507362365723,68.98429107666016,78.14708709716797,118.98902130126953,200.5577377319335,36.605692863464355,125.81099987030028
v2,T1,static,4,DEFG,ABCH,3,1,lower_heavy,0,1,1,24,27213,54.87973976135254,77.2378158569336,87.3302001953125,128.5472869873047,313.310447692871,54.93166542053223,114.52167549133296
v2,T1,static,4,DEFH,ABCG,3,1,lower_heavy,1,0,1,24,27971,59.34724235534668,45.26411247253418,92.58113098144531,121.60445785522461,158.9722702026367,44.70843696594238,99.29623889923093
v2,T1,static,4,DEGH,ABCF,3,1,lower_heavy,0,0,1,24,26978,49.71444129943848,46.62692642211914,69.76968765258789,105.55147933959961,129.00687103271486,38.510273933410645,88.97305049896232
v2,T1,static,4,DFGH,ABCE,3,1,lower_heavy,0,0,0,24,26725,71.60465240478516,108.31218338012695,78.77914810180664,161.93292236328125,206.20443878173828,40.97822570800781,103.66318321228025
v2,T1,static,4,EFGH,ABCD,4,0,lower_heavy,0,0,0,24,26727,40.528785705566406,64.53412246704102,85.63425827026367,147.37195587158203,451.9784835815429,22.52021074295044,129.57588214874255
v2,T2,static,7,ABCDEFG,H,0,1,upper_heavy,0,1,1,24,28818,25.546725273132324,30.12790298461914,43.65679168701172,66.04771041870117,105.4306568145752,76.5174331665039,165.2540740966797
v2,T2,static,7,ABCDEFH,G,0,1,upper_heavy,1,0,1,24,28818,21.212271690368652,27.155152320861816,41.650739669799805,56.072975158691406,101.49968299865722,82.60907363891602,111.12533569335938
v2,T2,static,7,ABCDEGH,F,0,1,upper_heavy,0,0,1,24,28818,23.067357063293457,25.489985466003418,34.477882385253906,51.018768310546875,80.13849487304687,77.62127304077148,141.9658966064453
v2,T2,static,7,ABCDFGH,E,0,1,upper_heavy,0,0,0,24,28818,23.3091402053833,34.384225845336914,48.11798667907715,72.20743179321289,117.95400619506835,74.51366424560547,170.14612579345703
v2,T2,static,7,ABCEFGH,D,1,0,lower_heavy,0,0,0,24,28818,28.592808723449707,33.13315200805664,48.92758560180664,68.69102478027344,96.19416465759278,74.49644470214844,159.5093002319336
v2,T2,static,7,ABDEFGH,C,1,0,lower_heavy,0,0,0,24,28818,23.11751365661621,33.5611629486084,49.6904239654541,71.58662796020508,111.56570816040039,83.22868347167969,164.52560424804688
v2,T2,static,7,ACDEFGH,B,1,0,lower_heavy,0,0,0,24,28818,26.859447479248047,31.845783233642578,40.95594787597656,65.20853424072266,125.06017723083491,78.15507125854492,168.74534606933594
v2,T2,static,7,BCDEFGH,A,1,0,lower_heavy,0,0,0,24,28818,28.77030658721924,32.6290397644043,53.20932579040527,71.60161972045898,117.86155014038084,78.07003402709961,161.45531463623047
v2,T2,static,6,ABCDEF,GH,0,2,upper_heavy,1,1,2,24,28818,24.85488986968994,27.770798683166504,51.070011138916016,68.53959274291992,117.38830146789549,75.1655044555664,108.7400894165039
v2,T2,static,6,ABCDEG,FH,0,2,upper_heavy,0,1,2,24,28818,23.50224494934082,28.26826000213623,35.21324157714844,54.61587333679199,99.85597229003903,68.12847328186035,120.4774055480957
v2,T2,static,6,ABCDEH,FG,0,2,upper_heavy,1,0,2,24,28818,19.749472618103027,24.323307037353516,34.934274673461914,48.5776481628418,78.71715354919431,76.39388275146484,104.24658966064453
v2,T2,static,6,ABCDFG,EH,0,2,upper_heavy,0,1,1,24,28818,25.76968288421631,35.68558120727539,57.2585391998291,80.63193130493164,140.4068923950195,76.7095890045166,174.81639099121094
v2,T2,static,6,ABCDFH,EG,0,2,upper_heavy,1,0,1,24,28818,25.48264789581299,33.62480354309082,53.46162223815918,75.59289932250977,105.70195350646972,68.38008880615234,103.25083541870117
v2,T2,static,6,ABCDGH,EF,0,2,upper_heavy,0,0,1,24,28818,24.843482971191406,29.433737754821777,44.020429611206055,64.72734260559082,117.17450027465817,65.9139175415039,151.02330780029297
v2,T2,static,6,ABCEFG,DH,1,1,balanced,0,1,1,24,28818,32.805891036987305,40.4381160736084,52.056161880493164,74.1240119934082,108.8780849456787,58.881853103637695,153.27462005615234
v2,T2,static,6,ABCEFH,DG,1,1,balanced,1,0,1,24,28818,33.36752128601074,32.83763790130615,54.79011344909668,74.80913543701172,115.3921760559082,77.94295120239258,105.92925758361815
v2,T2,static,6,ABCEGH,DF,1,1,balanced,0,0,1,24,28818,28.71985912322998,27.966134071350098,41.37299156188965,61.87055015563965,119.74011383056639,67.86989212036133,136.68900299072266
v2,T2,static,6,ABCFGH,DE,1,1,balanced,0,0,0,24,28818,31.755659103393555,42.480546951293945,59.53304672241211,87.26549911499023,119.54276542663574,61.758840560913086,159.14165496826172
v2,T2,static,6,ABDEFG,CH,1,1,balanced,0,1,1,24,28818,28.25881290435791,38.94195556640625,51.062490463256836,77.60874938964844,112.86772956848144,72.51807022094727,159.04351043701172
v2,T2,static,6,ABDEFH,CG,1,1,balanced,1,0,1,24,28818,25.24369239807129,31.54743480682373,48.654109954833984,65.93017578125,115.13663711547849,74.71136474609375,107.08943939208984
v2,T2,static,6,ABDEGH,CF,1,1,balanced,0,0,1,24,28818,24.605036735534668,30.887697219848633,33.45156288146973,57.512197494506836,114.77053375244138,67.12955093383789,124.0684585571289
v2,T2,static,6,ABDFGH,CE,1,1,balanced,0,0,0,24,28818,44.04617118835449,56.618120193481445,51.643781661987305,100.58511352539062,153.00421524047846,68.25772476196289,161.23019409179688
v2,T2,static,6,ABEFGH,CD,2,0,lower_heavy,0,0,0,24,28818,32.586585998535156,46.33804130554199,70.54353332519531,92.1349868774414,169.79232559204098,75.68167877197266,161.79882049560547
v2,T2,static,6,ACDEFG,BH,1,1,balanced,0,1,1,24,28818,33.937599182128906,51.5360221862793,57.50857162475586,89.69893264770508,153.67334747314447,69.89830780029297,147.7915267944336
v2,T2,static,6,ACDEFH,BG,1,1,balanced,1,0,1,24,28818,29.98458766937256,36.91448402404785,41.352251052856445,66.96431732177734,117.41903572082518,72.96561813354492,106.30879974365234
v2,T2,static,6,ACDEGH,BF,1,1,balanced,0,0,1,24,28818,26.02189540863037,30.437047004699707,38.0033016204834,56.71164512634277,90.72216072082517,69.70126724243164,132.7762222290039
v2,T2,static,6,ACDFGH,BE,1,1,balanced,0,0,0,24,28818,30.212276458740234,41.03030014038086,52.84925079345703,80.11091995239258,130.85801124572748,72.793212890625,166.6309585571289
v2,T2,static,6,ACEFGH,BD,2,0,lower_heavy,0,0,0,24,28818,41.657806396484375,51.734439849853516,47.83082580566406,80.4908561706543,197.59849777221666,58.79397773742676,162.36357879638672
v2,T2,static,6,ADEFGH,BC,2,0,lower_heavy,0,0,0,24,28818,37.48398017883301,42.85319519042969,66.9337272644043,90.74229049682617,139.22117385864252,79.56962585449219,169.24974060058594
v2,T2,static,6,BCDEFG,AH,1,1,balanced,0,1,1,24,28818,30.579794883728027,41.403743743896484,64.21138381958008,82.04732894897461,118.24744834899901,74.41790199279785,159.7512969970703
v2,T2,static,6,BCDEFH,AG,1,1,balanced,1,0,1,24,28818,27.9282169342041,28.850780487060547,52.81728553771973,73.02689743041992,114.22172470092771,71.55280303955078,112.31828689575195
v2,T2,static,6,BCDEGH,AF,1,1,balanced,0,0,1,24,28818,23.253366470336914,26.304287910461426,37.78898239135742,51.568830490112305,86.45391616821288,71.79277038574219,117.83084106445312
v2,T2,static,6,BCDFGH,AE,1,1,balanced,0,0,0,24,28818,40.2537727355957,53.58563232421875,56.15488815307617,95.30562591552734,148.43059158325192,71.61291885375977,148.50847702026357
v2,T2,static,6,BCEFGH,AD,2,0,lower_heavy,0,0,0,24,28818,37.358314514160156,39.20273780822754,66.96672821044922,88.84001541137695,144.76788482666012,69.89656829833984,147.10372009277341
v2,T2,static,6,BDEFGH,AC,2,0,lower_heavy,0,0,0,24,28818,40.27528381347656,48.55256271362305,44.31446647644043,80.28775024414062,181.09525375366198,69.06445503234863,155.08128356933594
v2,T2,static,6,CDEFGH,AB,2,0,lower_heavy,0,0,0,24,28818,32.35258483886719,46.280080795288086,72.07801055908203,95.45428085327148,121.71199951171874,75.58485794067383,154.38479614257812
v2,T2,static,5,ABCDE,FGH,0,3,upper_heavy,1,1,3,24,28818,19.98262310028076,24.853005409240723,29.596263885498047,46.70186424255371,62.615349769592285,63.98653793334961,83.8011703491211
v2,T2,static,5,ABCDF,EGH,0,3,upper_heavy,1,1,2,24,28809,26.08610439300537,32.71177673339844,54.08255195617676,82.40807342529297,128.91618843078612,70.72359275817871,108.61759738922117
