layout,tag_method,kind,keep_k,keep_set,dropped_set,dropped_lower_count,dropped_upper_count,drop_category,drops_G,drops_H,drops_FGH_count,captures_ok,solved_total,x_std_mm_median,y_std_mm_median,z_std_mm_median,d3_std_mm_median,d3_std_mm_p95,residual_rms_median_mm,residual_rms_p95_mm,roto_tracks_ok,turn_center_rms_3d_mm_median,turn_center_p95_3d_mm_median,circle_thickness_rms_mm_median,radius_mm_median,turn_count_median
v1-old,T3,static,5,ABCGH,DEF,1,2,upper_heavy,0,0,1,24.0,28805,26.5864896774292,29.63655185699463,51.74803352355957,67.07249069213867,192.2215843200683,47.524221420288086,162.9211139678955,nan,nan,nan,nan,nan,nan
v1-old,T3,static,5,ABDEF,CGH,1,2,upper_heavy,1,1,2,24.0,28812,27.83227634429932,29.97610092163086,49.50485420227051,67.08148193359375,117.48754692077634,100.13719940185548,140.7613983154297,nan,nan,nan,nan,nan,nan
v1-old,T3,static,5,ABDEG,CFH,1,2,upper_heavy,0,1,2,24.0,28814,31.35646247863769,38.15458106994629,35.92546081542969,67.70433807373047,100.42685050964354,74.76152420043945,125.18888244628906,nan,nan,nan,nan,nan,nan
v1-old,T3,static,5,ABDEH,CFG,1,2,upper_heavy,1,0,2,24.0,28817,22.68444538116455,27.29919815063477,32.62035942077637,49.29820442199707,126.90672035217275,76.95246315002441,108.65968780517578,nan,nan,nan,nan,nan,nan
v1-old,T3,static,5,ABDFG,CEH,1,2,upper_heavy,0,1,1,24.0,28808,52.04065132141113,69.0471420288086,64.7621955871582,104.15168380737305,350.640692901611,86.51062393188477,171.6712028503418,nan,nan,nan,nan,nan,nan
v1-old,T3,static,5,ABDFH,CEG,1,2,upper_heavy,1,0,1,24.0,28811,27.88399314880371,35.321922302246094,54.06598854064941,68.69791412353516,131.744905090332,64.27574157714844,113.89698848724365,nan,nan,nan,nan,nan,nan
v1-old,T3,static,5,ABDGH,CEF,1,2,upper_heavy,0,0,1,24.0,28811,40.90370750427246,46.50098419189453,52.68184852600098,100.17266464233398,189.13243789672845,56.00826072692871,121.84222640991212,nan,nan,nan,nan,nan,nan
v1-old,T3,static,5,ABEFG,CDH,2,1,lower_heavy,0,1,1,24.0,28810,31.330897331237797,56.26617622375488,71.97383499145508,98.84077835083008,184.9494827270508,52.251325607299805,152.03518676757812,nan,nan,nan,nan,nan,nan
v1-old,T3,static,5,ABEFH,CDG,2,1,lower_heavy,1,0,1,24.0,28813,32.07184886932373,45.52360534667969,66.15631484985352,85.74960708618164,155.01640701293942,64.16264724731445,107.75284957885742,nan,nan,nan,nan,nan,nan
v1-old,T3,static,5,ABEGH,CDF,2,1,lower_heavy,0,0,1,24.0,28811,31.89643383026123,46.72011947631836,59.57928466796875,94.10497665405272,164.75645179748523,67.15105056762695,120.76610012054442,nan,nan,nan,nan,nan,nan
v1-old,T3,static,5,ABFGH,CDE,2,1,lower_heavy,0,0,0,24.0,28807,41.922698974609375,87.0469741821289,99.95573043823242,128.95922088623047,278.64559020996074,56.19845008850098,154.0596923828125,nan,nan,nan,nan,nan,nan
v1-old,T3,static,5,ACDEF,BGH,1,2,upper_heavy,1,1,2,24.0,28811,33.99875259399414,43.08660125732422,49.17755699157715,93.28262710571288,138.71174850463862,88.64509010314941,132.99085235595703,nan,nan,nan,nan,nan,nan
v1-old,T3,static,5,ACDEG,BFH,1,2,upper_heavy,0,1,2,24.0,28809,25.806126594543457,32.620344161987305,45.77342987060547,62.84719657897949,202.2083038330076,40.498802185058594,95.522705078125,nan,nan,nan,nan,nan,nan
v1-old,T3,static,5,ACDEH,BFG,1,2,upper_heavy,1,0,2,24.0,28815,23.70681571960449,30.025343894958496,34.54509925842285,54.33878517150879,204.22660217285147,65.50457572937012,100.2182388305664,nan,nan,nan,nan,nan,nan
v1-old,T3,static,5,ACDFG,BEH,1,2,upper_heavy,0,1,1,24.0,28802,43.33054924011231,48.61839294433594,61.61618232727051,100.21010208129884,273.0354949951172,95.61933708190918,168.61256408691406,nan,nan,nan,nan,nan,nan
v1-old,T3,static,5,ACDFH,BEG,1,2,upper_heavy,1,0,1,24.0,28808,30.4525728225708,40.170257568359375,45.49348831176758,76.48179626464844,112.71341590881347,78.06224060058594,127.5059055328369,nan,nan,nan,nan,nan,nan
v1-old,T3,static,5,ACDGH,BEF,1,2,upper_heavy,0,0,1,24.0,28804,28.91596794128418,30.865513801574707,56.87310981750488,72.92629623413086,130.29073410034175,55.03670787811279,161.83284492492675,nan,nan,nan,nan,nan,nan
v1-old,T3,static,5,ACEFG,BDH,2,1,lower_heavy,0,1,1,24.0,28804,60.02724266052246,78.71167755126953,44.00363731384277,106.67105484008788,155.40105056762692,38.29480171203613,110.51479721069336,nan,nan,nan,nan,nan,nan
v1-old,T3,static,5,ACEFH,BDG,2,1,lower_heavy,1,0,1,24.0,28810,47.15224647521973,57.3944091796875,50.49315452575684,91.13974380493164,126.78634414672852,66.64410018920898,104.00573043823243,nan,nan,nan,nan,nan,nan
v1-old,T3,static,5,ACEGH,BDF,2,1,lower_heavy,0,0,1,24.0,28804,38.99008941650391,40.99943733215332,36.45164680480957,69.51729965209961,154.6403953552246,34.045451164245605,89.68192310333251,nan,nan,nan,nan,nan,nan
v1-old,T3,static,5,ACFGH,BDE,2,1,lower_heavy,0,0,0,24.0,28799,42.69954299926758,62.45057678222656,63.89375305175781,102.88189315795898,194.2290664672851,50.9035530090332,171.37964630126953,nan,nan,nan,nan,nan,nan
v1-old,T3,static,5,ADEFG,BCH,2,1,lower_heavy,0,1,1,24.0,28809,58.23451042175293,61.78030204772949,71.86514663696289,121.4612159729004,230.66371459960936,95.24816513061523,167.5026630401611,nan,nan,nan,nan,nan,nan
v1-old,T3,static,5,ADEFH,BCG,2,1,lower_heavy,1,0,1,24.0,28813,43.27706146240234,40.81210708618164,61.38579940795898,91.4756088256836,226.8233116149902,94.1483917236328,140.95046997070312,nan,nan,nan,nan,nan,nan
v1-old,T3,static,5,ADEGH,BCF,2,1,lower_heavy,0,0,1,24.0,28810,47.28603172302246,36.56587600708008,62.76451873779297,90.1941909790039,123.9389450073242,73.39629364013672,129.9238857269287,nan,nan,nan,nan,nan,nan
v1-old,T3,static,5,ADFGH,BCE,2,1,lower_heavy,0,0,0,24.0,28806,54.63978958129883,61.731056213378906,76.08065032958984,123.54104614257812,335.85927276611284,80.86127090454102,165.11495208740234,nan,nan,nan,nan,nan,nan
v1-old,T3,static,5,AEFGH,BCD,3,0,lower_heavy,0,0,0,24.0,28808,41.82957458496094,57.19468116760254,67.87629318237305,114.01185607910156,231.36739883422848,63.58635711669922,170.63870239257812,nan,nan,nan,nan,nan,nan
v1-old,T3,static,5,BCDEF,AGH,1,2,upper_heavy,1,1,2,24.0,28811,28.48425674438477,28.615312576293945,57.94503402709961,76.94761657714844,162.99288558959958,94.4180793762207,143.68788146972656,nan,nan,nan,nan,nan,nan
v1-old,T3,static,5,BCDEG,AFH,1,2,upper_heavy,0,1,2,24.0,28811,25.68214702606201,30.910619735717773,40.53883934020996,57.68434524536133,111.24149475097651,76.35787200927734,129.80730056762695,nan,nan,nan,nan,nan,nan
v1-old,T3,static,5,BCDEH,AFG,1,2,upper_heavy,1,0,2,24.0,28816,21.780702590942383,25.82556915283203,34.33047676086426,48.57858848571777,108.30734519958489,68.14027786254883,100.2074249267578,nan,nan,nan,nan,nan,nan
v1-old,T3,static,5,BCDFG,AEH,1,2,upper_heavy,0,1,1,24.0,28804,51.29326629638672,63.76077651977539,72.31452560424805,117.31583404541016,229.0983558654785,89.35403442382812,160.34172821044922,nan,nan,nan,nan,nan,nan
v1-old,T3,static,5,BCDFH,AEG,1,2,upper_heavy,1,0,1,24.0,28809,31.61756420135498,35.29345893859863,52.73779678344727,74.24867630004883,162.721508026123,60.6735782623291,103.7539291381836,nan,nan,nan,nan,nan,nan
v1-old,T3,static,5,BCDGH,AEF,1,2,upper_heavy,0,0,1,24.0,28807,45.40630912780762,52.06133270263672,49.30639839172363,94.22437286376952,145.76453170776367,67.38708114624023,136.07591819763184,nan,nan,nan,nan,nan,nan
v1-old,T3,static,5,BCEFG,ADH,2,1,lower_heavy,0,1,1,24.0,28806,38.11558723449707,45.70362854003906,70.0060043334961,97.3405876159668,168.46584091186523,51.666873931884766,136.22232818603516,nan,nan,nan,nan,nan,nan
v1-old,T3,static,5,BCEFH,ADG,2,1,lower_heavy,1,0,1,24.0,28811,47.42868232727051,34.63091468811035,78.97686767578125,103.12274932861328,235.2189498901365,68.39313507080078,102.72809600830078,nan,nan,nan,nan,nan,nan
v1-old,T3,static,5,BCEGH,ADF,2,1,lower_heavy,0,0,1,24.0,28807,43.03017044067383,32.16008281707764,60.64146614074707,80.54457092285156,207.81758499145505,69.92098808288574,110.9157955169676,nan,nan,nan,nan,nan,nan
v1-old,T3,static,5,BCFGH,ADE,2,1,lower_heavy,0,0,0,24.0,28802,46.97844696044922,56.537038803100586,70.63407897949219,111.83349990844728,223.42482604980464,63.612236976623535,143.75427703857423,nan,nan,nan,nan,nan,nan
v1-old,T3,static,5,BDEFG,ACH,2,1,lower_heavy,0,1,1,24.0,28811,43.6075382232666,61.7808780670166,49.60820770263672,108.16317749023438,215.57893753051752,78.09071731567383,177.78312644958493,nan,nan,nan,nan,nan,nan
v1-old,T3,static,5,BDEFH,ACG,2,1,lower_heavy,1,0,1,24.0,28814,32.487247467041016,34.605979919433594,44.76336860656738,63.344804763793945,167.2999862670898,60.947282791137695,115.47219848632812,nan,nan,nan,nan,nan,nan
v1-old,T3,static,5,BDEGH,ACF,2,1,lower_heavy,0,0,1,24.0,28813,48.19101142883301,45.59642601013184,46.721004486083984,84.62719345092773,148.79637069702147,60.969539642333984,112.59243583679198,nan,nan,nan,nan,nan,nan
v1-old,T3,static,5,BDFGH,ACE,2,1,lower_heavy,0,0,0,24.0,28809,74.15400314331055,93.84254837036131,57.85604476928711,130.93409729003906,220.45940780639643,63.017395973205566,120.3570039749145,nan,nan,nan,nan,nan,nan
v1-old,T3,static,5,BEFGH,ACD,3,0,lower_heavy,0,0,0,24.0,28811,39.86496543884277,58.78233528137207,68.17533111572266,109.73330307006836,320.504164123535,59.479753494262695,145.37894439697266,nan,nan,nan,nan,nan,nan
v1-old,T3,static,5,CDEFG,ABH,2,1,lower_heavy,0,1,1,24.0,28805,44.91010856628418,65.93344688415527,77.06103897094727,125.07970809936523,367.2211181640623,93.1230812072754,157.4645233154297,nan,nan,nan,nan,nan,nan
v1-old,T3,static,5,CDEFH,ABG,2,1,lower_heavy,1,0,1,24.0,28811,35.28376770019531,44.85591125488281,75.35665130615234,106.63228225708008,360.08546752929675,90.8994960784912,159.40129623413085,nan,nan,nan,nan,nan,nan
v1-old,T3,static,5,CDEGH,ABF,2,1,lower_heavy,0,0,1,24.0,28806,30.9404878616333,34.58439636230469,56.48776626586914,73.98345184326172,183.8826721191406,69.69825553894043,137.4764694213867,nan,nan,nan,nan,nan,nan
v1-old,T3,static,5,CDFGH,ABE,2,1,lower_heavy,0,0,0,24.0,28801,45.66623306274414,62.05162811279297,78.34320449829102,114.0966567993164,243.4003189086914,93.3177375793457,166.15421295166016,nan,nan,nan,nan,nan,nan
v1-old,T3,static,5,CEFGH,ABD,3,0,lower_heavy,0,0,0,24.0,28803,51.49866485595703,58.43876266479492,70.86017608642578,99.88411331176758,176.07844161987305,63.49321269989014,146.5684867858887,nan,nan,nan,nan,nan,nan
v1-old,T3,static,5,DEFGH,ABC,3,0,lower_heavy,0,0,0,24.0,28810,46.162479400634766,60.12400245666504,83.29253387451172,119.12874984741212,256.19731521606445,101.8454132080078,168.6854049682617,nan,nan,nan,nan,nan,nan
v1-old,T3,static,4,ABCD,EFGH,0,4,upper_heavy,1,1,3,24.0,28635,19.28382682800293,23.99777317047119,29.31283187866211,47.745737075805664,112.62335815429688,45.88050651550293,69.54010791778563,nan,nan,nan,nan,nan,nan
v1-old,T3,static,4,ABCE,DFGH,1,3,upper_heavy,1,1,3,24.0,28639,22.408535957336422,28.465312957763672,30.538269996643063,50.64875602722168,65.84321899414061,19.481554985046387,41.21042804718017,nan,nan,nan,nan,nan,nan
v1-old,T3,static,4,ABCF,DEGH,1,3,upper_heavy,1,1,2,24.0,28391,44.64746856689453,47.617977142333984,52.92007637023926,95.05239868164062,138.30467681884764,28.798523902893063,72.47526321411132,nan,nan,nan,nan,nan,nan
v1-old,T3,static,4,ABCG,DEFH,1,3,upper_heavy,0,1,2,24.0,27395,26.28474998474121,35.65596961975098,41.27801704406738,70.89944839477539,139.1706657409668,21.865734577178955,64.17285575866697,nan,nan,nan,nan,nan,nan
v1-old,T3,static,4,ABCH,DEFG,1,3,upper_heavy,1,0,2,24.0,28152,21.57048511505127,27.020140647888184,34.336605072021484,56.77341842651367,88.98065528869628,25.95200777053833,54.892507553100586,nan,nan,nan,nan,nan,nan
v1-old,T3,static,4,ABDE,CFGH,1,3,upper_heavy,1,1,3,24.0,28669,21.12852382659912,26.322447776794437,27.7498140335083,46.488525390625,72.47301292419431,70.79484748840332,98.42943572998048,nan,nan,nan,nan,nan,nan
v1-old,T3,static,4,ABDF,CEGH,1,3,upper_heavy,1,1,2,24.0,28420,29.65355396270752,30.10698890686035,48.696062088012695,68.8681755065918,141.46956939697264,47.712650299072266,86.88777866363523,nan,nan,nan,nan,nan,nan
v1-old,T3,static,4,ABDG,CEFH,1,3,upper_heavy,0,1,2,24.0,27421,34.88933181762695,48.54615783691406,38.32305145263672,96.02674865722656,181.79746932983392,47.90445423126221,87.90025901794434,nan,nan,nan,nan,nan,nan
v1-old,T3,static,4,ABDH,CEFG,1,3,upper_heavy,1,0,2,24.0,28180,24.496621131896973,31.537291526794437,35.94328308105469,58.6713981628418,198.6604415893553,19.08466625213623,46.819990158081055,nan,nan,nan,nan,nan,nan
v1-old,T3,static,4,ABEF,CDGH,2,2,balanced,1,1,2,24.0,28422,29.8182373046875,45.7040901184082,69.73848342895508,95.71830368041992,191.62943038940423,41.534539222717285,81.73141403198241,nan,nan,nan,nan,nan,nan
v1-old,T3,static,4,ABEG,CDFH,2,2,balanced,0,1,2,24.0,27425,30.649660110473636,45.9608097076416,55.56151580810547,88.31695938110352,126.59306411743164,26.77135801315308,64.23035926818848,nan,nan,nan,nan,nan,nan
v1-old,T3,static,4,ABEH,CDFG,2,2,balanced,1,0,2,24.0,28184,22.775922775268555,33.928558349609375,45.55938720703125,61.30734634399414,152.77743339538563,58.80144691467285,91.661462020874,nan,nan,nan,nan,nan,nan
v1-old,T3,static,4,ABFG,CDEH,2,2,balanced,0,1,1,24.0,27174,39.5203857421875,102.35442733764648,103.51950073242188,151.05130767822266,198.58844604492185,47.2570915222168,126.40832862854012,nan,nan,nan,nan,nan,nan
v1-old,T3,static,4,ABFH,CDEG,2,2,balanced,1,0,1,24.0,27933,33.81885528564453,60.86587333679199,84.93356323242188,112.59833908081056,289.8219726562498,30.41575765609741,68.24679470062254,nan,nan,nan,nan,nan,nan
v1-old,T3,static,4,ABGH,CDEF,2,2,balanced,0,0,1,24.0,26938,30.073525428771973,47.23730659484863,50.91450881958008,85.44315719604492,179.88580818176254,31.350910186767575,102.21460628509504,nan,nan,nan,nan,nan,nan
v1-old,T3,static,4,ACDE,BFGH,1,3,upper_heavy,1,1,3,24.0,28647,22.353565216064453,28.404279708862305,33.730262756347656,50.96817398071289,71.23757095336913,32.21654272079468,55.484548282623294,nan,nan,nan,nan,nan,nan
v1-old,T3,static,4,ACDF,BEGH,1,3,upper_heavy,1,1,2,24.0,28399,38.7797737121582,44.45429801940918,62.81146430969238,99.49472427368164,138.04132537841795,63.17015647888184,101.74637603759764,nan,nan,nan,nan,nan,nan
v1-old,T3,static,4,ACDG,BEFH,1,3,upper_heavy,0,1,2,24.0,27404,28.446346282958984,32.83688545227051,83.19034194946289,108.66814041137695,184.7503791809081,23.22459888458252,75.75567512512208,nan,nan,nan,nan,nan,nan
v1-old,T3,static,4,ACDH,BEFG,1,3,upper_heavy,1,0,2,24.0,28160,21.211706161499023,26.798416137695312,32.43850135803223,53.23113250732422,131.43948326110828,35.392723083496094,69.10424518585205,nan,nan,nan,nan,nan,nan
v1-old,T3,static,4,ACEF,BDGH,2,2,balanced,1,1,2,24.0,28401,60.29273414611816,70.36653900146484,36.08535575866699,100.54331970214844,131.0478202819824,31.327142238616943,60.787011051177984,nan,nan,nan,nan,nan,nan
v1-old,T3,static,4,ACEG,BDFH,2,2,balanced,0,1,2,24.0,27408,54.01289749145508,91.32633590698242,53.44533348083496,120.85172653198242,197.44024963378905,19.269587516784668,79.88526735305787,nan,nan,nan,nan,nan,nan
v1-old,T3,static,4,ACEH,BDFG,2,2,balanced,1,0,2,24.0,28164,28.54179573059082,35.72299575805664,31.350573539733887,57.01009368896485,107.09272460937494,21.349953651428223,47.22905130386353,nan,nan,nan,nan,nan,nan
v1-old,T3,static,4,ACFG,BDEH,2,2,balanced,0,1,1,24.0,27158,61.38084602355957,95.52659225463869,59.775503158569336,136.19569396972656,184.59970932006837,28.394386768341064,86.40280857086182,nan,nan,nan,nan,nan,nan
v1-old,T3,static,4,ACFH,BDEG,2,2,balanced,1,0,1,24.0,27914,43.49825668334961,56.6870059967041,58.72060394287109,91.41391372680664,133.5038249969482,24.322227001190186,71.67314453124999,nan,nan,nan,nan,nan,nan
v1-old,T3,static,4,ACGH,BDEF,2,2,balanced,0,0,1,24.0,26923,46.9767017364502,44.80370903015137,46.09381103515625,79.51909637451172,187.92952194213865,21.192925930023197,67.7752336502075,nan,nan,nan,nan,nan,nan
v1-old,T3,static,4,ADEF,BCGH,2,2,balanced,1,1,2,24.0,28430,62.15320014953613,42.01884078979492,68.74406433105469,108.57996368408205,135.60828018188474,95.81388473510742,143.99432983398435,nan,nan,nan,nan,nan,nan
v1-old,T3,static,4,ADEG,BCFH,2,2,balanced,0,1,2,24.0,27434,39.98373794555664,36.83591079711914,64.51606941223145,96.28122329711914,134.6325401306152,25.452975273132324,63.06719169616704,nan,nan,nan,nan,nan,nan
v1-old,T3,static,4,ADEH,BCFG,2,2,balanced,1,0,2,24.0,28192,27.314672470092773,27.76864624023437,43.55476379394531,61.00389862060547,107.10509719848632,55.75053882598877,103.97496948242188,nan,nan,nan,nan,nan,nan
v1-old,T3,static,4,ADFG,BCEH,2,2,balanced,0,1,1,24.0,27183,53.3624439239502,61.57277488708496,75.77090072631836,118.09025192260742,172.96451721191406,53.89136695861816,138.7089981079101,nan,nan,nan,nan,nan,nan
v1-old,T3,static,4,ADFH,BCEG,2,2,balanced,1,0,1,24.0,27941,76.94608306884766,41.82156944274902,82.64713287353516,121.09912872314452,174.94602508544915,55.37791538238525,103.37147178649904,nan,nan,nan,nan,nan,nan
v1-old,T3,static,4,ADGH,BCEF,2,2,balanced,0,0,1,24.0,26947,60.84895515441895,43.48234748840332,67.96771621704102,108.99075317382812,143.34099349975585,39.24679183959961,99.91862926483157,nan,nan,nan,nan,nan,nan
v1-old,T3,static,4,AEFG,BCDH,3,1,lower_heavy,0,1,1,24.0,27185,65.40204238891602,96.0896987915039,65.71638870239258,137.43971252441406,180.1265396118164,30.56394910812378,75.58530960083007,nan,nan,nan,nan,nan,nan
v1-old,T3,static,4,AEFH,BCDG,3,1,lower_heavy,1,0,1,24.0,27943,50.98710441589356,52.26829147338867,70.39566040039062,103.00782775878906,212.53342514038076,56.2437047958374,105.59086208343504,nan,nan,nan,nan,nan,nan
v1-old,T3,static,4,AEGH,BCDF,3,1,lower_heavy,0,0,1,24.0,26951,60.21103096008301,44.14681625366211,65.68476486206055,108.25877380371094,178.38763732910152,26.10001516342163,68.62537631988518,nan,nan,nan,nan,nan,nan
v1-old,T3,static,4,AFGH,BCDE,3,1,lower_heavy,0,0,0,24.0,26698,55.28278732299805,82.29109191894531,80.0751838684082,127.218994140625,515.5920578002924,38.913705825805664,120.03462123870828,nan,nan,nan,nan,nan,nan
v1-old,T3,static,4,BCDE,AFGH,1,3,upper_heavy,1,1,3,24.0,28668,21.72682762145996,24.0013484954834,30.222533226013184,45.811153411865234,57.13953323364257,38.35707187652588,62.29338989257812,nan,nan,nan,nan,nan,nan
v1-old,T3,static,4,BCDF,AEGH,1,3,upper_heavy,1,1,2,24.0,28420,30.43458652496338,37.34172439575195,65.41369819641113,88.13912963867188,143.54593505859373,43.02296257019043,77.27102146148681,nan,nan,nan,nan,nan,nan
v1-old,T3,static,4,BCDG,AEFH,1,3,upper_heavy,0,1,2,24.0,27423,49.512088775634766,59.64914131164551,54.32796669006348,102.65275573730467,151.0075286865234,54.40427303314209,126.0347723007202,nan,nan,nan,nan,nan,nan
v1-old,T3,static,4,BCDH,AEFG,1,3,upper_heavy,1,0,2,24.0,28180,26.969552040100098,29.01651096343994,38.21964454650879,54.6995906829834,124.99037437438952,16.88811206817627,40.87305927276611,nan,nan,nan,nan,nan,nan
v1-old,T3,static,4,BCEF,ADGH,2,2,balanced,1,1,2,24.0,28422,53.87879943847656,33.379751205444336,91.1534538269043,110.20856857299805,191.27097244262688,37.715898513793945,82.607992362976,nan,nan,nan,nan,nan,nan
v1-old,T3,static,4,BCEG,ADFH,2,2,balanced,0,1,2,24.0,27427,47.3531436920166,38.754920959472656,83.7779426574707,117.71383666992188,193.1298820495605,23.910724639892575,56.40714149475093,nan,nan,nan,nan,nan,nan
v1-old,T3,static,4,BCEH,ADFG,2,2,balanced,1,0,2,24.0,28184,30.79401397705078,26.79859161376953,39.57184791564941,58.91467094421387,86.38248176574707,48.59902763366699,76.00318298339845,nan,nan,nan,nan,nan,nan
v1-old,T3,static,4,BCFG,ADEH,2,2,balanced,0,1,1,24.0,27177,45.91695594787598,54.83845901489258,80.28114700317383,112.11664581298828,203.97455749511712,41.54498100280762,131.3628911972045,nan,nan,nan,nan,nan,nan
v1-old,T3,static,4,BCFH,ADEG,2,2,balanced,1,0,1,24.0,27934,47.13893127441406,38.0767936706543,79.64988708496094,99.74596405029295,174.26853332519528,29.000333786010746,69.36841850280759,nan,nan,nan,nan,nan,nan
v1-old,T3,static,4,BCGH,ADEF,2,2,balanced,0,0,1,24.0,26941,62.63946342468262,36.403411865234375,91.22266387939452,123.70910263061523,185.3055435180664,45.42536067962647,85.54798755645749,nan,nan,nan,nan,nan,nan
v1-old,T3,static,4,BDEF,ACGH,2,2,balanced,1,1,2,24.0,28451,33.036155700683594,33.19811248779297,44.767948150634766,68.33862113952637,233.6884033203125,42.000993728637695,91.15492267608644,nan,nan,nan,nan,nan,nan
v1-old,T3,static,4,BDEG,ACFH,2,2,balanced,0,1,2,24.0,27453,43.1213321685791,48.03359031677246,47.91653060913086,88.22810363769531,130.91334304809567,52.86967468261719,94.16650562286377,nan,nan,nan,nan,nan,nan
v1-old,T3,static,4,BDEH,ACFG,2,2,balanced,1,0,2,24.0,28212,22.58042049407959,28.280498504638672,33.91866874694824,48.07423973083496,94.70889549255372,17.826472759246826,50.49755210876463,nan,nan,nan,nan,nan,nan
v1-old,T3,static,4,BDFG,ACEH,2,2,balanced,0,1,1,24.0,27202,66.70301055908203,92.90916061401369,64.9950942993164,131.30288696289062,216.28155288696288,49.95779895782471,95.60824642181394,nan,nan,nan,nan,nan,nan
v1-old,T3,static,4,BDFH,ACEG,2,2,balanced,1,0,1,24.0,27961,63.06986808776856,62.789419174194336,61.470998764038086,116.65510559082033,267.0518272399901,28.39899206161499,84.83611679077146,nan,nan,nan,nan,nan,nan
v1-old,T3,static,4,BDGH,ACEF,2,2,balanced,0,0,1,24.0,26965,66.748779296875,73.10188674926758,49.91201210021973,109.99161148071288,162.91318511962888,17.815536975860596,64.81388406753544,nan,nan,nan,nan,nan,nan
v1-old,T3,static,4,BEFG,ACDH,3,1,lower_heavy,0,1,1,24.0,27204,40.41286659240723,68.9361343383789,78.98396682739258,115.19496154785156,173.2489646911621,33.19935750961304,111.33170795440674,nan,nan,nan,nan,nan,nan
v1-old,T3,static,4,BEFH,ACDG,3,1,lower_heavy,1,0,1,24.0,27963,58.06947708129883,39.587677001953125,89.15386199951172,119.38782119750977,169.04786529541016,32.21121311187744,70.12197875976562,nan,nan,nan,nan,nan,nan
v1-old,T3,static,4,BEGH,ACDF,3,1,lower_heavy,0,0,1,24.0,26969,45.56033897399902,42.90905570983887,63.18204307556152,102.9973487854004,306.40438842773415,35.59642791748047,75.32796039581295,nan,nan,nan,nan,nan,nan
v1-old,T3,static,4,BFGH,ACDE,3,1,lower_heavy,0,0,0,24.0,26716,70.5914306640625,116.71302032470705,92.50981903076172,167.71077728271484,249.8187591552733,32.46133136749268,93.27740287780762,nan,nan,nan,nan,nan,nan
v1-old,T3,static,4,CDEF,ABGH,2,2,balanced,1,1,2,24.0,28430,35.40966606140137,42.2502498626709,75.60412979125977,97.84804153442384,130.2955097198486,40.76431655883789,86.9337635040283,nan,nan,nan,nan,nan,nan
v1-old,T3,static,4,CDEG,ABFH,2,2,balanced,0,1,2,24.0,27436,34.99457359313965,52.07470703125,98.4666519165039,116.76334762573242,190.11543655395508,24.292213439941406,63.42059383392329,nan,nan,nan,nan,nan,nan
v1-old,T3,static,4,CDEH,ABFG,2,2,balanced,1,0,2,24.0,28192,23.318439483642575,33.07648468017578,45.63071632385254,60.73095893859863,209.02260131835908,47.77839946746826,79.32935676574706,nan,nan,nan,nan,nan,nan
v1-old,T3,static,4,CDFG,ABEH,2,2,balanced,0,1,1,24.0,27186,43.38503456115723,110.5764045715332,121.84746170043944,172.2873764038086,337.2138671874999,93.23873329162598,176.7463241577148,nan,nan,nan,nan,nan,nan
v1-old,T3,static,4,CDFH,ABEG,2,2,balanced,1,0,1,24.0,27942,36.83254051208496,110.40966796875,61.42481994628906,128.98531341552734,393.3417938232421,78.12851524353027,138.38628807067877,nan,nan,nan,nan,nan,nan
v1-old,T3,static,4,CDGH,ABEF,2,2,balanced,0,0,1,24.0,26950,40.55721664428711,47.65562057495117,65.59774017333984,102.7599868774414,151.99017639160155,52.24051475524902,129.54551887512207,nan,nan,nan,nan,nan,nan
v1-old,T3,static,4,CEFG,ABDH,3,1,lower_heavy,0,1,1,24.0,27188,64.09001159667969,108.0494499206543,84.43961715698242,156.2946014404297,212.34874572753904,27.65206241607666,77.84500503540032,nan,nan,nan,nan,nan,nan
v1-old,T3,static,4,CEFH,ABDG,3,1,lower_heavy,1,0,1,24.0,27944,52.86458969116211,50.529348373413086,75.56278610229492,107.2239112854004,436.5870269775389,41.08583545684815,88.21241283416745,nan,nan,nan,nan,nan,nan
v1-old,T3,static,4,CEGH,ABDF,3,1,lower_heavy,0,0,1,24.0,26954,77.01701354980469,39.15968132019043,74.25144577026367,121.20895385742188,187.036344909668,22.88277769088745,63.523352241516086,nan,nan,nan,nan,nan,nan
v1-old,T3,static,4,CFGH,ABDE,3,1,lower_heavy,0,0,0,24.0,26702,47.58430480957031,66.04433822631836,80.09552383422852,120.86377334594728,200.50142974853512,42.5230712890625,132.003443145752,nan,nan,nan,nan,nan,nan
v1-old,T3,static,4,DEFG,ABCH,3,1,lower_heavy,0,1,1,24.0,27213,55.80902290344238,69.64552688598633,71.55990982055664,119.50180435180664,337.2592185974119,68.56274509429932,148.429150390625,nan,nan,nan,nan,nan,nan
v1-old,T3,static,4,DEFH,ABCG,3,1,lower_heavy,1,0,1,24.0,27971,65.65229797363281,45.96098136901856,84.45566177368164,119.14865493774414,317.00232772827115,55.02043151855469,114.73426971435543,nan,nan,nan,nan,nan,nan
v1-old,T3,static,4,DEGH,ABCF,3,1,lower_heavy,0,0,1,24.0,26978,59.83529472351074,44.73931121826172,69.7972640991211,109.95344543457033,193.1801788330077,49.42389678955078,123.4853824615478,nan,nan,nan,nan,nan,nan
