anchor_source,coordinate_frame,alignment_dof,alignment_note,delay_mode,delay_note,tag_method,eval_set,ID,capture,location,height,facing,tag_truth_source,tag_truth_corrected,tag_truth_permutation,tag_truth_shift_from_motive_mm,point_estimator,frames_input,frames_solved,solve_fraction,status,x_mm,y_mm,z_mm,mean_x_mm,mean_y_mm,mean_z_mm,median_x_mm,median_y_mm,median_z_mm,x_std_mm,y_std_mm,z_std_mm,d3_std_mm,radial_p50_mm,radial_p95_mm,anchors_used_median,anchors_input_median,pct_solved_ge7,pct_solved_ge8,residual_rms_median_mm,residual_rms_p95_mm,rejected_frames,rejected_anchor_counts,solved_x_mm,solved_y_vertical_mm,solved_z_mm,truth_x_mm,truth_y_vertical_mm,truth_z_mm,err_x_mm,err_y_vertical_mm,err_z_mm,err_horizontal_mm,err_vertical_mm,err_3d_mm,anchor_delay_A_mm,anchor_delay_B_mm,anchor_delay_C_mm,anchor_delay_D_mm,anchor_delay_E_mm,anchor_delay_F_mm,anchor_delay_G_mm,anchor_delay_H_mm,tag_delay_mm,source_tr_all
OptiTrack truth anchors,OptiTrack,0,direct OptiTrack-frame solve; no Kabsch/reflection/scale,raw_zero_delay,zero delays,T4,all8,ID01,static_ID01_BSF66F_120s_20260528_110629,edge,low,ABEF,reconstructed_from_relabelled_balls,True,"0,1,4,2,3",54.12208743140742,median,1201,1201,1.0,ok,-421.74410018030795,-112.79646406394149,-357.64454075140554,-428.9599462756297,-118.79627679077761,-357.7436384455424,-421.74410018030795,-112.79646406394149,-357.64454075140554,53.693923222782914,43.742860289568775,26.903896976917657,74.88905726401485,44.65198061704598,180.6484930685471,8.0,8.0,99.75020815986679,91.75686927560366,111.68585418202272,154.55738875371097,0,{},-421.74410018030795,-112.79646406394149,-357.64454075140554,-542.215344349341,182.54280058407934,-383.3240609304319,120.47124416903301,-295.33926464802084,25.679520179026383,123.177751352506,295.33926464802084,319.99693697142396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID01_BSF66F_120s_20260528_110629/tag_capture_20260528_110630/tr_all.csv
OptiTrack truth anchors,OptiTrack,0,direct OptiTrack-frame solve; no Kabsch/reflection/scale,raw_zero_delay,zero delays,T4,all8,ID02,static_ID02_BSF66F_120s_20260528_111027,edge,mid,ABEF,motive_iantenna,False,"0,1,2,3,4",0.0,median,1201,1201,1.0,ok,-589.0991996228375,1336.5065797054465,-198.48583342898255,-590.2312396753866,1325.9455355516884,-203.91121605453694,-589.0991996228375,1336.5065797054465,-198.48583342898255,35.67184654148857,58.45027869395517,34.67329234370455,77.67499508828058,43.96034483597551,151.66657483456683,8.0,8.0,99.91673605328893,95.67027477102414,130.1561062117917,213.63827655050014,0,{},-589.0991996228375,1336.5065797054465,-198.48583342898255,-543.22998,1105.589,-259.92136,-45.86921962283759,230.91757970544654,61.43552657101745,76.67013260629135,230.91757970544654,243.31304496653598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID02_BSF66F_120s_20260528_111027/tag_capture_20260528_111027/tr_all.csv
OptiTrack truth anchors,OptiTrack,0,direct OptiTrack-frame solve; no Kabsch/reflection/scale,raw_zero_delay,zero delays,T4,all8,ID03,static_ID03_BSF66F_120s_20260528_111354,edge,high,ABEF,motive_iantenna,False,"0,1,2,3,4",0.0,median,1201,1201,1.0,ok,-636.0089257177128,2117.7466212917843,-283.94246917588447,-632.2936988021995,2115.252298285362,-287.1108310604432,-636.0089257177128,2117.7466212917843,-283.94246917588447,41.61834683462799,48.206720824435294,31.948050664502965,71.46128841883365,49.154111987770904,136.67535445607382,8.0,8.0,100.0,92.2564529558701,138.3229597222168,204.2956215441305,0,{},-636.0089257177128,2117.7466212917843,-283.94246917588447,-554.00287,1625.5614500000001,-256.2951,-82.0060557177128,492.1851712917842,-27.647369175884478,86.54114741973476,492.1851712917842,499.73554309879455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID03_BSF66F_120s_20260528_111354/tag_capture_20260528_111355/tr_all.csv
OptiTrack truth anchors,OptiTrack,0,direct OptiTrack-frame solve; no Kabsch/reflection/scale,raw_zero_delay,zero delays,T4,all8,ID04,static_ID04_BSF66F_120s_20260528_111732,edge,low,BCGF,motive_iantenna,False,"0,1,2,3,4",0.0,median,1201,1201,1.0,ok,-203.68927856039778,-238.72974808807572,577.0375424131915,-209.6020612728248,-239.2628920632152,575.2151685623622,-203.68927856039778,-238.72974808807572,577.0375424131915,35.69374908697326,47.03928780008719,29.460581103592983,66.28144874653394,39.62700467622267,160.62556515747013,8.0,8.0,100.0,93.83846794338052,122.92361597122934,143.9082629692398,0,{},-203.68927856039778,-238.72974808807572,577.0375424131915,-321.178815,182.16379,479.93381999999997,117.4895364396022,-420.89353808807573,97.10372241319158,152.42350238493663,420.89353808807573,447.6430436001315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID04_BSF66F_120s_20260528_111732/tag_capture_20260528_111732/tr_all.csv
OptiTrack truth anchors,OptiTrack,0,direct OptiTrack-frame solve; no Kabsch/reflection/scale,raw_zero_delay,zero delays,T4,all8,ID05,static_ID05_BSF66F_120s_20260528_112057,edge,mid,BCGF,reconstructed_from_relabelled_balls,True,"3,4,2,0,1",2.0942332073721013,median,1200,1200,1.0,ok,-213.21383910706172,1345.287138491219,568.2542073480606,-206.9082887103597,1290.1979813560054,557.3922116737027,-213.21383910706172,1345.287138491219,568.2542073480606,86.294775262724,185.32722019889403,62.76560581126499,221.19006805652884,46.233854209673325,702.0019996468285,8.0,8.0,99.75,91.5,212.67274014965915,352.80352044439735,0,{},-213.21383910706172,1345.287138491219,568.2542073480606,-184.9818897969324,1103.5866165595767,473.70402893394925,-28.231949310129323,241.70052193164224,94.55017841411137,98.6751194576931,241.70052193164224,261.0668908575316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID05_BSF66F_120s_20260528_112057/tag_capture_20260528_112057/tr_all.csv
OptiTrack truth anchors,OptiTrack,0,direct OptiTrack-frame solve; no Kabsch/reflection/scale,raw_zero_delay,zero delays,T4,all8,ID06,static_ID06_BSF66F_120s_20260528_112429,edge,high,BCGF,motive_iantenna,False,"0,1,2,3,4",0.0,median,1201,1201,1.0,ok,-261.10391395450523,2006.3313253873562,494.65813905702964,-255.49125927043968,2006.134092074819,496.53194974562655,-261.10391395450523,2006.3313253873562,494.65813905702964,50.59129768935919,38.576896424011856,34.718446125184414,72.71917767018869,47.210064902932515,139.66717032264262,8.0,8.0,99.83347210657784,92.83930058284763,121.53302820515711,208.85750618580735,0,{},-261.10391395450523,2006.3313253873562,494.65813905702964,-193.231255,1684.95255,476.52297999999996,-67.87265895450523,321.3787753873562,18.135159057029682,70.25369618445953,321.3787753873562,328.96793019541445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID06_BSF66F_120s_20260528_112429/tag_capture_20260528_112429/tr_all.csv
OptiTrack truth anchors,OptiTrack,0,direct OptiTrack-frame solve; no Kabsch/reflection/scale,raw_zero_delay,zero delays,T4,all8,ID07,static_ID07_BSF66F_120s_20260528_112810,edge,low,CDHG,motive_iantenna,False,"0,1,2,3,4",0.0,median,1201,1201,1.0,ok,384.4409811703838,-126.60397138237147,143.32083401864588,386.002289972803,-118.85722476951264,143.1897598338597,384.4409811703838,-126.60397138237147,143.32083401864588,29.577366107407613,58.92635524711281,23.04281765184438,70.28921910648164,40.81320528081298,151.05625448146495,8.0,8.0,100.0,90.84096586178185,76.27666174291468,154.0571242166812,0,{},384.4409811703838,-126.60397138237147,143.32083401864588,352.14755,211.565355,53.795866000000004,32.29343117038377,-338.1693263823715,89.52496801864588,95.17134860605834,338.1693263823715,351.3062466017403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID07_BSF66F_120s_20260528_112810/tag_capture_20260528_112810/tr_all.csv
OptiTrack truth anchors,OptiTrack,0,direct OptiTrack-frame solve; no Kabsch/reflection/scale,raw_zero_delay,zero delays,T4,all8,ID08,static_ID08_BSF66F_120s_20260528_113136,edge,mid,CDHG,motive_iantenna,False,"0,1,2,3,4",0.0,median,1201,1201,1.0,ok,572.2900913063363,1362.6490826050483,-60.21629938491662,575.3322146933938,1358.835199262545,-60.2579090618696,572.2900913063363,1362.6490826050483,-60.21629938491662,45.49355254568184,49.34237265543614,41.72326574395026,79.17680164702577,60.90035315216914,134.29604597167082,8.0,8.0,100.0,90.25811823480433,156.1553269668969,198.4842130808112,0,{},572.2900913063363,1362.6490826050483,-60.21629938491662,391.90054,1132.2804,-71.53192899999999,180.38955130633633,230.3686826050482,11.315629615083374,180.7441110910314,230.3686826050482,292.81079833105974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID08_BSF66F_120s_20260528_113136/tag_capture_20260528_113136/tr_all.csv
OptiTrack truth anchors,OptiTrack,0,direct OptiTrack-frame solve; no Kabsch/reflection/scale,raw_zero_delay,zero delays,T4,all8,ID09,static_ID09_BSF66F_120s_20260528_113816,edge,high,CDHG,motive_iantenna,False,"0,1,2,3,4",0.0,median,1201,1201,1.0,ok,423.2063982254172,1862.29412220917,-9.484897708706772,421.65090498755444,1855.174159710979,-17.84010709456105,423.2063982254172,1862.29412220917,-9.484897708706772,47.62876803176303,85.80459507450908,57.20235765707417,114.13133115285187,53.86988710067931,154.61465517597168,8.0,8.0,99.91673605328893,93.42214820982515,139.4849831465987,260.9055905211944,0,{},423.2063982254172,1862.29412220917,-9.484897708706772,408.80994,1568.1853500000002,-62.425788499999996,14.396458225417234,294.10877220916973,52.94089079129323,54.863429779879965,294.10877220916973,299.18216159657163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID09_BSF66F_120s_20260528_113816/tag_capture_20260528_113816/tr_all.csv
OptiTrack truth anchors,OptiTrack,0,direct OptiTrack-frame solve; no Kabsch/reflection/scale,raw_zero_delay,zero delays,T4,all8,ID10,static_ID10_BSF66F_120s_20260528_114216,edge,low,ADHE,motive_iantenna,False,"0,1,2,3,4",0.0,median,1201,1201,1.0,ok,129.0215588306753,-27.017284724754706,-1031.7422092100676,123.30680041297033,-25.08086425464284,-1036.864302618319,129.0215588306753,-27.017284724754706,-1031.7422092100676,42.473239268895234,44.67487908741528,39.43739682123485,73.60552406169113,46.524696920738414,162.02045909959787,8.0,8.0,99.91673605328893,90.75770191507078,122.34340548870252,157.4659442986183,0,{},129.0215588306753,-27.017284724754706,-1031.7422092100676,65.499245,238.64973,-938.19342,63.5223138306753,-265.6670147247547,-93.54878921006764,113.07723164754464,265.6670147247547,288.7307102298533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID10_BSF66F_120s_20260528_114216/tag_capture_20260528_114216/tr_all.csv
