anchor_source,coordinate_frame,alignment_dof,alignment_note,delay_mode,delay_note,tag_method,eval_set,ID,capture,location,height,facing,tag_truth_source,tag_truth_corrected,tag_truth_permutation,tag_truth_shift_from_motive_mm,point_estimator,frames_input,frames_solved,solve_fraction,status,x_mm,y_mm,z_mm,mean_x_mm,mean_y_mm,mean_z_mm,median_x_mm,median_y_mm,median_z_mm,x_std_mm,y_std_mm,z_std_mm,d3_std_mm,radial_p50_mm,radial_p95_mm,anchors_used_median,anchors_input_median,pct_solved_ge7,pct_solved_ge8,residual_rms_median_mm,residual_rms_p95_mm,rejected_frames,rejected_anchor_counts,solved_x_mm,solved_y_vertical_mm,solved_z_mm,truth_x_mm,truth_y_vertical_mm,truth_z_mm,err_x_mm,err_y_vertical_mm,err_z_mm,err_horizontal_mm,err_vertical_mm,err_3d_mm,anchor_delay_A_mm,anchor_delay_B_mm,anchor_delay_C_mm,anchor_delay_D_mm,anchor_delay_E_mm,anchor_delay_F_mm,anchor_delay_G_mm,anchor_delay_H_mm,tag_delay_mm,source_tr_all
OptiTrack truth anchors,OptiTrack,0,direct OptiTrack-frame solve; no Kabsch/reflection/scale,raw_zero_delay,zero delays,T4,all8,ID11,static_ID11_BSF66F_120s_20260528_114551,edge,mid,ADHE,motive_iantenna,False,"0,1,2,3,4",0.0,median,1201,1201,1.0,ok,-103.61161211674107,1449.3420095377965,-1061.378102570718,-103.10461754470101,1447.0773104381028,-1062.5548892152583,-103.61161211674107,1449.3420095377965,-1061.378102570718,31.05912886835337,51.57789522245424,21.54632203720536,63.99971474378156,32.484957535194624,75.85413474392853,8.0,8.0,100.0,91.84013322231473,159.97477073727546,244.77631322122875,0,{},-103.61161211674107,1449.3420095377965,-1061.378102570718,-63.9057945,1133.4998500000002,-956.9902950000001,-39.70581761674107,315.8421595377963,-104.387807570718,111.68422593202298,315.8421595377963,335.00691942635143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID11_BSF66F_120s_20260528_114551/tag_capture_20260528_114551/tr_all.csv
OptiTrack truth anchors,OptiTrack,0,direct OptiTrack-frame solve; no Kabsch/reflection/scale,raw_zero_delay,zero delays,T4,all8,ID12,static_ID12_BSF66F_120s_20260528_115143,edge,high,ADHE,motive_iantenna,False,"0,1,2,3,4",0.0,median,1201,1201,1.0,ok,35.38335205699481,1918.6885334843575,-1052.077290106773,35.670140165715665,1919.098296272635,-1049.98572803018,35.38335205699481,1918.6885334843575,-1052.077290106773,30.06816508286886,22.33228832707435,34.24946509886373,50.79838873246594,38.823299230761215,93.40959290233144,8.0,8.0,100.0,91.3405495420483,100.44357208776488,184.50160525623292,0,{},35.38335205699481,1918.6885334843575,-1052.077290106773,-43.6886845,1590.1300500000002,-956.35754,79.07203655699482,328.55848348435734,-95.71975010677306,124.1557792685214,328.55848348435734,351.23401685388404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID12_BSF66F_120s_20260528_115143/tag_capture_20260528_115143/tr_all.csv
OptiTrack truth anchors,OptiTrack,0,direct OptiTrack-frame solve; no Kabsch/reflection/scale,raw_zero_delay,zero delays,T4,all8,ID13,static_ID13_BSF66F_120s_20260528_115704,center,mid,ABEF,motive_iantenna,False,"0,1,2,3,4",0.0,median,1200,1200,1.0,ok,-132.50017996449486,1248.6843256104075,-215.68998385348337,-128.33169065149426,1159.336837474665,-205.84491691960037,-132.50017996449486,1248.6843256104075,-215.68998385348337,40.5920335817666,220.9102478876215,63.20597038873799,250.08262791946902,165.77660989714792,452.92455521668865,8.0,8.0,99.83333333333333,91.66666666666666,152.9206618897292,251.82487262536313,0,{},-132.50017996449486,1248.6843256104075,-215.68998385348337,-189.628155,1139.0976,-197.96616,57.12797503550513,109.58672561040748,-17.723823853483367,59.81420787443902,109.58672561040748,124.84786699682675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID13_BSF66F_120s_20260528_115704/tag_capture_20260528_115704/tr_all.csv
OptiTrack truth anchors,OptiTrack,0,direct OptiTrack-frame solve; no Kabsch/reflection/scale,raw_zero_delay,zero delays,T4,all8,ID14,static_ID14_BSF66F_120s_20260528_120122,center,mid,BCGF,motive_iantenna,False,"0,1,2,3,4",0.0,median,1201,1201,1.0,ok,-167.41303506953236,1112.9716879176585,-248.8452382068436,-172.396556376425,1114.9636046242226,-242.764590988883,-167.41303506953236,1112.9716879176585,-248.8452382068436,45.91288195208561,114.08028597749579,45.5652526299786,131.3935847462066,89.77329732692839,268.6479053220308,8.0,8.0,99.91673605328893,91.9233971690258,151.72572538133372,230.03347104719646,0,{},-167.41303506953236,1112.9716879176585,-248.8452382068436,-198.69532,1132.6278,-194.690585,31.282284930467654,-19.65611208234145,-54.15465320684359,62.54044942614706,19.65611208234145,65.55662099756232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID14_BSF66F_120s_20260528_120122/tag_capture_20260528_120122/tr_all.csv
OptiTrack truth anchors,OptiTrack,0,direct OptiTrack-frame solve; no Kabsch/reflection/scale,raw_zero_delay,zero delays,T4,all8,ID15,static_ID15_BSF66F_120s_20260528_120437,center,mid,CDHG,motive_iantenna,False,"0,1,2,3,4",0.0,median,1201,1201,1.0,ok,-130.33505290478527,1156.838184100939,-265.81438039135304,-132.16262850682358,1150.6506175147083,-255.9520239588893,-130.33505290478527,1156.838184100939,-265.81438039135304,33.64714584795945,131.6991033989056,44.76843132831839,143.596270113917,117.55050624995326,247.34559330719,8.0,8.0,99.91673605328893,95.58701082431307,152.72307240915944,241.15471985443938,0,{},-130.33505290478527,1156.838184100939,-265.81438039135304,-200.165335,1132.2551,-184.312585,69.83028209521473,24.583084100939004,-81.50179539135303,107.32572361512985,24.583084100939004,110.10512691707449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID15_BSF66F_120s_20260528_120437/tag_capture_20260528_120437/tr_all.csv
OptiTrack truth anchors,OptiTrack,0,direct OptiTrack-frame solve; no Kabsch/reflection/scale,raw_zero_delay,zero delays,T4,all8,ID16,static_ID16_BSF66F_120s_20260528_120804,center,mid,ADHE,motive_iantenna,False,"0,1,2,3,4",0.0,median,1201,1201,1.0,ok,-139.17985959252206,1069.4699268180377,-270.1257732056968,-145.3018816902535,1076.4706857482493,-265.54366666412454,-139.17985959252206,1069.4699268180377,-270.1257732056968,56.96923189435983,147.30222895291627,46.78303175018645,165.04416856524205,114.75209484695188,353.0188522102459,8.0,8.0,99.91673605328893,89.75853455453789,183.09598163673317,260.8545274026576,0,{},-139.17985959252206,1069.4699268180377,-270.1257732056968,-184.85465499999998,1122.0572,-185.78015499999998,45.674795407477916,-52.587273181962246,-84.34561820569684,95.91856048761441,52.587273181962246,109.38826055263183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID16_BSF66F_120s_20260528_120804/tag_capture_20260528_120804/tr_all.csv
OptiTrack truth anchors,OptiTrack,0,direct OptiTrack-frame solve; no Kabsch/reflection/scale,raw_zero_delay,zero delays,T4,all8,ID17,static_ID17_BSF66F_120s_20260528_121200,center,low,ABEF,motive_iantenna,False,"0,1,2,3,4",0.0,median,1199,1199,1.0,ok,-170.8797803689558,19.850474927745,-317.91504092594766,-170.42772837142675,21.668195440695367,-314.7606699742506,-170.8797803689558,19.850474927745,-317.91504092594766,50.309580055647345,60.513792585166634,29.00818015683207,83.95180742187726,67.7923808199925,143.9152598906312,8.0,8.0,99.83319432860718,92.49374478732277,87.76684272628715,126.13118506432555,0,{},-170.8797803689558,19.850474927745,-317.91504092594766,-180.39839999999998,209.45865500000002,-328.203235,9.518619631044174,-189.608180072255,10.288194074052342,14.01609992065786,189.608180072255,190.12551908488916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID17_BSF66F_120s_20260528_121200/tag_capture_20260528_121200/tr_all.csv
OptiTrack truth anchors,OptiTrack,0,direct OptiTrack-frame solve; no Kabsch/reflection/scale,raw_zero_delay,zero delays,T4,all8,ID18,static_ID18_BSF66F_120s_20260528_121519,center,low,BCGF,motive_iantenna,False,"0,1,2,3,4",0.0,median,1199,1199,1.0,ok,-306.45923402149106,48.68231445222316,-247.03186699678793,-313.02243447781905,47.62482416813567,-248.1361618404256,-306.45923402149106,48.68231445222316,-247.03186699678793,47.13718111017743,36.97992660206369,33.38714626644619,68.91693335717518,51.19015270740064,134.07862318676558,8.0,8.0,99.83319432860718,92.91075896580485,96.06537304124916,134.4639412312844,0,{},-306.45923402149106,48.68231445222316,-247.03186699678793,-295.4243,206.90585,-224.00141000000002,-11.03493402149104,-158.22353554777683,-23.030456996787905,25.537652952837256,158.22353554777683,160.2712042744365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID18_BSF66F_120s_20260528_121519/tag_capture_20260528_121519/tr_all.csv
OptiTrack truth anchors,OptiTrack,0,direct OptiTrack-frame solve; no Kabsch/reflection/scale,raw_zero_delay,zero delays,T4,all8,ID19,static_ID19_BSF66F_120s_20260528_121846,center,low,CDHG,motive_iantenna,False,"0,1,2,3,4",0.0,median,1201,1201,1.0,ok,-233.27161370031024,-200.01646228918992,-27.338911619055082,-230.7670703505386,-189.03541747705614,-27.425906784106942,-233.27161370031024,-200.01646228918992,-27.338911619055082,28.31195885154172,97.04911355795521,26.5024752551598,105.11585181009738,65.27276193348007,218.9985542309429,8.0,8.0,99.91673605328893,89.84179850124896,154.87201202522422,199.94560967094912,0,{},-233.27161370031024,-200.01646228918992,-27.338911619055082,-188.530555,205.96057000000002,-114.135095,-44.74105870031025,-405.97703228918994,86.79618338094492,97.6490644252326,405.97703228918994,417.55561369650053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID19_BSF66F_120s_20260528_121846/tag_capture_20260528_121846/tr_all.csv
OptiTrack truth anchors,OptiTrack,0,direct OptiTrack-frame solve; no Kabsch/reflection/scale,raw_zero_delay,zero delays,T4,all8,ID20,static_ID20_BSF66F_120s_20260528_122210,center,low,ADHE,motive_iantenna,False,"0,1,2,3,4",0.0,median,1201,1201,1.0,ok,21.20310981036643,5.005927773922508,-229.4751864228569,15.077050399147753,-11.557295425003499,-230.67997693415765,21.20310981036643,5.005927773922508,-229.4751864228569,40.16857427938199,97.32840771832238,30.282097087626017,110.98044512196721,59.13663234873701,288.9257657874357,8.0,8.0,100.0,91.42381348875936,149.9320675088086,231.7686341527789,0,{},21.20310981036643,5.005927773922508,-229.4751864228569,-80.19599149999999,202.56013000000002,-220.692665,101.39910131036642,-197.5542022260775,-8.782521422856888,101.77873269545506,197.5542022260775,222.23090074576672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID20_BSF66F_120s_20260528_122210/tag_capture_20260528_122211/tr_all.csv
OptiTrack truth anchors,OptiTrack,0,direct OptiTrack-frame solve; no Kabsch/reflection/scale,raw_zero_delay,zero delays,T4,all8,ID21,static_ID21_BSF66F_120s_20260528_122611,center,high,ABEF,motive_iantenna,False,"0,1,2,3,4",0.0,median,1201,1201,1.0,ok,-227.02638580126506,1911.1653870868263,-223.542768147698,-223.86900968888673,1908.8059562272629,-222.96848565849507,-227.02638580126506,1911.1653870868263,-223.542768147698,48.53318306410392,41.427185290750735,31.678547723052205,71.35178808945992,55.71106633550133,121.8880491201604,8.0,8.0,99.91673605328893,91.3405495420483,113.99329436645519,213.66367547962366,0,{},-227.02638580126506,1911.1653870868263,-223.542768147698,-212.053465,1598.6443,-226.93474500000002,-14.972920801265076,312.52108708682636,3.391976852302008,15.352324393638543,312.52108708682636,312.8979446052965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID21_BSF66F_120s_20260528_122611/tag_capture_20260528_122611/tr_all.csv
OptiTrack truth anchors,OptiTrack,0,direct OptiTrack-frame solve; no Kabsch/reflection/scale,raw_zero_delay,zero delays,T4,all8,ID22,static_ID22_BSF66F_120s_20260528_122946,center,high,BCGF,motive_iantenna,False,"0,1,2,3,4",0.0,median,1201,1201,1.0,ok,-233.0529547772922,1817.8657276944307,-234.95998246883107,-232.05101361677717,1817.543045923098,-235.894374409315,-233.0529547772922,1817.8657276944307,-234.95998246883107,34.23042726370407,29.60761221335728,30.52332500870249,54.60757565697535,42.84592500087064,94.83758935067269,8.0,8.0,99.83347210657784,92.67277268942547,156.82048335693602,230.92316099006013,0,{},-233.0529547772922,1817.8657276944307,-234.95998246883107,-232.83767,1599.3211999999999,-235.17408,-0.2152847772921973,218.54452769443083,0.2140975311689317,0.303620302658407,218.54452769443083,218.54473860166487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID22_BSF66F_120s_20260528_122946/tag_capture_20260528_122946/tr_all.csv
